@relation data

@attribute 3706 numeric
@attribute 3707 numeric
@attribute 6655 numeric
@attribute 4796 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 1605 numeric
@attribute 6850 numeric
@attribute 572 numeric
@attribute 5267 numeric
@attribute 5266 numeric
@attribute 2048 numeric
@attribute 695 numeric
@attribute 1445 numeric
@attribute 29760 numeric
@attribute 5605 numeric
@attribute 930 numeric
@attribute 5604 numeric
@attribute 7409 numeric
@attribute 207 numeric
@attribute 23368 numeric
@attribute 208 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 10000 numeric
@attribute 5336 numeric
@attribute 2885 numeric
@attribute 10725 numeric
@attribute 613 numeric
@attribute 4791 numeric
@attribute 4790 numeric
@attribute 4793 numeric
@attribute 4067 numeric
@attribute 5295 numeric
@attribute 4792 numeric
@attribute 4795 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute 4794 numeric
@attribute Class {Control,BRCA}

@data
5.817758343,10.2343328,7.867620258,5.201056716,10.11570732,9.15105029633,11.37070935,9.65740828,7.546352606,5.379041481,7.630669612,6.0460148965,7.342077169,10.35004996,4.418782743,11.44994835,5.792862671,10.49127719,6.878146348,9.746089281,10.66888523,7.466690585,6.685313404,8.467616885,6.02664600925,10.98014335,9.4954151895,7.12731409333,7.402056661,6.613275006,12.34771002,6.709066159,10.63456176,7.0703331436,15.00532806,6.192791506,8.001564595,8.27215776867,6.748330821,Control
5.309804873,9.714503602,7.609956448,5.648473532,10.34726733,8.42779587067,11.95147243,9.946928611,7.48196166867,5.682862067,10.12116474,6.1752464015,7.365668755,10.84346202,4.856999696,11.52169626,5.874189107,9.559434991,6.418236866,9.68028616833,10.98935922,6.43012268,7.098719371,8.699078855,5.94776533325,10.64134532,9.5539178325,7.57036449267,7.1289164645,6.847355026,12.34109771,6.373840507,11.67867508,7.6111323212,13.91249272,6.22776574,7.481398095,7.85669691467,7.391761545,BRCA
5.379561399,9.488011381,7.575257723,6.234487549,10.45388564,8.45925672733,12.10871075,9.791985416,7.496409352,5.332718001,9.215752072,5.6572200255,7.320667722,11.26946293,4.383188881,11.72288448,5.917677146,9.65317699,6.805650779,9.69256516467,11.22308177,6.416760061,6.212526175,9.063247518,5.52044016575,10.4984955,9.480270588,7.19399695267,7.0926896005,6.882157689,12.51631937,6.74855168667,11.59799678,7.448654099,14.51605303,6.053334703,7.228580927,8.11094053067,7.403653582,BRCA
5.59291388,9.831893516,6.838009842,6.056697995,10.09500831,7.73867912133,12.23392978,9.638916035,7.166098701,5.407702206,8.367503347,5.8033952395,7.813125618,11.31701417,4.802724808,11.42772678,6.299945779,9.580847928,6.327333135,9.98949733167,11.51613105,5.863140121,5.584068992,8.649598507,5.58777326775,10.35580562,9.432546201,7.11520144833,6.88167523675,7.43686989633,12.26985874,6.91424652367,11.00452968,7.6522265588,14.35403309,6.605705905,6.648325671,7.98209816267,8.142746712,Control
5.283839608,9.455944203,7.652900753,5.699476154,10.22872886,8.10318445333,11.96551025,10.27897821,7.33013335533,5.31832701,11.71457622,5.974060652,7.547899223,11.32409911,5.03343539,11.8471671,6.107798352,9.966174165,6.328276055,9.506100771,11.09139921,6.860966288,7.405441727,8.565760069,5.87271996825,10.43232295,9.66718229,7.250688443,7.4523840255,6.867992672,12.37603319,6.52162721267,12.12951334,7.950268865,13.73047547,6.823052312,7.634958261,7.82991936767,7.427105645,BRCA
5.694818396,9.831165155,8.522033306,6.068676855,10.624983,8.70127661067,11.84561169,9.943244144,6.96976629,5.388199225,9.742208842,5.8945122075,8.067624097,11.07168041,5.628052686,11.5852209,4.980495207,10.23164154,6.682787905,9.688092646,10.66999253,7.477052175,7.460253403,8.146264608,6.0241266485,10.6767992,9.9164802245,7.35928076267,8.244265727,6.82836121733,12.87483063,6.160625593,11.79461296,7.4183463498,13.77694807,6.248027763,8.19601328,8.18650002,7.759191003,BRCA
5.771893004,9.464617794,6.760091594,5.654644083,9.961088297,8.36198243367,12.01701203,10.45584633,6.54175895867,5.814301269,8.547551166,6.698930436,6.816347305,11.3382407,4.93712219,11.16076662,7.278707598,8.977681421,5.926361974,10.0480993307,11.69149721,6.742953157,6.662423158,8.302457433,5.88751933675,10.27409306,9.167523377,7.43595589267,6.14302696,7.129972705,12.52075501,6.344653246,11.980959,8.3350079456,15.02279519,6.003271234,7.292025067,8.451561107,7.435068318,BRCA
6.04385369,9.582283668,7.907583411,6.220915761,10.12277013,8.53051419067,11.17361954,9.498226492,7.84441516067,5.793122872,9.795139114,5.924917202,7.356058229,10.5789154,5.139460541,11.28922369,6.080130651,10.00443156,6.739851899,9.436876068,10.33398861,6.689303092,6.020263967,8.452633655,5.55851851825,10.75653988,9.1611827995,6.67244497167,6.9500503585,6.370347138,12.20475003,6.20271008933,10.68348837,7.757716558,14.22362506,6.744434014,7.787382059,8.171538624,6.971661738,Control
5.688817657,9.544781489,7.65031782,5.950124992,9.9831294,8.16926655967,12.04072818,9.427680085,7.80894971567,5.733497552,7.972134198,5.902567425,7.635901506,11.11718547,4.805564985,11.82274022,6.158463896,9.452231522,6.37387057,9.58057105933,11.15889068,6.500527718,7.205282841,8.407417683,5.650041658,10.57213676,9.3657406255,6.96379490667,7.14309656525,7.15645079333,12.42766909,6.496869675,11.06871466,7.6719006758,14.37348409,6.729828466,6.878728789,7.91861634733,7.718706032,BRCA
5.508516797,10.08234238,6.965931792,5.825538406,10.28660429,8.39504068233,11.58294888,10.46083242,7.79374473733,5.332718001,9.340818779,6.097307219,7.135404364,11.00749006,4.910985938,11.64681981,5.838328613,9.69476318,6.73809606,9.75364579767,11.04825205,6.827314517,7.606018576,8.72987657,5.56331123875,10.09533805,9.70078824,7.48523644667,7.10464715825,6.83844174133,12.09766027,6.537366551,11.11942121,7.3060563712,13.54172225,6.427443278,7.4960371,7.74245236133,7.388170429,BRCA
5.279388878,10.00748325,7.055014278,5.97637008,10.23292486,8.62624266567,11.33767223,9.687454914,8.04104994467,5.746387512,10.24134003,6.5168853865,8.067946709,11.20477915,4.790265497,11.94944384,6.434716308,9.736317839,7.487641348,9.592833039,10.65416187,5.479142629,6.657000843,9.15686751,5.4786784915,10.37037168,9.153599552,6.10896946733,7.69392134225,7.168375022,12.2590489,6.53208433767,10.71430158,6.9076540764,13.43573605,7.217330395,6.507481989,8.06297051567,7.827931929,BRCA
5.545359333,9.471543702,7.958945778,5.839462851,10.11618835,8.601359139,11.43475867,9.311414064,7.56627437633,5.695027274,9.328529711,5.881726985,8.017839982,10.56738599,5.024819696,11.38105635,6.610733738,9.990983614,7.188443271,9.66262953467,10.7998525,6.97372929,6.822223857,8.195422808,5.7708818765,10.77070542,9.5256586835,6.93719176833,7.10276194725,6.57488857867,12.38541089,6.30944562733,11.07740677,7.509195938,14.39776555,6.305519722,8.512524314,8.197304519,7.419372713,Control
4.880699299,9.730436649,8.326250965,5.864874046,10.13087976,8.523978557,11.66148208,9.328361407,7.59129591867,5.428285837,9.551728025,6.3293752715,7.572133883,10.51810261,5.006310647,11.33166731,5.802588255,10.29596436,6.506450901,9.935713008,10.67254493,7.400262798,6.672535396,8.126576876,5.8854976,10.77027594,9.597360232,7.184025705,7.04497527125,6.82571524133,12.24889125,6.83411040533,10.59403555,7.3656981534,14.10537413,6.29655434,8.640083234,8.151507585,7.177023614,Control
5.784773056,10.69117233,7.997872605,6.088105148,10.76657469,9.16094315833,11.9128857,8.752398314,7.66188804867,5.532169853,9.282845833,6.0211887345,7.446217194,11.10704394,4.615340623,11.29445435,5.38371401,10.01433476,6.342168584,10.2127518167,10.99212422,6.998819226,4.904979261,8.437316311,5.6707063705,10.48711175,9.06038523,6.333306097,6.95072196525,7.207652156,12.29388695,7.043476808,9.744102689,7.1534205814,14.13459319,6.944100378,7.7584583,8.08129530567,7.056315612,BRCA
6.68067994,9.809000815,8.051101686,6.150209952,10.37973064,8.789516499,12.34260121,9.846603446,7.66703628367,5.822864756,8.743270176,6.5438936355,7.719014193,11.19715849,5.257964097,11.28106518,5.808521004,9.712540381,7.404696936,10.3303371883,11.86989657,6.457877938,5.472171943,8.637277967,5.6644220515,10.27293332,9.5800955565,8.082588347,6.8465411235,6.73005362833,12.41257918,6.31386063533,11.47931054,7.0222287176,13.98232431,6.85901018,7.8511886,7.95451796533,7.130496238,BRCA
6.405912077,9.948696154,7.815353072,6.026197658,10.55366796,8.419142242,12.20475003,9.401834759,8.02569258867,5.492022402,9.395331225,6.079201963,7.671578438,11.16642377,5.043313058,11.36168902,6.854248561,9.812386363,6.749538038,10.0295226957,10.79624673,6.272541727,4.944168843,9.107714755,5.4935537865,10.41229492,9.0393998015,7.14021701333,6.36958253925,6.90677295333,12.40655986,6.96648824367,10.74565776,6.9209080238,13.70909946,7.123296633,7.192690117,8.00665617633,7.502615284,BRCA
5.86431694,10.16746241,7.672568764,5.65478727,10.73881029,8.58330978467,12.29067992,8.411575733,7.95110622133,5.428620839,9.933019721,5.9287180725,6.933959475,10.99617883,5.277437357,11.42163372,5.838328613,9.916141133,6.730643776,10.1231177773,10.78864516,7.39763426,5.538546893,8.783359349,5.65532370625,10.07347253,8.9731778835,6.49497810067,7.09904829625,7.382294288,12.32574401,6.88625381767,9.93170563,6.8965544166,13.58466312,7.233142993,7.688986551,7.86577453733,7.244818397,BRCA
5.549831826,9.854946719,7.588473151,6.037278568,10.51457134,8.49027171233,12.17175704,8.766761713,7.89435356167,5.35439155,8.016392025,6.655924375,7.679833912,11.05496734,4.586084011,11.31587145,7.068835031,10.0322459,6.697180004,10.182290716,10.86989475,6.554209422,5.070616072,8.641727659,5.5028216445,10.26509376,8.9213733295,6.87188385067,6.81036109175,7.144249486,12.39966386,7.059851597,10.28924692,6.895239566,13.75810714,7.187651778,7.192172276,8.01917131267,7.758041825,BRCA
5.556131441,10.07805442,7.816841466,5.80723335,10.54450111,8.95843216133,12.49713337,8.285819621,8.071594068,5.525764499,7.858231463,6.0150183095,7.588285745,11.23824666,4.776645376,11.57272404,7.21271797,9.833428205,6.941461789,10.3257906717,10.87885198,7.681310676,5.353156751,8.719338441,5.267785966,10.00575124,9.111304808,6.17612883267,7.1247906185,6.75150023233,12.00382718,7.14134063733,9.513950163,7.0040046146,12.88068749,7.109154518,7.574595656,7.890844983,6.988971848,BRCA
6.565182543,10.04563037,8.635646596,6.072862143,5.97155002,8.67313689733,12.09425678,9.458448204,8.530428344,4.755170033,11.77183206,5.9218870965,7.960988197,11.61491238,5.002940155,11.3119244,6.536717836,9.724718956,7.237164838,10.2867156497,11.58252909,5.687628504,5.027033758,8.95253824,5.47877633725,8.105084975,10.2970447,7.41247668367,6.87914917925,5.51821901167,12.05629403,6.82896955467,9.580042347,7.4112322548,10.54750216,8.16176316,8.480033951,8.742530249,7.975462708,BRCA
