@relation data

@attribute 5140 numeric
@attribute 805 numeric
@attribute 58 numeric
@attribute 5577 numeric
@attribute 801 numeric
@attribute 3827 numeric
@attribute 1128 numeric
@attribute 6262 numeric
@attribute 7422 numeric
@attribute 3320 numeric
@attribute 6541 numeric
@attribute 5139 numeric
@attribute 5138 numeric
@attribute 624 numeric
@attribute 4846 numeric
@attribute 1134 numeric
@attribute 2321 numeric
@attribute 3791 numeric
@attribute 5567 numeric
@attribute 7135 numeric
@attribute 5568 numeric
@attribute 2324 numeric
@attribute 857 numeric
@attribute 207 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 808 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute Class {Control,BRCA}

@data
9.641781332,13.59313376,6.569556123,4.767140212,13.11037161,5.6227922,6.201247285,5.689167221,7.08564090233,11.0093826917,9.231413882,5.97762982,9.908242911,6.38362276,8.903363049,4.912056689,5.309623002,7.166266353,5.4829326402,5.478900032,5.48205062,6.63706652725,13.206076235,9.746089281,9.78527191267,8.786482932,7.409181146,12.33572539,5.0951850405,5.081735071,Control
8.20808938,13.5121695,5.19062597,5.442455259,12.75620088,5.313618859,6.50008947,6.017928169,7.023588809,11.030777654,9.751209759,5.636777762,9.612320761,6.706189056,8.765461089,4.722005474,5.521373712,6.590291838,5.5428379012,5.327517838,5.804719114,6.13091472175,12.113213965,9.68028616833,9.789873514,8.66542575,7.391761545,12.47764072,5.0237059215,5.415666779,BRCA
5.72110688,13.47944813,5.283469238,5.112503363,12.13760287,4.98710623,8.049278334,5.664561948,6.75117246167,11.1437694107,10.30654055,5.258529523,8.117774412,5.942638389,7.420257374,5.37557202067,4.47893856,6.329935892,5.4641368762,4.66066112,5.527329405,6.10791197225,10.5864353725,9.69256516467,9.801472324,8.815320146,7.677704008,12.54827894,5.39240058,4.495674434,BRCA
7.437629589,13.35270561,6.563810693,5.7109519,12.20536419,5.494744603,8.150205667,5.432467779,6.94236106367,10.6939344647,10.13087976,5.312711681,8.771812245,6.221350881,7.314019254,5.16683270167,6.022706945,6.617949048,5.1156792046,4.754101184,5.655216748,6.114021768,10.9511039505,9.98949733167,9.34823014567,8.115695415,6.105076296,12.76004735,5.5176624715,5.655216748,Control
7.612317708,13.37889296,5.301780818,5.377654117,12.34682957,4.968564562,7.726765028,5.601110562,6.83736035933,11.2182175033,10.16846564,5.764215595,8.614950082,5.305251227,7.122365029,5.36213975433,6.16591759,6.732646124,5.466218321,4.977063788,6.407145055,5.965803975,12.094032035,9.506100771,7.772929909,9.518791383,7.418993406,12.45248586,5.633358346,5.502084908,BRCA
9.215897647,13.71343219,5.802329755,5.316879984,13.11510467,4.846131289,6.277711078,5.437137209,7.082736173,11.374489615,10.20922218,6.182201277,8.513087147,6.359842333,8.804696631,5.40580756133,5.76368461,6.306066817,5.6759717936,4.925775462,5.625863148,6.50948529175,13.169679585,9.688092646,9.84054935,9.231287868,7.890402801,12.66384721,5.3156313315,6.052356793,BRCA
5.993341073,13.29267684,5.472984221,4.904497645,12.34260121,4.846005888,5.455665247,5.375918034,7.03127811267,10.4929184813,10.63456176,5.414821571,8.227833865,6.869350546,7.657248993,6.87896881333,4.759703782,6.28540742,5.5322651396,5.123719213,6.430289978,5.82755284675,9.2216698995,10.0480993307,9.55785931,8.344585666,7.572418149,12.61750082,5.746568874,4.932168974,BRCA
6.926417944,13.44200721,5.551370856,5.023045997,12.57155186,5.110625549,5.30196368,5.563776856,6.954021827,10.7716702567,9.622747882,5.814365364,8.566540366,6.483538193,7.356058229,5.251598756,5.427112717,6.547747191,5.3094441946,4.988243006,5.233822166,6.1256669025,12.42221496,9.436876068,7.854087509,8.118825763,7.90344675,12.74796537,5.1029923355,5.268856586,Control
6.254278102,13.70458133,5.771232765,5.398154738,12.3148028,5.057570761,8.520236718,5.253432694,6.49244811067,11.3126835957,10.3910344,5.731598207,8.314788419,6.247648082,7.29075873,5.10045241167,5.821079567,6.425472417,5.291675395,5.705018031,5.844493149,6.25045743675,11.441748505,9.58057105933,9.60954968233,9.026662535,7.548207573,12.4865699,5.0556268035,5.313256056,BRCA
8.313258466,13.30755735,5.608965365,5.778347403,12.71572616,4.753833848,7.237786266,5.564234295,6.623727165,10.9901063043,9.785085055,5.34483848,8.781983483,7.109833592,7.784080438,4.88432606167,5.259094728,6.210871602,5.3589494338,5.076613872,5.913135501,6.15722853325,11.881986655,9.75364579767,9.492243668,8.794173061,7.121070136,12.57561022,5.416909793,4.795210185,BRCA
