@relation data

@attribute id string
@attribute 10629 numeric
@attribute 11036 numeric
@attribute 129685 numeric
@attribute 138474 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 27097 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 2969 numeric
@attribute 404672 numeric
@attribute 4331 numeric
@attribute 51616 numeric
@attribute 54457 numeric
@attribute 6872 numeric
@attribute 6873 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6879 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 8148 numeric
@attribute 83860 numeric
@attribute 902 numeric
@attribute 9519 numeric
@attribute 9569 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0474035033,-0.0314317006,0.2739920237,-0.0522326240,0.4126746371,0.2471734286,0.7664629752,0.2383359553,0.0906067842,0.7547164150,1.0509015229,1.1007672102,0.5599901921,0.4458390437,0.6988280033,0.0819270354,0.0983569717,0.0735214509,1.6019275112,-0.0370083206,0.3355707476,0.1264852696,-0.1583751188,0.6040336235,0.4168757227,0.0728702907,0.3052451733,0.6343491939,0.9188383968,1.0029649917,3.0581478050,0.5832996126,0.4173973020,0.3184341924,1.2010568232,0.3236775218,0.3207919575,0.5309962821,0.9200814960,0.1233668500,BRCA
GSM481003,0.0061978514,-0.0365205356,0.2917112782,-0.0677073043,0.4332668259,0.0809217530,0.6723441639,0.2747887051,0.1846046733,0.4586253045,0.8243662465,0.8811046965,0.6384328385,0.6027689856,0.3816985116,0.0240194796,0.1887621529,0.0434247289,1.3187365457,-0.0238657131,0.2075409281,-0.0024351052,-0.0973149922,0.4627110235,0.7153645026,0.0492603374,0.3918772508,0.8002846026,0.9188766295,0.7616112100,2.8898250034,0.4728500716,0.3233149223,-0.0029849011,1.1262631044,0.1913630674,0.4218614906,0.4128580279,0.8569799660,0.1577979582,BRCA
GSM481004,-0.0186073226,-0.0340597544,0.2842583592,-0.0282853347,0.4885377014,0.1856753364,0.6899055538,0.2367155888,0.1024241596,0.3359913605,0.7271636734,1.1675606072,0.6563029549,0.3990541024,0.5249313446,0.0484137601,0.2071125326,-0.0245069078,1.3155401649,-0.0298508255,0.3036787027,0.0784714339,-0.1153269707,0.3821579511,0.5872448813,0.1411118815,0.2843696062,0.8842598241,1.2222469226,0.6844078890,2.9055919306,0.4223953024,0.3469175598,-0.0543811637,1.1409199387,0.1866301575,0.4673477636,0.5674291466,0.9852176507,0.2239298714,BRCA
GSM481005,-0.0093534993,-0.1137346755,0.1962086294,0.0065625793,0.3385402066,0.2276329494,0.8136951590,0.4807807191,0.1936575438,0.8805289233,1.1579132770,1.0909686759,0.5496870449,0.7022237635,0.8590674320,0.0543346737,0.0273029770,-0.0880394656,1.9661049992,0.0502684904,0.3927700346,0.2021616539,-0.1056181231,0.8943207521,0.5506231701,0.1837407271,0.6400177626,0.7105728437,1.3379528001,0.9815075132,3.0030772516,0.5575813177,0.4846579498,0.0773010736,1.1419735849,0.3272681708,0.3971200034,0.7514979797,1.2724702757,0.0401395335,BRCA
GSM481006,-0.0457589419,-0.1256137545,0.2778655893,-0.0070169657,0.3733979295,0.2647651799,0.8655557697,0.8074913803,0.0611016917,0.8063432573,1.1381052789,0.8399142101,0.4691815671,0.6386246402,0.6036217285,0.1995508763,0.1172757720,0.0253424811,1.3995014055,0.0267637424,0.1643664948,0.0800756574,-0.0899926591,0.8368322156,0.7299188625,0.1150850698,0.3735145565,0.8356646830,0.9487181827,1.0122438353,2.7181605953,0.7192454645,0.3771707124,0.1458438428,1.4694229141,0.3476747896,0.4020651263,0.8258214549,0.8335453070,0.0448275553,BRCA
GSM481007,0.0351797439,-0.0471796272,0.2402630328,0.0911302240,0.4745502664,0.3188221376,0.5820522259,0.1432938852,0.1314855173,0.7956781611,0.6185048596,0.4002298619,0.8353145834,0.4642803039,0.4712725024,-0.1117293039,0.1932108493,0.0128542913,1.2484105825,-0.0726720185,0.1058965718,-0.0833817014,-0.1482739324,0.6255697864,0.6721877849,0.2003353058,0.2188478281,0.7503083249,0.3842637179,1.0569616092,2.9764111553,0.4060934352,0.2641590943,-0.0860239120,1.1679450347,0.0705379513,0.1091735004,0.7083978821,0.8548450670,0.1830041245,BRCA
GSM481008,-0.0807392120,-0.0618433071,0.2993469709,-0.0473947103,0.3531635934,0.3203204544,0.8524930084,0.4369532046,0.1836562879,0.4085291569,0.9825936984,1.0172724797,0.6851009033,0.6192824858,0.4346267902,0.0583050080,0.3393358754,0.1553768949,1.1480141393,-0.0353264075,0.3133624233,0.1583202143,-0.0448968701,0.8244703401,0.7473594771,0.2809578223,1.0972871921,1.2251141302,0.9170124307,1.2004337243,2.9143880094,0.4969488367,0.1495838914,-0.0849555681,1.1166355086,0.2863751948,0.7864192780,0.4965368061,1.3141187430,0.3220452607,Control
GSM481009,-0.0372011316,-0.0951055140,0.1539158968,-0.0281543040,-0.2521326546,0.0021543601,0.5733635763,0.5774719996,0.1179424838,0.4835997663,0.9025512821,0.4654669211,0.3922241374,0.5486693074,0.4665545274,-0.0902150421,-0.2240744946,0.0127572777,1.1006864050,-0.0664649450,0.2374305615,-0.1026229267,-0.2176044459,0.9534322521,0.2659734973,-0.0322749298,0.4211244771,0.3041267951,1.0459236614,0.9468902548,2.8520378044,0.5601938599,0.0518219231,-0.1462492339,0.8392247669,0.2319916280,0.2025100604,0.3113005406,0.7449768783,-0.1078263777,Control
GSM481010,-0.0056981045,-0.0944679119,0.2759641928,-0.0187389013,0.3869085910,0.2743913706,0.7793506285,0.5491992806,0.2395316256,0.9532468469,1.2086761862,1.4036198706,0.6619493134,0.8299167638,0.8621499950,0.0677283619,0.2553931049,0.0610027677,1.7024056017,0.0522999922,0.5262354303,0.0694639801,-0.0432222268,0.9718334665,0.4745809243,0.2429058418,0.6081705928,0.5712917046,1.4976390004,1.2568792252,2.9373107467,0.4888918611,0.4420024807,0.2379431982,1.2852867135,0.4215465509,0.4311569825,1.1656297360,1.0591964723,0.1082342309,Control
GSM481011,-0.0258207999,-0.0574939972,0.1077019458,-0.0087024640,0.7533496341,0.0953976019,0.5368383722,0.2210800921,0.1951110267,0.4027502070,0.7280937658,0.4456378898,0.7387057178,0.3450502634,0.3670035432,0.1960499127,0.1669592507,0.0007239617,1.8736528306,0.0150719955,0.2283824985,0.0540925172,-0.1380161169,0.5077406241,0.3788965333,-0.0021427302,0.3106789259,1.0169320570,0.5433590320,1.0467387270,3.3159812860,0.5623153693,0.3627227369,0.4031923678,1.0673799255,0.1443953680,0.3129094061,0.7662111923,0.9411181807,0.1562415743,Control
