@relation data

@attribute id string
@attribute 3456 numeric
@attribute 3454 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 7297 numeric
@attribute 3716 numeric
@attribute 10076 numeric
@attribute 5967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.059,1.8546,2.3654,2.2851,1.1125,1.8794,2e-04,-0.1818,Control
A02,-0.1975,1.6998,2.5389,2.1881,0.9142,1.6629,0.1256,-0.1598,Control
A03,-0.2531,1.7278,2.8972,2.5726,1.189,1.8002,0.0473,-0.1311,Control
A04,-0.1922,1.563,2.379,1.9536,1.0194,1.964,0.0632,-0.1303,Control
A05,-0.0891,1.8005,2.648,2.3031,1.1783,1.8971,0.0139,-0.1454,Control
A06,-0.1403,1.6346,2.2254,2.1935,1.0991,1.8036,0.0545,-0.135,Control
A07,-0.0051,1.6646,2.2112,2.1592,1.1048,2.0093,0.0422,-0.123,Control
A08,-0.2383,1.5376,2.5672,2.0732,0.9992,2.2698,0.0496,-0.1721,Control
A09,-0.0413,1.7738,2.4187,2.1477,0.9788,1.9491,0.0939,-0.0841,Control
A10,-0.0587,1.6564,2.7033,2.1464,1.0936,2.0508,-0.033,-0.2029,Control
A11,-0.1461,1.6001,1.4881,1.8685,0.9351,1.6694,-0.007,-0.0964,Control
A12,-0.3253,1.0571,1.4931,0.919,0.4673,1.4495,0.1235,-0.0481,Control
B01,0.1146,1.4727,2.2112,1.9036,0.8065,1.7935,-0.0093,0.0296,Control
B02,-0.1293,1.6643,2.5759,2.2355,1.2025,1.861,0.0379,-0.0711,Control
B03,-0.1293,1.5954,2.399,1.9517,1.0036,1.8576,-0.0187,-0.0659,BRCACancer
B04,-0.2235,1.2505,2.4126,1.8529,0.9559,2.1389,0.0288,-0.2725,BRCACancer
B05,-0.175,1.3489,2.1061,1.87,0.818,1.7979,0.0846,-0.1202,BRCACancer
B06,0.004,1.0713,2.2475,1.7384,0.6873,1.4884,-0.0504,0.1169,BRCACancer
B07,0.0935,1.744,2.7103,2.3682,1.1969,1.8836,0.0554,-0.0934,BRCACancer
B08,-0.1354,1.7463,1.6236,1.9673,1.0555,1.5898,-0.0341,-0.056,Control
B09,-0.2734,1.0526,2.0819,1.7788,0.8658,2.0995,-0.041,-0.1141,Control
B10,-0.1868,1.1864,2.1333,1.7903,0.7387,2.0355,-0.0016,-0.07,Control
B11,-0.0097,1.4729,2.019,1.9373,0.8685,1.7208,0.0259,-0.1204,Control
B12,-0.0369,0.6977,1.9946,1.5771,0.8181,1.898,-0.0347,-0.0771,Control
C01,-0.1061,1.5149,1.9997,2.3007,1.3886,1.8655,0.0769,-0.1796,BRCACancer
C02,-0.0736,1.5467,2.081,1.8572,1.2436,1.9093,0.0915,-0.2078,BRCACancer
C03,-0.2707,1.4391,2.4788,2.3701,1.4793,1.8951,0.0786,-0.1252,BRCACancer
C04,-0.193,1.0648,1.3735,1.6059,0.9276,1.5105,0.0872,-0.1703,Control
C05,-0.2599,1.1687,1.8099,1.7745,0.9495,1.6132,0.0668,-0.1773,BRCACancer
C06,-0.3011,0.3246,0.6652,0.5666,0.2457,0.8039,0.0754,-0.2403,Control
C07,-0.1289,1.1763,1.5005,1.6002,0.8763,1.7137,0.0455,-0.1765,Control
C08,-0.0085,1.6258,2.1564,2.1407,1.0643,1.6992,0.0401,-0.187,Control
C09,-0.234,1.2652,2.0331,1.606,0.9694,1.755,0.0321,-0.2138,Control
C10,-0.0472,1.1496,1.9981,1.6405,0.8982,1.8527,0.042,-0.1263,BRCACancer
C11,-0.0741,1.5312,2.0464,2.1858,1.206,1.7474,0.0012,-0.1676,Control
C12,-0.2868,0.8825,1.3457,1.3743,0.8102,1.4628,0.0737,-0.1299,BRCACancer
D01,-0.1783,1.1704,2.1035,2.0027,1.1935,1.9326,0.0824,-0.0762,BRCACancer
D02,-0.216,1.3827,1.7056,1.8111,0.9237,1.7786,0.0422,-0.1701,BRCACancer
D03,-0.0727,1.0751,1.8676,1.9785,1.0898,1.6691,0.0536,-0.1485,BRCACancer
D04,-0.2186,1.5046,1.8886,2.1672,1.1151,1.6258,0.0406,-0.1625,BRCACancer
D05,-0.218,1.3575,2.2717,2.2425,1.1666,1.7365,0.1092,-0.15,BRCACancer
D06,0.0205,1.6226,1.8485,2.0838,1.2812,1.8189,0.0399,-0.1287,BRCACancer
D07,-0.2483,1.3482,1.9708,2.1902,1.1988,1.7794,0.0294,-0.1465,Control
D08,-0.1249,1.1724,1.8856,1.9195,0.7799,1.5141,0.0878,-0.0801,Control
D09,-0.0224,1.3406,1.8798,1.9684,1.0078,1.7268,0.0805,-0.1307,Control
D10,-0.2692,1.4634,1.5577,1.805,0.7862,1.5702,0.0628,-0.0198,Control
D11,-0.4182,0.6382,1.0332,0.8318,0.3413,1.1595,0.0777,-0.1108,Control
D12,-0.1899,1.3026,1.4482,1.645,0.8144,1.4541,0.0628,-0.1772,Control
E01,-0.0375,1.2065,1.9604,1.9667,1.0072,1.6553,0.0251,-0.0303,BRCACancer
E02,-0.1817,1.2601,2.1398,1.8146,0.9792,1.9417,0.0429,-0.1467,Control
E03,-0.2007,1.5043,2.0951,2.5653,1.1222,1.6468,0.0249,-0.0795,Control
E04,0.0577,1.4711,2.0664,2.1702,1.3198,1.7651,0.0154,-0.1348,Control
E05,0.0411,1.1118,1.857,1.5043,0.7574,1.8029,0.0708,-0.0543,Control
E06,-0.4422,1.1066,2.195,1.8212,0.7398,1.5149,0.1117,-0.0776,BRCACancer
E07,0.0176,1.327,1.8636,2.0803,1.2468,1.751,-0.0146,-0.1904,BRCACancer
E08,-0.0785,1.4018,2.5096,2.5937,1.2309,1.8273,-0.0111,-0.1485,Control
E09,-0.0988,1.381,1.7716,1.9447,1.0003,1.6663,0.0768,-0.1739,BRCACancer
E10,-0.0625,1.5127,2.1909,2.082,1.1212,1.9339,0.0097,-0.1171,BRCACancer
E11,-0.198,1.2195,1.7744,1.6218,0.8165,1.6927,0.0805,-0.0773,Control
E12,-0.2425,0.925,1.4813,1.5233,0.7303,1.7371,-0.062,-0.1526,BRCACancer
F01,-0.2414,1.743,2.2008,2.3411,1.2518,1.8248,-0.0081,-0.2536,Control
F02,-0.1573,1.6743,2.0483,2.1203,1.2427,1.8227,0.066,-0.0678,Control
F03,-0.3009,1.4115,1.7985,1.8109,1.0538,1.6327,0.0947,-0.2055,Control
F04,-0.2099,1.516,2.1034,2.3763,1.1824,1.7334,0.0239,-0.1626,Control
F05,-0.0565,1.5699,2.3019,2.3862,1.0928,1.804,0.0713,-0.0483,Control
F06,-0.2921,1.2939,1.6339,1.7435,0.9208,1.5188,0.1032,-0.2146,Control
F07,-0.1621,1.5061,1.9783,1.8032,1.0175,2.0904,-0.0152,-0.1809,Control
F09,-0.2164,1.6044,2.0686,2.2005,1.3605,1.7633,0.0153,-0.1438,Control
F10,-0.0415,1.6351,2.5602,2.3267,1.2873,1.9638,-0.0185,-0.1489,Control
F11,-0.1971,1.5788,1.9059,2.2831,1.157,1.6324,0.0829,-0.0959,Control
F12,-0.0912,1.4609,2.0998,1.9529,1.0448,1.9646,-0.0311,-0.118,Control
G01,0.0484,1.4161,1.7731,2.1116,1.0035,1.6537,0.0265,-0.0605,Control
G02,-0.2376,1.1944,2.0982,2.0564,1.02,1.6388,0.1062,-0.1172,Control
G03,-0.085,1.457,2.3956,2.2296,1.2142,1.8761,0.083,-0.1706,Control
G04,-0.2212,1.489,2.3396,2.233,1.1528,1.9544,0.0016,-0.0967,BRCACancer
G05,-0.2006,0.7588,2.0588,1.8544,0.9097,1.4671,-0.0219,-0.184,BRCACancer
G06,-0.3105,1.2205,2.3641,1.8986,0.9443,1.8878,0.0485,-0.1033,BRCACancer
G07,0.1224,1.2898,1.8022,1.8563,0.8726,1.6804,-0.0077,-0.1367,Control
G08,-0.0434,1.627,1.8647,2.0816,1.1266,1.7474,-0.0067,-0.1988,Control
G09,-0.0727,1.0764,1.9614,1.807,0.9328,1.5291,0.0155,-0.1655,Control
G10,-0.1669,1.0645,1.8346,1.4131,0.7749,1.7738,0.0921,-0.0876,BRCACancer
G11,0.0198,0.9381,1.2047,1.098,0.4079,1.226,-0.0833,0.0442,BRCACancer
G12,-0.1658,1.0094,2.1384,1.8305,0.9014,1.8269,0.0189,-0.0812,BRCACancer
H01,-0.1714,1.1729,1.529,1.639,0.7632,1.5126,0.0194,-0.0702,Control
H02,-0.0805,1.398,1.9393,2.4163,1.1249,1.614,0.0751,-0.0176,Control
H03,0.1068,1.2473,1.6605,1.712,0.8397,1.623,0.0299,-0.2113,Control
H04,-0.1993,1.5433,1.7628,2.2932,1.2783,1.6341,0.0376,-0.2052,Control
H06,-0.1457,1.428,2.65,2.8441,1.0575,1.6037,0.0508,-0.1505,Control
H07,-0.3468,1.1734,2.1123,2.0203,1.0162,1.6353,-0.009,-0.149,BRCACancer
H08,-0.1326,0.9926,2.2156,2.1776,0.9592,1.5361,0.0528,-0.1613,BRCACancer
H09,-0.1493,0.417,1.7025,0.9516,0.5887,1.8135,0.0731,-0.1068,BRCACancer
H10,-0.2425,0.7992,1.5718,1.525,0.8176,1.5295,0.0748,-0.2596,BRCACancer
H11,-0.2715,0.8849,2.1571,1.6346,0.7674,1.9021,0.0701,-0.1802,BRCACancer
H12,-0.1233,1.5836,2.485,2.2493,1.0562,1.8019,0.0232,-0.1904,BRCACancer
I01,0.0487,1.2063,2.9415,2.2593,1.0979,2.107,-1e-04,-0.1055,Control
I02,0.0276,0.9558,1.8837,1.5619,0.7413,1.7585,0.0923,-0.126,Control
I03,-0.1867,0.8893,1.646,1.5195,0.5468,1.5474,0.0344,-0.0448,Control
I04,-0.0059,1.5,2.2056,2.3164,1.2838,1.8455,0.0573,-0.0692,Control
I05,-0.081,1.201,1.5825,2.0148,1.224,1.5957,0.127,-0.2232,Control
I06,-0.067,1.2438,1.9404,2.0907,1.1145,1.8572,0.0992,-0.1467,Control
I07,-0.0917,1.4863,2.3044,2.3619,1.4447,1.8685,0.0336,-0.1765,Control
I08,0.0815,1.3571,2.2756,1.8509,1.0467,1.9085,-0.0349,-0.1787,Control
I09,-0.0399,1.2178,1.6644,1.9485,1.0003,1.5454,0.0753,-0.1855,Control
I10,-0.0316,1.5347,2.5196,2.2521,1.1602,1.7745,0.0493,-0.1445,Control
I11,-0.3435,0.6497,1.9671,1.1888,0.4847,1.5234,0.1427,0.0278,Control
I12,-0.0424,1.3746,1.7328,1.7607,0.8727,1.6705,0.0676,-0.1749,Control
I13,-0.0329,1.3315,2.1713,1.9351,1.0534,1.8306,0.0452,-0.1174,Control
J01,-0.1844,1.0943,1.7388,1.5998,0.7776,1.5537,0.0457,-0.1773,Control
J02,0.0139,1.3551,1.6191,1.7002,0.9085,1.7306,0.0371,-0.0383,Control
J03,-0.2023,1.5429,2.1024,1.9455,1.0449,1.902,0.0492,-0.1637,Control
