@relation data

@attribute 23636 numeric
@attribute 79023 numeric
@attribute 23511 numeric
@attribute 55746 numeric
@attribute 7514 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 9883 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 348995 numeric
@attribute 11097 numeric
@attribute 53371 numeric
@attribute 9972 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 8021 numeric
@attribute 23225 numeric
@attribute 5905 numeric
@attribute 9818 numeric
@attribute 8086 numeric
@attribute 57122 numeric
@attribute 5901 numeric
@attribute 23165 numeric
@attribute 5902 numeric
@attribute 5903 numeric
@attribute 7175 numeric
@attribute 9688 numeric
@attribute 129401 numeric
@attribute 81929 numeric
@attribute 10762 numeric
@attribute Class {Control,BRCA}

@data
9.4780677085,10.87230572,8.948514067,10.70099474,11.18170219,9.944646595,10.73828676,9.1153257685,10.65747949,6.766641794,8.3668938445,9.6648727675,8.4982454305,9.744439113,7.571167906,7.400200831,10.56852647,6.645049976,10.70560671,6.03436478667,7.158562039,9.872136606,10.31245505,10.53897001,10.0236002615,5.945099216,10.73458709,10.32181006,7.2678836785,8.61174871767,6.28022878033,Control
9.602807458,10.78405837,9.07757757,10.79163118,11.36961249,10.06496539,10.96132689,9.331495089,9.904401726,6.824600342,8.921735544,9.4416045875,8.242744387,9.026662535,7.305644941,7.6631158415,10.58008449,7.623298306,10.62072869,5.56283592867,6.991610063,10.16400217,9.706824548,10.4051391,9.670697232,5.044843524,10.82235197,10.48239483,7.1869489675,7.884970577,6.28489948567,BRCA
9.9134145385,11.02156667,9.349613594,10.97348951,11.3442156,10.10125057,10.8492802,9.184940914,10.74842792,6.87867607,9.1231107235,9.7955411235,8.419646614,9.755547386,7.90182937733,7.834746884,10.85124954,7.919118257,11.18028854,5.945402415,7.628593402,10.14873431,10.34072947,10.93899899,10.317806515,5.90202005,10.77184043,10.63133194,7.5858335005,8.57418991167,6.48209168833,BRCA
9.7641065265,10.77639419,9.614162807,10.74842792,11.04568478,9.560920839,10.67254493,9.5489799265,10.67862239,6.97341843633,8.954544083,8.725553334,8.422447157,8.789559014,7.11799945933,7.5634028845,10.75691093,8.215849806,11.51729675,5.71183285833,7.810926842,10.51689201,9.043848309,10.4760984,9.690091307,5.082373945,10.82887651,10.62174996,6.0686045945,7.144783444,6.13564318433,Control
9.8283234625,10.58989012,8.571526197,10.51270618,11.24345683,9.716228343,10.55491043,8.7499691525,10.38135939,6.60734282267,8.713297444,9.273737981,8.644246817,9.278322331,7.382879181,7.9042128665,10.44585319,7.766050346,10.86373739,5.86548072367,7.41187347,9.863230401,10.46214465,10.45025788,10.472084425,6.183690582,10.12116474,10.26227726,7.5611171875,8.52278816767,6.61995662867,BRCA
9.647092859,10.38787223,8.935534242,11.02951865,11.78440594,10.68029603,10.93414071,9.0253311545,10.79163118,7.501134809,8.490716209,9.6473876935,9.349364842,10.41359385,7.42526526267,7.9929258645,10.38522909,7.441390364,11.45168263,6.181169694,6.875169162,10.58354379,11.35299256,10.89604874,10.116185412,6.835359227,10.79624673,11.03904603,8.0406116585,9.264684213,6.74734580867,BRCA
9.597454927,10.55491043,9.235907197,10.09962433,10.95483991,10.5411695,10.12172813,10.0248169055,10.10297665,6.583680554,9.0898110315,7.963427229,7.9662791415,8.090034492,6.680431951,8.244454268,10.19220376,7.649114461,11.4461297,5.96643391133,7.580354917,10.09372163,9.805502513,10.09113158,9.4176405165,5.28356184,10.55979796,10.74125232,6.0253561645,7.412940477,6.971693019,BRCA
9.7110048545,11.19977372,8.527976511,10.71490255,10.88698849,10.05901354,10.87818911,8.5971275445,10.71990666,6.84616120133,8.391776024,10.2476641185,8.654195741,9.660094472,7.88850129767,7.847019682,10.23748518,7.04734514,10.59585913,5.60097907267,6.930592839,10.10831572,10.51975691,10.49296002,10.3406692055,5.455829609,10.63068602,10.09936791,8.0799720185,8.57418226267,6.54759325767,Control
10.2074034015,11.04774441,8.757432619,11.14957584,11.39833769,9.760949066,10.81621191,8.651042911,10.92822987,6.846979965,8.726991346,9.6269068455,9.104528772,9.775001605,7.356748726,7.605598727,10.45696041,7.909294774,11.09993968,6.13996439133,7.685311433,10.40557791,10.97507253,10.94214079,11.02304684,6.048874401,10.65349026,10.39839664,8.1950312805,8.92060182067,6.375129507,BRCA
9.5666536195,10.64603237,8.968033945,10.73828676,10.84633682,9.226822258,10.59585913,9.284031921,10.43232295,6.389484251,8.9027815345,9.087620074,8.7062533825,8.632641862,7.65162541167,7.505618187,10.56852647,8.020912072,10.93590557,6.20494726733,7.582877963,9.923803275,9.562147541,10.5220521,10.41180642,6.021041727,10.50407936,10.25455658,7.0389208815,7.88713234333,6.488023506,BRCA
9.818578763,10.79887295,9.222372974,11.22708057,10.74006345,9.292000111,11.31587145,8.4298445465,10.52622073,6.452684887,8.5542168845,9.4877935725,8.677037688,8.687254178,7.52460701833,7.428802086,10.79293283,8.006874612,11.32592956,5.61092011767,7.81250003,10.38269998,9.35588024,10.46181223,10.50080989,6.309345038,11.08759894,10.75081188,6.9314624695,7.77724799867,6.713243056,BRCA
9.6679097305,11.00516506,8.291356205,10.75721104,11.19671294,10.07094309,10.59236386,9.0057770885,10.70804518,6.67226088033,8.440677237,9.7897153685,8.874233892,9.755547386,7.41438813233,7.696636917,10.39442548,6.914777148,10.72897086,6.038152094,6.716651865,10.46760584,10.61193798,10.56036654,10.1735444895,5.967636237,10.3976482,10.262932,7.588864934,8.399936504,6.56370622733,Control
9.4793664585,10.93858741,8.473788053,10.94214079,11.01182496,9.900180431,10.61251863,9.0490950775,10.61564829,7.06776618533,8.230366588,9.609644114,8.692426296,9.838321965,7.808609232,7.6335652745,10.56377331,6.873816658,10.82015126,5.883568509,7.454877335,10.38657417,10.31149038,10.41307283,9.990578388,5.768456458,10.64055928,10.17277787,7.385858514,8.58775546467,6.89339379867,Control
9.335713559,10.89425716,9.476443016,11.03306523,11.16381336,10.42441069,11.27673526,8.702210454,10.43185304,7.528050522,8.021123619,10.2684293485,6.8058868985,9.944778348,7.666812025,7.1694392885,10.96223109,8.21182884,11.45582051,5.727254593,7.996531569,10.54450111,10.9243451,10.86107549,8.9802119075,5.434637608,10.89528011,10.50921116,7.491036185,8.719877213,6.44285074967,BRCA
8.8546680655,11.12353964,9.123074542,11.05830992,11.20355006,10.5411695,11.11778287,9.5844076055,10.38874414,7.19143122567,7.91332957,10.660615195,7.0921794195,9.793246096,7.806351836,7.2985705445,10.51325413,8.521110748,11.46815322,5.908306372,7.680255999,10.54330281,10.39647129,10.85219028,9.178354028,5.197719213,11.52630619,10.7777528,7.382495772,8.831702571,6.41251149567,BRCA
9.390792679,11.37070935,9.088471,11.09848962,10.83660293,10.07411507,11.33541843,9.0653599655,10.35884378,6.997489341,7.941049802,10.3128701505,6.950345721,9.540516092,8.077182341,7.335258382,10.86526952,8.312317023,11.05567579,5.65225244667,7.87986062,10.28660429,10.36660939,10.8300717,9.3849187865,4.778749175,10.65863127,10.76039169,7.640236619,8.39322552767,6.11022297267,BRCA
9.282241073,11.23955693,9.313099074,11.01303318,10.88216751,10.54993411,11.26378871,9.131055831,10.52622073,7.12570578567,8.0620596875,10.175807248,6.673638385,10.00201369,7.96397256133,7.4610238715,10.91921737,8.68863596,11.16548507,5.540239002,7.79246679,10.7780979,10.42231215,10.97955044,9.3910323505,5.049425205,10.9232534,10.55686073,7.5408424895,8.36016220033,6.34199734433,BRCA
9.51464464,11.2211885,9.744775458,10.99992623,11.01303318,10.31880295,10.85440892,9.1480814945,10.87563823,6.915254259,8.0192290835,10.077023151,7.0380508525,9.734062262,7.91466323133,7.4277826515,10.73881029,8.612961657,11.15959405,5.702195218,7.763878152,10.49748292,10.78613914,11.07201887,9.6266742225,5.562403668,10.93235154,10.54623399,7.5258128505,8.67060928633,6.342114179,BRCA
9.4055344625,10.93189375,9.511130543,10.96869939,10.84878354,10.32054705,11.12692078,8.6367287865,10.62776211,7.283181094,8.015208768,10.3100047505,6.998502507,9.672500978,7.92980596633,7.330975552,10.93816836,8.807082076,11.28106518,5.87472931033,7.697282321,10.34930366,11.08411429,10.50876069,9.742944362,4.958159726,10.68460862,10.44034522,7.7309844595,8.803648797,6.41663102767,BRCA
