@relation data

@attribute 3725 numeric
@attribute 8517 numeric
@attribute 5599 numeric
@attribute 81793 numeric
@attribute 1147 numeric
@attribute 114609 numeric
@attribute 1432 numeric
@attribute 2002 numeric
@attribute 5970 numeric
@attribute 54106 numeric
@attribute 5610 numeric
@attribute 5465 numeric
@attribute 7189 numeric
@attribute 6416 numeric
@attribute 4615 numeric
@attribute 54472 numeric
@attribute 51295 numeric
@attribute 23118 numeric
@attribute 8993 numeric
@attribute 9020 numeric
@attribute 3654 numeric
@attribute 10333 numeric
@attribute 5606 numeric
@attribute 4214 numeric
@attribute 3551 numeric
@attribute 23643 numeric
@attribute 6885 numeric
@attribute 5608 numeric
@attribute 929 numeric
@attribute 7098 numeric
@attribute 7099 numeric
@attribute 10454 numeric
@attribute 51284 numeric
@attribute 4790 numeric
@attribute 7097 numeric
@attribute 2353 numeric
@attribute 4792 numeric
@attribute Class {Control,BRCA}

@data
14.72492149,10.2072374,5.939777752,6.32785480567,9.004698798,6.4530058725,7.09994864525,9.719046985,8.69026092,5.412113573,11.56729791,5.9306844235,7.37822060033,8.585478725,9.4642502,9.357079711,7.804520085,6.0750662075,5.771100681,7.12458953,9.677464692,6.147515948,5.86129168933,10.46146439,7.1307406325,10.93816836,9.487800372,5.85530403967,12.48380266,6.277029476,8.456252884,6.76556701167,7.753920581,12.34771002,5.492342928,14.72004222,15.00532806,Control
14.11502538,10.39985497,5.0886580415,6.31385776,8.974945912,6.7609431445,6.60639379225,9.192268846,8.669346719,5.359671604,11.99021932,6.2647755765,7.05787236967,8.106593131,9.905361101,9.315325713,7.807517739,6.2352424805,5.730104109,7.618204007,10.14535302,5.905574287,5.85702554217,11.6627575,7.787354885,10.51616813,9.4310771815,6.054235957,12.773988575,6.1753908245,6.966306806,6.67949367567,7.73643766,12.34109771,6.063509009,13.75148289,13.91249272,BRCA
14.41297137,10.04121461,5.6701097255,6.46669393433,8.986710369,6.41651854325,6.58493097,9.676230874,9.073024297,5.651633855,11.56651327,5.9169092905,7.01943370733,8.6701660175,9.70697128,9.466168826,8.425773069,6.077757674,5.801553978,7.363480204,10.42139193,6.207019812,5.82716031317,11.77105209,7.4532495275,9.696107356,8.9013859115,6.35618041933,12.912822165,5.9744687035,6.90941648,7.13302304567,8.136838795,12.51631937,6.577621898,14.33042537,14.51605303,BRCA
14.08054111,10.50969117,5.7758281875,5.645233519,8.742495656,6.57897862275,6.0589973865,9.684192438,7.67194989,6.225261069,11.79550409,5.9013934145,6.46814411567,8.231806127,9.766156644,9.119570898,8.774277353,6.211699109,5.908099097,7.782574222,10.56828182,5.464840793,5.05698450317,12.00382718,7.4011955135,10.56679164,8.417672848,6.36100294267,12.50286316,5.0089445615,6.225261069,7.27747024367,8.251862414,12.26985874,6.559687298,12.01436934,14.35403309,Control
13.43392773,9.78258103,5.704258658,6.90127802967,8.684828488,6.77568815025,6.730522711,9.981439248,9.268495874,5.776374632,12.04827069,6.3050950175,7.059741909,8.6043275615,9.855452948,8.399428676,8.26935011,6.0872080685,5.661216049,7.444230413,10.67791364,6.910795985,6.07725681717,11.72645885,7.5245616955,10.36033166,9.2133861525,5.979395943,13.176504155,6.298171367,7.753252064,6.68095800667,7.911723223,12.37603319,6.542068896,12.40857396,13.73047547,BRCA
13.80946823,10.54285319,6.517858181,6.356236664,9.33884841,6.44691833025,6.87151716925,9.979768545,9.673230059,5.256643908,11.45478009,6.2632584125,7.331943975,8.9337864765,10.48083592,9.161560926,7.477052175,6.15580083,4.758105247,8.197856947,9.548258938,6.193383055,7.15443493,11.51112271,7.5689740425,8.97466634,9.9163703245,5.98125183967,13.286500315,6.4009452435,8.209345068,6.273083892,7.074733207,12.87483063,6.055559693,13.96600025,13.77694807,BRCA
13.91249272,10.10111594,5.6011167705,5.660869601,8.17437786,6.811203792,6.362735412,9.212867878,7.262755244,5.71384099,12.77087865,5.8009201885,6.42166024533,8.457614913,9.530631222,8.727649179,8.04360305,6.572961414,5.567888595,6.740661566,9.834609753,5.804783636,5.4415442,12.26224618,7.550193916,12.44988381,8.575344218,6.79660585167,12.250297535,5.345123689,5.606746643,6.779059113,6.973327498,12.52075501,6.371171674,10.44201071,15.02279519,BRCA
13.96294256,10.4077487,5.401013329,6.044314138,8.824657385,6.49790735125,7.0975611175,9.290572499,9.194320487,5.870741528,11.05745385,5.7914813845,7.018808194,8.519260169,9.695555047,9.204950795,7.85975393,6.095394251,5.349799819,7.797176966,9.860714986,5.563776856,5.8607249385,10.99477083,7.4520617975,10.7538521,8.9471097785,5.93944441167,12.88118256,6.1474658955,7.833192323,7.020737198,7.707464612,12.20475003,5.443615974,14.08516788,14.22362506,Control
14.44356588,9.861979055,5.8779809975,6.64751997367,8.659854224,6.4646753845,6.41978303225,10.01823535,9.012625324,5.59156816,11.15153369,6.3224235275,7.05702786333,8.505661469,9.573046472,8.6137905,8.239194094,6.3311955985,5.114899242,7.392491577,10.66204549,5.584219358,6.020187685,11.9611296,7.530604743,9.303998235,9.204869818,6.398579306,12.657291755,6.4335405075,6.888990144,6.649348596,7.731914868,12.42766909,6.380768944,14.82357723,14.37348409,BRCA
13.15952927,10.22738163,5.5839936855,6.349096049,8.645245129,6.5988104295,6.2012063225,9.726661428,8.33670864,5.605858198,12.19541382,6.2051601515,6.71155131933,8.616861979,9.269361142,9.376153138,8.721869154,6.2017657865,5.320314304,7.396307489,10.47490271,5.586623085,5.75900304267,11.43790563,7.6541093245,10.11144907,8.9430429875,5.92169088967,12.19871781,5.4338499695,6.819352447,7.04562845567,7.415068054,12.09766027,5.831251023,11.55023948,13.54172225,BRCA
