@relation data

@attribute id string
@attribute 5600 numeric
@attribute 148022 numeric
@attribute 257397 numeric
@attribute 1432 numeric
@attribute 5606 numeric
@attribute 9261 numeric
@attribute 5608 numeric
@attribute 6885 numeric
@attribute 7189 numeric
@attribute 7098 numeric
@attribute 10454 numeric
@attribute 23118 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0236,0.4491,1.3846,1.4449,0.7706,0.9459,0.7145,1.4658,0.8372,0.2954,0.2872,1.7946,Control
A02,-0.0148,0.4437,1.2666,1.1614,0.751,0.8406,0.296,1.1532,0.7679,0.3949,0.1844,1.4192,Control
A03,0.0233,0.4999,1.4477,1.3753,1.0109,1.1179,0.4348,1.3103,0.9336,0.4339,0.2439,1.3753,Control
A04,0.1349,0.4268,1.1883,1.2634,0.8035,0.9438,0.3699,1.2639,0.7944,0.2126,0.1265,1.5602,Control
A05,0.1042,0.6004,1.3826,1.514,0.9784,1.0178,0.5114,1.3977,0.8518,0.388,0.259,1.5773,Control
A06,-0.086,0.4481,1.2809,1.2099,0.8378,1.009,0.62,1.2785,0.7749,0.23,0.2241,1.4058,Control
A07,-0.0731,0.513,1.4073,1.5901,0.7733,1.0917,0.6062,1.5067,0.9329,0.2713,0.2597,1.723,Control
A08,-0.0884,0.4629,1.3846,1.6278,0.7195,1.041,0.7395,1.6258,0.8298,0.206,0.1982,1.9342,Control
A09,-0.0165,0.5017,1.4203,1.4374,0.8261,1.0265,0.5541,1.3494,0.7673,0.2266,0.1828,1.7432,Control
A10,0.0023,0.4559,1.3671,1.7306,0.7781,1.0756,0.6865,1.611,0.9506,0.5289,0.2691,1.7496,Control
A11,-0.0585,0.5025,1.245,1.1347,0.7193,0.8157,0.5432,1.0642,0.774,0.3718,0.1424,1.3471,Control
A12,-0.243,0.2839,0.8205,0.8684,0.7238,0.7856,0.2172,0.8178,0.4296,0.2598,0.0771,1.1994,Control
B01,-0.3431,0.137,1.3229,1.2269,0.6186,1.0413,0.6547,1.3503,0.7244,0.2028,0.1004,1.7687,Control
B02,0.0077,0.3978,1.3272,1.3173,0.8924,1.0584,0.5326,1.3441,0.9004,0.3757,0.2542,1.6106,Control
B03,-0.0871,0.3182,1.273,1.3028,0.7386,1.0032,0.6021,1.3782,0.9167,0.3004,0.1655,1.7219,BRCACancer
B04,-0.0864,0.3415,1.2822,1.5564,0.7718,1.2161,0.6629,1.4211,0.7801,0.2818,0.2139,1.9304,BRCACancer
B05,-0.1091,0.4041,1.1962,1.0664,0.8588,1.1653,0.2535,1.0368,0.815,0.2033,0.0446,1.3705,BRCACancer
B06,-0.3876,0.0627,0.9612,1.0237,0.3984,0.7586,0.4694,1.0295,0.5795,0.2518,-0.0761,1.3656,BRCACancer
B07,0.0298,0.4539,1.3731,1.4653,0.8714,1.0478,0.514,1.4575,0.8628,0.4592,0.2675,1.7459,BRCACancer
B08,0.1317,0.3802,1.2427,1.2449,0.8138,0.7868,0.4389,1.1072,0.8182,0.1898,0.2055,1.3735,Control
B09,-0.093,0.2409,1.1444,1.3404,0.7302,0.935,0.6346,1.2589,0.6896,0.1069,0.1828,1.9533,Control
B10,-0.0653,0.3168,0.9965,1.3804,0.5573,0.874,0.4269,1.2515,0.6789,0.1013,0.1107,1.7899,Control
B11,-0.0483,0.6744,1.1853,1.3549,0.7839,0.8491,0.4514,1.1079,0.7147,0.2048,0.211,1.4195,Control
B12,-0.1049,0.2336,0.9097,1.1246,0.5747,0.852,0.3165,1.0504,0.5791,-0.0048,0.0689,1.7252,Control
C01,-0.0017,0.6408,1.2444,1.4497,0.9702,1.1182,0.5852,1.259,0.8392,0.1595,0.3152,1.4607,BRCACancer
C02,0.1321,0.6219,1.1744,1.1894,0.8751,0.951,0.3502,1.2585,0.7556,0.3178,0.2295,1.4316,BRCACancer
C03,0.1195,0.657,1.3827,1.3579,0.9522,1.1389,0.3876,1.3127,1.0042,0.4248,0.3199,1.4817,BRCACancer
C04,0.1138,0.4499,0.9755,0.6766,0.809,0.7973,0.2388,0.7404,0.5949,0.0135,0.1174,0.9901,Control
C05,0.079,0.3876,0.8336,0.7992,0.6832,0.7199,0.1357,0.7819,0.7867,0.0098,0.0896,1.0128,BRCACancer
C06,-0.0824,0.253,0.2995,0.2537,0.5727,0.5172,0.0752,0.1868,0.2052,-0.05,0.0349,0.3532,Control
C07,0.0854,0.3943,0.9872,0.9322,0.6829,0.8171,0.3471,1.0637,0.6435,0.366,0.1074,1.086,Control
C08,0.0196,0.5267,1.2083,1.0155,0.8381,0.8103,0.3254,1.103,0.8229,0.2527,0.1548,1.2903,Control
C09,0.0653,0.5419,0.9314,0.9567,0.7237,0.8215,0.1915,1.0486,0.7536,0.2651,0.1176,1.1449,Control
C10,0.0709,0.5211,1.0428,1.0218,0.8628,0.8336,0.1751,1.0876,0.7522,0.1902,0.1343,1.2723,BRCACancer
C11,0.1131,0.6621,1.3013,1.0379,0.9169,0.8803,0.3555,1.0904,0.8104,0.0915,0.256,1.2912,Control
C12,0.0013,0.4499,0.7862,0.6049,0.6656,0.693,0.1511,0.6934,0.5372,0.0541,0.1335,1.0406,BRCACancer
D01,-0.1456,0.3089,1.1548,1.4617,0.7383,0.9626,0.6773,1.2539,0.7654,0.0646,0.2925,1.6634,BRCACancer
D02,0.114,0.5869,1.1537,0.9554,0.7786,0.9428,0.1541,1.0174,0.7325,0.0865,0.2371,1.2708,BRCACancer
D03,0.1128,0.4296,0.8953,0.9972,0.848,0.8701,0.157,0.8984,0.5624,0.1136,0.1147,1.1816,BRCACancer
D04,-0.0119,0.6271,1.0716,1.1294,0.8347,0.8342,0.3456,1.0279,0.7656,0.0515,0.1983,1.401,BRCACancer
D05,0.0065,0.4675,1.0501,1.1513,0.7963,0.9643,0.2167,0.9925,0.6987,0.3629,0.1743,1.2197,BRCACancer
D06,-0.0272,0.6206,1.2013,1.1899,0.844,0.9306,0.4186,1.1641,0.8304,0.232,0.3023,1.461,BRCACancer
D07,0.0422,0.5279,1.1987,1.0984,0.8522,0.9782,0.2863,1.1037,0.8018,0.2041,0.2154,1.1994,Control
D08,-0.0496,0.3721,0.9323,0.8615,0.7627,0.8053,0.2089,0.7978,0.5567,0.2007,0.1539,1.1704,Control
D09,0.0098,0.4882,1.0687,1.0529,0.8047,0.8174,0.2774,1.0173,0.6841,0.1029,0.2413,1.3139,Control
D10,-0.0528,0.5664,1.0854,0.9916,0.7653,0.7308,0.3147,0.871,0.6148,0.0884,0.1134,1.1848,Control
D11,-0.1724,0.2728,0.5324,0.4135,0.7126,0.5647,0.1362,0.424,0.3625,0.0941,0.1053,0.7971,Control
D12,-0.0394,0.4959,0.8355,0.6855,0.7899,0.6694,0.2445,0.7282,0.4381,0.0506,0.207,0.9673,Control
E01,-0.0496,0.3251,0.9259,0.8725,0.5664,0.7068,0.1714,0.8381,0.5331,0.1978,0.0693,1.0819,BRCACancer
E02,0.0783,0.6026,1.2174,1.269,0.6714,1.0087,0.2689,1.2503,0.7733,0.4196,0.1871,1.4521,Control
E03,0.0745,0.6152,1.1875,1.0223,0.7678,0.7778,0.3347,1.0267,0.7224,0.0934,0.2111,1.1311,Control
E04,0.1121,0.6903,1.2475,1.1893,0.8896,0.9694,0.3125,1.1929,0.811,0.1196,0.3106,1.4669,Control
E05,-0.0148,0.375,1.1189,1.0443,0.9287,0.9003,0.2815,1.2228,0.6313,0.262,0.1376,1.4046,Control
E06,-0.2645,0.271,0.829,0.9765,0.6474,0.9209,0.1189,0.9018,0.5298,0.2253,0.148,1.152,BRCACancer
E07,0.0464,0.5965,1.1587,1.2145,0.8563,0.9326,0.2609,1.0908,0.6981,0.1178,0.219,1.3731,BRCACancer
E08,0.1044,0.4941,1.1948,1.1642,0.7993,0.8505,0.346,1.1717,0.7796,0.2598,0.2535,1.3762,Control
E09,0.009,0.7531,1.2274,1.1813,0.7904,0.8209,0.2708,1.0075,0.7972,0.2018,0.2214,1.3192,BRCACancer
E10,-0.0469,0.6361,1.3333,1.4945,0.7624,1.0407,0.5036,1.377,0.7862,0.3346,0.1705,1.5367,BRCACancer
E11,0.0238,0.4991,1.0259,0.9164,0.7528,0.7963,0.25,0.8741,0.6948,0.1823,0.0998,1.1927,Control
E12,-0.1144,0.3181,0.7535,0.9012,0.6659,0.7212,0.1574,0.8573,0.6,0.1529,0.0537,1.1092,BRCACancer
F01,0.0964,0.7007,1.3005,1.1969,0.8571,0.9942,0.4107,1.1694,0.8464,0.1341,0.3583,1.5589,Control
F02,0.0658,0.5502,1.3325,1.2716,0.8076,0.9234,0.3221,1.3349,0.887,0.2466,0.3119,1.526,Control
F03,0.0255,0.5653,1.0714,1.0093,0.7126,0.8994,0.188,1.0167,0.8112,0.2801,0.1774,1.1471,Control
F04,-0.0865,0.4448,1.2709,1.2456,0.8424,0.9513,0.5123,1.14,0.7467,0.1922,0.2419,1.5057,Control
F05,0.0268,0.4742,1.1926,1.1418,0.8457,0.909,0.3177,1.1471,0.7266,0.3033,0.2311,1.3945,Control
F06,-0.0019,0.3766,0.9921,0.985,0.7217,0.8004,0.2638,0.9467,0.6804,0.0952,0.0973,1.0826,Control
F07,0.0401,0.4883,1.1619,1.3168,0.8074,0.9574,0.4231,1.2665,0.756,0.1524,0.2174,1.7839,Control
