@relation data

@attribute id string
@attribute 10 numeric
@attribute 1544 numeric
@attribute 1549 numeric
@attribute 1553 numeric
@attribute 7498 numeric
@attribute 9 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1111,0.119,0.0942,0.2786,-0.0963,0.267,Control
A02,-0.2718,0.0835,0.3106,0.2972,-0.0684,0.1382,Control
A03,-0.2997,0.209,0.1196,0.3501,-0.1061,0.2666,Control
A04,-0.1837,0.0805,-0.0179,0.183,-0.0975,0.1459,Control
A05,-0.125,0.1053,0.0199,0.2999,-0.0754,0.1932,Control
A06,-0.0988,0.0432,0.093,0.2843,-0.1012,0.2041,Control
A07,-0.1212,0.1924,0.1805,0.3601,-0.0816,0.303,Control
A08,-0.2407,0.1546,0.2397,0.3559,-0.1039,0.1964,Control
A09,-0.1708,0.0644,-0.0141,0.3074,-0.0513,0.1439,Control
A10,-0.139,0.058,-0.0356,0.2406,-0.0984,0.2161,Control
A11,-0.2325,0.1301,0.0834,0.3313,-0.0583,0.2515,Control
A12,-0.0169,0.1297,0.645,0.2472,0.0457,0.2481,Control
B01,-0.1145,0.1472,0.303,0.2327,0.0369,0.0996,Control
B02,-0.2709,0.0773,0.212,0.195,-0.0309,0.1306,Control
B03,-0.1072,0.1292,0.101,0.3255,-0.0033,0.1647,BRCACancer
B04,-0.0278,0.0829,-6e-04,0.2233,-0.0503,0.158,BRCACancer
B05,-0.1934,-0.0336,0.0454,0.2348,-0.0101,0.1642,BRCACancer
B06,-0.3596,0.1239,0.0035,0.2052,0.0766,0.2402,BRCACancer
B07,-0.0753,0.11,0.1876,0.28,-0.0803,0.2234,BRCACancer
B08,-0.1402,0.1236,0.0569,0.4581,-0.0532,0.1825,Control
B09,-0.3948,0.1229,0.5341,0.2196,-0.0923,-0.0226,Control
B10,-0.1132,0.132,-0.0563,0.2518,-0.0408,0.102,Control
B11,-0.1715,0.1542,0.0616,0.5688,-0.0637,0.3058,Control
B12,-0.0767,0.1662,0.0561,0.2616,-0.0992,0.0459,Control
C01,-0.1607,0.0459,0.3139,0.2694,-0.0861,0.1987,BRCACancer
C02,-0.2343,0.0728,0.1592,0.4685,-0.0824,0.2666,BRCACancer
C03,-0.2206,-0.0393,-0.0998,0.2041,-0.0636,0.1898,BRCACancer
C04,-0.2454,0.0977,0.1311,0.3982,-0.0559,0.0476,Control
C05,-0.153,0.1374,0.1316,0.3433,-0.0711,0.2,BRCACancer
C06,-0.2865,0.1459,-0.0582,0.288,-0.0264,0.0591,Control
C07,-0.1706,0.1236,0.3901,0.3207,-0.0299,0.2077,Control
C08,-0.1803,0.0836,0.4962,0.3744,-0.0847,0.1487,Control
