@relation data

@attribute id string
@attribute 10 numeric
@attribute 1544 numeric
@attribute 1549 numeric
@attribute 1553 numeric
@attribute 7498 numeric
@attribute 9 numeric
@attribute Class {Control,BRCACancer}

@data
C09,-0.1984,0.1143,0.3847,0.2379,-0.0998,0.1392,Control
C10,-0.335,0.0699,-0.0194,0.1997,-0.0514,0.2283,BRCACancer
C11,-0.1325,0.1635,0.4003,0.2274,-0.084,0.1218,Control
C12,0.039,-0.0162,0.1477,0.2101,-0.0274,0.073,BRCACancer
D01,-0.3637,0.0846,0.2446,0.3304,-0.027,-0.0062,BRCACancer
D02,-0.1398,0.1234,0.0786,0.2431,-0.0997,0.1405,BRCACancer
D03,-0.0839,-0.0218,-0.2025,0.4859,-0.08,0.1387,BRCACancer
D04,-0.2861,0.1312,-0.1368,0.1527,-0.0621,0.2215,BRCACancer
D05,-0.2873,0.0861,0.1042,0.1785,-0.0421,0.1905,BRCACancer
D06,-0.3114,0.107,0.0746,0.3496,-0.0704,0.1029,BRCACancer
D07,-0.0095,0.1404,0.054,0.2501,-0.0684,0.1618,Control
D08,-0.2055,0.0913,0.0704,0.2057,-0.0917,0.1223,Control
D09,-0.1811,0.0606,0.1923,0.2068,-0.0734,0.1442,Control
D10,-0.2054,0.1313,-0.1212,0.2625,-0.0283,0.1969,Control
D11,-0.1608,0.092,-0.0314,0.2073,-0.1063,0.0087,Control
D12,-0.0133,0.0631,-0.149,0.1399,-0.0824,0.0241,Control
E01,-0.0748,0.0473,0.0099,0.2073,-0.0298,0.1217,BRCACancer
E02,0.1301,0.0137,8e-04,0.2957,-0.0577,0.22,Control
E03,-0.1017,0.0518,0.0235,0.3076,-0.0658,0.1296,Control
E04,-0.0795,0.0459,0.0617,0.2766,-0.0456,0.1298,Control
E05,-0.3487,-0.0329,0.135,0.3731,-0.0037,0.1424,Control
E06,-0.2543,-0.0223,0.1638,0.5009,0.0211,0.0723,BRCACancer
E07,-0.0603,0.0815,0.2867,0.2912,-0.0849,0.0437,BRCACancer
E08,-0.1567,0.0251,0.2209,0.4154,-0.0779,0.0891,Control
E09,-0.2974,0.1284,0.1246,0.3377,-0.0688,0.0864,BRCACancer
E10,-0.0838,0.0191,0.0721,0.3169,-0.0437,0.1759,BRCACancer
E11,-0.0111,0.1873,-0.0187,0.1338,-0.0567,0.0707,Control
E12,0.0135,0.0835,0.4253,0.271,-0.0696,0.1079,BRCACancer
F01,-0.1106,0.1779,0.3406,0.3338,-0.1079,0.1992,Control
F02,-0.2697,0.0509,0.0831,0.2354,-0.0522,0.2143,Control
F03,-0.2551,0.1316,0.4159,0.3524,-0.0991,0.2168,Control
F04,-0.2035,0.1166,0.2543,0.4165,-0.0503,0.0561,Control
F05,-0.0446,0.0306,0.1455,0.2738,-0.0417,0.0767,Control
F06,-0.2057,0.0583,0.2182,0.1909,-0.0675,0.1424,Control
F07,-0.2394,0.0815,0.0129,0.1901,-0.0904,0.1127,Control
F09,-0.2589,0.0938,0.1241,0.2031,-0.1388,0.3217,Control
F10,-0.0664,0.066,0.3149,0.3417,-0.0789,0.2209,Control
F11,-0.1257,0.1024,0.1184,0.2304,-0.0628,0.1053,Control
F12,-0.334,0.0977,0.2299,0.3487,-0.1153,0.0956,Control
G01,-0.064,0.0198,0.143,0.2705,-0.1023,0.2332,Control
G02,-0.1459,0.03,-0.0159,0.1675,-0.0816,0.1763,Control
G03,-0.1243,0.0773,0.2042,0.236,-0.0986,0.304,Control
G04,-0.0524,0.007,-0.0483,0.4697,-0.0877,0.0631,BRCACancer
G05,-0.1758,0.3812,0.5901,0.1297,-0.0748,-0.0775,BRCACancer
G06,-0.1947,0.1249,-0.0422,0.2821,-0.1305,0.0402,BRCACancer
G07,-0.341,0.1064,0.2853,0.3853,-0.1055,0.27,Control
G08,-0.2484,0.0285,0.2964,0.3626,-0.0567,0.2912,Control
G09,-0.1898,0.1397,0.0146,0.2128,-0.0688,-0.0357,Control
G10,-0.2844,0.0536,-0.1174,0.4146,-0.0296,0.188,BRCACancer
G11,-0.1291,0.5359,0.6639,0.5274,-0.028,-0.1606,BRCACancer
G12,-0.324,0.1617,0.4864,0.3477,-0.0315,0.0526,BRCACancer
H01,-0.1644,0.3004,0.52,-0.1074,-0.1075,0.189,Control
H02,-0.2516,0.0868,0.1094,0.2368,-0.0514,0.0342,Control
H03,-0.26,0.1833,0.2943,0.3988,-0.0737,0.1571,Control
H04,-0.1897,0.3086,0.0529,0.3347,-0.1317,0.1267,Control
H06,-0.0572,0.0681,0.2596,0.1629,-0.0617,0.1763,Control
H07,-0.1416,0.1547,0.4189,0.1898,-0.0825,0.0821,BRCACancer
H08,-0.0061,0.1034,0.3691,0.1697,-0.0172,0.1652,BRCACancer
H09,-0.3466,0.1755,0.075,0.115,-0.038,-0.0278,BRCACancer
H10,-0.3308,0.0382,0.3451,0.3538,-0.0998,0.0201,BRCACancer
H11,-0.2915,0.1002,0.1524,0.2988,-0.0247,0.2413,BRCACancer
H12,-0.1546,0.097,0.1997,0.3534,-0.0396,0.2624,BRCACancer
I01,-0.2138,0.0879,0.0168,0.0545,-0.059,0.2566,Control
I02,-0.3015,0.1707,-0.0877,0.1707,-0.0785,0.1071,Control
I03,-0.3553,0.1652,-0.153,0.1884,-0.0969,-0.013,Control
I04,-0.1373,0.0488,-0.0012,0.155,-0.0727,0.1949,Control
I05,-0.1676,0.2175,0.2289,0.293,-0.1242,0.0872,Control
I06,-0.226,0.0798,0.1901,0.1538,-0.0526,0.1342,Control
I07,-0.2577,0.1144,0.1122,0.339,-0.0864,0.2365,Control
I08,-0.358,0.1373,0.1956,0.1071,-0.0565,0.1295,Control
I09,-0.2313,0.2761,0.3775,0.3154,-0.0294,0.2101,Control
I10,-0.1715,0.0982,0.2224,0.2086,-0.0839,0.2497,Control
I11,-0.2905,0.0914,-0.0371,0.3334,-0.0481,0.2183,Control
I12,-0.045,0.1867,0.068,0.3401,-0.0674,0.1218,Control
I13,-0.1055,0.1725,0.1552,0.2401,-0.0383,0.1667,Control
J01,-0.2193,0.1456,-0.0138,0.2101,-0.0922,0.1135,Control
J02,-0.2271,0.0634,0.0268,0.239,-0.0319,0.1606,Control
J03,0.0607,0.0382,0.1399,0.4074,-0.0739,0.28,Control
J04,-0.2012,0.0676,0.3116,0.3689,-0.0803,0.135,Control
J05,-0.1275,0.1732,-0.1009,0.2341,-0.0903,0.1102,Control
J06,-0.3764,0.0468,0.0684,0.2252,-0.0222,0.175,Control
J07,-0.1461,0.0767,-0.0232,0.3007,-0.0726,0.2063,Control
J08,-0.0188,0.2843,0.0369,0.2463,-0.0746,0.1805,Control
J09,-0.2028,0.1972,0.4626,0.122,-0.0331,0.1738,Control
J10,-0.2057,0.062,0.1825,0.2556,-0.095,0.2224,Control
J11,-0.1589,0.0343,-0.1862,0.235,-0.0935,0.1074,Control
J12,-0.1929,0.1849,0.1487,0.3101,-0.0362,0.1234,Control
K01,-0.1358,0.0965,0.0024,0.3835,-0.0625,0.2054,BRCACancer
K02,-0.1422,0.2038,0.0269,0.4375,-0.0592,0.1919,BRCACancer
K03,-0.1354,0.2823,0.4201,0.461,-0.0596,0.1603,BRCACancer
K04,-0.1535,0.1324,0.179,0.2863,-0.0727,0.1609,BRCACancer
K05,-0.1541,0.209,0.1575,0.2897,-0.0798,0.0661,Control
AA3226,-0.1835,0.0992,0.1792,0.4813,-0.0469,0.0529,Control
AB3227,-0.3032,0.0781,0.1298,0.1128,-0.043,0.1625,Control
AC3228,-0.2057,0.0787,0.2612,0.3233,0.0086,0.281,Control
AD3231,-0.0556,0.1276,0.3107,0.2188,-0.0403,0.1717,Control
AE1543,-0.1105,0.1101,0.4465,0.2803,-0.0734,0.0495,Control
AF3229,-0.0046,0.1457,0.2502,0.3365,-0.0579,0.1601,Control
AG3230,-0.1923,0.1628,0.3039,0.3033,-0.0803,0.1685,Control
AH3232,-0.2624,0.1899,0.4923,0.4223,-0.1012,0.0438,Control
AI3233,-0.1976,0.1346,-0.134,0.405,-0.0511,0.1113,Control
AJ3234,-0.1708,0.0681,0.2645,0.1617,-0.027,0.2425,Control
AK3235,-0.2542,0.0384,0.0864,0.1505,-3e-04,0.2056,Control
AL3236,-0.3261,0.1478,0.0329,0.1178,-0.0803,0.1194,Control
AM3237,-0.3058,0.1359,0.1332,0.3729,-0.1338,0.1334,Control
AN757,-0.0818,0.1682,0.0925,0.3492,-0.0568,0.2023,Control
C474,-0.15,0.1083,-0.1207,0.4778,-0.0864,0.1592,Control
D480,-0.3953,-0.043,-0.222,0.3544,-0.0333,0.1299,Control
E519,-0.1403,0.2,0.209,0.3921,-0.1009,0.1356,Control
F548,-0.1558,0.1772,0.2703,0.2125,-0.0663,0.037,Control
G660,-0.1697,0.0424,0.2365,0.1525,-0.0427,0.1078,Control
H663,-0.0989,0.2364,0.174,0.2496,-0.0844,0.1233,Control
I782,-0.0108,0.0074,0.339,0.2915,-0.0829,0.0673,Control
J787,-0.1608,0.074,0.0171,0.2456,-0.0596,0.2568,Control
K1162,-0.0425,0.028,-0.0531,0.255,-0.0839,0.2045,BRCACancer
L1176,-0.3048,-0.075,0,0.284,-0.0184,0.1985,BRCACancer
M1263,-0.34,0.0502,0.1759,0.2424,-0.0608,0.1424,BRCACancer
P1075,-0.0101,0.1794,-0.0324,0.3246,-0.064,0.0489,BRCACancer
Q1080,-0.304,0.1615,0.525,0.1958,-0.0663,-0.0932,BRCACancer
R1104,-0.1148,0.055,0.1784,0.2937,-0.0191,0.237,BRCACancer
S1133,-0.2902,0.0172,0.1147,0.1901,-0.0644,0.1077,BRCACancer
T1463,-0.2117,0.1146,0.1112,0.2425,-0.0938,0.2125,BRCACancer
U2017,-0.1371,0.2458,0.3143,0.2964,-0.0589,0.1173,BRCACancer
V432,-0.1689,0.27,0.0938,0.4303,-0.1435,0.179,BRCACancer
W433,-0.1736,0.1519,0.0747,0.2761,-0.0834,0.2444,BRCACancer
X524,-0.0879,0.163,0.0134,0.3597,-0.0845,0.2954,BRCACancer
Y546,-0.2564,0.0022,-0.0061,0.1383,-0.0798,0.0592,BRCACancer
Z3225,-0.1286,0.1265,-0.0969,0.2546,-0.1025,0.1919,Control
