@relation data

@attribute id string
@attribute 10073 numeric
@attribute 10189 numeric
@attribute 10209 numeric
@attribute 10248 numeric
@attribute 10250 numeric
@attribute 10284 numeric
@attribute 10289 numeric
@attribute 10419 numeric
@attribute 10460 numeric
@attribute 10482 numeric
@attribute 10556 numeric
@attribute 10557 numeric
@attribute 10762 numeric
@attribute 10775 numeric
@attribute 10799 numeric
@attribute 11097 numeric
@attribute 11102 numeric
@attribute 11171 numeric
@attribute 11218 numeric
@attribute 1207 numeric
@attribute 129401 numeric
@attribute 132430 numeric
@attribute 138716 numeric
@attribute 140886 numeric
@attribute 1915 numeric
@attribute 1917 numeric
@attribute 1964 numeric
@attribute 1965 numeric
@attribute 1967 numeric
@attribute 1968 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 1981 numeric
@attribute 1982 numeric
@attribute 1983 numeric
@attribute 22794 numeric
@attribute 22916 numeric
@attribute 22985 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 25929 numeric
@attribute 26019 numeric
@attribute 26986 numeric
@attribute 29107 numeric
@attribute 348995 numeric
@attribute 3646 numeric
@attribute 3837 numeric
@attribute 4116 numeric
@attribute 4686 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 50628 numeric
@attribute 51068 numeric
@attribute 51095 numeric
@attribute 51367 numeric
@attribute 51808 numeric
@attribute 53371 numeric
@attribute 5411 numeric
@attribute 54913 numeric
@attribute 54960 numeric
@attribute 55110 numeric
@attribute 55520 numeric
@attribute 55706 numeric
@attribute 55746 numeric
@attribute 55916 numeric
@attribute 55998 numeric
@attribute 56000 numeric
@attribute 57122 numeric
@attribute 57187 numeric
@attribute 57510 numeric
@attribute 5901 numeric
@attribute 5903 numeric
@attribute 5905 numeric
@attribute 59343 numeric
@attribute 5976 numeric
@attribute 60528 numeric
@attribute 6396 numeric
@attribute 645974 numeric
@attribute 65109 numeric
@attribute 65110 numeric
@attribute 6612 numeric
@attribute 7175 numeric
@attribute 7329 numeric
@attribute 7341 numeric
@attribute 7514 numeric
@attribute 79023 numeric
@attribute 7919 numeric
@attribute 79228 numeric
@attribute 79760 numeric
@attribute 79833 numeric
@attribute 79897 numeric
@attribute 79902 numeric
@attribute 80145 numeric
@attribute 8021 numeric
@attribute 80336 numeric
@attribute 8086 numeric
@attribute 81929 numeric
@attribute 84305 numeric
@attribute 8480 numeric
@attribute 8487 numeric
@attribute 8563 numeric
@attribute 8661 numeric
@attribute 8662 numeric
@attribute 8664 numeric
@attribute 8666 numeric
@attribute 8667 numeric
@attribute 8668 numeric
@attribute 8669 numeric
@attribute 8672 numeric
@attribute 8890 numeric
@attribute 8891 numeric
@attribute 8892 numeric
@attribute 8893 numeric
@attribute 8894 numeric
@attribute 9086 numeric
@attribute 91181 numeric
@attribute 94026 numeric
@attribute 9470 numeric
@attribute 9631 numeric
@attribute 9669 numeric
@attribute 96764 numeric
@attribute 9688 numeric
@attribute 9775 numeric
@attribute 9818 numeric
@attribute 9939 numeric
@attribute 9972 numeric
@attribute 9984 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.9994544386,-0.0691053609,2.1129810770,1.7150327729,2.1681823783,1.2075897145,1.9428907764,1.7222721801,-0.0444728480,0.8919938737,0.2358447913,0.3489936886,0.0018930597,1.0859897581,0.1745188926,0.2453626714,1.1030855529,0.5154680690,0.3231577063,1.1214236817,-0.0775591922,0.3402945458,0.8849187589,-0.2429141002,2.3411882586,0.1735343842,0.7562508809,1.8814041996,1.0662001221,3.4732210836,0.3262102189,1.8609808237,1.8144485811,1.3297942527,0.9323121759,2.6121199661,1.0373011971,0.4511992056,0.3104056784,0.0519376107,0.1384670770,0.2211727768,0.3717301793,0.6490200922,0.0238120144,0.1257167649,0.5767943208,0.5440972069,2.0615830533,0.7007056799,0.1068485583,0.6820671678,0.3125712879,0.7527538501,1.1789184409,-0.0147713037,1.0780807006,0.3339165626,-0.0339252690,0.4310773806,-0.0065240583,0.5619092312,-0.0801712465,0.1572232101,0.0001726995,0.3737349715,0.2895070793,-0.0450765759,-0.1957773226,0.8547325549,0.4172606748,0.4067848503,3.3882003890,0.3124705661,0.2299692906,0.7244274211,0.5547805037,0.9956348919,2.3298205933,-0.0501596680,0.4166210344,0.3263183082,1.3470447292,0.1577045299,0.6025978482,1.2636988900,0.8162983944,0.3980620734,1.4257024934,0.0167171879,0.2880562868,1.1018145941,1.7475377579,1.0081349392,0.2358949252,0.1652350042,0.2568483577,0.3771912565,1.1535524035,0.3063865167,1.1446958793,0.0688823814,1.2326435524,0.4421749051,0.9738828628,1.8851695756,1.8127907216,2.7587464451,2.6023202538,0.9051829459,0.3514635549,1.6620876641,0.9914009507,1.7618153542,0.3503543629,1.0124087136,-0.1239890064,-0.1418468178,-0.0017044800,0.9083811006,0.4755505342,0.7766983138,0.3336101404,1.5738680576,1.7656439800,0.4582380055,0.0680761012,0.1802095642,0.1932365732,BRCA
GSM481003,1.3000204959,-0.0253182346,1.8226559554,2.1445875566,2.5195607544,1.0370227206,2.1821271976,2.0514821410,-0.0279507547,1.2407564388,0.2932883462,0.5090059212,-0.0260361721,0.6472401437,0.1692352108,0.2314846152,1.1783145666,0.3536364530,0.1160783504,0.9108243383,0.0298673271,0.0846985119,0.9334117694,-0.0513609639,1.8777396151,1.0390844257,0.4268983157,1.5683274246,0.9028719445,3.4579041799,0.3141217654,1.5956025160,1.8065191086,1.2977158817,0.7763405773,2.5198804074,1.0096748571,0.3920354634,0.1241115945,0.1312585606,0.1675909839,0.2753513101,0.4609011217,0.5431523350,-0.0289351859,0.3610231933,0.6923416143,0.2966069311,1.9095450006,0.5865252294,0.1005977716,0.4465576321,0.2907777714,1.0865528419,0.8489080773,0.1086225281,1.0028139982,-0.0111954246,0.0247871252,0.4406901250,0.5091787598,0.8824268631,-0.0271173698,0.0979911182,0.0612269520,0.2892054475,0.1448130368,-0.1158130771,-0.1765732206,0.4716712923,0.1526357817,0.2585014971,3.1674969990,0.1892910675,0.5140498824,0.4726885488,0.7298731553,1.1883683634,2.1691846848,-0.0681958693,0.6731371601,0.3244090285,1.3022533181,0.1194375491,0.5890257325,1.4754694663,0.6180449209,0.1154354929,1.5404749867,0.0205131947,0.3165194256,0.8824336976,2.2887778709,1.2079776414,0.2212344171,0.2478639937,0.1737114430,0.3921301849,1.1410946884,0.3359311746,1.4155990299,0.0398375872,1.5298583879,0.4630725195,1.0213799386,1.9026695159,2.1712010056,2.2908105254,2.6747119030,0.8962723893,0.2895218825,1.8962335204,0.6114169044,1.7770907431,0.4393994245,0.4128194864,-0.1156846989,-0.1291174954,-0.0124401677,0.8544669929,0.3016724010,0.8636819316,0.2050871275,2.0305808570,1.8032554727,0.3507120458,0.0854397345,0.0933844653,0.0800036918,BRCA
GSM481004,1.4728109772,-0.1442091483,2.0380814321,1.8618026409,2.2144345089,1.0111372533,1.9116263921,2.1348981411,0.0028248984,1.1027854483,0.3409628176,0.5271662449,0.1345857253,0.9363450333,0.2473318355,0.2098067165,1.2079100925,0.4179685895,0.3238378326,1.2589819430,-0.0359781916,0.2775245581,0.7626374488,-0.1802080472,2.1020702653,0.6225233359,0.5816245857,1.5315217208,1.1326494413,3.4091218112,0.1372993612,1.3697862736,1.9039075164,1.1918061326,0.9433866571,2.6292325127,1.0246215303,0.4443315404,0.3664005813,-0.0078864293,0.1549531093,0.2811552281,0.5951196303,0.4966679595,0.0600247117,0.2147643983,0.8473779138,0.3181249362,2.2159077413,0.6946042993,0.1649254847,0.6545934550,0.5298544326,1.1375503141,0.8450373617,0.1549335432,0.6707063089,0.0772599514,0.1022958550,0.2788878227,0.2250535778,0.7033129764,0.0590553203,0.1781716781,0.4518763854,0.3552356291,0.3227790786,-0.0394104899,-0.0795541830,0.6956193051,0.1385968431,0.4563381089,3.0404753419,0.2122257086,0.3018920122,0.6565242874,0.6873815962,1.1871891916,2.2014432814,0.0111439787,0.4340115516,0.2116288532,1.5423008517,-0.0029262668,0.6045146595,1.4299984016,0.6254538715,0.4025368357,1.3763533820,-0.0382398666,0.2310455349,0.9504269250,1.7032912330,1.3182600141,0.2329384751,0.3112648595,0.0898297771,0.3416733871,1.2219297906,0.2561742358,1.5605042421,-0.0373755032,1.4482253491,0.4032908852,1.1785806107,2.2046505213,1.9502993449,2.6694981901,2.5748420258,0.8258931923,0.3411357510,1.8908017874,0.9675279690,2.0303331016,0.4139603734,0.6443124432,-0.0967214144,-0.0940230367,-0.0217751760,0.9280339935,0.5573211684,0.8778906839,0.2753581789,1.7963505046,1.9348075433,0.2996374663,0.0803506085,0.0968368784,0.1919901994,BRCA
GSM481005,1.1128698852,-0.0468433468,1.8787816066,1.7998630736,2.3728546180,1.2009454250,1.6286945872,1.8296501952,-0.0735632484,1.1094628770,0.3333917174,0.3963925091,0.1491940584,0.8151974113,0.4591160867,0.3333268101,1.0133603461,0.4676120444,0.5196488582,1.1222907700,-0.0127271021,0.5152012987,0.9491601064,-0.0320607557,2.2920523221,0.3884953068,1.0990680457,2.1133898829,0.7396802232,3.2657137117,0.6032439420,1.2945557835,1.6503758782,1.3489432513,1.0652480513,2.5391460193,1.2153531407,0.4145989218,0.3880956417,0.0250426239,0.1346355884,0.2040076268,0.5801436537,0.7913955172,0.0533628930,0.1587605328,0.6577628967,0.6782572886,2.3088889532,0.6577546543,0.1130938942,0.5833258600,0.3254996739,0.7449187418,1.5207046518,0.1342173538,1.0575366418,0.1541721055,0.0409902284,0.6339065865,0.3711668294,0.5989555787,0.0726790730,0.1283177196,0.3326746439,0.3125101426,0.5197998158,-0.0854117581,-0.1058571738,1.0735443930,0.5276804080,0.2359371764,3.4359046089,0.5899638482,0.2324308546,0.9475457416,0.5725909157,0.9163710623,2.2093620630,-0.0598773687,0.7651773086,0.1579038738,1.4910967171,0.1922588330,0.5567566019,1.4720101059,0.8624683581,0.3802470319,1.3192013736,0.1140570440,0.3037460888,0.9973238520,1.9716688479,0.9819903859,0.2141999271,0.1630092792,0.1458875014,0.2863199179,1.2780295779,0.2481109028,1.1863462975,0.1210548734,1.2388270348,0.6591401280,0.9874773529,1.6985833246,1.8313934429,2.5832812042,2.3201145528,1.1082932167,0.4578129507,1.5794365684,0.8006341491,1.8065941631,0.2533404212,0.7498349167,-0.1099247595,-0.0960463824,0.0577454948,0.8493333610,0.3772281707,1.1749657122,0.4908531085,1.5034608244,1.6556984657,0.7749469727,0.0066198921,0.1342989447,0.2120215757,BRCA
GSM481006,1.0050049358,0.4230375689,2.0408185750,1.5961935654,2.5110739914,1.2126155662,2.0349817541,1.6346204914,-0.0654005396,0.9379266312,0.2320520688,0.2299057208,0.1276576724,0.8260485016,0.1712214191,0.2488741382,1.2372366768,0.4467033189,0.1563402912,1.4317550260,0.0153172015,0.5242010048,0.7198648714,-0.0326316903,1.5557190049,0.3980782967,0.9312154783,1.6681061672,0.6898869820,3.4300504327,0.4558320585,1.7321545370,1.9735737899,1.3144704630,1.0968410335,2.8188454309,1.2330643007,0.2654057092,0.1563682464,0.0744404889,0.2327656277,0.2210308273,0.5474776368,0.6616586591,0.0098204077,0.3249289190,0.3652142564,0.7075539602,1.8174032327,0.8038135551,0.1783356244,0.5434137196,0.3144062233,0.6630792829,1.1277347631,0.1728583291,0.8962295320,0.2721812638,0.0944936380,0.7453462578,0.6023120034,0.6839965047,0.0239354587,0.1655979775,0.0356846231,0.2015747012,0.1931639696,-0.1043020270,-0.1542498206,1.0967799224,0.4500788460,0.3876736872,3.0453332796,0.3547129525,0.2889485137,0.8038373718,0.7597795118,1.0104227796,2.1378961339,0.0004763813,0.7057102702,0.1278201655,1.2223434736,0.2781430036,0.6173728137,1.0893759801,0.7410703157,0.3161796672,1.5432890771,0.0567177890,0.3348783679,1.1609581670,1.9920525381,0.9702868724,0.2311617992,0.1676189649,0.2115150194,0.2859799657,1.1185523376,0.3229026504,1.1852607083,0.1198668969,0.7688294388,0.6526547217,1.0415302561,1.8945711718,1.8815697806,2.4797439874,2.4700360200,0.9958073596,0.4683655766,1.3242264001,0.6031554109,1.3403608202,0.3149521308,0.3882277771,-0.1353303969,-0.1668706510,-0.0115119414,0.6905712129,0.2835461546,1.1447606367,0.4685186060,1.8670075834,2.2814070497,0.5258814402,0.0230903994,0.1531241002,0.1102809361,BRCA
GSM481007,1.0002750987,0.1623663035,2.0382966998,1.8918828236,2.4698392707,0.9759631444,2.1737254990,1.9036647006,-0.0243207712,1.1747976144,0.2728787685,0.3498874540,0.0082440271,0.6438532151,0.0578542459,0.2773561644,0.9965004010,0.3267140472,0.3446920368,1.4355231527,-0.0061215265,-0.0782718799,0.9187510125,-0.1151246533,1.2678215503,0.4661221629,0.6391655024,0.9793251456,0.6813940464,3.0090010962,0.1246853065,1.8791123627,1.9353584261,1.2300549550,0.8398385081,2.5143964290,0.6055114323,0.2763398499,0.0396358199,0.1528117229,0.1645224478,0.1706432577,0.2114751431,0.5835947715,0.0050316149,0.4059481266,0.3857170172,0.3699462191,1.5689805019,0.8706902445,0.0551729373,0.2229360227,0.1782463646,0.6622251992,0.9959448321,0.0797532201,0.6668463879,0.3929150596,0.0581478927,0.3163734306,1.1252944074,0.5955344183,-0.0155063524,0.1360030318,0.1192176144,0.1839666751,0.0707627436,-0.0749626847,-0.1030630523,0.8677675923,0.2257339995,0.3120107109,2.6327038078,0.3320468095,0.3710870970,0.7311596308,0.8278426311,1.0011983547,1.8596158426,-0.1168193520,0.7903427651,0.3396948959,1.3200726183,0.2248136396,0.5147126344,1.3821223751,0.5552672936,0.1992705908,1.2906753773,0.3124001263,0.2615934692,1.3242015986,2.4542486837,0.7964667910,0.1747561817,0.1834987267,0.0358190306,0.2874975976,1.3021401146,0.3622820734,1.2252458061,0.0683215132,0.8685467270,0.5575422447,0.7554274650,1.2433204617,2.0765978321,1.9125008286,2.0332475008,0.9849460026,0.3169085146,1.4419181576,0.0360248354,1.2945097908,0.4850106206,0.2388033089,-0.1076705300,-0.0713302591,-0.0026569772,0.5457704911,0.0099705514,0.7401490125,0.1941271768,1.5252969334,1.9421063404,0.2204561001,0.0135610768,0.2688767351,-0.0136610129,BRCA
GSM481008,0.8455281421,0.1262025521,1.7770497358,2.9282534388,2.4953933486,0.5605280846,2.1908111042,1.8451393246,0.3600675785,1.5568083128,0.4929659851,0.6212133146,0.2097220591,0.6693041243,0.4068514146,0.1868211495,0.9762217806,0.4483596302,0.2203329002,1.1454561153,0.2057568799,0.5329671701,1.3914518319,-0.1050495106,1.0825666652,0.0925082038,1.0113370087,1.5196910524,1.0777973961,3.3720343710,0.4269127093,2.0799901485,1.2397531411,1.1788529706,1.0616864893,2.4301447074,0.9540503333,0.5420553244,0.6728425020,-0.0228834745,0.4014800186,0.4291612767,0.9475240440,0.8123567509,0.0961677216,0.6177875048,0.8038552519,0.5249502778,2.2376493252,0.8943132312,0.4425875269,1.1071911783,0.4331088550,1.3322227869,1.1428776204,0.0781152148,1.1122200421,0.2290558293,0.2588191346,0.7058206807,0.3510792210,0.4823168668,0.1530160486,0.1582888304,0.5052978825,0.3709342704,0.4007706648,-0.0150950583,-0.1316660185,1.4243605868,0.5525844521,0.3140828177,2.9570318858,0.4999649943,0.4086776353,0.6411620913,0.6805660873,1.1559608677,2.2688062124,-0.0790933260,1.1289051437,0.0464673567,1.4186138799,0.5044573573,0.7572664745,1.4564293325,0.9823657416,0.4246837776,1.3782354528,0.5046177023,0.5411757553,0.9304900989,2.6696468079,1.6154887751,0.3544212375,0.3510342627,0.3323188844,0.6010788774,1.3258373943,0.3757254218,1.6897705296,0.1718761123,1.4896637870,1.0096386212,0.9493015057,1.5511436710,2.2886268125,2.6278585494,2.1477115650,1.1851786301,0.4065204976,1.7281163931,0.5861414538,1.3450564518,0.4051593478,0.3280716689,-0.1246413146,-0.0447772610,-0.0490063636,0.7461101233,0.8269818539,1.6114557493,0.5293904219,1.9119616150,1.8902339724,0.5747495766,-0.0000289649,0.3739857349,0.4300291595,Control
GSM481009,0.8197843863,-0.1590116615,1.4729506153,1.3064936226,2.4700890461,0.7450451329,1.9606340594,1.4207144416,-0.0649943376,0.6821481570,0.1247384821,0.2946651060,-0.1463721341,0.5727040246,0.0712819516,0.1119150442,0.8546280878,0.3490264209,0.3346427422,0.9416204093,0.1141745486,0.5521010369,0.5084664859,-0.1134955671,2.0200506847,0.1809566154,0.7593999618,1.6043706046,0.6215825630,3.8722105623,0.2450311447,1.2341214847,1.0962117666,1.3854214485,0.8531536520,2.2155775760,0.8596650853,0.3296636805,0.0157022542,-0.0285091244,0.1628841432,0.1076403532,0.2046108419,0.5516734838,-0.0913807741,0.0673524422,0.5057058191,0.5622699980,1.8434993941,0.5061680235,0.1067313193,0.3087127327,0.0572444400,0.2209592445,1.1265522439,0.0108712645,0.7878695312,0.1374712269,0.0858690533,0.3986441848,0.0017389998,0.4010475813,0.0141285702,0.0825295596,0.1262490926,0.2618593107,0.3186608239,-0.0755563469,-0.1990570719,0.7845914347,0.3072705145,0.0932221557,3.2027866842,0.3245984261,0.0100849440,0.6150743960,0.1456653519,0.6941064738,1.8164070117,0.0779426153,0.8031696115,0.1433532910,1.0707761645,0.1132563498,0.3632370836,0.9334567412,0.7798042547,0.3102166301,1.2468394404,-0.0705848076,0.0538928124,0.6975656337,1.6748123084,0.5533976414,0.2305507956,0.1373806377,0.1463903763,-0.0454013486,1.0698948772,0.0747691289,1.1046310538,-0.0374380995,1.0518667231,0.1998422618,0.5508130951,1.3933882548,1.3610595016,2.3551643641,2.1821445972,0.7359395253,0.2760713518,1.3332298419,0.4359923978,1.1487707196,0.1350957668,0.4855374400,-0.1240764623,-0.1179050342,-0.0375504488,0.6071920866,0.2582390422,0.6680296583,0.3855546791,1.1551117599,1.3840158921,0.3159651547,-0.1097762479,0.0165883431,0.0378589975,Control
GSM481010,1.0959210828,0.0649166519,1.9730380688,1.8375450108,2.2768309840,1.1952637648,1.9060263501,1.8750189543,0.0004725901,0.7934444283,0.3196110955,0.2800459374,0.2294390604,0.8645567406,0.2691476801,0.1855504602,1.2035854458,0.5266570260,0.5707662486,1.6036328870,0.1735209360,0.4396857949,0.8454648369,-0.0412054421,2.7242739202,1.1373927982,1.3250846466,2.2511457157,1.1041120607,3.4559576710,0.6958391050,1.9422432633,1.6463849895,1.3863065896,1.2974520028,2.3668190903,1.2347107639,0.3789995512,0.5641429838,0.0437281734,0.3200672193,0.2145545918,0.7468916972,0.6803390959,0.1370067133,0.2578280351,0.7201126181,0.9495617230,2.4841997289,0.7004111218,0.3337012409,1.0024311781,0.4416386575,1.0376681992,1.4224596802,0.0888218522,1.0524639884,0.3948605834,0.2161256645,0.5132175100,0.4787841356,0.7196485740,0.0348092179,0.0560900140,0.3248399416,0.4174801490,0.6120771392,-0.1259650119,-0.1100541188,1.3123569986,0.5235340775,0.3231206160,3.6277177333,0.4754389038,0.3573975936,0.8674369441,0.4870717134,0.9559799466,2.1272875270,-0.0106500680,0.4199728761,0.2985888094,1.3206841757,0.2844833170,0.5763156372,1.4855414964,0.8493634890,0.4600413088,1.3245182952,-0.0121653560,0.2935844327,1.0972941517,1.6081401621,0.9823486151,0.2901180524,0.1518353733,-0.0337032135,0.2541308115,1.4160150973,0.2428022116,1.4912791293,0.1358193529,1.4344321266,0.7477687311,1.0763501743,1.8691209290,1.8666565493,2.7614262403,2.5766887167,1.0908256049,0.5010869925,1.6630432306,1.1792030798,1.7949095667,0.2765109696,1.0645046233,-0.1203495570,-0.0666018966,-0.0224210479,0.8231799455,0.6877990997,1.2570265175,0.5283968191,1.6980610449,2.0183761884,0.9463912479,0.1227407649,0.2106427483,0.3233854568,Control
GSM481011,1.0641896491,0.1237177973,2.0678163227,2.1528847416,2.1620018246,0.8725803266,1.5413801072,2.2173896060,-0.0444188221,0.8742390108,0.2440298250,0.4606963636,-0.0238003629,0.8756828337,0.2254308680,0.1779214005,0.8080857349,0.5553898694,0.1632320434,1.1836241087,0.0733985208,0.0311852111,1.0684421826,-0.1523346070,1.2045802607,0.3330589228,0.4728071797,1.2710189652,0.7878752893,2.8900025089,0.3554290061,1.8786059805,1.9729355432,1.2880023032,0.7783412203,2.4389865466,0.7105927217,0.2716277328,0.0321641918,0.0003258741,0.0594786794,0.2347091185,0.2333893220,0.6184553261,0.0031959456,0.3304214605,0.5883815534,0.4660864477,1.4262088770,0.7834670788,0.1074369706,0.2753522399,0.1215346543,0.7010370274,0.8910884688,0.0727971325,0.9576145609,-0.0731936972,0.0104496072,0.3153452390,0.3605139061,0.3238044239,0.0824026915,0.0562659844,0.1127649746,0.1841442517,0.4002215262,-0.0513179669,-0.1198478415,0.4984967014,0.3007094485,0.1989869412,3.1112367576,0.2394045292,0.4067286859,0.4928294120,0.6029167722,0.9244756790,2.5493248172,0.0082702353,0.6275396393,0.2212597727,1.6619359333,0.0731099842,0.6152933197,1.3892699479,0.6323220051,0.3440961864,1.4591114363,-0.0829263145,0.3808595445,1.0837614664,2.2487114073,0.9271272570,0.2190192386,0.1360594081,0.1588532034,0.4359849849,1.1711954852,0.4685075090,0.9173884434,-0.0044922546,1.2340403162,0.3804869165,0.9549196616,1.4172137413,2.3321242183,1.8593606202,2.1079755227,0.8732240560,0.2629075722,1.7275456297,0.4280990743,1.2979840265,0.3969626854,0.4025038886,-0.1239829852,-0.1894151881,-0.0569236482,0.8774921773,0.0725862017,0.8556135328,0.0879836981,1.6439583983,1.5380677453,0.3571961741,-0.0639266614,0.0655481136,0.0140252058,Control
