@relation data

@attribute 10533 numeric
@attribute 11337 numeric
@attribute 11345 numeric
@attribute 115201 numeric
@attribute 23192 numeric
@attribute 23710 numeric
@attribute 25989 numeric
@attribute 30849 numeric
@attribute 3439 numeric
@attribute 3440 numeric
@attribute 3441 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3444 numeric
@attribute 3445 numeric
@attribute 3446 numeric
@attribute 3447 numeric
@attribute 3448 numeric
@attribute 3449 numeric
@attribute 3451 numeric
@attribute 3452 numeric
@attribute 3458 numeric
@attribute 3630 numeric
@attribute 5289 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 64422 numeric
@attribute 8408 numeric
@attribute 84938 numeric
@attribute 84971 numeric
@attribute 8678 numeric
@attribute 9140 numeric
@attribute 9474 numeric
@attribute 9706 numeric
@attribute Class {Control,BRCA}

@data
10.03781156,8.150611874,9.327073839,6.9996710415,7.3722893985,12.27296951,7.392319838,7.666137216,5.354567863,6.044837379,5.0543267795,5.014814152,5.201056716,5.4215640985,6.871070863,6.651271039,5.3506274835,5.658749018,4.703229265,4.835685705,6.078210195,5.676529235,5.169936271,6.066633462,9.6271145295,4.980952113,8.4531622635,8.745751176,6.864214401,6.447866182,9.462599978,9.671084998,8.752532121,6.264916969,Control
9.967176219,8.060129988,9.254589797,6.774343204,6.757506869,11.4712435,7.16254522,7.979969765,5.219566658,5.478414715,5.327514764,5.061464353,5.291687581,4.9587270735,6.6842028225,5.563242994,4.9970528975,5.6106940585,4.964758163,5.488009811,5.862210374,5.277995204,5.773212576,5.492262803,9.9140920795,4.833916319,8.3721884745,8.9317430335,6.858944233,6.37930925,9.405535663,9.841828705,9.134683726,6.475981119,BRCA
10.14225423,7.990871388,9.1990789165,6.629245037,7.309551588,10.91699926,7.348642132,7.943805792,5.263044971,4.976605648,5.4573624,5.079816751,4.590579306,5.3621290075,6.8233511245,5.403788568,5.222586232,5.517492933,4.883878898,4.77953729,5.887958531,5.336114869,5.870864797,6.394124489,9.566117134,4.402621796,8.53936661,8.8730979085,7.104138573,6.556763929,9.177744123,9.743867778,8.882277076,6.089429956,BRCA
9.971723565,8.601734697,8.8255490195,6.7451034105,6.450941718,11.32592956,7.745003865,7.302047389,5.139460541,4.881923051,5.2132995425,4.808914358,5.233822166,5.3158143595,6.9777711105,5.332538997,4.8613276055,5.669162448,5.771893004,4.542431156,5.89251929,5.464840793,5.793122872,5.161495975,9.7521116675,5.446761787,8.692500435,8.96931213525,6.61024038,6.1531741785,8.758440706,10.491083497,9.250008858,6.015142517,Control
9.68874036,8.412465187,9.5359145905,6.988659565,7.3948518765,11.72497433,7.270414767,8.352927454,5.238033268,5.356153716,5.2436498175,5.301780818,4.656091707,5.2617446345,6.7136501485,4.805822905,5.503545594,6.0893232935,4.590429601,5.256266489,5.429625378,5.115211455,5.536217098,6.385047554,9.378542152,5.133924369,8.43943349,8.50964430175,7.1031518165,6.439169738,9.58200134,9.682649373,9.133926376,6.610216975,BRCA
10.63543271,7.87664145,9.2319575555,7.2171722735,7.8037470765,11.53140597,7.412868569,9.014021255,4.795989381,5.30196368,5.401291859,5.582714993,4.426911827,5.1754247695,6.6960949355,5.334685584,5.2199386105,5.0626553085,5.036295892,5.268482349,5.917677146,5.298302041,5.73607124,6.534735237,10.1343921865,5.186075849,8.2652974435,8.938121884,7.2808916955,6.437838488,9.782773487,8.8741707405,8.66705043,6.261065912,BRCA
10.38381258,8.490982332,8.6086242945,6.768714902,6.810783755,10.69844447,6.940081939,6.219367603,5.622938584,5.135259094,5.7024927665,5.041123858,4.165745758,5.327936796,6.8321013245,5.495384375,4.994868922,5.2920496255,5.183299167,4.73770262,6.029238215,5.213941395,5.705709271,5.69405225,9.746930711,5.391983545,8.546602606,8.839322366,6.3539312765,6.0415880415,9.215466945,11.367458049,9.887083928,6.335440044,BRCA
10.25304708,8.143027439,9.3747872145,6.9591255225,7.789727293,11.62476132,7.504225355,8.238764323,5.093191733,5.675118156,5.08118968,4.613868688,4.538416354,5.2025205445,6.7420330795,6.06512595,5.43080309,5.2313520945,5.069327579,5.256643908,6.138635948,5.989996857,5.451879748,6.172283106,9.831690885,5.190033289,8.627989276,8.68699756775,7.186504935,6.225589262,9.43507698,9.2310553065,8.648007989,5.850631456,Control
10.18105319,8.325160532,9.13605023,6.796661929,7.4445282665,10.93286454,7.820372253,7.653026194,4.805564985,4.991194438,5.116365655,5.054860683,5.30196368,5.7092674115,6.707944973,5.474445169,5.2462827195,5.433238186,4.66791382,4.711787202,5.650485447,5.178725843,5.541182786,6.387246745,9.676526932,4.817381859,8.618323575,8.7893159825,7.01860649,6.42381536,9.492880212,9.1135333825,8.826040853,6.644148756,BRCA
10.17465769,8.702017778,9.2689252705,7.046233497,7.0275218055,11.78244144,7.568034243,8.166628995,5.476390801,5.207806241,5.5409467745,4.963487128,4.482788153,5.1042067495,6.8418171705,4.753833848,4.6593034315,6.0474693455,4.667062321,5.122891393,5.86561652,5.114586962,5.233822166,5.992208309,9.813055769,5.368603583,8.391505501,8.54695509725,6.8274731745,6.558461939,9.346802423,10.1252825925,8.983464744,6.749303381,BRCA
10.70167275,8.601121824,9.29056618,6.9620571285,6.967716862,11.82192354,8.024697998,7.996333838,5.548136995,5.115003321,5.0026097065,5.38008113,4.938534277,4.8470864095,6.410696641,5.896944624,5.223336166,6.031047408,4.094734315,5.666267504,5.71081418,5.77657203,6.062214149,6.664771254,9.497007081,5.14385383,8.6464107135,8.78467892475,6.951351287,6.4505096745,9.007497661,9.007980519,8.884736132,6.735729052,BRCA
