@relation data

@attribute 114 numeric
@attribute 115 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 5577 numeric
@attribute 111 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 196883 numeric
@attribute 55811 numeric
@attribute 109 numeric
@attribute 5573 numeric
@attribute 108 numeric
@attribute 5576 numeric
@attribute 107 numeric
@attribute 5575 numeric
@attribute Class {Control,BRCA}

@data
5.645450388,8.748277668,10.327292123,7.377212971,4.767140212,6.614529956,6.36946717,5.4829326402,5.48205062,10.97207892,4.917445181,12.63069834,9.78527191267,7.149597572,8.786482932,8.2081635635,7.409181146,Control
5.65593226,8.080472632,10.2384186075,7.013074525,5.442455259,5.841225451,6.0929297895,5.5428379012,5.804719114,10.9073904,5.091500179,13.03258307,9.789873514,6.461320332,8.66542575,6.3425008425,7.391761545,BRCA
6.0290173,8.026856932,9.769915947,7.338293201,5.112503363,6.323194968,5.9034588485,5.4641368762,5.527329405,9.496554786,5.515393331,12.19349773,9.801472324,6.767195028,8.815320146,7.5711783515,7.677704008,BRCA
5.876032641,8.120096744,10.3820872935,7.478529234,5.7109519,6.331145921,6.323322532,5.1156792046,5.655216748,10.39270411,5.224205518,12.23565236,9.34823014567,6.763813641,8.115695415,7.0913602235,6.105076296,Control
5.824138541,8.28785217,9.671974648,7.297193996,5.377654117,5.680472929,6.52394041,5.466218321,6.407145055,9.358629843,6.212477538,12.7347446,7.772929909,6.854560258,9.518791383,7.084991265,7.418993406,BRCA
6.352798794,8.529822044,9.753034207,7.806535324,5.316879984,6.872247394,5.9174340255,5.6759717936,5.625863148,10.16002932,5.294814856,12.65857307,9.84054935,6.543500233,9.231287868,6.50402659,7.890402801,BRCA
5.779661087,8.167494826,9.1297731835,7.967285529,4.904497645,5.057462456,6.330484187,5.5322651396,6.430289978,9.341019005,6.381677589,13.34505663,9.55785931,6.456482249,8.344585666,6.201503818,7.572418149,BRCA
5.862458365,8.80888466,9.643814388,7.667823176,5.023045997,6.091811548,5.9718598575,5.3094441946,5.233822166,9.812386363,6.222848625,12.39966386,7.854087509,7.109938036,8.118825763,7.6188571805,7.90344675,Control
5.813403636,8.17986074,9.557649091,7.357466507,5.398154738,6.099511534,6.3825279205,5.291675395,5.844493149,9.898586698,5.287261033,12.05932765,9.60954968233,6.816347305,9.026662535,8.092918242,7.548207573,BRCA
5.659004925,8.633940747,10.0619138165,7.247645413,5.778347403,6.072647808,6.3457281585,5.3589494338,5.913135501,9.608828239,5.312893162,11.61491238,9.492243668,7.016310012,8.794173061,7.599297253,7.121070136,BRCA
6.134894093,8.179201405,10.29987056,7.499250204,5.492182674,6.551751032,6.5859397695,5.0578073466,6.287994543,10.90371263,6.104971499,12.17610621,9.08887684467,7.091120961,8.176760488,6.45574924,7.988004536,BRCA
6.137304345,8.316509092,9.8796694575,7.346604868,5.564539174,5.868767777,6.027160675,5.3421536938,5.822227442,10.62174996,5.698920794,12.72821502,7.99293009967,7.103762836,8.94526175,6.928720816,7.5453142,Control
6.679413681,8.597597398,10.337719898,7.516962875,5.301049141,6.993564335,6.4244788405,5.4913025734,5.416511492,10.76919343,5.252865266,12.31128435,9.194411155,7.148098063,9.004516227,6.6365159435,7.626842693,Control
5.930152602,9.210044899,10.5431463085,7.537142914,5.268482349,6.859476161,6.619283011,5.4387987878,5.237842121,12.10567621,5.961629839,12.08630553,8.633415693,6.757360421,7.750842834,7.5681815995,7.240984771,BRCA
5.826428522,8.774277353,10.581626049,7.828646059,5.287261033,6.528184984,6.1288615465,5.8117429202,5.913135501,10.84257057,5.545977053,12.52742331,8.41487604833,6.790319577,8.335480939,8.248473233,7.292669322,BRCA
5.809164401,9.115954722,9.8093092945,7.272725709,5.765409598,6.908335947,6.5537420015,5.3283454926,5.754627826,10.00516175,5.579701547,11.98243759,8.30846996767,7.210990588,7.540595216,7.7603213985,7.370450116,BRCA
5.495384375,9.223803305,10.2967908845,6.904728314,5.66903474,6.506728574,6.61609541,5.4065428568,5.634165776,10.70640129,5.967636237,11.37035382,8.24833877567,6.696275996,7.582482852,8.9607456695,7.801516189,BRCA
5.626885346,8.75759096,10.2833042595,7.245317684,5.325990094,6.567237875,6.6313943815,5.5295343186,5.620154746,10.12880025,5.799353673,12.05450776,8.653406271,6.830360313,7.646560735,8.247227253,7.587367101,BRCA
5.584068992,9.221769032,10.2474442945,7.331949525,5.707781006,6.427820369,6.8628717035,5.4814391052,5.341284192,10.77554879,5.984140004,11.82446468,7.64956818833,6.904427271,7.576259705,9.5775018565,8.135646608,BRCA
5.980260273,9.31063614,10.35590611,8.493075988,5.002940155,7.081832585,6.2169798845,5.1210123436,6.445516183,12.03158587,6.520033725,8.501728854,8.42010759833,7.048353701,7.632470217,6.364286878,7.493457452,BRCA
