@relation data

@attribute 1020 numeric
@attribute 8851 numeric
@attribute 3265 numeric
@attribute 1958 numeric
@attribute 5605 numeric
@attribute 4803 numeric
@attribute 5894 numeric
@attribute 5604 numeric
@attribute 5595 numeric
@attribute 4804 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
7.99887404,6.04568802,7.4423513115,11.55326703,11.44994835,7.388170429,10.11570732,10.49127719,11.634256725,5.934641074,8.27215776867,Control
7.779327238,5.680653031,7.8897640555,8.266787858,11.52169626,7.536346549,10.34726733,9.559434991,11.27623323,6.734171472,7.85669691467,BRCA
8.635084252,7.4153883445,7.856102429,9.805502513,11.72288448,7.765321119,10.45388564,9.65317699,11.198356615,6.822829314,8.11094053067,BRCA
8.620477476,6.299205049,8.398114105,7.952247829,11.42772678,7.799736743,10.09500831,9.580847928,11.274247985,6.822733732,7.98209816267,Control
8.40571707,6.3360334255,7.697637374,8.894909539,11.8471671,7.144329712,10.22872886,9.966174165,11.21839075,6.25333282,7.82991936767,BRCA
7.79902435,5.9774255455,7.3388634815,12.54269462,11.5852209,7.044998189,10.624983,10.23164154,11.07534033,5.569408493,8.18650002,BRCA
7.838134167,7.29976454,7.9742866725,7.940814415,11.16076662,8.198753346,9.961088297,8.977681421,11.151396135,6.682577247,8.451561107,BRCA
8.301794677,6.3994026335,7.7095138065,13.01560762,11.28922369,8.277683912,10.12277013,10.00443156,11.40345044,5.956063188,8.171538624,Control
8.878166757,6.62911232,7.94496816,11.2444532,11.82274022,7.431458167,9.9831294,9.452231522,10.99057863,6.599024363,7.91861634733,BRCA
8.725767673,5.805455255,8.148239231,10.71219619,11.64681981,7.109833592,10.28660429,9.69476318,11.551814785,6.367550714,7.74245236133,BRCA
8.702935506,5.5856726465,8.198599078,11.68974045,11.94944384,7.593430574,10.23292486,9.736317839,11.573459625,6.482005732,8.06297051567,BRCA
8.212400476,6.3534427865,7.4409667175,10.52443425,11.38105635,7.536560251,10.11618835,9.990983614,11.32136754,6.69104948,8.197304519,Control
8.520992932,5.6746545865,7.6537280945,10.91092396,11.33166731,7.908033966,10.13087976,10.29596436,11.488573795,6.333741815,8.151507585,Control
8.562224414,6.1649079845,8.1909422715,13.12486126,11.29445435,6.930918032,10.76657469,10.01433476,11.695521545,7.432565127,8.08129530567,BRCA
8.209186643,6.510538523,7.2806843915,13.21182067,11.28106518,7.437400717,10.37973064,9.712540381,11.206231375,6.958700964,7.95451796533,BRCA
8.907447372,6.073563631,8.539009948,13.25798962,11.36168902,7.62073508,10.55366796,9.812386363,11.49634678,7.683522992,8.00665617633,BRCA
8.627316027,5.7276772045,8.146852134,14.65508011,11.42163372,7.081033649,10.73881029,9.916141133,11.796022585,7.254180944,7.86577453733,BRCA
9.068960366,6.717914903,8.041917075,13.44751595,11.31587145,7.252857286,10.51457134,10.0322459,11.46459896,7.355397625,8.01917131267,BRCA
9.209484513,6.259161734,7.888636145,13.00646289,11.57272404,8.260967887,10.54450111,9.833428205,11.5411915,7.534460714,7.890844983,BRCA
8.3077144,6.0685859445,8.85628218,13.43914135,11.3119244,8.100019848,5.97155002,9.724718956,12.52079595,8.170802781,8.742530249,BRCA
