@relation data

@attribute id string
@attribute 5437 numeric
@attribute 4331 numeric
@attribute 9533 numeric
@attribute 2071 numeric
@attribute 51082 numeric
@attribute 2068 numeric
@attribute 284119 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 7343 numeric
@attribute 25885 numeric
@attribute 5440 numeric
@attribute 84172 numeric
@attribute 9015 numeric
@attribute 7270 numeric
@attribute 9014 numeric
@attribute 9013 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1046,0.3161,0.9293,0.9639,1.0883,0.3536,-0.0977,0.9361,0.5741,1.3373,0.8265,1.1193,0.8599,0.7998,0.9503,0.4975,0.7442,0.3109,1.626,1.2507,Control
A02,0.9106,0.1346,0.6739,0.7176,0.8464,0.2581,-0.1804,0.5947,0.3587,1.0754,0.6078,0.925,0.6334,0.4615,0.6443,0.4353,0.5096,0.1316,1.2003,0.9149,Control
A03,0.9876,0.2105,0.8102,0.9385,1.0564,0.3958,-0.1251,0.7758,0.5493,1.1818,0.821,1.1115,0.7524,0.5634,0.7751,0.5644,0.6636,0.235,1.5333,1.0688,Control
A04,1.0146,0.1798,0.7649,0.7658,1.0144,0.3302,-0.1443,0.5436,0.5533,1.2973,0.7204,1.1223,0.7349,0.4654,0.528,0.3706,0.6267,0.2444,1.4337,0.8439,Control
A05,1.0117,0.1989,0.8199,0.8599,1.0559,0.4459,-0.1337,0.6282,0.5475,1.3319,0.8708,1.0206,0.8091,0.4537,0.7056,0.5021,0.683,0.3158,1.4419,1.0253,Control
A06,0.9888,0.1536,0.7414,0.7976,1.0462,0.301,-0.2412,0.6772,0.4938,1.1603,0.6874,0.9865,0.7198,0.4674,0.6363,0.3044,0.5112,0.2892,1.421,1.0165,Control
A07,1.0136,0.3843,0.9467,0.8856,1.1751,0.3376,-0.1863,0.8017,0.5297,1.1689,0.776,0.932,0.7167,0.6934,0.7458,0.4635,0.5858,0.2985,1.7099,1.0785,Control
A08,0.8421,0.5743,0.7719,0.9227,1.1845,0.2761,-0.1625,0.7686,0.5947,1.1505,0.795,0.9012,0.7515,0.754,0.7374,0.5991,0.5996,0.1543,1.8094,0.9915,Control
A09,0.9198,0.3797,0.727,0.8179,1.0302,0.2396,-0.1733,0.634,0.5279,1.2922,0.6391,0.8544,0.5525,0.5095,0.8032,0.3828,0.5513,0.1649,1.6033,1.139,Control
A10,0.9751,0.3731,0.8537,0.9627,1.1538,0.331,-0.1522,0.6367,0.6165,1.197,0.7934,1.0208,0.7711,0.7291,0.6936,0.5861,0.5505,0.1928,1.8899,0.9752,Control
A11,0.711,0.3343,0.5785,0.5847,0.8617,0.3179,-0.1482,0.5729,0.4792,1.0815,0.5233,0.846,0.3315,0.471,0.6297,0.3353,0.4717,0.0877,1.1731,1.0675,Control
A12,0.7826,0.0675,0.4694,0.5256,0.8384,0.2237,-0.3182,0.355,0.3997,0.6521,0.4009,0.9515,0.1984,0.2397,0.3542,0.2095,0.2272,0.0222,0.9578,0.4845,Control
B01,0.8662,0.2878,0.8095,0.8259,1.0068,0.095,-0.3333,0.7041,0.5081,1.0364,0.6304,1.0235,0.4938,0.535,0.8066,0.477,0.3803,0.0932,1.5744,1.0319,Control
B02,1.0667,0.1951,0.9005,0.9664,1.1167,0.4138,-0.141,0.678,0.5758,1.3385,0.7477,1.2088,0.6503,0.4897,0.7334,0.4627,0.7763,0.2791,1.6925,1.1845,Control
B03,0.9483,0.278,0.7883,0.946,1.0032,0.2735,-0.1905,0.6463,0.5109,1.159,0.6893,1.1992,0.6189,0.5163,0.7049,0.5411,0.5975,0.1922,1.6826,0.9967,BRCACancer
B04,0.8338,0.4782,0.5894,0.8567,0.851,0.1939,-0.1235,0.6065,0.4926,0.8999,0.774,0.6159,0.6114,0.5564,0.5417,0.5516,0.5299,0.1011,1.6006,0.5793,BRCACancer
B05,0.8989,0.2156,0.547,0.7262,0.976,0.2537,-0.2594,0.4523,0.3957,0.922,0.6039,0.6801,0.409,0.3562,0.4382,0.2533,0.5271,0.0912,1.3469,0.6473,BRCACancer
B06,0.7192,0.159,0.6292,0.7046,0.6212,-0.0561,-0.4035,0.5134,0.369,0.6483,0.3787,0.5665,0.3332,0.4906,0.4978,0.3258,0.3067,-0.0265,1.1893,0.6337,BRCACancer
B07,1.1566,0.2879,0.8387,1.0107,1.0913,0.3819,-0.1568,0.8135,0.6002,1.2269,0.7017,0.9882,0.7015,0.8,0.8488,0.6122,0.7108,0.2685,1.7814,1.1472,BRCACancer
B08,0.9479,0.1989,0.7065,0.7029,1.0278,0.3828,-0.1419,0.6734,0.4069,1.1678,0.5131,0.7849,0.5688,0.5055,0.7124,0.3376,0.5824,0.2475,1.3446,1.0379,Control
B09,0.5953,0.4201,0.4913,0.6354,0.8123,0.1406,-0.091,0.5262,0.409,1.0009,0.5832,0.7082,0.3815,0.308,0.4754,0.2843,0.6148,0.0029,1.3212,0.468,Control
B10,0.8108,0.2744,0.5725,0.66,0.6926,0.0826,-0.2009,0.4791,0.3718,0.862,0.5905,0.6915,0.5384,0.4353,0.4148,0.339,0.3312,0.0879,1.3659,0.532,Control
B11,0.8171,0.2429,0.7088,0.6463,1.2088,0.3481,-0.1403,0.6192,0.3415,1.0127,0.5191,1.0406,0.435,0.494,0.6728,0.3185,0.4156,0.1772,1.5076,0.6922,Control
B12,0.616,0.3247,0.275,0.5683,0.5463,0.1099,-0.2188,0.4125,0.2505,0.6278,0.4995,0.2866,0.2802,0.33,0.2877,0.2782,0.439,0.0386,1.0711,0.3139,Control
C01,1.0033,0.172,0.8084,0.951,1.0292,0.4378,-0.1917,0.6954,0.4822,1.2063,0.82,0.8537,0.6401,0.5326,0.7109,0.3897,0.8783,0.2974,1.5172,0.9674,BRCACancer
C02,1.0841,0.1241,0.796,0.9505,0.8734,0.4514,-0.1174,0.5579,0.5161,1.319,0.7318,1.0179,0.6419,0.6263,0.6627,0.41,0.854,0.3191,1.4502,1.0016,BRCACancer
C03,1.2054,0.1788,0.8911,1.1161,0.9284,0.472,-0.1287,0.6971,0.537,1.3568,0.8799,1.0147,0.7319,0.5739,0.7092,0.4334,1.1665,0.3318,1.6096,0.8676,BRCACancer
C04,0.7416,0.1098,0.3635,0.4941,0.6029,0.2086,-0.1147,0.3154,0.2591,0.9773,0.336,0.6635,0.2753,0.2032,0.3502,0.1513,0.5675,0.0631,0.7758,0.5071,Control
C05,0.6505,0.1179,0.5183,0.5577,0.6234,0.2864,-0.1453,0.3212,0.2608,0.9112,0.3957,0.5592,0.4187,0.2821,0.3105,0.1652,0.6015,0.1426,0.7394,0.4593,BRCACancer
C06,0.3275,0.022,-0.0083,0.1195,0.0708,0.1443,-0.2709,0.036,0.1851,0.4771,0.1332,0.2049,-0.0698,0.0288,0.0257,-0.0594,0.2044,-0.2497,0.1732,-0.0843,Control
C07,0.7777,0.1206,0.5324,0.5845,0.5835,0.2406,-0.167,0.3848,0.3835,1.0791,0.5487,0.82,0.4848,0.3413,0.3939,0.1991,0.5078,0.1529,1.0362,0.6023,Control
C08,0.8713,0.1862,0.6828,0.7344,0.8775,0.3928,-0.2136,0.6007,0.4344,1.3013,0.6096,0.8703,0.601,0.4418,0.6897,0.2352,0.7026,0.2989,1.1538,1.1354,Control
C09,0.8793,0.1297,0.5784,0.6473,0.6606,0.2799,-0.1603,0.3294,0.3698,1.0233,0.4886,0.7126,0.5042,0.3823,0.4161,0.2265,0.5885,0.195,1.2204,0.573,Control
C10,0.8137,0.1143,0.7901,0.7987,0.641,0.2574,-0.0836,0.3766,0.2893,0.9923,0.5355,0.8202,0.5595,0.463,0.3391,0.2231,0.5502,0.1852,1.1047,0.5437,BRCACancer
C11,0.8979,0.1977,0.7312,0.7574,0.871,0.4055,-0.1636,0.4958,0.4612,1.3519,0.6125,0.8528,0.6098,0.4,0.6518,0.2151,0.8314,0.2166,1.1772,0.9123,Control
C12,0.5745,0.1182,0.4384,0.4287,0.4334,0.2228,-0.103,0.2776,0.2008,0.9111,0.3025,0.5692,0.2268,0.2387,0.2548,0.0147,0.4839,0.0531,0.693,0.2506,BRCACancer
D01,0.8592,0.429,0.5872,0.7738,0.7664,0.3103,-0.2002,0.519,0.3459,0.963,0.6731,0.4946,0.5531,0.4352,0.4965,0.2742,0.8666,0.2016,1.4703,0.4015,BRCACancer
D02,0.8663,0.2003,0.6538,0.5353,0.732,0.3415,-0.1341,0.4081,0.3147,1.131,0.5854,0.7561,0.5222,0.4407,0.3932,0.1735,0.6469,0.0895,0.9376,0.6971,BRCACancer
D03,0.7285,0.0736,0.5281,0.5378,0.6038,0.2573,-0.1325,0.3574,0.3068,0.926,0.4937,0.4906,0.4006,0.2935,0.3727,0.1745,0.6102,0.237,0.951,0.5498,BRCACancer
D04,0.7448,0.1004,0.5745,0.5914,0.833,0.3637,-0.1522,0.3892,0.3923,0.9719,0.5289,0.642,0.444,0.3478,0.4922,0.2313,0.6933,0.0919,1.2132,0.7039,BRCACancer
D05,0.8725,0.1014,0.5625,0.6711,0.7063,0.3011,-0.139,0.4084,0.4026,0.9132,0.6227,0.6901,0.4172,0.3856,0.375,0.2386,0.7076,0.1781,1.095,0.6429,BRCACancer
D06,0.9856,0.1559,0.73,0.8156,0.971,0.4104,-0.1364,0.5519,0.4147,1.2466,0.7351,0.8725,0.7032,0.5474,0.5812,0.3233,0.9045,0.3021,1.3303,0.9455,BRCACancer
D07,0.9298,0.1764,0.6282,0.7994,0.8139,0.3552,-0.125,0.431,0.3713,1.2352,0.5484,0.83,0.4844,0.3017,0.5249,0.2213,0.8358,0.2741,1.2004,0.7886,Control
D08,0.5765,0.0897,0.3914,0.5336,0.6036,0.239,-0.1166,0.3306,0.2985,0.9303,0.355,0.5707,0.2541,0.2809,0.336,0.1669,0.5367,0.1924,0.831,0.5491,Control
D09,0.9054,0.1433,0.661,0.7406,0.7641,0.3033,-0.1749,0.409,0.4269,1.1704,0.5027,0.7744,0.4794,0.4668,0.4759,0.2126,0.7857,0.1794,1.2448,0.7611,Control
D10,0.6916,0.1899,0.6101,0.5114,1.1467,0.3356,-0.1781,0.5144,0.3165,1.0631,0.4163,0.607,0.4374,0.2883,0.4999,0.0992,0.3716,0.0781,0.9461,0.6753,Control
D11,0.4061,0.0789,0.2919,0.1704,0.353,0.1891,-0.2316,0.1285,0.0953,0.6645,0.2567,0.4476,0.0183,-0.0378,0.1729,-0.0923,0.2364,-0.086,0.5305,0.2524,Control
