@relation data

@attribute id string
@attribute 6714 numeric
@attribute 941 numeric
@attribute 5781 numeric
@attribute 942 numeric
@attribute 7525 numeric
@attribute 5170 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5525 numeric
@attribute 10000 numeric
@attribute 5516 numeric
@attribute 5528 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 5527 numeric
@attribute 5526 numeric
@attribute 5519 numeric
@attribute 2534 numeric
@attribute 4067 numeric
@attribute 3932 numeric
@attribute 1493 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3629,0.4421,0.5364,0.8499,0.2948,0.7691,0.6045,0.8246,1.5302,0.6002,0.8995,1.0987,1.7155,1.3778,1.4344,0.6123,1.0466,1.5632,1.322,1.9662,1.6385,Control
A02,0.3648,0.1621,0.3842,0.8317,0.1432,0.6471,0.5571,0.607,1.3344,0.3429,0.6984,1.0315,1.5576,1.1745,0.9674,0.5233,0.8005,1.1722,1.18,1.7131,0.7111,Control
A03,0.5956,0.456,0.4604,1.0285,0.3163,0.777,0.6699,0.7634,1.5022,0.3568,0.9294,1.1744,1.7575,1.364,1.3565,0.7803,0.9466,1.401,1.5735,1.7413,1.1103,Control
A04,0.3996,0.2416,0.3807,0.7735,0.296,0.7264,0.6114,0.6935,1.3444,0.4955,0.613,1.0878,1.7134,1.3892,1.1697,0.5428,0.6769,1.3783,1.3977,1.9976,0.9937,Control
A05,0.6218,0.2137,0.4661,1.1321,0.2673,0.8704,0.7362,0.7698,1.5632,0.4795,0.8986,1.1406,1.7923,1.5247,1.1381,0.7334,0.8498,1.4167,1.5903,1.7053,1.1005,Control
A06,0.4104,0.1887,0.4744,1.184,0.315,0.7642,0.6349,0.7165,1.3921,0.4153,0.7092,0.973,1.5924,1.3574,1.0743,0.6292,0.7526,1.3172,1.3721,1.6353,0.8875,Control
A07,0.3471,0.2877,0.516,1.2271,0.345,0.7972,0.5857,0.7237,1.4854,0.7253,1.0184,1.0249,1.7671,1.4047,1.4731,0.4699,0.9224,1.855,1.7192,1.7391,1.2209,Control
A08,0.3367,0.191,0.6002,0.9739,0.4797,0.8157,0.5257,0.7148,1.5956,1.0592,0.776,0.9778,1.6601,1.2389,1.6551,0.5016,1.0304,2.0099,1.9024,1.5842,0.9545,Control
A09,0.4405,0.3199,0.4408,0.9946,0.2588,0.8094,0.5517,0.6732,1.3451,0.7398,0.8055,0.9807,1.6468,1.3511,1.4396,0.5487,0.9078,1.6972,1.6508,1.8564,1.0135,Control
A10,0.4233,0.3404,0.5,1.2395,0.2945,0.8424,0.5517,0.7126,1.5857,0.7924,0.7537,0.9893,1.7121,1.3126,1.5806,0.5456,0.9263,1.978,1.8161,1.9077,0.9645,Control
A11,0.2131,0.243,0.4071,0.7572,0.3221,0.7155,0.5283,0.6608,1.0891,0.5406,0.815,0.8513,1.4128,1.2934,1.3667,0.4543,0.9172,1.2727,1.0919,1.6756,0.6959,Control
A12,0.1246,0.4391,0.2448,0.7537,0.1497,0.4748,0.3826,0.4377,1.0704,0.3543,0.5993,0.8033,1.3762,0.7434,0.6908,0.4486,0.4313,0.8099,0.9496,1.4516,0.7442,Control
B01,0.1548,0.3791,0.5505,1.1021,0.3432,0.5275,0.3787,0.5976,1.3219,0.6849,0.7725,0.8455,1.7176,1.0859,1.2466,0.2978,0.8704,1.4445,1.3861,1.4767,1.6267,Control
B02,0.4023,0.3184,0.4639,1.0128,0.2692,0.7129,0.6586,0.816,1.4678,0.4887,0.8361,1.1175,1.9071,1.4757,1.2866,0.5205,0.8881,1.4931,1.3263,2.0374,1.8062,Control
B03,0.2613,0.3586,0.5275,1.0179,0.2462,0.7586,0.5588,0.6437,1.4436,0.618,0.766,0.974,1.8553,1.3093,1.3624,0.47,0.8912,1.6356,1.3701,1.853,1.604,BRCACancer
B04,0.3358,0.3449,0.6234,0.9316,0.3938,0.8105,0.5084,0.6265,1.4826,1.0125,0.5713,0.8904,1.5659,1.0976,1.7077,0.3753,0.8618,2.1773,2.0108,1.6128,0.9754,BRCACancer
B05,0.2762,0.2709,0.3737,0.9559,0.4399,0.6977,0.4305,0.6992,1.1387,0.5078,0.7599,0.8336,1.5339,1.0423,1.3629,0.4581,0.6773,1.5353,1.5095,1.388,0.9951,BRCACancer
