@relation data

@attribute 3265 numeric
@attribute 6647 numeric
@attribute 6648 numeric
@attribute 6649 numeric
@attribute 2309 numeric
@attribute 6464 numeric
@attribute 2690 numeric
@attribute 3479 numeric
@attribute 847 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 3480 numeric
@attribute 2688 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCA}

@data
7.4423513115,13.18229429,10.0686847377,9.13451047,8.65713445933,9.15105029633,11.24231983,7.6246849295,10.8175146855,9.746089281,6.685313404,7.634903824,4.9401627535,6.299304767,7.0703331436,Control
7.8897640555,13.0689563,9.162561416,7.490411936,8.61943654367,8.42779587067,10.80325148,6.947135646,9.866045097,9.68028616833,7.098719371,7.713354077,5.5583015695,7.09127967,7.6111323212,BRCA
7.856102429,12.92133986,9.25043909033,6.547670085,8.11911474133,8.45925672733,9.676966886,5.9026635435,9.7836577405,9.69256516467,6.212526175,7.935549803,5.161659393,6.323194968,7.448654099,BRCA
8.398114105,13.10574654,8.527925954,6.701137054,7.89001782067,7.73867912133,11.09488611,6.5710894325,9.442940266,9.98949733167,5.584068992,7.68113495,5.015434408,6.299945779,7.6522265588,Control
7.697637374,13.22219118,9.436329922,8.391319992,8.43841214667,8.10318445333,10.81962051,7.739494752,10.7680640095,9.506100771,7.405441727,7.919550328,4.993587548,7.300126299,7.950268865,BRCA
7.3388634815,12.40728377,9.916006976,7.411174373,8.37121987433,8.70127661067,11.03306523,7.375850429,10.2219737915,9.688092646,7.460253403,9.087722135,5.1560254935,6.725540512,7.4183463498,BRCA
7.9742866725,12.74140174,9.28549456133,6.302735442,8.43731510867,8.36198243367,9.946226836,10.349737175,9.657563976,10.0480993307,6.662423158,7.203154957,4.7891483805,7.476910459,8.3350079456,BRCA
7.7095138065,13.16916718,9.18973716167,8.152476418,8.18545797233,8.53051419067,10.30423184,7.733044401,10.3436672635,9.436876068,6.020263967,7.320803087,5.3029978645,6.726903149,7.757716558,Control
7.94496816,13.41290062,10.4409552987,7.126604139,8.21589430233,8.16926655967,10.67333141,7.2965384015,10.3644012085,9.58057105933,7.205282841,7.809255459,5.3465564695,6.426437217,7.6719006758,BRCA
8.148239231,13.43914135,8.446618179,7.957190756,8.183937528,8.39504068233,11.34089896,6.6155769395,10.524733561,9.75364579767,7.606018576,8.284894788,4.844160348,6.76752611,7.3060563712,BRCA
8.198599078,13.39262134,8.68197894233,9.051903011,7.53120278467,8.62624266567,10.53118676,7.5228200195,10.5092383925,9.592833039,6.657000843,6.94204856,5.376043373,6.847562044,6.9076540764,BRCA
7.4409667175,13.44910353,10.236238508,8.320339269,8.066354955,8.601359139,11.08411429,8.087964069,10.6140443335,9.66262953467,6.822223857,7.723969969,5.1543811595,6.739109305,7.509195938,Control
7.6537280945,13.34055118,9.780426115,8.900112912,8.55696415067,8.523978557,11.56454026,8.090572707,10.879544902,9.935713008,6.672535396,7.678848562,5.323379751,6.521369295,7.3656981534,Control
8.1909422715,13.13613647,8.45792254367,8.341653496,8.37001555233,9.16094315833,9.075466531,5.899641789,9.528066778,10.2127518167,4.904979261,7.84580541,5.6971127665,5.09930704,7.1534205814,BRCA
7.2806843915,12.44183936,8.52162648333,6.993564335,8.055316251,8.789516499,9.499477756,8.452876529,9.399790577,10.3303371883,5.472171943,7.737992796,5.4444316465,6.107798352,7.0222287176,BRCA
8.539009948,13.30220126,8.28868104867,8.315298042,8.15187039433,8.419142242,9.118318922,5.929829729,9.3935564255,10.0295226957,4.944168843,7.440414751,5.204920924,6.07692847,6.9209080238,BRCA
8.146852134,13.17957018,8.41047459767,8.186907968,8.307619148,8.58330978467,8.577788631,5.5987233425,9.3974011635,10.1231177773,5.538546893,8.081511566,5.314480816,5.439300032,6.8965544166,BRCA
8.041917075,13.01183005,9.119475133,8.350343781,8.00178394967,8.49027171233,9.811543731,7.409838005,9.474038371,10.182290716,5.070616072,7.606499831,5.042672848,6.101508918,6.895239566,BRCA
7.888636145,13.02515173,8.09457324233,8.483847134,8.114935638,8.95843216133,8.33257494,6.4844522785,9.5158384225,10.3257906717,5.353156751,8.357443276,5.4146097335,5.379907907,7.0040046146,BRCA
8.85628218,13.1007987,9.25168226733,9.185390311,7.80541527933,8.67313689733,5.484469475,6.797392804,8.8543384035,10.2867156497,5.027033758,7.732169334,5.3802181545,5.039808741,7.4112322548,BRCA
