@relation data

@attribute 3265 numeric
@attribute 3563 numeric
@attribute 5894 numeric
@attribute 3562 numeric
@attribute 6464 numeric
@attribute 5604 numeric
@attribute 1439 numeric
@attribute 3717 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 6777 numeric
@attribute 6776 numeric
@attribute 2353 numeric
@attribute 5777 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCA}

@data
7.4423513115,7.748764991,10.11570732,5.089382945,9.15105029633,10.49127719,4.894103816,8.378404463,9.4954151895,11.634256725,9.961088297,11.46083484,14.72004222,6.80465488733,8.001564595,Control
7.8897640555,7.057317924,10.34726733,5.541105329,8.42779587067,9.559434991,5.52873637,7.325982508,9.5539178325,11.27623323,10.15001415,11.3989816,13.75148289,6.92689952033,7.481398095,BRCA
7.856102429,6.513574141,10.45388564,5.29242402,8.45925672733,9.65317699,5.834857349,7.458490947,9.480270588,11.198356615,10.28344757,12.10466109,14.33042537,6.94614165833,7.228580927,BRCA
8.398114105,7.232855289,10.09500831,4.893861206,7.73867912133,9.580847928,4.932877618,6.114997467,9.432546201,11.274247985,10.10956988,11.96551025,12.01436934,6.773314497,6.648325671,Control
7.697637374,6.735559831,10.22872886,4.885099957,8.10318445333,9.966174165,5.780579955,7.364180901,9.66718229,11.21839075,9.833894617,11.9164133,12.40857396,6.95957036867,7.634958261,BRCA
7.3388634815,6.73488275,10.624983,5.421064416,8.70127661067,10.23164154,6.183789814,8.052107626,9.9164802245,11.07534033,10.29596436,11.1888517,13.96600025,7.329467798,8.19601328,BRCA
7.9742866725,6.464509503,9.961088297,5.516024013,8.36198243367,8.977681421,5.843614112,6.705498046,9.167523377,11.151396135,9.214514093,10.72234672,10.44201071,7.417935019,7.292025067,BRCA
7.7095138065,7.256848204,10.12277013,4.626327643,8.53051419067,10.00443156,6.18448425,8.158535374,9.1611827995,11.40345044,9.788616845,10.75261086,14.08516788,7.27179105267,7.787382059,Control
7.94496816,6.654210406,9.9831294,5.476714818,8.16926655967,9.452231522,5.253432694,7.011789475,9.3657406255,10.99057863,9.93285737,11.94573106,14.82357723,6.87905191167,6.878728789,BRCA
8.148239231,6.470297392,10.28660429,5.072117861,8.39504068233,9.69476318,5.434637608,7.088605737,9.70078824,11.551814785,9.955468697,11.45097165,11.55023948,6.98522982867,7.4960371,BRCA
8.198599078,7.182248152,10.23292486,5.10371924,8.62624266567,9.736317839,5.079816751,7.660782339,9.153599552,11.573459625,9.998485053,11.89929188,14.20597115,6.812437156,6.507481989,BRCA
7.4409667175,7.097508418,10.11618835,4.884855828,8.601359139,9.990983614,5.372961888,7.948076801,9.5256586835,11.32136754,9.562147541,11.36056745,14.15265365,7.04071315267,8.512524314,Control
7.6537280945,7.372475773,10.13087976,4.263099122,8.523978557,10.29596436,5.096779711,7.573687183,9.597360232,11.488573795,10.15541314,11.68668229,14.61254488,6.803089398,8.640083234,Control
8.1909422715,7.222073073,10.76657469,5.605117409,9.16094315833,10.01433476,5.614055514,8.115591386,9.06038523,11.695521545,10.12611757,11.50045491,13.61588998,7.516461694,7.7584583,BRCA
7.2806843915,6.909746482,10.37973064,5.001814906,8.789516499,9.712540381,5.61044262,8.41854957,9.5800955565,11.206231375,10.35359929,11.31253714,12.35733627,7.13020930867,7.8511886,BRCA
8.539009948,6.547670085,10.55366796,5.391983545,8.419142242,9.812386363,5.411605257,7.821265561,9.0393998015,11.49634678,9.873298423,11.50810934,13.96294256,7.417477812,7.192690117,BRCA
8.146852134,6.765439022,10.73881029,5.183299167,8.58330978467,9.916141133,5.524354632,8.145615208,8.9731778835,11.796022585,10.15087731,11.37712933,13.92451704,7.881687676,7.688986551,BRCA
8.041917075,6.68832419,10.51457134,4.727256081,8.49027171233,10.0322459,5.338790969,7.912322211,8.9213733295,11.46459896,10.23716846,12.16093036,12.40276968,7.267388056,7.192172276,BRCA
7.888636145,7.01892656,10.54450111,5.115835678,8.95843216133,9.833428205,5.69000583,8.111841355,9.111304808,11.5411915,10.29197677,11.77876926,13.08977243,7.79308931833,7.574595656,BRCA
8.85628218,7.862639101,5.97155002,5.557280839,8.67313689733,9.724718956,5.636777762,6.034420016,10.2970447,12.52079595,10.5038757,11.62476132,8.405238411,6.99649640933,8.480033951,BRCA
