@relation data

@attribute id string
@attribute 142 numeric
@attribute 3002 numeric
@attribute 317 numeric
@attribute 3725 numeric
@attribute 394 numeric
@attribute 397 numeric
@attribute 54205 numeric
@attribute 5551 numeric
@attribute 834 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 843 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,11.18453773,7.102871006,7.460673902,14.72492149,6.360325315,13.44437567,8.464342681,7.168850407,8.56617106,7.931813168,5.6639776582,7.924560768,6.7438981715,Control
GSM427159,11.26378871,6.93387098,7.8219347,14.11502538,5.609778043,13.78998546,8.779925425,7.806889715,8.401474517,8.1988449165,5.8528914586,7.7506065195,6.1455111885,BRCA
GSM427160,11.73450229,5.829159022,7.4969355985,14.41297137,6.086195285,13.68697704,8.42928237,7.415237106,8.934581571,8.03923302,5.7897319854,8.1061247785,5.9215713865,BRCA
GSM427162,11.93178472,6.431711224,7.949551686,14.08054111,6.369340517,13.58717103,8.584211958,7.699192644,8.63013770333,8.049352819,5.6257131728,7.389583129,5.9373595855,Control
GSM427163,11.53892866,6.758893179,7.4088003525,13.43392773,6.195107022,13.44437567,8.435838088,7.469827229,8.69594604867,8.040914571,5.7767472574,7.637528126,6.4972158175,BRCA
GSM427164,11.81694975,6.172733142,7.755466278,13.80946823,6.291866548,13.37131522,9.008765532,7.152236984,8.58775556733,8.276164252,6.1557894346,8.5459358775,6.8031073515,BRCA
GSM427165,11.90133466,6.853313064,7.5815822955,13.91249272,6.234822818,14.13459319,6.998198677,7.574141491,8.637746395,8.3070644095,5.645039366,6.9179834015,6.137935364,BRCA
GSM427166,11.30662298,6.796724685,7.645327129,13.96294256,6.255128327,13.66928817,8.819732939,6.635867278,8.48783089,8.3666695385,6.1264922834,8.3320404855,6.421709888,Control
GSM427167,11.83486615,6.011904408,7.8288732835,14.44356588,6.351695128,13.44910353,8.738583034,6.731764076,8.65269777133,8.288078818,5.8838277246,7.7930385845,6.147858132,BRCA
GSM427169,11.43905962,7.254464427,7.5688881555,13.15952927,6.465734233,13.80946823,8.85611511,7.678267594,8.40102196767,7.806017873,5.7581840748,7.6247556515,6.0304555315,BRCA
GSM427170,11.64095449,6.887163104,7.7410235595,14.17314893,5.952514852,13.19114487,9.025071112,7.593430574,8.743875793,8.021098551,5.3816807882,8.198860636,5.8173243305,BRCA
GSM427171,11.53930922,7.184357478,7.693481461,13.87385551,6.264823163,13.70909946,8.530173307,7.310797082,8.754096497,8.158617651,6.0308489854,7.692121379,6.5274627935,Control
GSM427172,11.37964115,8.137709878,7.5169319435,14.67256817,6.563429392,13.69550076,8.84381204,7.902708426,8.56053966633,8.264536249,5.9638642464,7.8122716905,6.7013656265,Control
GSM427178,11.63638911,6.439544705,7.2583026115,13.48222565,6.404720615,13.95892379,9.447156147,7.698810782,8.28682068367,7.961727034,6.0564723368,8.7262881565,6.308782325,BRCA
GSM427181,11.62261253,7.655961991,7.491349902,13.17144427,6.334501796,13.68255687,8.66705043,8.417157497,8.48400985467,8.3844099225,5.9408978668,8.6813768815,6.4870294085,BRCA
GSM427182,11.39624368,6.506966537,7.314781926,14.09890062,6.325895119,13.88385421,9.108133102,7.473910928,8.18762801967,8.1522695415,5.9484693628,8.248373031,6.0136423555,BRCA
GSM427183,11.35948893,6.115985842,7.439190284,14.01211384,6.289378595,14.03490428,9.377341303,7.379705698,8.031631214,8.071465941,5.7945629282,8.6068554675,6.1232805335,BRCA
GSM427187,11.69454954,6.309026649,7.49765713,13.34674991,6.550058455,13.86848405,9.400581223,7.572133883,8.333495253,8.4046207015,5.8306412028,8.073461174,6.087304236,BRCA
GSM427189,11.35243538,6.935197837,7.365638144,12.76004735,6.048220516,13.97428464,9.046251708,7.538152306,8.16641873333,8.161427938,5.884185454,8.5559423875,6.1575373515,BRCA
GSM427193,11.21874199,5.886130184,7.0492517595,12.03663478,6.974761956,14.29890208,9.54766629,7.360322846,8.18503615367,9.1174736295,5.3899325582,8.6535305615,6.512972611,BRCA
