@relation data

@attribute 123745 numeric
@attribute 151056 numeric
@attribute 26279 numeric
@attribute 30814 numeric
@attribute 391013 numeric
@attribute 50487 numeric
@attribute 51 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 64600 numeric
@attribute 81579 numeric
@attribute 8310 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute 9415 numeric
@attribute Class {Control,BRCA}

@data
5.2037195755,6.013356873,7.445801364,5.346435058,5.110416751,5.790192895,7.088856485,5.368428976,9.972804328,5.689167221,6.31084507,5.516024013,6.001133,9.62089845,5.9973155525,5.934641074,5.901658111,9.970178212,6.426521082,Control
5.420625092,6.225646687,8.180387697,4.937593039,5.398154738,5.821079567,6.27776847133,5.473633714,6.6596432,5.663779561,5.804719114,5.714802736,5.644873832,9.006046297,6.074195938,6.353195907,5.899424146,10.89604874,6.502239591,BRCA
5.4820486345,6.783656769,7.6220252555,4.838713892,5.515393331,6.193580184,6.260049093,6.004058206,5.760494586,5.682862067,5.173838258,5.329313116,6.257770271,9.783317959,6.225222865,6.403868968,6.376000002,10.58594865,6.066687273,BRCA
5.275502987,6.183293584,8.477277703,4.904979261,5.499695432,5.759562832,6.11308810333,5.432467779,6.594776658,5.460424154,5.108536217,5.193979903,5.574564199,9.887921655,6.512188232,6.816507311,5.863140121,11.09339134,6.152189124,Control
5.416694716,6.391506215,7.8127938485,5.541492575,5.228252321,9.731989781,6.33714486733,5.83744581,8.905673654,5.599028548,5.902080364,5.182107523,5.989826604,9.848568613,6.518443469,5.925412759,5.504788206,9.802112873,5.899786645,BRCA
5.506526572,6.20653151,6.8315434305,5.156043878,4.985513237,5.353244986,7.16167000633,5.14017664,7.21972788,6.376000002,6.024591871,5.334685584,6.394896188,9.563330297,6.07383167,6.064587171,5.093825554,10.25398074,7.007198655,BRCA
5.7231049945,5.205168882,8.4336189565,5.438302209,5.014814152,7.230263367,6.096097165,5.014814152,6.139659422,5.333433796,4.77796061,5.201056716,6.165867356,9.701311282,6.0879165975,7.988231821,5.626739362,10.63491565,5.536217098,BRCA
5.852605391,6.389055329,7.178770695,5.023045997,4.867045482,6.068354407,6.80441426667,5.517599514,7.542337622,5.891304496,5.887897624,5.354038858,5.392842236,9.693199925,5.8864404035,6.918538669,6.001358226,10.04775483,6.792436083,Control
5.0692057385,6.383147516,7.320817348,4.742156708,5.05203679,5.563776856,6.705124989,5.801553978,5.818908863,5.847816088,5.781235931,5.39361462,6.058214335,9.765178804,5.700402949,6.077249008,5.956585975,10.06457475,7.025807104,BRCA
5.5754035815,6.088741207,8.1503973525,5.665486041,5.570775033,5.741744206,6.54412221033,5.308713308,5.822354928,5.838328613,5.215689515,5.091923254,6.023594275,10.05069253,5.8513197535,6.746114963,5.748737112,10.95951862,6.147312423,BRCA
5.07159617,6.530878866,7.672602519,4.990967619,5.007208117,5.236694705,6.50628927267,5.028581582,7.31944887,6.313976471,6.366720539,5.515077886,6.698083445,9.733261595,5.870386066,5.920180882,6.522938973,10.53462901,7.468178286,BRCA
5.661461823,6.162699096,7.4082496475,5.110416751,5.440463287,5.693634181,6.98107631233,5.352274105,6.461320332,5.476714818,5.733904229,5.130530665,6.358392415,9.91481157,6.093682064,6.470053303,5.67215039,10.19872162,8.293128034,Control
5.677618038,6.431669443,7.5105573045,5.51854399,5.014814152,5.140994603,6.84816379133,4.748208435,8.973741217,5.605339686,5.748871259,5.190823476,6.190817922,9.444332211,6.2344696845,6.023816023,5.612950486,10.34930366,6.75301989,Control
5.251839337,6.397807774,6.91471303,4.643595993,5.196047562,6.000795094,6.65011322267,4.988243006,5.998088995,5.276507133,5.90527342,5.470546015,5.427447991,10.22411057,6.6836249165,6.880995006,5.576606219,11.86074569,6.003496127,BRCA
4.738973163,7.088314217,6.907104035,5.027807878,5.229790979,6.518854253,6.513235533,5.528267534,5.670168482,5.421737703,6.805328332,5.139153532,5.403021612,10.31705674,6.1187618665,6.2085325,5.627687994,11.20858205,6.545354989,BRCA
5.294109989,6.357908785,7.043698385,5.304521308,5.16953547,6.647750264,6.27521312633,5.602001935,5.511128997,4.909306588,5.859106883,5.276693226,5.301049141,10.22118263,6.234057094,7.276545808,5.826873374,11.52169626,6.906202521,BRCA
5.079366726,6.704530075,7.1263689325,5.07383228,5.547674422,6.080237268,6.68017163467,5.782022708,5.771893004,5.034316149,5.985791427,5.307438771,5.726293954,10.21981018,6.549194233,6.930799789,5.533727829,11.69911488,6.132685436,BRCA
5.501397992,6.59831728,6.7347825315,5.172938736,5.094670216,6.415746521,6.42639375067,5.456815387,6.263978634,5.172938736,6.615670554,4.555946662,4.91887665,10.24134003,6.1807120225,7.362340844,5.705018031,10.51325413,6.982141177,BRCA
5.1174393135,6.993847344,6.5993611955,5.193782829,5.372961888,6.298892537,6.316915038,5.402254249,6.621286787,5.501288856,6.772153303,5.072332275,5.593959684,9.969768236,6.616753136,7.685521692,5.935819934,10.99848485,7.373172117,BRCA
5.322765098,5.696558124,6.4303488795,5.893915038,5.616777635,7.542337622,5.81274333933,5.52701656,5.706262025,5.167730486,4.904256777,4.879597034,5.451714936,10.15739466,6.2767002425,8.723576586,6.232090496,12.04611629,6.041117697,BRCA
