@relation data

@attribute 1036 numeric
@attribute 10768 numeric
@attribute 10993 numeric
@attribute 1491 numeric
@attribute 160287 numeric
@attribute 1786 numeric
@attribute 1787 numeric
@attribute 1788 numeric
@attribute 1789 numeric
@attribute 191 numeric
@attribute 23382 numeric
@attribute 259307 numeric
@attribute 262 numeric
@attribute 27430 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 29947 numeric
@attribute 3939 numeric
@attribute 3945 numeric
@attribute 3948 numeric
@attribute 4143 numeric
@attribute 4144 numeric
@attribute 4357 numeric
@attribute 4507 numeric
@attribute 4548 numeric
@attribute 51074 numeric
@attribute 55256 numeric
@attribute 58478 numeric
@attribute 635 numeric
@attribute 6611 numeric
@attribute 6723 numeric
@attribute 6898 numeric
@attribute 7263 numeric
@attribute 84245 numeric
@attribute 875 numeric
@attribute 92483 numeric
@attribute Class {Control,BRCA}

@data
10.520687727,12.90873886,6.089906589,6.85532877733,5.564691589,10.93858741,6.451699077,6.00712299067,5.9281494952,11.20395376,8.44605057,5.3139324875,10.18120926,8.56564794533,9.713172168,10.97008092,5.538291012,13.34674991,11.21708242,6.30281690133,4.899189228,12.80309841,7.40880207233,9.492424613,7.735964025,9.368583148,6.088105148,10.49207878,5.660645761,10.947853095,10.0250638,9.590026107,12.65946978,8.66254356125,6.810446719,5.485933392,Control
8.7710791645,12.93044173,5.101199635,6.49777358967,5.44742319,11.37306376,6.640540393,6.28890684733,6.0280217248,11.2444532,8.431498779,5.3868104,9.9873553125,8.03048838,9.446732392,11.37383049,5.6689071015,12.74918966,10.97105152,5.79308330333,4.833916319,12.96419289,7.25858262433,9.336507187,7.662759375,8.779923856,5.62600922,10.17465769,6.052248095,10.87656939,10.07411507,9.054591515,11.94781234,8.85810496025,8.506447554,4.9998410805,BRCA
7.5527339285,12.66507944,5.760494586,6.15085929833,5.098043929,11.67233485,6.389210598,6.09712256067,6.2786033014,12.62301161,8.797184162,5.5205412945,10.2600634545,8.229932063,9.940893908,11.74755745,5.6093426005,12.65578567,11.32897515,6.25455083167,5.343595475,13.06098469,7.562948362,9.628928997,7.57205807,9.1342201775,6.10460465,10.71990666,4.235422182,11.34910124,10.22917365,9.576891081,12.06924173,9.04273693075,9.394034498,5.026218311,BRCA
7.7868225515,12.71414467,6.697492797,5.33955328233,5.464840793,11.59972937,6.8269346725,5.840241425,6.1865720498,11.85143099,8.266787858,6.1854901165,9.7532320975,7.633855302,10.41429442,11.92672973,5.9666118715,12.62461163,11.31322333,5.58264868933,5.402254249,13.26600764,7.65941105267,9.487448728,7.837046205,8.3402506965,6.323194968,10.51995589,4.904979261,10.161518931,10.94059644,8.895061065,12.42907592,8.78845015325,7.306656707,4.8555114345,Control
8.562258308,12.94483837,5.245087973,6.903260024,6.026142315,10.93481154,6.234934436,5.96560975367,5.8547390228,12.03603115,8.36377462,5.8195336145,10.4120461495,8.12603863833,9.570406539,11.56729791,5.3841783055,12.63275562,11.8054921,5.67186819433,5.241660263,12.14617574,7.80186333533,9.158989008,7.715191761,9.8080733565,5.96965201,10.65495843,4.590429601,11.34480502,10.14380446,7.445824194,12.17369752,8.30636103125,9.156305043,4.2992318645,BRCA
9.284067943,12.67639685,8.097454264,6.57183207333,5.670735019,11.4325551,6.833260679,5.71122646267,5.953120632,12.00461736,8.18918351,6.2042813735,11.507890405,8.15278744733,10.20351353,11.58210918,5.2935467715,13.34674991,11.07836451,5.66491256067,5.298302041,13.88385421,7.24917905933,9.183307311,8.17040222,8.8284039945,6.234152201,10.77070542,5.380773813,11.88888371,9.275729428,10.6672848,11.52169626,8.852016892,8.229877631,4.8914047755,BRCA
7.7184041835,13.01334802,7.704458964,5.39060377367,6.272028439,11.19776361,6.2683209185,5.80980154267,5.7875346498,10.23110449,7.678267594,5.2726163765,9.555522209,8.25348076967,10.3362558,11.50616141,5.859622013,12.29328779,11.03470976,6.061761426,4.877144537,12.9168993,7.06841507833,8.843262446,7.919401353,7.7264151135,6.057023059,9.926592927,4.817637677,9.448653823,11.56061002,10.9783031,12.42837268,8.930453289,9.144563372,5.0049477195,BRCA
9.0144737595,12.07015459,6.371999292,6.297973714,6.238171237,11.1404753,6.5365706005,5.81767269267,5.9220567674,11.99956504,8.448953719,5.680256454,10.4256327885,8.767201181,9.869532589,11.31514972,5.544983758,12.76570158,10.95206435,5.74430319833,5.069327579,12.36549278,7.187285457,8.948791454,7.387675143,9.453515106,5.604820987,10.79032021,4.749817907,11.276619855,10.17277787,10.33226629,12.21857089,8.63649520775,8.032653439,4.957878909,Control
7.4105324135,12.6473067,6.293246892,6.71316500933,5.889723735,11.33646766,6.2527843905,6.245112816,6.0013103596,12.58929307,8.438761839,6.08065771,10.6302451125,8.420246819,10.29228169,11.70655442,5.0121565415,13.03973478,11.9524629,5.34137042367,5.706952669,12.94483837,7.792943882,9.216952625,7.969258616,9.107892545,6.33392067,10.98412667,4.980952113,11.575560795,10.42665293,10.7819664,12.01207986,9.05204897425,7.646560735,4.7447056715,BRCA
9.485822834,13.0474759,5.834288528,6.44562170833,5.492022402,11.00268162,6.5531976765,5.86395150967,6.1602703482,11.41676865,8.619102198,5.6441686615,9.89151305,7.969398109,9.589230319,12.01315176,5.5409195835,12.78963253,11.50276234,5.79122837667,5.233822166,12.8619748,7.606923805,9.239074055,7.339050789,9.013156208,6.026142315,10.21839405,5.127025752,10.85343809,9.907998913,10.72311933,12.62053951,8.530294696,6.875107712,4.454080782,BRCA
