@relation data

@attribute 1036 numeric
@attribute 10768 numeric
@attribute 10993 numeric
@attribute 1491 numeric
@attribute 160287 numeric
@attribute 1786 numeric
@attribute 1787 numeric
@attribute 1788 numeric
@attribute 1789 numeric
@attribute 191 numeric
@attribute 23382 numeric
@attribute 259307 numeric
@attribute 262 numeric
@attribute 27430 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 29947 numeric
@attribute 3939 numeric
@attribute 3945 numeric
@attribute 3948 numeric
@attribute 4143 numeric
@attribute 4144 numeric
@attribute 4357 numeric
@attribute 4507 numeric
@attribute 4548 numeric
@attribute 51074 numeric
@attribute 55256 numeric
@attribute 58478 numeric
@attribute 635 numeric
@attribute 6611 numeric
@attribute 6723 numeric
@attribute 6898 numeric
@attribute 7263 numeric
@attribute 84245 numeric
@attribute 875 numeric
@attribute 92483 numeric
@attribute Class {Control,BRCA}

@data
9.7091027535,11.82899735,6.001696,5.64750332333,6.086619917,11.20835343,6.294363619,5.95044394767,5.8708582812,12.04611629,8.438896959,6.1814092435,9.6331262,7.435577446,9.98368522,11.50362218,5.5157732515,12.80741335,11.89497319,5.52705926167,4.920306699,12.89557628,8.02690314167,9.195329833,7.655282277,8.863895206,6.447005198,10.20658741,5.452703528,10.991262065,10.36475876,8.361287094,12.43530962,8.25353506375,8.034993039,5.153618256,BRCA
9.3037913125,12.61604227,6.835548718,6.66249611867,5.326799101,11.43790563,6.4335582575,6.236485601,6.0578368596,12.0948349,8.588078515,5.430295187,10.275028395,8.396383724,10.36525103,11.18215551,5.080110799,13.01560762,11.20749043,5.56164275433,4.776382186,12.54827894,7.38816824533,8.952931307,7.691134781,9.4752737315,6.597498119,10.72654625,5.411181524,10.934265385,9.587262369,11.60242527,12.36549278,8.90643700625,8.224557807,5.090277651,Control
10.097645673,12.78522262,5.951582695,6.346442503,5.550447635,11.32802988,6.533743039,6.11204244,5.8905838636,11.66204091,8.865223773,5.4945647125,10.21651554,8.435451114,9.822925735,10.95100801,5.3625762245,13.14975193,11.32848436,5.56277725067,5.127851204,12.7295762,7.64041302667,9.133926376,7.707102194,9.7341458805,6.415070431,10.30786141,5.182107523,11.043348045,9.946665485,9.900855914,12.71693524,8.78961206325,7.303326696,4.956658847,Control
8.1806469745,12.13262834,5.280781207,6.12854012067,5.497142287,11.67556248,6.5795881685,5.75363818967,5.9398752034,11.95582434,8.779753104,5.927412341,9.51863884,8.229076594,10.42590328,12.46042141,5.328737523,13.37355718,8.774738578,6.30796184933,5.945567469,13.48535138,7.474110116,9.610268718,7.348000261,8.9370340655,5.569940079,10.41744146,5.493944489,11.35966066,10.58177047,10.43324145,11.94269603,9.2808765765,7.571337643,5.3060840105,BRCA
7.8776436135,12.35200901,5.767794645,6.07884638667,5.844116484,12.34365079,6.89789693,5.920583173,6.1347606874,12.2764444,8.783973152,5.94260971,9.7151019905,8.121411749,10.1079628,11.86567539,5.4627868945,12.78522262,10.03764342,5.77395944733,5.603041174,13.96294256,7.433809661,9.745010853,8.270506896,8.754265371,5.83390919,11.20928598,5.797150007,11.389315675,10.7042238,11.36922669,12.39881323,9.43867730375,8.295173284,5.328622852,BRCA
7.434445017,12.12152875,6.573424234,6.3874811,5.280781207,11.72569442,6.6409922335,6.225892869,6.2885602142,12.09712198,8.698011038,5.638618965,9.1242485835,8.186573871,10.35624868,12.10567621,5.547453231,13.30755735,9.909222241,5.37740239933,5.689726348,13.50983997,7.67022646933,9.821790372,7.264445239,8.8412744795,5.743226304,10.42312146,4.984374307,11.43211096,11.24081833,9.534133176,12.2658041,9.28067739625,9.087722135,5.3249937335,BRCA
7.4338003125,12.25102085,5.720012484,6.45797061033,5.780317481,11.58695951,6.5867138,6.39439587533,6.2236853032,12.11092378,8.905673654,5.2232653195,9.235491767,8.42118265567,10.16869754,12.41104094,5.145841531,13.34320241,8.864867955,6.93665678067,4.847509986,13.50983997,7.63550589633,9.65659519,7.428885907,9.100766464,5.644152813,10.66322477,5.700724934,11.37773182,10.09238094,12.46365343,11.98561971,9.23794455025,8.066023413,4.841841897,BRCA
8.1493631135,12.26341894,5.86159021,6.49339979133,5.810900139,11.73219511,6.636754577,6.069297852,6.0098401906,12.77497238,8.805309487,6.339948893,8.9873355955,8.11624885333,10.71990666,12.3239471,5.463980735,13.50065522,10.03764342,6.807941416,5.941582463,13.57945564,7.768298665,9.657604783,7.777684566,9.0419436715,5.636777762,10.87994333,5.255511354,11.287285115,11.13121409,12.49559531,12.45804007,8.4662919695,8.009158364,5.2901473175,BRCA
7.238486623,12.41355925,5.488973851,6.48529355633,5.577890454,11.30662298,6.4474023445,5.91791209467,5.9800422016,12.77884208,8.81716045,5.379516066,9.271725747,8.68860983767,10.27801993,12.12695617,5.53857249,13.58212966,9.553725818,6.88189247667,5.648042042,13.11183912,7.90951522567,9.471543702,7.549401807,9.055642423,5.704533965,10.84346202,5.201742891,11.722572425,10.82151514,12.08367055,12.54269462,8.95501518175,8.456252884,4.9023138645,BRCA
6.773224819,12.11709445,6.378429797,5.78908233367,5.927666126,11.79804253,6.125273379,5.95679988633,6.1121466886,11.61046905,8.587403553,5.186425375,8.670189894,6.73755613567,10.15345105,12.11775357,5.4474658815,12.67947906,10.23767339,5.76131709167,5.388199225,13.12486126,7.610523259,9.880846634,8.733965327,8.900614456,5.716038325,10.85521521,5.113545539,10.0322357035,11.01529328,5.842294551,12.69358176,8.386425358,9.943694688,5.157631815,BRCA
