@relation data

@attribute id string
@attribute 10135 numeric
@attribute 10560 numeric
@attribute 113235 numeric
@attribute 119391 numeric
@attribute 1528 numeric
@attribute 1727 numeric
@attribute 2194 numeric
@attribute 23057 numeric
@attribute 23475 numeric
@attribute 2356 numeric
@attribute 27010 numeric
@attribute 349565 numeric
@attribute 4522 numeric
@attribute 4524 numeric
@attribute 5167 numeric
@attribute 53354 numeric
@attribute 54 numeric
@attribute 55191 numeric
@attribute 55229 numeric
@attribute 55312 numeric
@attribute 60490 numeric
@attribute 60496 numeric
@attribute 6470 numeric
@attribute 64802 numeric
@attribute 6513 numeric
@attribute 6515 numeric
@attribute 65220 numeric
@attribute 6573 numeric
@attribute 79646 numeric
@attribute 79717 numeric
@attribute 80025 numeric
@attribute 80308 numeric
@attribute 8034 numeric
@attribute 80347 numeric
@attribute 80704 numeric
@attribute 81034 numeric
@attribute 8884 numeric
@attribute 93100 numeric
@attribute 9446 numeric
@attribute 9962 numeric
@attribute 9963 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0187697098,0.4095667227,0.1704198091,0.2871968024,1.1577525241,1.6822216436,-0.1038044322,0.3986912180,1.5393408277,0.8575598237,0.1091483634,0.1584611952,1.1652648796,0.1494366351,-0.0454492068,0.4254879842,-0.0176286597,0.7367987231,0.3199406273,0.7575005290,0.1268270957,0.5387461531,-0.0549394795,0.3083093671,1.7555294782,2.4717155250,0.6441262795,0.1081726887,0.2481755657,1.7566005192,2.1884988018,0.2381582684,0.4306351166,1.6139219901,-0.0595293235,0.9203553089,0.6525332399,0.1292153591,3.0878336827,0.1066519587,-0.0277303342,BRCA
GSM481003,0.0728166740,0.4209056964,0.2811025677,0.6053804811,1.5981736421,1.7426940999,-0.0542369777,0.4756968975,1.6667487192,1.1662103823,0.3984391132,0.4508242083,1.2374848589,0.1854127153,0.1101619671,0.5173761901,-0.0790503162,1.0368467952,0.4986289110,0.8989535899,0.2303416874,0.8442101724,0.0906610653,0.2527358832,1.6303895546,1.8794722260,0.7882564087,0.2441313795,0.1970183808,1.6360511280,1.7733222778,0.4492640444,0.3535474107,1.6718755363,-0.1359170431,0.8252570274,1.3814859191,0.4465727336,3.3585660988,0.3076740314,-0.0111882811,BRCA
GSM481004,0.2104237123,0.3891333676,0.3442296589,0.5861253571,1.0458620241,1.7547725978,-0.0229330522,0.4298916703,1.5574510116,0.9983971341,0.2237344711,0.2182613806,1.3798811916,0.1924350047,-0.0348667033,0.4242346843,-0.0421943324,0.8310154963,0.5250564976,0.8590551001,0.3004582890,0.5972843972,0.2203594763,0.3911106908,1.4885543105,2.2851505504,0.7475012970,0.1753825209,0.0973527516,1.9746339718,2.0625854466,0.3299880439,0.5060983913,1.6885800627,0.0027847591,0.8071035109,1.1776746413,0.2158334423,3.2913744979,0.0170115395,-0.0703925582,BRCA
GSM481005,0.1089907925,0.6353507646,0.2218752912,0.2515850984,1.3663329184,1.5116694359,-0.1464191222,0.5485913497,1.2576920511,0.7964818842,0.1404875755,0.4713221628,0.8096892910,0.1601526664,0.0132670641,0.5982889670,0.0121702450,0.6622123339,0.2922329873,0.9203554796,0.1743173117,0.9323528488,0.1136467813,0.3531022781,1.9393282863,2.8628651650,0.6477121240,0.0490815090,0.2926168161,1.7814775903,1.9960220126,0.2582507232,0.4656360932,1.4858576854,-0.0997381428,1.0493494709,0.7442648266,0.3712090170,2.8794106643,0.1784118243,0.0365262848,BRCA
GSM481006,0.3133255592,0.6197736883,0.1753184642,0.4445812414,1.5200901985,1.7496084366,-0.1604232449,0.2469222501,1.4560256359,1.0349678561,0.2347834272,0.8378532929,1.1456930829,0.1876062718,0.0362040444,0.4441487465,-0.1839214281,0.9163086966,0.3554292408,1.0687562741,0.1678643241,0.9873943531,0.1196071827,0.2724937039,1.5819155011,2.5879246891,0.6799614662,0.1782553092,0.1620999849,1.5695192118,2.1445368396,0.3630450747,0.3700770245,1.3194862612,-0.0887856936,1.0504305868,0.9465638399,0.3099299482,2.7503366602,0.2574160378,-0.0431296391,BRCA
GSM481007,0.1359176298,0.4497206303,0.1826979243,0.1206142091,1.3078034877,1.8077083900,-0.0638570730,0.7865555069,2.2932012082,1.6468767458,0.1139217490,0.8130269759,0.8706464643,0.3588756347,0.1514239785,0.4519014265,-0.1184491836,0.6797434836,0.2734167614,1.4533207566,0.6286470989,0.8765220694,0.3235670401,0.1353887322,1.1257035903,1.7365782259,0.7201184301,0.1253499350,-0.0063400660,1.4602381387,1.8498245874,0.5641579286,0.4636532527,1.7390143177,-0.0973594224,1.0712167692,1.5631320410,0.8057003337,2.4736842313,0.1416495890,-0.0476632800,BRCA
GSM481008,0.5739833380,0.3610280808,0.1398305821,0.0735217189,0.8652933582,1.5918602946,-0.0683338992,0.7206460743,1.0965909753,1.2019330337,0.0086589471,0.0675486136,1.5119248623,0.0887146713,0.1906557697,0.6128238929,-0.0579213210,0.5779828440,0.8734455754,1.0196876811,0.6060527046,0.8264288753,0.3425510402,0.1579157007,1.1955933757,1.1330331589,0.8139371954,0.4222447655,0.1445994011,1.3396918873,2.3862404692,0.6701549738,0.3678134951,2.1323584286,-0.1039650209,1.1189519029,1.7019212113,0.6556457218,2.8314743307,0.0790209669,0.0126781686,Control
GSM481009,0.1493074433,0.3497619678,0.0445616244,0.1274033058,0.8389945325,1.7095103036,-0.2502843386,0.1960635117,0.5981423486,0.4611670118,0.0616786015,0.1144163144,0.9106831097,0.1686531020,-0.0779208638,0.4252209527,-0.1998221628,0.4234649381,0.2003639423,0.8945977121,0.0214491856,0.9004026239,-0.0412193096,0.2244148889,1.3173657591,1.7965633014,0.5432832228,-0.0787904015,0.2411348572,1.2634578547,1.8023040428,0.0335339381,0.3002817532,0.9303622257,-0.0880331794,0.8907718245,0.6067000009,0.0413033050,2.6578508848,-0.0276826572,-0.1024234097,Control
GSM481010,0.5430264465,0.5655010747,0.1550439114,0.3546320464,1.0640491804,1.7162470785,-0.1378316058,0.3244090703,0.9467584146,0.8002592133,0.3035994588,0.6971263445,1.1644182079,0.1309151451,0.2810556538,0.4843801222,-0.0673380478,0.9744745146,0.5260420854,0.9608691387,0.1190779639,1.2485786816,0.1875466003,0.3110979671,1.8299780553,2.5644854456,0.6375834990,0.1688657132,0.4554868473,2.0528581738,2.0960615343,0.2814554916,0.3964549159,1.5378886610,-0.0944799924,1.0207135595,0.8787335521,0.6182134698,2.9120071598,0.4213662373,0.0056922573,Control
GSM481011,-0.0232150248,0.4379369680,0.3199408746,0.3136596290,1.3454152842,1.6815439484,-0.1005235003,0.1467715489,1.7768430151,1.3046786508,0.1388810479,0.1048258231,0.8300647403,0.1802158070,0.0517284253,0.3188791974,-0.0362179001,0.8464694140,0.5094422818,1.0404144776,0.1517520498,0.6685508971,0.1659175533,0.1158070826,1.4814565418,1.9713034927,0.9317256097,0.2070880596,0.1456433448,1.8900975982,1.7250716023,0.4483276017,0.4053520816,1.8115650671,-0.0609452333,1.0425586321,1.3148652014,0.5777446414,2.9254122709,0.0205698698,-0.1010836596,Control
