@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1432 numeric
@attribute 196883 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 245711 numeric
@attribute 25847 numeric
@attribute 27330 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3320 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4085 numeric
@attribute 4342 numeric
@attribute 51343 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 5241 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5347 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5613 numeric
@attribute 5894 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6300 numeric
@attribute 673 numeric
@attribute 699 numeric
@attribute 8379 numeric
@attribute 8503 numeric
@attribute 85417 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 890 numeric
@attribute 8900 numeric
@attribute 891 numeric
@attribute 9088 numeric
@attribute 9133 numeric
@attribute 983 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,0.5834629533,0.4409035541,0.7932892770,-0.0680557761,-0.0785590173,0.7727496513,-0.1577812994,0.3797550982,0.5154408196,-0.0726066500,0.1941818817,0.6466643338,-0.0095319855,1.9397812022,0.1866127024,-0.0448427393,-0.0846526457,0.9389354935,0.4624164514,0.9581370279,0.2980682768,1.6708331763,0.2199296023,1.9304640218,3.7246808213,-0.0297777642,0.4079252350,0.4352205655,0.4153290968,2.0403915793,-0.2854914674,0.1737447883,-0.0436719163,-0.1122980219,0.9917680114,0.9448870902,0.8361155502,-0.1775301832,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.3271421172,0.5931362181,0.6055969648,-0.0123531642,0.5276523813,0.4586358647,0.7139937217,-0.0717742680,0.6164951165,-0.1298536299,1.5197282433,0.9930449004,0.6409841057,0.8590166551,0.4753331980,0.3490809082,-0.0068966250,0.3043230119,0.3780691968,0.1908635456,0.8580704628,-0.0942341608,1.3282124261,1.1286486791,1.6817836165,2.6403919459,1.6099218839,1.2342656804,0.4087540737,1.5315232102,0.6374414872,1.7060722708,0.0840558490,0.7639295043,BRCA
GSM480985,0.6712534413,0.4411996799,0.2836712234,0.7315369438,-0.1146877620,-0.1466375627,0.5223725109,-0.1766650246,0.4228589949,0.3467999483,-0.1656008608,0.2055798990,0.5214375071,-0.0878300879,1.4054429928,0.2867683454,-0.0263181581,-0.1880800491,0.9378317617,0.2194411271,0.9909502640,0.3047061024,1.2345138497,0.3074832453,1.8535176105,3.8482525347,-0.0726949804,0.3550249918,0.4021199361,0.4587173745,1.2221845852,-0.2697433812,0.1581000570,-0.1023934945,-0.1603495777,0.9222089273,0.7172891102,0.7083795841,-0.1803756609,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.0282611265,0.7376574537,0.7695002645,-0.1038192192,0.4521202200,0.5649788797,0.7487222366,-0.0165247075,0.6136501327,-0.1761504112,0.8917866104,1.1653226431,0.6127393824,0.5620005916,0.4960677786,0.3743994703,-0.0052304801,0.3713752488,-0.0416451805,0.0861043777,1.1287610356,-0.1371742317,1.0570350599,1.3236240174,0.7499990808,0.8917953896,0.5083322379,0.3690489507,0.1234224694,0.5325953874,0.0492526630,1.7094334298,-0.0960567832,0.6719289484,BRCA
GSM480986,0.3637514705,0.4792193069,0.2770791709,0.7353933247,-0.0866454035,-0.1313444398,0.6232914684,-0.1350317207,0.1785444665,0.5399395962,-0.1195620130,0.1296261391,0.5058162958,0.0055539080,1.7577156492,0.2145363198,-0.0236322101,-0.1252004756,0.9442136763,0.4537448762,1.1200479176,0.3719062484,1.4959124994,0.2555351971,1.2999433465,3.6994577250,-0.0318582082,0.3144797006,0.4833758425,0.4106089262,1.7196805031,-0.2311957016,0.1896881072,-0.0774503118,-0.1157497097,0.8772804238,0.9094667012,0.8184140831,-0.1526520786,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.2725377393,0.6712817949,0.7078176651,-0.0887387330,0.5276161861,0.5706250406,0.7966307569,0.0824834229,0.5081571897,-0.1388460667,1.3150411108,0.9547375822,0.4839221177,0.7839062919,0.4085617637,0.3229744066,0.0253748071,0.3954231461,0.2267855712,0.0866837222,0.9668687962,-0.1442476197,1.1701710971,1.1886514017,1.5696210822,2.1455776392,1.5251714177,0.9635322857,0.3442725355,1.0733144594,0.4390877198,1.6944179667,0.1225732032,0.6501435057,BRCA
GSM480987,0.4741756265,0.4050084262,0.1030770908,0.7467774327,0.0948443130,-0.0932495861,0.9581980763,-0.1124067577,0.0528845680,0.8650637666,-0.1120932270,0.1242048581,0.6135009341,0.2631349051,1.6769249506,0.2593453904,-0.0190172376,-0.0829071411,1.0239138736,0.5711384810,1.4479325302,0.3169702389,1.2553548241,0.1278045057,1.0467505306,3.8704057537,-0.0316742232,0.2098507082,0.4795592507,0.2296363310,1.4934895566,-0.2787967930,0.0535621674,-0.0249245109,0.0265754153,0.7967465467,0.6658706113,0.6754066329,-0.0987152297,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.0617001100,0.4481176670,1.0939444790,-0.0234222412,0.4570317386,0.5260457562,0.7170214796,0.1031593607,0.3891538004,-0.0662291722,0.5668156716,0.2135299446,0.3882937707,0.1390306237,0.8660132522,0.2145047075,0.1567118048,0.2871097813,0.0794345130,0.0323696993,0.1919102957,-0.1497241128,1.0625366549,1.1344062175,1.2385944406,0.0406964951,0.9127785694,0.7444165131,0.1234770612,0.5592251090,0.3928541201,2.2871479459,-0.0151769519,0.5981840252,BRCA
GSM480988,0.3666419161,0.4529012942,0.3265746919,0.1624195477,-0.1114876393,-0.0557560889,0.3484778570,-0.0759397257,0.2434777927,0.2204383947,-0.0361867587,0.1508974081,0.4483090917,0.0293470489,1.1675294143,0.1712146028,-0.0933597851,-0.0918606020,0.5981008170,0.3494939344,0.7840176249,0.1900400466,1.2965172852,0.2286313987,1.2620835994,3.7638259730,-0.0315514604,0.2816516543,0.3179003717,0.2562269165,1.3826761571,-0.2513950848,0.0284037585,-0.0471521532,-0.0908223533,0.7773246126,0.8999751241,0.5026008045,-0.1853938969,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.4299748017,0.3137383716,0.5631931945,-0.0202760463,0.4923907940,0.4829891018,0.6912962379,-0.0181701116,0.5512484685,-0.0789457363,1.2879227399,0.7728505326,0.4704262694,0.6210581084,0.2209763757,0.3158808795,-0.0337513612,0.2504118828,0.0854778354,0.1000129836,1.0844853694,-0.1206230048,1.0799297678,1.3538805558,1.2608292976,2.0835959615,1.3155103103,1.1078227310,0.3815990660,1.2855403286,0.3899331939,1.8666757610,0.2038557315,0.4672004229,BRCA
GSM480989,0.2517094096,0.6269943672,0.1542069719,0.8557678048,-0.0620193510,-0.0467369777,1.0119184052,-0.1447008381,0.2998246142,0.3220232484,-0.0685872297,0.2054151728,0.4561344552,-0.1595958304,2.3074461223,0.2270790681,-0.0318046184,-0.0430113674,0.3530826610,0.0917087290,0.4984121071,0.4542093934,0.9037719321,0.2868395569,0.6100390129,3.6763444743,-0.0311918096,0.3475496019,0.4588489833,0.2400973081,1.2374490658,-0.3099519338,0.2027591340,-0.0299912561,-0.1544674072,0.7178259777,0.5049602511,0.9969219018,-0.2988325481,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.4868759042,0.9056678476,0.3538124809,0.0047141360,0.4168803811,0.8519349658,0.5911021925,0.0375987290,0.2192373374,-0.0408563306,2.1237873399,0.8033357407,0.4437155496,1.0677040443,0.3754435785,0.1254392710,0.0401129422,0.2245239546,0.1205833226,0.0387437890,1.0210926999,-0.2435024909,1.0437201172,0.8178940727,1.1814149326,1.6657413244,1.5206583849,1.3226608802,0.2909707397,0.8374702217,0.3898263973,1.9043345452,0.1241921768,0.2994629071,BRCA
GSM480990,0.3166647480,0.5995322283,0.0896775553,0.9672808566,-0.0744136228,-0.0817924930,1.0164559484,-0.1368300982,0.1709839052,0.5393573991,-0.1056272242,0.2828586080,0.3805084057,-0.0106996141,2.3939645291,0.2749733657,-0.0240894286,-0.1836526199,0.7284176501,0.2400898547,1.2059587278,0.6375199349,1.3057659769,0.2114747107,0.7194065476,4.0356965860,-0.0190866980,0.4230530610,0.4235380454,0.3191353141,1.5971515954,-0.2304606814,0.2399371891,-0.0607484284,-0.1281781751,0.6037310200,0.4951959255,0.7316155964,-0.0990054984,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.3875403267,0.8428640298,0.7935236208,-0.0195084080,0.4040678319,0.5468216389,0.5124700949,0.1545863018,0.1815268757,-0.1292774052,1.1991209335,0.5710339894,0.3387474729,1.0079710025,0.7074387894,0.2346333858,0.1445519146,0.2258322309,0.1584268574,0.0532515050,0.6030732589,-0.1666872984,0.7841279359,0.7411978359,1.1697059685,0.7692230827,0.9279535208,1.1998328257,0.1946728425,0.8005220020,0.4009001907,2.6813939280,0.0490310384,0.4244345206,Control
GSM480991,0.2500861962,0.2669265534,0.1927069870,0.6776759127,-0.0467888096,-0.0623631008,0.4249343571,-0.1120446003,0.2858755783,0.5548712921,-0.1251052238,0.2768006893,0.4695376563,-0.0189355184,1.8290236989,0.2449685031,0.0096481766,-0.1310999329,0.8649037049,0.3509049253,0.8869519606,0.4446749834,1.2026453590,0.3797990847,0.8341484769,3.8149829707,-0.0214013296,0.2360625108,0.4692680691,0.3643042232,1.0395429118,-0.3074102319,0.2138990320,-0.0160636517,-0.1291772951,0.7988008477,0.6980592062,0.8588123652,-0.1813042999,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,-0.0314091450,0.7147501284,0.6564376624,-0.0500267771,0.5071865046,0.6482640730,0.7236467786,0.1750445278,0.3723191662,-0.1158871563,1.5476096728,0.7389248726,0.3654298311,0.7941210804,0.5811723371,0.2548893520,0.1220167010,0.2893171571,-0.0760407465,0.0388448722,1.0204976901,-0.1262529109,0.9970192195,0.9492498922,0.7371242370,2.1327344180,0.5849728780,0.5882473241,0.0515380543,0.3363024906,0.1965093458,1.8788974551,-0.0679689009,0.3992910188,Control
GSM480992,0.2476967987,0.4398213812,0.0852505762,0.8706505829,-0.0848685851,-0.1067906695,0.8758288564,-0.1194200918,0.5049739010,0.4127616239,-0.0951718734,0.4200474990,0.3800862124,0.0041698367,2.3328941266,0.3295684198,0.0098416810,-0.0827070754,0.6212351461,0.2719361378,0.8968451944,0.4867185676,1.0801601244,0.3162242127,0.5504623074,3.8272416590,-0.0093784845,0.3775521221,0.6180237605,0.2580534183,1.3981403853,-0.2628098992,0.2538321219,-0.0006323391,-0.1213688531,0.5765747834,0.5188744855,0.9538249318,-0.0713198923,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.5542901803,1.1381731691,0.5008515699,0.0557855016,0.4130200728,0.9082788116,0.4097217267,0.1619838233,0.3079451628,-0.0921796232,1.8157576812,0.8443388831,0.3105769333,1.0579590626,0.5338543657,0.2154794810,0.0927470139,0.4011166239,0.0246661814,0.0805035780,0.7441449755,-0.1869195461,0.7880503898,0.8010663307,1.0840547086,1.4710577726,0.9908523523,1.5028773955,0.2822151612,0.5412993354,0.3960243086,2.6905449628,-0.0625000057,0.4381850472,Control
GSM480993,0.3786722400,0.6524033558,0.2232425609,0.7836148512,-0.0384183934,-0.1120296282,0.7973100805,-0.1578653891,0.2520091683,0.4410814088,-0.0471520076,0.3209931134,0.5930127984,-0.0442055219,1.9907199673,0.3003267815,0.0090587195,-0.1318137752,0.7155261789,0.1394531711,0.9020118648,0.4554820714,1.2183062536,0.3382211334,0.9454233330,3.7825589180,-0.0238642222,0.3445043971,0.5771721326,0.2800151646,1.7694959269,-0.2912094129,0.2040139704,-0.0456750674,-0.0900435708,0.8754696113,0.7753788841,0.8852437508,-0.1373249696,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.6193341165,0.8387103804,0.5521481080,-0.0571271274,0.4741801064,0.7940912880,0.7140314231,0.0750380798,0.5537918077,-0.0937452182,1.6241304980,1.0441827782,0.3602931440,0.8928548188,0.5429977189,0.2677287386,0.0791702164,0.4162600737,0.1895267602,0.1030868223,1.0595477061,-0.1272781157,1.1154803497,1.0936671454,1.5817800603,1.8889057636,1.7259579934,1.4383683690,0.4679560592,0.8794380091,0.6375025820,2.2501229578,0.2543221465,0.5287257336,Control
