@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10211 numeric
@attribute 1029 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2319 numeric
@attribute 23368 numeric
@attribute 2549 numeric
@attribute 27071 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 4067 numeric
@attribute 51131 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5308 numeric
@attribute 5336 numeric
@attribute 5728 numeric
@attribute 57580 numeric
@attribute 5788 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6295 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7006 numeric
@attribute 7409 numeric
@attribute 8431 numeric
@attribute 930 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.1498775379,0.4842657652,1.9397812022,0.1866127024,0.6571329599,0.9530668362,0.1568159528,0.1896722786,0.1313168648,0.1067213277,0.5609436097,0.5398415216,0.4122044300,0.9942950769,0.6502234032,-0.1466830224,0.5526649599,0.2529164747,-0.1593771330,-0.1653921105,0.8590166551,0.4753331980,0.3490809082,1.0731972919,-0.1452552925,0.4766545553,-0.1016100206,-0.0224852814,0.1073409411,-0.0268044310,-0.0663593947,BRCA
GSM480985,0.6712534413,1.6095988065,0.6616161629,1.4054429928,0.2867683454,0.7410928188,1.1936810870,0.2529188136,0.4392775931,0.4415400387,0.5849629343,0.3553600297,0.8633735524,0.5045083233,0.8471601896,0.8534231111,-0.1785420816,1.2582838460,0.1930055995,-0.1685254412,-0.1566653691,0.5620005916,0.4960677786,0.3743994703,1.1561554869,-0.1607986376,0.0235731251,-0.1003832841,-0.0369234079,0.1538996255,0.0192951315,-0.0869951070,BRCA
GSM480986,0.3637514705,1.2184398162,1.0047740482,1.7577156492,0.2145363198,0.8772746358,1.0440999767,0.1934399384,0.1404190874,0.2835222208,0.1536485495,0.6212419597,0.6575351594,0.3697502710,1.0312913730,0.3758222094,-0.0558428063,0.5517398660,0.1655263530,-0.1577176325,-0.1054329170,0.7839062919,0.4085617637,0.3229744066,0.9039376048,-0.1603906600,0.3622629331,-0.0526870978,0.0107107761,0.0129711927,-0.0352914631,-0.1053522054,BRCA
GSM480987,0.4741756265,1.3514405310,0.7178355278,1.6769249506,0.2593453904,0.3945986897,0.5547736657,0.0150168047,-0.1165346460,0.3327935711,-0.0104492808,0.3998152808,0.2205355243,0.3051041000,0.5568740662,0.4246866423,0.1621742338,-0.0047308279,0.0919696689,-0.0887570234,-0.1104806915,0.1390306237,0.8660132522,0.2145047075,0.7655862770,-0.0984417888,-0.1189019291,-0.0333157243,-0.0540820363,-0.1229293533,0.0222586589,-0.1145178413,BRCA
GSM480988,0.3666419161,1.6211843179,0.7294182159,1.1675294143,0.1712146028,0.5690428847,1.4051394819,0.0162218561,0.0934094152,0.1991312819,0.2297151421,0.5623337450,0.4268805936,0.4207355086,0.9700278779,0.5025178531,-0.1499734049,0.5682803235,0.1527773529,-0.1041714360,-0.1545460956,0.6210581084,0.2209763757,0.3158808795,1.0328786273,-0.0911019428,0.1783020112,0.0189469970,-0.0287569216,-0.0868716438,-0.0271084259,0.0090365910,BRCA
GSM480989,0.2517094096,1.8109451535,0.8383054727,2.3074461223,0.2270790681,1.0320650454,1.2704041178,0.0295218532,0.0694930421,0.2200210720,0.0458035868,0.4976210030,0.4953212294,0.3278560692,0.8723785451,0.3040667095,-0.1210485597,0.7895882334,0.0676769989,-0.1592328136,-0.1792231008,1.0677040443,0.3754435785,0.1254392710,0.2883380064,-0.2017270699,0.3515520029,0.0206640526,-0.0190125119,0.0192166491,-0.0681379633,-0.0339797231,BRCA
GSM480990,0.3166647480,1.3158097782,0.8380976487,2.3939645291,0.2749733657,1.2431236901,1.1200390657,0.0224591854,-0.0000217772,0.1628782986,0.0021861719,0.5061100200,0.3857769494,0.2150168047,0.3677679448,0.4307222246,-0.1091623201,0.2493265960,0.1218786214,-0.0568278389,-0.1299618400,1.0079710025,0.7074387894,0.2346333858,0.6969770806,-0.0959811594,0.0213613135,-0.0075551886,-0.0651906640,-0.0486021041,0.0804696221,-0.0823874113,Control
GSM480991,0.2500861962,1.5166920319,1.0779144312,1.8290236989,0.2449685031,0.9140798560,1.1631401910,0.1424582922,0.2216876810,0.2311761151,0.1075655196,0.7279821927,0.6900864716,0.3783381042,0.6418447939,0.3718392522,-0.0140054368,1.0544374994,0.1739077011,-0.0983593629,-0.1069804765,0.7941210804,0.5811723371,0.2548893520,0.6293849200,-0.0616122266,0.2107880569,-0.0544032358,-0.0868870270,0.1669772696,0.0248851115,-0.1017688297,Control
GSM480992,0.2476967987,1.1442118672,0.8590256640,2.3328941266,0.3295684198,1.1782250768,1.3635008657,0.1112684448,-0.0097287793,0.0994592431,0.0161160152,0.7308892569,0.5914832216,0.2534998228,0.5632396906,0.3555988693,-0.1302371952,0.9864738678,0.1157030584,-0.1532480139,-0.1197716071,1.0579590626,0.5338543657,0.2154794810,0.6317377240,-0.1224279915,0.2635266241,-0.0302590407,-0.0495421575,-0.0769597430,0.0083994120,-0.0275508091,Control
GSM480993,0.3786722400,1.4901662051,0.5618893513,1.9907199673,0.3003267815,0.9746821558,1.2682003710,0.1246793050,0.1053504656,0.1916949626,0.1179360291,0.7271375300,0.6061963768,0.3290209111,1.0416793153,0.3556248992,-0.1409539937,1.1561504492,0.1433829642,-0.1593987301,-0.1061867289,0.8928548188,0.5429977189,0.2677287386,0.5767357118,-0.1690155388,0.3405437194,-0.0557189019,-0.0244207434,0.0286861091,-0.0441045241,-0.1360782200,Control
