@relation data

@attribute 10000 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1029 numeric
@attribute 11186 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2064 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2272 numeric
@attribute 2309 numeric
@attribute 23533 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 5915 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 6258 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6789 numeric
@attribute 7039 numeric
@attribute 7157 numeric
@attribute 83593 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute Class {Control,BRCA}

@data
6.02664600925,10.36475876,9.861095099,6.348705253,8.5107990045,5.763286242,7.6916757,9.274157466,6.141397664,7.05035509475,7.90862600467,9.746089281,7.466690585,6.422910471,8.65713445933,6.033979735,9.4954151895,7.4423513115,10.17550624,6.8286116825,8.74899041,7.1007852408,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,7.6745180755,10.98014335,8.688181342,6.21136540967,5.313256056,8.27215776867,11.634256725,10.49127719,11.44994835,7.546352606,10.11570732,7.59341512667,8.976299993,13.0689563,12.34948589,8.919117419,5.377594211,8.001564595,7.867620258,6.513534664,10.79032021,7.5001189985,8.333402628,6.97356018167,7.924560768,6.660285205,Control
5.94776533325,10.22717101,9.469403277,5.79053164567,8.2120641115,6.058322584,6.931656836,9.646289192,6.795134192,6.79791370075,7.97213650833,9.68028616833,6.43012268,6.020930644,8.61943654367,6.539395847,9.5539178325,7.8897640555,10.06599536,6.4300637355,8.474680533,7.4312568682,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,7.862876923,10.64134532,9.433471275,6.479820979,5.115003321,7.85669691467,11.27623323,9.559434991,11.52169626,7.48196166867,10.34726733,7.512694652,7.958452847,12.87039849,12.1490422,9.673075436,5.26498441367,7.481398095,7.609956448,5.99820185,10.87636943,6.753678231,8.508984299,6.99887876367,7.7506065195,6.249592888,BRCA
5.52044016575,11.04936549,10.38239737,5.34429371167,8.25614472725,6.031886566,8.360672771,9.837470696,7.503172055,6.80402066425,8.06895283033,9.69256516467,6.416760061,6.709225575,8.11911474133,5.844744204,9.480270588,7.856102429,10.30533535,6.720661627,8.690112479,7.2445861642,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,7.7021225845,10.4984955,8.48506563,5.889051372,5.434470814,8.11094053067,11.198356615,9.65317699,11.72288448,7.496409352,10.45388564,7.92807350167,8.409052632,13.5121695,11.75795051,9.270663911,5.18322388267,7.228580927,7.575257723,6.84843868,10.58475142,8.6060442205,9.660905593,7.23142013667,8.1061247785,6.638439986,BRCA
5.58777326775,10.81911353,9.614162807,5.62556244233,7.706411731,5.460424154,8.162745192,10.27390663,7.0134654,6.3257817405,8.41389790167,9.98949733167,5.863140121,6.750208278,7.89001782067,5.341462114,9.432546201,8.398114105,10.35265071,6.243898751,8.847629866,6.9971733014,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,8.054801422,10.35580562,9.211511834,6.312672729,5.36790503,7.98209816267,11.274247985,9.580847928,11.42772678,7.166098701,10.09500831,7.55293602133,6.610216975,13.61588998,11.71789713,9.650791985,5.65481300367,6.648325671,6.838009842,6.723630657,11.25727898,8.2859047325,8.338826757,6.796370206,7.389583129,7.411068419,Control
5.87271996825,10.92385505,10.33984475,5.72645123933,8.491725675,6.053008806,7.617800091,9.962375907,8.466587485,6.78190965925,8.097692024,9.506100771,6.860966288,7.04712698,8.43841214667,6.042212717,9.66718229,7.697637374,10.14697308,6.8833304115,8.770532686,7.3395574808,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,7.930765467,10.43232295,8.977409535,7.50900425433,5.333791561,7.82991936767,11.21839075,9.966174165,11.8471671,7.33013335533,10.22872886,7.11103064933,8.022008655,13.04549694,11.58147143,8.493376264,5.58991293167,7.634958261,7.652900753,6.818713579,10.6537276,7.8260671385,9.701150974,7.183762478,7.637528126,6.561483187,BRCA
6.0241266485,10.4760984,10.24168562,5.244334811,8.81448842075,5.770572224,7.123969084,10.05069253,7.455781587,7.10041818325,8.12132754867,9.688092646,7.477052175,6.721649923,8.37121987433,5.759695977,9.9164802245,7.3388634815,10.77106872,7.019536675,9.445243095,7.3955993004,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,7.6687152575,10.6767992,8.467749328,6.98490046733,4.940884687,8.18650002,11.07534033,10.23164154,11.5852209,6.96976629,10.624983,7.54868950467,9.286795183,13.37610779,11.56493436,9.392012066,5.39774199933,8.19601328,8.522033306,6.520033725,10.50808719,7.0683788045,8.868576523,7.901740119,8.5459358775,6.446881172,BRCA
5.88751933675,10.77554879,9.112401142,5.81224373133,7.02710407225,6.146803484,7.972134198,11.29154789,6.973327498,6.9842760015,8.122738224,10.0480993307,6.742953157,6.152898934,8.43731510867,5.942169184,9.167523377,7.9742866725,10.66411416,6.6232326,9.358008891,7.3536038904,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,8.590203577,10.27409306,9.024558716,6.81582852467,5.832707292,8.451561107,11.151396135,8.977681421,11.16076662,6.54175895867,9.961088297,7.849423323,8.555107826,13.46367638,11.14654022,9.891700603,5.642955913,7.292025067,6.760091594,6.949071249,11.39128671,6.4105816125,8.315445233,6.931050672,6.9179834015,6.282259665,BRCA
5.55851851825,10.6537276,9.92562903,6.476135957,8.40755840775,5.920180882,6.945271536,9.654399345,6.405231362,6.998917209,7.79389694967,9.436876068,6.689303092,7.169627227,8.18545797233,6.015923042,9.1611827995,7.7095138065,10.26119615,7.0670465565,8.993477034,7.0445753338,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,7.7549264415,10.75653988,8.419813926,6.87117032933,5.495064524,8.171538624,11.40345044,10.00443156,11.28922369,7.84441516067,10.12277013,7.991591313,9.023671978,12.73729283,11.50810934,9.266740358,5.50599653,7.787382059,7.907583411,6.880413479,10.77531421,8.009231702,8.92056956,7.17759143633,8.3320404855,6.094030827,Control
5.650041658,11.33166731,10.90635345,5.35894690833,8.46002883475,5.598879718,8.258590913,10.12192882,7.872399588,6.85070537275,8.019000875,9.58057105933,6.500527718,7.169527015,8.21589430233,5.978888461,9.3657406255,7.94496816,10.30631839,6.5497902615,8.769533015,7.1591884674,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,8.1175343725,10.57213676,8.419971893,6.13414385767,5.606746643,7.91861634733,10.99057863,9.452231522,11.82274022,7.80894971567,9.9831294,7.849473749,8.717951507,13.81715158,11.16693525,8.93376524,5.50929494433,6.878728789,7.65031782,6.894518054,10.77027594,9.2984794075,9.680166591,6.760880434,7.7930385845,6.225020007,BRCA
5.56331123875,10.5411695,8.967515291,5.788030138,8.070442883,5.672857555,6.888624921,9.387097072,6.79717879,6.30061577025,7.913761785,9.75364579767,6.827314517,6.928314429,8.183937528,5.906897358,9.70078824,8.148239231,10.44466839,6.1985753455,8.271931157,7.3339069032,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,8.2287174245,10.09533805,8.01888328,6.39658479233,5.139972076,7.74245236133,11.551814785,9.69476318,11.64681981,7.79374473733,10.28660429,7.835495677,7.473200667,13.40233131,12.29242381,9.383510512,5.397891044,7.4960371,6.965931792,6.877072814,10.69309511,7.1581465865,7.766597025,7.05546257567,7.6247556515,5.941347708,BRCA
