@relation data

@attribute 10152 numeric
@attribute 10163 numeric
@attribute 8976 numeric
@attribute 58 numeric
@attribute 8544 numeric
@attribute 8936 numeric
@attribute 10093 numeric
@attribute 5688 numeric
@attribute 10092 numeric
@attribute 10552 numeric
@attribute 10097 numeric
@attribute 10096 numeric
@attribute 10095 numeric
@attribute 10094 numeric
@attribute 10787 numeric
@attribute 10810 numeric
@attribute 10109 numeric
@attribute 4914 numeric
@attribute 5879 numeric
@attribute 4690 numeric
@attribute Class {Control,BRCA}

@data
7.029976203,11.81532136,11.4461297,6.569556123,9.1077741905,5.1241386875,9.499690458,6.854560258,10.89786457,12.1820747,12.46600514,7.791685689,10.09238094,11.71972476,9.9987143025,10.16171172,8.15422259167,5.19152344233,8.85850435833,10.98495975,Control
6.7218473305,12.12065594,11.4951169,5.19062597,8.404841824,5.26166635,9.417554013,6.785227259,11.05968771,12.12614151,12.72627038,7.92222926,9.837261744,11.47931054,8.54412483,9.606322445,8.15676343467,5.505510586,9.23532012167,10.84149381,BRCA
7.1982990925,11.81116605,11.70577504,5.283469238,7.384518905,5.6771915915,9.38985602133,6.345720697,10.9723177,12.20235811,12.35101106,7.849031477,9.537097584,11.78498046,9.30859531,9.137619512,7.847913727,5.26733198233,9.280236709,10.64831289,BRCA
6.791745287,12.14356347,11.19831015,6.563810693,7.3558576485,5.6326827355,8.56583278567,5.846751073,11.11140976,11.976813,12.03029651,7.622401694,7.800869372,10.5789154,7.0055851185,9.144327561,8.030097108,5.99442656267,9.422761191,10.73945599,Control
7.29785773075,12.43921023,11.62848212,5.301780818,8.4002427735,5.473898856,9.710707035,6.117700885,11.43117909,12.26795863,12.40979539,8.570881384,9.705036667,12.001308,9.252088321,9.58528234,8.34836942533,5.547936593,9.29741101033,10.86805107,BRCA
7.199202695,11.48919834,12.05670215,5.802329755,7.5820719815,5.2548835515,9.555607159,6.573651447,11.83572685,12.07225833,12.84338824,9.208161871,10.63394452,11.44205205,10.7017445545,9.685318716,8.00584487167,5.422961591,9.14697742367,10.69407078,BRCA
7.06447459675,12.10791023,10.73380366,5.472984221,6.925635616,5.462605335,9.01311569333,5.765011707,11.68668229,11.42040518,12.88542666,8.635746344,7.950470054,10.27097304,7.5700336385,8.268461442,8.45268306967,6.52639166833,9.62804284167,10.66366508,BRCA
7.21347931975,10.8300717,11.5141002,5.551370856,8.217252197,5.438280489,9.50779215367,6.573196985,11.27693876,12.31403378,12.3064449,7.924992273,10.25218676,12.28941816,9.8921606975,9.402511748,8.14682343433,5.618990182,8.82865486733,10.92270353,Control
7.1975456425,11.85977947,11.6557522,5.771232765,7.959429288,5.5683801275,9.783309259,6.4876838,11.35175104,12.11639279,12.39411974,8.559186941,9.467045646,11.7987959,9.313355137,9.337187648,7.95081237733,5.580399701,9.29235500067,10.77967445,BRCA
6.806322688,12.28491381,11.21515091,5.608965365,8.1800952435,5.001086456,9.42874441367,5.980660139,10.87489706,12.25102085,12.22715872,7.749066799,9.076816348,11.39008041,8.106395969,9.459872723,8.07697553667,5.61823474067,9.23513699733,9.980729078,BRCA
6.77498430375,11.96210624,11.13901746,5.541492575,9.351103886,5.6547341815,9.63517401367,6.615670554,11.40976762,12.33696264,11.7674087,8.349901664,10.09607968,11.57272404,7.1765568895,9.577046919,8.19163985167,5.82521094467,8.92818876867,9.913346139,BRCA
6.66108977575,11.15503025,11.46239505,6.167122676,8.570253966,5.5605859125,9.682366387,6.566895523,11.33646766,11.9984636,12.44389288,8.130108627,10.15068061,12.05538931,9.8656605255,10.15416657,7.98327024567,5.741424473,8.97755484267,11.21967391,Control
6.978142876,11.25995523,11.54782732,6.079490783,8.4121520435,5.2464877075,9.802191077,6.84768731,11.2302278,12.23093318,12.25801543,7.710550109,10.12134609,11.77742394,9.862945134,10.28887216,8.12673103967,5.65673537333,8.882604615,10.74699733,Control
6.67983685175,11.56578769,11.68740205,6.848689049,7.603829779,5.38100816,9.52966629533,7.183985468,8.856706512,12.55314694,12.05450776,5.876769396,9.742570969,11.81023031,9.7322583365,9.336507187,8.08286271633,6.076211705,8.867882958,10.29596436,BRCA
6.874121626,10.91092396,11.89929188,5.812184526,7.2319926975,5.678699208,9.41345497133,5.822864756,9.820243246,12.77284039,12.55486108,5.7540933,10.32819838,11.58824628,9.153494,10.49193353,7.99121878267,6.892202365,8.552349278,10.7059911,BRCA
6.6705038955,11.32122928,11.68740205,7.824005841,7.8620591565,5.3897905355,9.36519067067,7.014302633,9.061277435,12.44726543,12.10010062,5.682019293,8.994976437,11.85055617,9.018910246,9.45882753,7.893098062,6.22343926267,8.787767491,10.50280226,BRCA
6.54654793125,11.44340995,11.93028653,7.461993252,7.2453186215,5.5923392205,9.46700273333,7.150486375,8.643748998,12.52245777,11.55095369,5.840596198,9.085134568,11.9684077,9.351757112,9.138291722,8.07816647433,5.900651423,8.934366304,10.1942401,BRCA
