@relation data

@attribute id string
@attribute 11182 numeric
@attribute 11254 numeric
@attribute 114134 numeric
@attribute 115584 numeric
@attribute 126969 numeric
@attribute 1317 numeric
@attribute 146802 numeric
@attribute 148867 numeric
@attribute 154091 numeric
@attribute 169026 numeric
@attribute 200010 numeric
@attribute 204962 numeric
@attribute 23446 numeric
@attribute 23516 numeric
@attribute 23539 numeric
@attribute 254428 numeric
@attribute 25800 numeric
@attribute 26266 numeric
@attribute 27173 numeric
@attribute 283375 numeric
@attribute 284111 numeric
@attribute 29985 numeric
@attribute 29986 numeric
@attribute 29988 numeric
@attribute 30061 numeric
@attribute 348932 numeric
@attribute 4891 numeric
@attribute 51458 numeric
@attribute 54716 numeric
@attribute 55117 numeric
@attribute 55630 numeric
@attribute 55676 numeric
@attribute 56606 numeric
@attribute 57127 numeric
@attribute 57153 numeric
@attribute 57181 numeric
@attribute 6005 numeric
@attribute 60482 numeric
@attribute 64116 numeric
@attribute 64849 numeric
@attribute 64924 numeric
@attribute 6513 numeric
@attribute 6514 numeric
@attribute 6515 numeric
@attribute 6517 numeric
@attribute 6518 numeric
@attribute 6523 numeric
@attribute 6524 numeric
@attribute 6529 numeric
@attribute 6530 numeric
@attribute 6531 numeric
@attribute 6533 numeric
@attribute 6534 numeric
@attribute 6536 numeric
@attribute 6538 numeric
@attribute 6539 numeric
@attribute 6540 numeric
@attribute 6556 numeric
@attribute 6561 numeric
@attribute 6563 numeric
@attribute 6566 numeric
@attribute 6570 numeric
@attribute 6571 numeric
@attribute 6582 numeric
@attribute 66035 numeric
@attribute 7779 numeric
@attribute 7780 numeric
@attribute 7781 numeric
@attribute 7922 numeric
@attribute 80736 numeric
@attribute 81031 numeric
@attribute 8170 numeric
@attribute 84102 numeric
@attribute 9058 numeric
@attribute 9123 numeric
@attribute 9152 numeric
@attribute 9194 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.0396812372,-0.0391907532,0.0926722286,-0.1225878354,1.0420492290,1.9590406308,-0.0159279960,0.6677162662,0.0891892775,-0.0059832999,-0.0507589695,-0.1060090041,1.6094303280,0.9749047101,-0.0821737260,1.9939689041,0.4036109497,0.0172137017,1.6196931936,-0.0973695291,-0.1798924589,-0.0208690789,-0.1806366873,0.0451298424,0.0121403291,-0.0371093363,0.4787092444,-0.3165666079,-0.1140614874,-0.1207188330,0.8841575803,0.2364940247,0.0266433833,0.1382709556,2.3181359768,0.5518878844,-0.1186390331,-0.1210887922,0.3789003516,0.0141499703,1.1121287838,1.7555294782,-0.1759816651,2.4717155250,-0.2337455553,0.1648967807,-0.0582816039,0.2666626200,-0.0513002888,-0.0032685182,-0.2688481290,0.1016195889,-0.1678103711,-0.0316568753,-0.1328764462,-0.1898948362,-0.1149206716,-0.2453308263,-0.2529384172,-0.0283410639,1.7095021830,0.0666405224,0.3312879934,-0.0499594368,-0.0502683247,0.6072802131,-0.1844418972,0.0125145641,1.4485675097,-0.0766502092,2.5797122716,-0.1651892810,0.1253030401,0.0013048865,1.4554287446,-0.0960488640,0.1943331623,BRCA
GSM481003,2.3172974139,-0.1369555222,-0.0199156479,-0.1054675217,1.0504040354,1.2052915638,-0.0659240014,0.4954378374,0.0109873390,-0.0608160568,-0.0522037613,-0.0762795838,0.8699647542,0.7455861716,0.0039593122,1.7297403738,0.3234744010,-0.0340633391,1.9424977473,-0.0801320084,0.0765677347,-0.0220916849,-0.1615289056,0.4968897592,0.0776669880,-0.0170126595,0.3152880405,-0.1857811520,-0.0794068499,-0.0735235904,1.1835219106,0.4649269683,-0.0045735081,0.1370633527,1.6362775191,0.1929819127,-0.0790769296,-0.1201912766,0.5944740335,-0.0145252561,0.7771271366,1.6303895546,-0.1847200774,1.8794722260,-0.0650963442,0.1027250736,-0.0131878725,0.4021653795,-0.0522103329,0.0078056914,-0.1207342028,0.3382635053,-0.1610199530,-0.0246964451,-0.0663456700,-0.0933276417,-0.1330283261,-0.1768204493,-0.1367881035,-0.0549254077,1.2055947242,-0.0586298136,0.3100049374,0.2956095591,0.0735911388,0.7290017638,-0.0862244375,0.1563310393,1.2569115292,-0.0106488039,2.0828695958,-0.0882765778,0.2192804690,0.0873455120,1.4163959232,-0.0180731439,0.1026238706,BRCA
GSM481004,2.0178223997,-0.0439458742,0.0719046401,-0.0317152840,0.5723939426,1.5381603065,-0.1008505746,0.4808746601,0.0939525917,-0.0331594965,-0.1112395411,-0.0848565428,1.2945750534,1.1770396034,0.0141601939,1.9902070461,0.3973105908,0.0040408680,1.6887363537,-0.0809199111,-0.0970970836,0.0344184721,-0.0208882876,0.3031587377,0.0163020382,-0.0137898308,0.6518116800,-0.0791722414,-0.1378771465,-0.0760834821,0.8002413323,0.2330338707,0.0730199441,0.1039176329,1.9180357306,0.1236782738,-0.0877654035,-0.0713303005,0.9020491401,0.0129660909,0.7637031721,1.4885543105,-0.1426593660,2.2851505504,-0.1253477801,0.0470588265,-0.0340516408,0.2211382315,0.0166277025,-0.0358664688,-0.2107251813,0.1697495777,-0.1200592182,0.0788145795,-0.1518051671,-0.1865391859,-0.0645583250,-0.2046312050,-0.1549026950,0.5394210555,1.2240804558,0.0203149579,0.4832305428,0.0797222950,-0.0576626347,0.8353941042,-0.1106687365,0.0855861169,1.3582660043,-0.0884353871,2.4007497496,-0.0681155215,0.4040372791,0.0272906728,1.5334163231,-0.1374014150,0.2229368739,BRCA
GSM481005,1.1219037695,-0.0706077616,0.3773772190,-0.0567652379,0.5622164820,1.7124722980,-0.0558672540,0.7090044270,0.2167152776,-0.0719959076,-0.0384812860,-0.1343160478,1.5946170617,0.8677778580,-0.0285511858,2.1274246573,0.6627988821,0.0506739020,1.4553848504,-0.0500176104,-0.1713730476,-0.0044477351,-0.0733346229,0.2432948095,0.0423250456,-0.1146487464,0.2960843883,-0.1662290067,-0.1560966211,-0.1106354174,0.1036441240,0.5247057777,0.0944666103,0.1971319807,1.9171218202,0.6186852972,-0.1108650360,-0.1068961464,0.2564878304,-0.0060787779,1.3056196619,1.9393282863,-0.1333741046,2.8628651650,-0.1296545374,0.4737250003,-0.0128408389,0.1080847186,-0.1662134670,0.0128427960,-0.2059256997,0.3099587599,-0.1043240028,0.0421400460,-0.0730161025,-0.1932015564,-0.1416744075,-0.1587275515,-0.1617252209,-0.0932498280,1.8773303126,-0.0080227841,0.1976867524,0.1156893960,0.0700903779,0.5480572491,-0.1092886743,0.0168988141,1.5374399821,-0.0836249582,2.5090221032,-0.1165000592,0.2273776470,0.0407004510,1.4751920176,-0.1423547025,0.1973753646,BRCA
GSM481006,1.2936860324,-0.1016957751,0.1337622687,-0.0309868180,0.7640771204,1.1941377275,-0.1536273123,0.6136175650,0.1460914656,-0.0666073661,-0.0568325144,-0.1179996504,1.5228199995,1.1210836484,0.0936677552,2.0964058786,0.4499071057,0.1058434749,1.8480308683,-0.0636825963,-0.1364277460,-0.0228552222,0.0494907407,0.3522543026,0.2577093702,-0.0314978091,0.3798809235,-0.2886410091,-0.1281415029,-0.0760499389,0.5303321815,0.4348372917,0.0190358969,0.2074545857,1.7377086468,0.4499052122,-0.0972263261,-0.1183432675,0.5103604019,-0.0508107728,1.0540131230,1.5819155011,-0.1606435776,2.5879246891,-0.1780361854,0.3198016130,-0.1103559825,0.1465595664,-0.0415803259,-0.0883790578,-0.2029946689,0.2220036607,-0.1741458748,0.0521175758,-0.0878551673,-0.2068345401,-0.1743471835,-0.1803349699,-0.1267184314,0.0061014013,1.6055727230,-0.0787692940,-0.0197388254,0.1399838673,0.1011136651,0.8656882893,-0.1334988651,0.0674560166,1.5339547839,-0.0998748754,2.3895126980,-0.0248023028,0.4591254379,0.0693488206,1.5991115668,-0.1033793761,0.4364498022,BRCA
GSM481007,1.8737406581,-0.0428596152,0.0608116390,-0.0214368811,0.9290167160,0.6569515819,-0.0839279248,0.4470754986,0.0715342736,-0.0456799884,-0.0098933665,-0.0976242608,0.8199516058,0.8659416517,-0.0126183696,2.1694918721,0.3191863688,0.2262786187,2.6283568741,-0.0999883801,-0.1053501726,0.0141762553,-0.0563322769,0.3002499230,0.7665275002,0.0401599599,0.1616921573,-0.1610597753,-0.0682594401,-0.0695618336,1.0293688634,0.1194611777,0.0005186834,0.1777715714,1.9131188430,0.2691531721,-0.0816422544,-0.1001035062,0.6491778515,-0.0135498871,0.4328112671,1.1257035903,-0.1876361217,1.7365782259,-0.1423230337,0.4419188763,-0.0914416544,0.3466773136,0.0020162193,0.0056743130,-0.1659300407,0.4069145285,-0.1287467164,-0.0264428861,-0.0347510061,-0.1228644879,-0.0717484529,-0.1246229406,-0.1282586869,-0.0693520597,0.6715485687,0.0328613553,0.2496123212,0.0865724659,0.3118459293,1.2561187678,-0.1042406510,0.0835707867,1.1250454620,-0.0444621751,2.1671883462,-0.0465586976,0.2248308415,0.0916624859,1.3337551641,-0.1032489786,0.1672946120,BRCA
GSM481008,1.6110490041,-0.0494108672,0.0778310125,-0.0553832754,0.2185895647,0.8083274407,-0.0387344496,0.6016318454,0.1308907399,-0.1472753003,-0.0592757444,-0.1084742014,1.3641046235,1.0883564100,-0.0236041412,1.6669682561,0.3773798474,0.0682516769,1.7835962431,-0.1003791840,-0.1117011147,0.0145603356,-0.0880061310,0.4851569283,-0.0707773388,-0.0253049328,0.3156445556,-0.2829496924,-0.1059481565,0.0153706186,1.5759646334,0.2471897257,-0.0612320907,0.1128415514,1.1800410654,0.1974708672,-0.0898179874,-0.1431323278,0.1812406750,0.0236493571,0.8317103139,1.1955933757,-0.1729283276,1.1330331589,-0.1861558908,0.0623767878,-0.1028369994,0.1025882517,-0.1975731900,0.0161212069,-0.2055882791,0.3660615924,-0.2088808660,-0.0562786050,-0.0907312652,-0.2136515826,-0.1330649171,-0.2169615790,-0.1830689733,-0.0340466779,1.0202271563,0.0278764341,0.2838958719,-0.0447829580,-0.0521379816,0.5700450866,-0.1460611892,0.1633613384,1.1049484016,0.0010271260,1.5538154279,-0.0652668438,0.1464748892,0.0070270656,1.5418518650,-0.1791939239,0.3441360301,Control
GSM481009,0.5024916731,-0.1119067686,0.0608913461,-0.0886660921,0.3690783303,1.0847736888,-0.0715912935,0.6266993690,0.0977691602,-0.0623552408,-0.0363019660,-0.0923357172,1.3873052887,0.9820777134,-0.0344154341,1.3332316876,0.3728810616,0.1367178735,1.5513770154,-0.1977144703,-0.2442280030,-0.1842687892,-0.2459790410,-0.0843476892,0.1466585017,-0.1882186270,0.2064298191,-0.4169046367,-0.2187034739,-0.1133339490,0.1626113945,0.4058082100,-0.0302459122,0.0529314334,1.2541016722,0.5020967780,-0.1741069642,-0.0119332355,0.1490032093,-0.0783774120,0.8290348649,1.3173657591,-0.2322168130,1.7965633014,-0.3329388967,0.1021158111,-0.0891346330,-0.1081770089,-0.2592715992,-0.1652873525,-0.2957902586,0.0777826897,-0.0567224909,0.2868864127,-0.1503508668,-0.2152282806,-0.1689283212,-0.1894501215,-0.1763422266,-0.0099716831,1.7068337322,0.0789249245,0.0223365936,0.0017785229,-0.2366951101,0.6126855966,-0.2220322921,0.0300242694,0.8456048054,0.0121331939,2.3298538261,-0.1580203779,0.2018450780,-0.1572375531,0.8068186947,-0.0885943010,0.4261533440,Control
GSM481010,1.5710328372,-0.1023215371,0.1928751706,-0.0882060938,0.7085436102,1.5103594391,-0.1054260629,0.6463085018,0.1807502462,-0.0612504268,-0.0336799761,-0.0389447384,1.4895794582,1.1077740425,0.0240125361,1.9942779093,0.6049444272,0.0485925501,1.3981555430,-0.0082321573,-0.0694005481,0.0080698160,-0.1429871844,0.4645916224,0.2279418804,-0.0176842679,0.4064972243,-0.2804935871,-0.1180396151,-0.0843633267,0.7703478652,0.3744681080,0.0307505751,0.2169671733,1.4398498144,0.6894825040,-0.0980048329,-0.1131207672,0.9593132412,0.0336496342,1.1341856600,1.8299780553,-0.1231662354,2.5644854456,-0.0799357394,0.3813697095,-0.1337952785,0.1940539105,-0.1286510976,-0.0282148085,-0.1192952060,0.2026415417,-0.1562218159,0.0587805804,-0.0384586371,-0.1580358376,-0.0886115254,-0.1529501818,-0.1287083403,-0.0808975169,1.8637722845,-0.0331899851,0.0048476492,-0.0412588195,0.0696529144,0.6287188001,-0.1362919278,-0.0278895673,1.2421313193,-0.0440519467,2.2800603972,-0.1040039954,0.2522689632,0.1224108081,1.3977689011,-0.0862428729,0.3719228987,Control
GSM481011,1.5500316771,-0.0054285352,0.1024685709,-0.0693112961,0.8388848818,0.8334498718,-0.0064578809,0.3745381956,0.0380068319,-0.1129844253,-0.1534747294,-0.0958215020,0.7087243083,0.7005195883,-0.1356548567,1.8513674962,0.2271024656,-0.0410079610,2.2292231196,-0.1109825557,-0.0895895423,0.1270892045,-0.1013272291,0.2620940036,0.0460289254,0.0231933705,0.2305458655,-0.1182989404,-0.1016532183,-0.1004063062,0.0213321009,0.3214796733,0.1386482125,0.1359352078,1.8663881792,0.3254251274,-0.0796519151,-0.0917457479,0.1629643927,0.0424636188,0.7223012408,1.4814565418,-0.1369910271,1.9713034927,-0.1282433192,0.1640858632,-0.0436212064,0.4015694483,-0.0265577694,0.0376709370,-0.2530245424,0.1280203500,-0.1273897815,0.0731702655,-0.0780506485,-0.1854750667,-0.0285247745,-0.1733798753,-0.1846777776,0.0343179461,0.8642568693,-0.0259488150,0.3192068651,0.0119714705,0.1946142640,0.9244592754,-0.0896418228,0.1882525312,1.5708268881,-0.0916553643,2.5381470388,-0.1274980195,0.1687057278,0.0544496346,1.6420343631,-0.0147952367,0.1877830008,Control
