@relation data

@attribute id string
@attribute 55746 numeric
@attribute 23511 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 25929 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 79084 numeric
@attribute 53371 numeric
@attribute 11097 numeric
@attribute 9972 numeric
@attribute 8021 numeric
@attribute 23225 numeric
@attribute 4686 numeric
@attribute 9818 numeric
@attribute 96764 numeric
@attribute 57122 numeric
@attribute 23165 numeric
@attribute 7175 numeric
@attribute 9688 numeric
@attribute 10762 numeric
@attribute 79760 numeric
@attribute 50628 numeric
@attribute 6637 numeric
@attribute 6635 numeric
@attribute 79023 numeric
@attribute 6636 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 9883 numeric
@attribute 8487 numeric
@attribute 51808 numeric
@attribute 348995 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 6628 numeric
@attribute 79833 numeric
@attribute 10419 numeric
@attribute 11218 numeric
@attribute 8086 numeric
@attribute 5903 numeric
@attribute 10073 numeric
@attribute 22916 numeric
@attribute 129401 numeric
@attribute 6632 numeric
@attribute 81929 numeric
@attribute 1207 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2419,1.5289,1.5168,0.9971,0.8308,1.8436,1.7496,1.7079,1.0292,0.895,1.6105,1.2132,1.4154,1.7929,1.4743,1.2725,1.1804,1.7144,1.945,0.8618,1.0072,0.4543,0.7063,0.6929,0.5393,1.0329,0.6668,0.9394,1.6003,0.811,0.2921,0.914,1.6317,0.9549,1.7283,1.5199,0.764,1.0326,1.1718,1.1141,2.452,0.6465,1.228,0.6425,0.7255,1.4161,1.2092,Control
A02,0.9955,1.2201,1.1289,0.6417,0.6085,1.5725,1.4727,1.3522,0.7877,0.5684,1.4192,0.9206,1.0995,1.5167,1.1092,1.0498,0.8661,1.4101,1.6106,0.7352,0.8104,0.3287,0.3979,0.5338,0.2707,0.809,0.3637,0.7028,1.668,0.4752,0.1444,0.5784,1.2561,0.7225,1.399,1.3475,0.5848,0.8157,0.9196,0.8128,2.2136,0.3919,0.9567,0.3515,0.3679,1.0874,0.9249,Control
A03,1.1481,1.3946,1.193,0.8563,0.7125,1.6379,1.6045,1.4989,0.8978,0.7042,1.5307,1.1383,1.4121,1.7126,1.3743,1.2493,1.0615,1.5938,1.7618,0.9492,1.0566,0.4755,0.5018,0.635,0.2773,0.978,0.6334,0.8459,1.6184,0.772,0.1413,0.7239,1.2558,0.9636,1.6033,1.6746,0.5532,0.9878,0.932,0.93,2.2449,0.4699,1.0935,0.4565,0.5765,1.2242,1.053,Control
A04,1.035,1.2536,1.0541,0.6227,0.7015,1.6343,1.4732,1.6321,0.8187,0.5424,1.4693,0.9844,1.4402,1.4294,1.0963,1.1374,0.8467,1.512,1.7391,0.7074,0.6851,0.346,0.4333,0.5804,0.3436,0.6692,0.5622,0.9409,1.779,0.5746,0.1821,0.587,1.3163,0.7955,1.5306,1.5055,0.6718,0.8404,0.9001,0.7183,2.3982,0.4317,1.0721,0.49,0.4359,1.0452,0.9472,Control
A05,1.1659,1.3593,1.2367,0.7381,0.812,1.5556,1.6416,1.607,0.8454,0.7813,1.5615,1.1592,1.3661,1.6256,1.3063,1.1812,0.9353,1.5462,1.7737,0.9123,0.8725,0.3867,0.5085,0.692,0.2408,0.8713,0.4635,0.8733,1.7681,0.7961,0.1437,0.8167,1.4202,0.9356,1.6259,1.4552,0.5583,1.0184,1.0599,0.9882,2.2948,0.5654,1.0768,0.4528,0.4464,1.2483,1.0746,Control
A06,1.1078,1.3159,1.2251,0.7443,0.7028,1.5054,1.5378,1.3272,0.7756,0.7055,1.3944,1.1231,1.3027,1.6166,1.2543,1.2138,0.9163,1.4919,1.5798,0.8566,0.9123,0.3732,0.5663,0.5792,0.3452,0.8027,0.3598,0.8754,1.6954,0.5958,0.0942,0.6202,1.2779,0.8793,1.5196,1.5464,0.5072,0.9988,0.9345,0.9751,2.313,0.4277,0.9676,0.4388,0.4611,1.1832,1.0422,Control
A07,1.1496,1.2731,1.3959,0.8955,0.7204,1.6289,1.6678,1.679,0.9338,0.8363,1.5557,1.2234,1.4067,1.7605,1.5043,1.2673,1.0076,1.5675,1.755,0.9018,1.0027,0.5544,0.6259,0.554,0.4681,0.8878,0.5965,0.7726,1.7195,0.846,0.1844,0.7843,1.4804,0.9374,1.5739,1.4757,0.6224,0.9542,1.0425,0.9205,2.4385,0.5364,1.1628,0.5794,0.5863,1.3253,1.116,Control
A08,1.1852,1.3273,1.4199,0.8548,0.7786,1.6442,1.6378,1.5361,1.0399,0.6922,1.6863,1.3728,1.4954,1.7461,1.5489,1.2806,1.0552,1.5811,1.9979,0.894,0.9296,0.3436,0.4851,0.5159,0.2034,0.8242,0.5281,0.9205,1.3928,0.9343,0.1954,0.6436,1.3936,0.8151,1.6094,1.3759,0.4509,0.7592,1.0165,0.8149,2.4634,0.4042,1.045,0.7899,0.5366,1.2046,1.1763,Control
A09,1.0035,1.342,1.3134,0.7467,0.7296,1.6649,1.6472,1.3393,0.7387,0.7076,1.4396,1.2037,1.3511,1.6503,1.3796,1.1412,1.0641,1.4523,1.6888,0.8734,0.9597,0.1994,0.3933,0.434,0.2678,0.8978,0.5848,0.9224,1.6852,0.6472,0.1325,0.6366,1.2645,0.8881,1.4078,1.451,0.4493,0.9113,0.8698,0.9079,2.2424,0.5057,0.9815,0.4829,0.4354,1.2531,1.1201,Control
A10,1.1941,1.3405,1.2564,0.7982,0.7867,1.5082,1.6437,1.453,0.9486,0.7208,1.6661,1.2495,1.4825,1.665,1.5244,1.1574,1.0446,1.6701,1.8254,0.863,0.9655,0.339,0.4073,0.6059,0.3413,0.838,0.5032,0.9783,1.6194,0.7532,0.1587,0.7643,1.4598,0.8579,1.7036,1.3975,0.5261,0.8362,1.069,0.819,2.5402,0.486,1.0572,0.7237,0.4564,1.1348,1.024,Control
A11,0.7947,1.2483,1.2161,0.6726,0.5015,1.4934,1.5011,1.0286,0.7103,0.46,1.1312,1.1228,1.0849,1.5237,1.2314,1.0308,0.9571,1.2181,1.3101,0.7357,0.7393,0.3676,0.5499,0.4213,0.1479,0.7725,0.276,0.8376,1.7427,0.4409,0.1734,0.4773,1.1805,0.8007,1.2284,1.3945,0.2539,0.9091,0.746,0.848,1.8914,0.4973,0.7633,0.4099,0.5076,1.1136,0.977,Control
A12,0.8197,0.7398,0.6661,0.4995,0.5083,1.1513,0.9983,1.0051,0.5162,0.3737,1.102,0.5693,0.9243,0.9894,0.6988,0.8234,0.6099,1.0808,1.2385,0.5014,0.4853,-0.011,0.1891,0.2586,0.3439,0.5926,0.3837,0.9841,1.4178,0.4793,-0.1155,0.2169,0.6981,0.6545,0.9884,1.1977,0.5076,0.5941,0.8107,0.4795,1.7896,0.2528,0.8428,0.2972,0.1466,0.715,0.5448,Control
