@relation data

@attribute 997 numeric
@attribute 8900 numeric
@attribute 1869 numeric
@attribute 8454 numeric
@attribute 7027 numeric
@attribute 1017 numeric
@attribute 5925 numeric
@attribute 898 numeric
@attribute 6502 numeric
@attribute 6500 numeric
@attribute Class {Control,BRCA}

@data
8.977123283,6.796886882,5.763286242,8.851515697,10.489828235,9.26596478,8.976299993,5.7706733955,8.34029139833,8.3326087685,Control
8.975526388,6.077889871,6.058322584,9.109152314,10.46698639,8.958604237,7.958452847,5.8681879535,7.753678639,8.2971822775,BRCA
9.204339515,6.720350724,6.031886566,8.792189283,10.89809876,9.1433668585,8.409052632,6.213232041,7.893025841,8.6127798505,BRCA
9.24955267,6.183293584,5.460424154,9.609927196,10.14224707,7.7178678995,6.610216975,5.99736739975,7.88025638267,8.522296209,Control
9.07661596,6.125780878,6.053008806,9.330659861,10.17761519,9.123941273,8.022008655,6.29992863125,7.56329023367,8.478964386,BRCA
8.935799405,6.672712173,5.770572224,9.684319572,10.807258755,9.3759597995,9.286795183,5.7160804985,7.44991218067,8.648627771,BRCA
7.995782871,6.268944869,6.146803484,8.84970309,10.526885685,7.9728052855,8.555107826,6.32124444525,8.50044386867,8.47178547,BRCA
8.756123553,6.986072764,5.920180882,8.496295686,10.77234512,9.321425499,9.023671978,5.7012189585,7.73968605067,8.7601337405,Control
9.897543398,6.059891283,5.598879718,9.363686411,10.885151175,9.1526830635,8.717951507,6.42728370275,8.04826253967,8.403286026,BRCA
8.945386131,5.906897358,5.672857555,9.078305028,9.9169571465,8.766958367,7.473200667,5.859119673,7.581904447,8.7247164775,BRCA
9.623726572,6.413717301,6.357820835,9.395936323,9.794661619,8.5614408535,6.142419181,6.179762227,7.51931651067,8.5155267275,BRCA
9.248236619,6.364446037,5.853877943,9.151207569,10.79646675,8.893995041,9.062316786,6.16318161475,7.925245959,8.653065744,Control
9.105896153,6.086619917,5.687208569,9.271043421,10.63857576,9.195934583,8.997758931,5.667146432,7.91175728367,8.538210579,Control
9.194000303,7.790741294,6.099827094,9.785984134,11.152632775,9.7479615385,9.187897079,6.11855449125,7.741317719,8.7809175425,BRCA
8.650083401,6.853469023,5.927310565,9.682152382,11.52254988,9.3160147545,9.308988054,6.4922561955,7.72902749733,8.470445127,BRCA
9.563025162,6.723391747,6.0664182,9.669098149,10.877554945,9.532128788,8.652093075,6.27371824275,8.02748141367,8.661565791,BRCA
9.368283342,6.401567006,6.240701309,9.695411499,11.10197649,9.817272827,8.567082519,6.19627768275,8.148936998,8.8643007825,BRCA
9.369085347,6.604779761,6.12918576,9.77763387,11.244230505,9.1966010805,8.774162024,6.47813675725,8.09955012733,8.5207602765,BRCA
9.61081314,6.284297232,6.065072081,9.547357825,11.353999045,9.742178486,8.989423683,6.1333137935,8.09530966367,8.6142271055,BRCA
9.343158574,7.03100122,5.901899413,10.54330281,10.4543565965,9.453635543,9.119292054,5.9634582625,7.73442736867,8.737638612,BRCA
