@relation data

@attribute id string
@attribute 5682 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5704 numeric
@attribute 5691 numeric
@attribute 5705 numeric
@attribute 5690 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 5692 numeric
@attribute 5700 numeric
@attribute 5695 numeric
@attribute 7314 numeric
@attribute 5701 numeric
@attribute 5694 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 8454 numeric
@attribute 8312 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 1452 numeric
@attribute 2932 numeric
@attribute 8945 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 6500 numeric
@attribute 1499 numeric
@attribute 5716 numeric
@attribute 5516 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 324 numeric
@attribute 10213 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 5525 numeric
@attribute 5528 numeric
@attribute 5527 numeric
@attribute 5526 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.585,1.1936,0.9883,2.2286,0.8748,0.7516,1.1058,1.6685,0.7995,0.9272,0.7511,0.9528,1.0996,0.8815,0.8324,0.2885,1.0586,0.825,1.6339,0.3238,0.832,0.5305,0.6414,1.6854,1.4992,0.3452,1.0691,1.1518,0.7483,0.2831,1.2313,1.2384,0.6714,1.1873,0.4848,0.3881,0.2759,1.0747,1.4312,1.1469,0.2557,0.7846,1.8734,1.1067,0.8055,1.4043,1.3121,0.9195,0.8531,1.1196,0.3841,0.5458,0.8753,0.5915,1.0854,0.8453,1.3981,0.4705,Control
A12,0.3652,1.2599,0.939,1.9029,0.5428,0.9784,0.6348,1.167,0.7864,0.6944,0.4542,0.902,0.7322,0.6958,0.6778,0.2495,0.6685,0.5796,1.7065,0.2052,0.5795,0.4607,0.6498,1.3073,1.5259,0.2055,0.7378,1.0816,0.6791,0.1583,0.766,0.757,0.3484,0.9191,0.3984,0.1622,0.3756,0.7248,1.149,1.3116,0.1231,0.7283,1.615,0.886,0.5922,1.3673,0.7706,0.4397,0.6773,1.3175,0.354,0.4399,0.772,0.2977,1.0669,0.7982,0.7557,0.4647,Control
B01,0.8563,1.8514,1.3317,2.1445,1.2244,1.0008,1.0492,1.51,0.9729,1.0462,1.0753,1.0835,0.9367,1.0209,0.9379,0.6025,0.7754,0.7297,2.2184,0.8477,0.8857,0.4343,1.086,1.1651,1.6543,0.7373,1.1609,1.6792,0.9664,0.1723,1.187,1.4605,0.9288,1.5559,0.6768,0.4342,0.3814,1.1887,1.5552,1.1045,0.1868,1.6219,2.2274,1.0667,0.7636,1.712,1.1077,0.8732,0.7151,1.4645,0.559,0.6514,0.6241,0.8103,1.3157,0.8396,1.284,0.3114,Control
B02,0.7688,1.9282,1.564,2.4844,1.108,1.293,1.0682,1.7891,1.2302,1.1897,0.9424,1.2675,1.2854,1.2738,1.0896,0.4576,1.1604,0.8319,2.6023,0.83,0.8035,0.6361,1.0471,1.8514,2.3486,0.6642,1.3278,1.8491,1.0423,0.3799,1.3093,1.4475,0.9847,1.603,0.5494,0.363,0.4518,1.1965,1.7962,1.3069,0.3724,1.5495,2.3355,1.2664,0.8265,1.9033,1.4914,0.8907,1.2249,1.9031,0.4993,0.7055,0.9866,0.7801,1.46,1.1069,1.322,0.5378,Control
B03,0.7735,1.9,1.4246,2.2587,1.1294,1.0765,1.0269,1.7423,1.0638,1.1031,0.9654,1.1977,1.0429,1.1478,0.9568,0.5217,1.0038,0.7717,2.3838,0.7996,0.8214,0.541,1.0593,1.4485,1.8944,0.6455,1.259,1.7637,0.9959,0.2555,1.2657,1.4706,0.9937,1.5986,0.6557,0.3574,0.404,1.2546,1.6753,1.259,0.3047,1.5184,2.3868,1.1165,0.7571,1.851,1.3276,0.8938,1.0112,1.5793,0.547,0.6848,0.8462,0.7102,1.4361,0.9659,1.394,0.4864,BRCACancer
B04,0.6641,1.3187,1.2159,1.6349,0.7592,0.7522,1.1591,1.2859,0.7583,0.7532,0.8164,1.1183,0.6917,0.5701,0.6659,0.5,0.7298,0.5299,1.6032,0.362,0.9213,0.5802,0.9307,0.7854,1.3361,0.43,0.8662,1.3156,1.1198,0.4053,1.1022,1.227,0.6876,1.6401,1.0929,0.5545,0.4074,1.0742,1.2071,0.9934,0.3526,1.4335,2.1299,0.7512,0.5645,1.5588,1.1193,0.8647,0.7446,1.5167,0.807,0.5822,0.5982,0.532,1.4746,0.8837,1.7222,0.3902,BRCACancer
B05,0.4998,1.5183,1.2429,2.0268,0.9316,1.174,0.8754,1.6402,0.867,0.9331,0.9919,0.9368,1.0003,0.9015,0.8073,0.4308,0.8987,0.7146,2.0038,0.552,0.734,0.6688,0.8191,1.5464,1.5411,0.6264,1.1755,1.4834,0.8082,0.2799,1.0066,1.1738,0.9233,1.3444,0.5382,0.2937,0.4039,1.0145,1.6096,1.3985,0.2699,1.1841,1.9932,1.0492,0.7511,1.5265,1.0649,0.6826,1.1769,1.5913,0.4993,0.5016,0.9427,0.6192,1.1345,0.828,1.3946,0.4743,BRCACancer
B06,0.5394,1.5241,0.9935,1.9138,0.8557,0.5738,0.9137,1.0762,0.7356,0.6284,0.8053,0.9391,0.6287,0.824,0.6545,0.3787,0.3225,0.4161,1.6827,0.4319,0.6805,0.3067,0.6862,0.8128,1.3414,0.4238,0.7555,1.1662,0.787,-0.0263,0.938,0.9982,0.513,1.2295,0.4945,0.2757,0.3035,0.7681,1.1673,0.8828,0.0837,1.1494,1.9638,0.6808,0.5844,1.4275,0.725,0.607,0.4185,1.3222,0.4693,0.4211,0.4525,0.7975,1.043,0.5578,1.0385,0.2791,BRCACancer
B07,0.7537,1.9091,1.535,2.4025,1.2451,1.1264,1.1449,1.7103,1.1877,1.0653,1.0502,1.2676,1.1842,0.9573,1.0368,0.4861,0.9373,0.6541,2.2859,0.7544,0.9204,0.5137,1.0189,1.6147,2.2397,0.7379,1.2482,1.6522,1.1581,0.4158,1.3547,1.5087,0.8597,1.6896,0.6372,0.4621,0.5029,1.2993,1.5772,1.2138,0.3315,1.4869,2.3083,1.0215,0.8625,1.8167,1.328,1.0218,1.1975,1.9304,0.6638,0.707,0.9474,1.0373,1.6092,1.099,1.587,0.6179,BRCACancer
B08,0.6307,1.5749,1.1041,2.4724,0.9824,0.9998,1.0391,1.8224,0.9673,1.062,0.7861,1.0822,1.2079,1.0871,0.9131,0.3342,1.0778,0.8807,2.0109,0.4762,0.743,0.6776,0.7968,1.8863,2.0652,0.4582,1.2248,1.3486,0.8636,0.2935,1.245,1.3198,0.8665,1.2884,0.4347,0.3823,0.3574,1.1014,1.5975,1.1363,0.416,0.8307,1.9576,1.2858,0.9738,1.6648,1.4491,0.8441,0.986,1.528,0.3935,0.578,0.8738,0.6677,1.2332,0.8888,1.0913,0.6118,Control
B09,0.6417,1.215,0.8308,1.2629,0.8244,0.5561,1.0422,1.2302,0.6531,0.7593,0.89,0.7386,0.5747,0.5161,0.7702,0.4334,0.5858,0.1995,1.5406,0.4671,0.8573,0.6418,0.6058,0.6779,1.08,0.4534,1.0112,1.2277,0.909,0.404,1.1391,1.3103,0.7215,1.4429,0.8491,0.5321,0.2216,1.0304,1.191,0.9243,0.1691,1.4327,1.9563,0.4073,0.4531,1.383,1.0016,0.8004,0.7431,1.2177,0.5864,0.3803,0.553,0.5919,1.2345,0.6695,1.7033,0.3966,Control
B10,0.5281,1.3151,1.0675,1.7748,0.7079,0.7416,0.8902,1.3595,0.7622,0.6689,0.5647,0.9243,0.721,0.6734,0.6304,0.3205,0.7639,0.5013,1.678,0.2212,0.6885,0.4341,0.6489,1.0376,1.5526,0.392,0.8341,1.1906,0.9278,0.1787,1.0019,0.9418,0.528,1.3489,0.8535,0.3715,0.3498,1.0303,1.1254,0.9254,0.1589,0.9801,2.0855,0.7384,0.6059,1.5659,1.068,0.7337,0.6345,1.456,0.5924,0.4835,0.6718,0.3828,1.4158,0.7582,1.3325,0.3954,Control
B11,0.5525,1.4457,1.1548,2.041,0.9963,1.3807,0.9663,1.6463,0.9422,0.8672,0.7678,1.0391,0.9867,0.7767,0.8679,0.3372,1.0296,0.9436,1.8797,0.3955,0.7893,0.5168,0.7335,1.7366,1.8617,0.4004,1.1809,1.399,0.904,0.208,1.0809,1.1522,0.7228,1.2961,0.6309,0.3587,0.3259,1.0538,1.3598,1.3037,0.2884,0.7444,1.9142,0.9799,0.7992,1.5627,1.0503,0.7459,1.0719,1.644,0.5527,0.4884,1.0629,0.566,1.2459,0.9112,1.1345,0.6321,Control
B12,0.5368,1.0292,0.6572,0.8909,0.394,0.3577,0.757,0.756,0.4638,0.4719,0.6306,0.6395,0.3401,0.0282,0.358,0.2622,0.2875,0.1957,0.9851,0.36,0.589,0.3986,0.4876,0.3356,0.5478,0.2987,0.4999,0.93,0.7182,0.2544,0.7643,0.8777,0.355,1.1888,0.7771,0.3467,0.2231,0.5455,0.7749,0.4588,0.1468,1.1393,1.7457,0.2552,0.2469,1.0086,0.7906,0.5953,0.5114,1.0059,0.5059,0.2906,0.4064,0.5484,0.9429,0.4842,1.3875,0.2457,Control
C01,0.5674,1.4243,1.2001,2.1928,0.8813,0.8302,1.1913,1.8359,1.0343,1.0569,0.7488,1.1206,1.2161,1.1095,0.9443,0.4224,1.1487,0.942,1.8015,0.5663,0.8443,0.3999,0.8143,1.7704,1.7677,0.5206,1.1048,1.4811,0.9138,0.4666,1.4004,1.256,0.8471,1.4428,0.6791,0.4617,0.4626,1.1922,1.4649,1.2808,0.3245,1.0245,1.9741,0.9823,0.709,1.576,1.3657,0.8757,1.2186,1.6325,0.6331,0.5636,0.8378,0.834,1.3607,0.9976,1.2738,0.7743,BRCACancer
C02,0.5468,1.5019,1.2205,2.1436,0.7649,0.8912,1.0022,1.8728,1.0645,0.9912,0.6351,1.1107,1.1337,0.9585,0.7881,0.3131,1.1854,0.7661,2.0165,0.3909,0.6152,0.6141,0.7874,1.9043,2.1314,0.3874,1.0195,1.4608,0.9046,0.3727,1.264,1.1213,0.8496,1.2766,0.4696,0.379,0.4136,1.0138,1.5168,1.1764,0.3139,0.9915,1.9038,0.9165,0.6244,1.61,1.4147,0.7285,1.2063,1.6582,0.4989,0.6025,0.9275,0.5809,1.4466,1.145,1.0068,0.6991,BRCACancer
C03,0.6119,1.6246,1.2597,2.3473,0.8911,0.9009,1.181,1.8688,1.1993,1.1129,0.8112,1.1666,1.3253,1.158,1.0535,0.4669,1.2636,0.9661,2.0854,0.635,0.8242,0.6936,0.8351,1.8839,2.0094,0.5449,1.2016,1.5763,1.0271,0.566,1.4241,1.2289,1.1167,1.471,0.5803,0.4139,0.5274,1.1238,1.6441,1.3953,0.4269,1.2066,2.1384,1.0224,0.7558,1.6437,1.5407,0.9321,1.5499,1.8444,0.6197,0.6069,1.0556,1.012,1.4723,1.1393,1.3643,0.8622,BRCACancer
C04,0.3917,0.9112,0.5558,1.838,0.4418,0.4868,0.7683,1.5098,0.6011,0.716,0.5695,0.6769,0.82,0.7199,0.5516,0.2811,0.8919,0.5465,1.4463,0.2132,0.511,0.5745,0.4008,1.5195,1.1275,0.3726,0.8602,0.9835,0.5897,0.2024,0.9048,0.728,0.5871,0.8279,0.2982,0.2653,0.2327,0.526,1.3757,0.9195,0.1941,0.6778,1.3453,0.756,0.3513,1.0877,1.0971,0.5666,0.8746,0.9806,0.229,0.3417,0.7455,0.3213,0.8584,0.6717,0.723,0.4523,Control
C05,0.357,1.0319,0.8116,1.9369,0.4137,0.5526,0.7498,1.4885,0.7556,0.7781,0.4434,0.8302,0.7519,0.8229,0.4991,0.2295,0.8815,0.5147,1.5419,0.2468,0.4663,0.629,0.5655,1.5928,1.2544,0.2863,0.8311,0.9625,0.6298,0.1271,0.8526,0.8058,0.4906,0.956,0.2458,0.2667,0.2022,0.5554,1.3306,0.8346,0.2049,0.65,1.4874,0.7498,0.3863,1.34,1.1161,0.5269,0.951,1.2075,0.2878,0.3533,0.7834,0.236,0.8789,0.8655,0.6772,0.4551,BRCACancer
C06,0.1522,0.5197,0.2504,0.5606,0.1853,-0.0303,0.2236,0.588,0.1709,0.2161,0.0506,0.2588,0.266,0.3917,0.3919,0.0678,0.4225,0.0205,0.439,0.3014,0.3197,0.6,0.1562,0.3073,0.3718,0.3064,0.4336,0.3603,0.14,0.1038,0.3285,0.3164,0.2845,0.3203,0.1294,0.0135,0.2803,0.1962,0.466,0.6778,0.0759,0.3497,0.5687,0.0963,0.1378,0.4348,0.4764,0.152,0.3958,0.5111,-0.0398,0.0655,0.2973,0.0313,0.2133,0.2996,0.4286,0.2776,Control
C07,0.3663,1.1589,0.8446,1.9947,0.4446,0.6296,0.7957,1.6084,0.8851,0.8624,0.4285,0.8382,1.0552,0.6389,0.5647,0.2034,1.0206,0.5841,1.7587,0.277,0.5516,0.3876,0.519,1.5491,1.7338,0.3129,0.8113,1.2166,0.6958,0.2294,1.0242,0.8724,0.5455,1.0765,0.3844,0.3145,0.3094,0.8228,1.2489,1.0951,0.2253,0.6926,1.683,0.8979,0.4556,1.499,1.1855,0.603,0.9101,1.3807,0.3893,0.457,0.7495,0.308,1.0505,0.8947,0.8935,0.469,Control
C08,0.5588,1.2544,1.0479,2.1565,0.6982,0.8336,0.9843,1.808,0.9691,0.9618,0.609,1.0026,1.1349,0.9924,0.7977,0.3018,1.1842,0.8123,1.7796,0.4157,0.6141,0.6977,0.6745,1.7133,1.8019,0.3597,0.9794,1.2524,0.8246,0.3081,1.2488,0.9924,0.7534,1.1266,0.4246,0.3837,0.3686,1.0669,1.3479,1.1881,0.2391,0.7653,1.7804,1.1274,0.664,1.5117,1.3626,0.8054,1.1873,1.4691,0.4804,0.5145,0.9568,0.6286,1.187,1.0528,0.9842,0.5896,Control
C09,0.4453,1.2272,0.9754,1.9317,0.5056,0.7099,0.7962,1.5031,0.9271,0.8339,0.428,0.9346,0.9965,0.7764,0.6673,0.2856,0.9408,0.6533,1.8082,0.3308,0.5615,0.4294,0.5995,1.4488,1.6909,0.3746,0.9007,1.2907,0.744,0.2821,1.0489,0.8696,0.5662,1.1245,0.3059,0.2831,0.4103,0.8096,1.2569,1.1587,0.2609,0.7247,1.7876,0.9607,0.4548,1.4458,1.2673,0.5486,0.9648,1.7759,0.3446,0.4549,0.8559,0.3838,1.1035,0.9487,0.8273,0.565,Control
C10,0.3672,1.2754,1.0397,1.8874,0.4154,0.8501,0.7476,1.5351,0.9481,0.8847,0.3778,1.01,1.0098,0.8203,0.5818,0.2026,0.9894,0.7217,1.9497,0.283,0.5137,0.5781,0.6891,1.7349,1.926,0.3105,0.9047,1.3341,0.8123,0.2227,0.9936,0.746,0.5914,1.1459,0.3537,0.2392,0.304,0.7441,1.2486,0.916,0.203,0.7637,1.789,0.7918,0.4175,1.5109,1.1633,0.5083,1.0379,1.5925,0.4546,0.4998,0.851,0.3807,1.2243,1.0611,0.6593,0.5592,BRCACancer
C11,0.6183,1.3713,1.0588,2.2145,0.8249,0.7665,1.0903,1.8876,0.9673,1.0716,0.6515,0.9152,1.1472,0.9561,0.9448,0.3309,1.2267,0.7119,1.7624,0.5282,0.6197,0.4639,0.7079,1.6515,1.8357,0.4026,1.1563,1.2906,0.789,0.4134,1.3204,1.0175,0.884,1.1241,0.3967,0.3721,0.3928,1.158,1.3804,1.1391,0.2964,0.8501,1.7399,1.0034,0.6664,1.3868,1.3826,0.7982,1.2301,1.4818,0.3975,0.4869,0.99,0.6203,1.1695,1.0379,1.1046,0.6494,Control
C12,0.3789,0.7981,0.5639,1.7985,0.3224,0.365,0.7322,1.2271,0.7053,0.7933,0.4055,0.5137,0.8065,0.6622,0.4819,0.1582,0.8112,0.404,1.4532,0.2171,0.3129,0.4201,0.3953,1.274,1.0741,0.1231,0.7835,0.9491,0.4597,0.2014,0.7022,0.6466,0.4968,0.7411,0.2972,0.1737,0.2307,0.5025,1.0832,0.8489,0.196,0.6225,1.1849,0.7561,0.4543,1.0128,1.0396,0.4556,0.7587,1.0195,0.1748,0.323,0.7979,0.2657,0.6851,0.713,0.6061,0.541,BRCACancer
D01,0.7321,1.3166,0.8846,1.5869,0.7485,0.4678,1.236,1.1258,0.6097,0.7525,0.8203,0.8615,0.6491,0.7065,0.7715,0.3961,0.6617,0.4276,1.5273,0.564,0.9203,0.354,0.6191,0.7482,1.2042,0.2997,0.8233,1.2389,0.9925,0.4032,1.1237,1.195,0.7984,1.3405,0.8331,0.5798,0.4567,0.939,1.1191,0.8964,0.2069,1.3742,1.8935,0.5411,0.4853,1.243,0.9702,0.9365,0.8018,1.1838,0.5876,0.4394,0.6444,0.7783,1.1751,0.7234,1.6313,0.545,BRCACancer
D02,0.441,1.2775,0.8064,1.9523,0.5492,0.5932,0.9297,1.5947,0.8155,0.9514,0.4755,0.8009,0.8571,0.7051,0.737,0.2347,1.0186,0.4634,1.6499,0.3949,0.5902,0.4723,0.5646,1.5595,1.7195,0.3608,0.8807,1.1663,0.7271,0.2755,1.1028,0.8534,0.6815,1.0486,0.3551,0.3121,0.3432,0.8374,1.371,1.0273,0.2486,0.7472,1.6802,0.904,0.544,1.2742,1.2707,0.6717,0.9278,1.4636,0.3372,0.4445,0.8926,0.2583,1.0821,0.9521,0.8248,0.542,BRCACancer
D03,0.4162,1.0647,0.7055,1.9182,0.4456,0.4991,0.8516,1.5614,0.9293,0.8503,0.5501,0.7898,0.8505,0.6855,0.6321,0.2281,0.9251,0.5067,1.6516,0.2668,0.5591,0.4277,0.4829,1.3732,1.7557,0.2691,0.7942,1.1162,0.6342,0.255,1.0025,0.8916,0.4602,1.0324,0.3207,0.2338,0.2793,0.7348,1.2065,0.8666,0.1549,0.6695,1.6781,0.8373,0.3872,1.2776,1.138,0.5686,0.9148,1.3195,0.3055,0.379,0.7579,0.3391,1.0259,0.8197,0.8613,0.5639,BRCACancer
D04,0.5178,1.2336,0.8854,1.9384,0.6126,0.686,0.9665,1.735,0.8796,0.9411,0.5134,0.8831,0.9945,1.071,0.8108,0.2212,1.047,0.6549,1.6633,0.2978,0.5762,0.3465,0.58,1.4537,1.7636,0.3099,1.0568,1.2916,0.7355,0.2824,1.1927,1.0416,0.8094,1.1332,0.4132,0.3231,0.3813,0.9657,1.2846,0.9891,0.201,0.791,1.7915,0.8678,0.6316,1.4074,1.1751,0.6645,0.9892,1.359,0.3435,0.4053,0.8699,0.5014,1.1147,0.9948,0.8696,0.5544,BRCACancer
D05,0.4423,1.2624,1.0626,2.2604,0.617,0.8115,0.8536,1.766,0.9464,0.8891,0.4481,0.9598,0.9918,0.98,0.7197,0.2559,1.0733,0.5684,1.7908,0.3273,0.6044,0.391,0.6791,1.4843,2.1413,0.3437,1.0661,1.3239,0.7766,0.2924,1.1654,0.9626,0.7607,1.1326,0.4322,0.2612,0.3742,0.8028,1.3544,0.9075,0.1619,0.8722,1.9316,0.874,0.5117,1.5587,1.2305,0.5965,1.012,1.4172,0.3647,0.4574,0.8607,0.3875,1.3372,0.9797,0.8087,0.6351,BRCACancer
D06,0.6296,1.3998,1.1321,2.1225,0.8077,0.7909,1.0586,1.8348,1.0677,1.0521,0.6569,1.0028,1.162,0.9711,0.923,0.3043,1.2408,0.8048,1.8637,0.4785,0.6974,0.393,0.7674,1.5829,1.8378,0.4488,1.0971,1.3734,0.8361,0.3825,1.3171,1.1382,1.0249,1.2359,0.4637,0.3641,0.4331,1.1042,1.4536,1.2559,0.2982,0.9093,1.8982,1.1087,0.6831,1.5434,1.3741,0.8862,1.0988,1.4514,0.4676,0.5437,0.9188,0.525,1.3472,1.1447,1.0929,0.6987,BRCACancer
D07,0.534,1.3387,0.9673,2.0749,0.6719,0.6826,0.9161,1.8693,1.0382,0.986,0.6099,0.9064,1.1233,1.0032,0.8534,0.3111,1.2181,0.6501,1.7264,0.4239,0.58,0.2878,0.7101,1.6047,1.9647,0.3222,1.0057,1.404,0.7683,0.4069,1.2465,1.0384,0.9459,1.1451,0.3692,0.3391,0.3174,0.9266,1.4312,1.1049,0.1961,0.7625,1.8117,0.9936,0.6353,1.5137,1.3801,0.7061,1.0666,1.3553,0.369,0.5008,0.844,0.5275,1.3441,1.0423,1.0658,0.7397,Control
