@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10603 numeric
@attribute 10782 numeric
@attribute 10818 numeric
@attribute 10971 numeric
@attribute 11108 numeric
@attribute 11213 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1432 numeric
@attribute 1445 numeric
@attribute 163688 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2309 numeric
@attribute 23533 numeric
@attribute 25 numeric
@attribute 2549 numeric
@attribute 25759 numeric
@attribute 25970 numeric
@attribute 27018 numeric
@attribute 27330 numeric
@attribute 2885 numeric
@attribute 2889 numeric
@attribute 2932 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 356 numeric
@attribute 3654 numeric
@attribute 3656 numeric
@attribute 3667 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 396 numeric
@attribute 397 numeric
@attribute 399694 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4217 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 4893 numeric
@attribute 4908 numeric
@attribute 4909 numeric
@attribute 4914 numeric
@attribute 4915 numeric
@attribute 4916 numeric
@attribute 51135 numeric
@attribute 5163 numeric
@attribute 51806 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 53358 numeric
@attribute 5336 numeric
@attribute 5580 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 5609 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 572 numeric
@attribute 57498 numeric
@attribute 5781 numeric
@attribute 581 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 5906 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 627 numeric
@attribute 6272 numeric
@attribute 6300 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 7157 numeric
@attribute 7161 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8471 numeric
@attribute 8503 numeric
@attribute 8660 numeric
@attribute 8767 numeric
@attribute 8986 numeric
@attribute 9252 numeric
@attribute 9261 numeric
@attribute 9500 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.1567929592,0.3619762869,0.0817256414,0.7865546597,0.5817669804,0.1084526867,1.4674782144,1.4300138996,0.4174692793,2.4266945176,-0.1286174089,2.3584245311,0.3070585448,0.5030322363,-0.0131690648,2.0763668117,-0.0440006720,-0.1456060512,0.0332117641,2.7135715186,0.1040893929,1.6104626348,0.5110933848,0.8950817100,0.8212452234,0.2679063242,-0.0072285445,1.3582962865,0.1045658121,0.4233776481,1.7024177213,0.1314761901,2.3560742060,1.1453010898,0.4622597255,0.0600588270,0.4242359363,0.8545833008,0.0368593611,0.0372776528,0.8098630121,0.4748031217,0.2867321043,0.3680018091,0.1657428197,0.8848718814,0.6373855354,-0.1885785504,-0.1747343264,-0.0583014611,-0.0377138267,0.0010604149,0.7135185198,-0.0724848310,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.8370002049,0.1584505707,0.1043059106,-0.2977016700,0.3768321643,1.1201675758,0.9189615026,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,0.1390805759,0.1767611318,0.2973419841,0.2626772636,0.4059866449,0.3923970497,0.0151402603,0.2761137816,0.7895966098,3.2701125443,0.3860900013,0.2993447634,-0.0618729870,1.2157194917,0.1011311368,0.5924470919,0.1526270688,0.2967859215,0.3401427146,0.6241121968,2.2882412161,-0.0234144181,0.2904654710,0.1777965052,0.9853307140,-0.1418566337,2.8529286943,1.6931597393,3.8656186462,0.2917555586,1.3564936234,0.8265591783,2.7038153726,-0.1556674652,-0.1211625478,-0.0715993912,-0.0731259508,0.5784964499,-0.0098517653,-0.1262477172,-0.0795126762,2.0734447259,0.6162338108,0.9277214845,-0.1291773281,0.7480650073,1.3967778361,0.2411862325,BRCA
GSM481003,0.3007907103,-0.0469090801,0.2698072506,0.0716505946,0.7743058192,0.5336733194,0.0045182362,1.3612618425,1.3261353774,0.3061586227,2.9481822583,-0.0698493385,2.5114432043,0.3973698837,0.2910148512,-0.0067144994,2.0323438495,-0.0126969719,0.3687587061,0.1133904081,2.7780131400,-0.0394911056,1.7524189089,0.6522905727,0.9718543944,0.9474795161,0.4162924297,-0.1151960538,1.6018303342,0.7297925861,0.6166785513,2.4163282448,0.0738842817,2.2548772812,1.4418869596,0.9470082469,0.0609809078,0.4940745450,0.6505574387,0.0367393828,0.0608519517,1.4016762564,0.6189834172,0.7304989806,0.2977324581,0.2308445466,0.9542065300,0.5974138729,-0.1307086831,-0.1846113332,-0.0939837199,-0.0763375448,-0.0124293140,0.5864300536,-0.0365504050,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.9900261754,0.1618364114,0.1816668325,0.0215140560,0.4223379152,1.1333078442,1.4357728958,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,0.1453346393,0.1461245387,0.2656726797,0.1710262043,0.5494550661,0.8256779464,-0.0361420061,0.0626567465,1.1044230957,3.4451596026,0.2815908568,0.1105344640,-0.0646676839,1.5458108518,0.4883067481,0.2958588585,0.0602988192,0.2738992716,0.6036608475,0.6049226272,2.4272642752,-0.0553885548,0.0839562974,0.0848102706,0.9925875762,-0.1054004595,2.9574292897,1.7584719257,4.0474146009,0.1337018074,1.1557139689,0.7173366560,2.6004273182,-0.0292245170,-0.1142712507,-0.0022023061,0.0580019309,0.4392622436,0.0177999127,-0.0767019281,0.1190332978,1.8359449339,0.7397027474,1.2675297373,-0.0556066314,0.8363371597,1.3731920155,0.1941480732,BRCA
GSM481004,0.4733082638,0.0043193768,0.3915312100,0.0263763340,0.8520144969,0.7152468323,0.2770941833,1.1921263276,1.5316830208,0.4136280409,2.7074588272,-0.2321383340,2.2194539971,0.4676012300,0.4274154341,-0.0146582856,2.0528732984,-0.0706596330,0.3231435837,0.1343831213,2.6490807384,0.1060783296,1.7306030480,0.6040793620,1.3618418052,0.8814408686,0.4565757285,-0.0492128852,1.6827038777,0.8647014069,0.7089324468,1.9569436598,0.0657351969,2.2044553339,0.7845555319,0.4108253932,0.0458456214,0.2035975778,0.8055037210,0.1053847389,0.1890115326,1.3433312625,0.5926850402,0.6537542979,0.4250780939,0.1176411078,0.9630198516,1.0268953772,-0.1278915049,-0.2144304077,-0.0877910933,-0.0557506886,-0.0288742959,0.9088047795,-0.1118533504,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,1.0766678804,0.3960925107,0.0046874581,0.0147397074,0.5495924441,1.3982536542,1.3901392981,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,0.0639251527,0.2309210410,0.1269719892,0.1590112297,0.5722425930,0.5918967704,0.0069866478,0.0687684595,0.4883667428,3.1503309594,0.4157156661,0.2161254814,-0.0883470983,1.4715695732,0.2034561099,0.5405640510,0.1951900609,0.5401075674,0.4400055073,0.4966396672,2.7043259995,-0.0500999228,0.1372055122,0.1890694758,0.8802483742,-0.1264804162,2.9679501614,1.5714392263,3.8717345596,0.1884460379,1.0442493542,0.7713027104,2.5539644831,-0.0862486411,-0.0588113764,-0.0441430938,-0.0617234432,0.5186807821,0.0930184553,-0.1155581619,0.1043470586,2.0852232943,1.0226274510,1.0640439029,-0.0894033644,0.8170020746,1.3104291571,0.2163254187,BRCA
GSM481005,0.7983672971,-0.0322482224,0.4181072467,0.1587998021,0.7630644210,0.5429968314,-0.0043277247,1.6299835334,1.3877731034,0.3984561536,2.5740633573,-0.2486192649,2.3890128664,0.4302809539,0.6347819451,0.0304015636,2.0808352083,0.0667266736,0.2984071820,0.1165660915,2.6375827939,0.1450708613,1.6458761891,0.5033044362,0.9572651076,0.8521304950,0.3903404364,-0.0388775236,1.3759988721,0.3704746398,0.5900625983,1.9105042447,0.1621117626,2.3612720490,1.2518462484,0.4076916931,-0.0029305460,0.5196754609,0.8208012120,-0.0674943316,0.0661443981,0.7793831442,0.5579776450,0.4032124299,0.8258913127,0.3413315056,0.8978069759,1.3359694416,-0.1408378907,-0.1696848749,0.0128296957,-0.0539012057,0.3720061620,0.9888136863,-0.0858997872,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.8211322722,0.3167094880,-0.0240801696,-0.1249405209,0.4403047296,1.3712493853,1.2902179673,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,0.0764267961,0.1471273270,0.2336956347,0.3476366963,0.5030498349,0.5596565347,0.0508338128,0.2919591999,1.0273913688,3.0240586301,0.3888399490,0.0446880130,-0.0833753531,1.2129281088,0.1795327044,0.6260850528,0.2324255008,0.7145846111,0.7892128590,0.4447447957,2.3308550971,0.0180744121,0.2881692323,0.1629802437,0.9015575944,-0.1242654657,2.7884811720,1.8658410707,3.7979441584,0.2495623258,1.5244798356,0.8702989420,2.5885585249,-0.0754524312,-0.0529422042,-0.0436124759,-0.0344820515,0.6463682539,0.0669458035,-0.1419588638,0.0457376592,1.7138396081,0.5842907192,0.8417365258,-0.0661275457,0.6886006258,1.3028031922,0.1866518880,BRCA
GSM481006,0.6102282105,0.0092714647,0.1813092572,0.0596700721,0.7936705512,0.5021594193,0.0205837997,1.5784780925,1.5903257717,0.3921763096,2.6257786286,-0.1689911806,2.7993582883,0.4174783649,0.3479478771,0.0247047886,2.3677308262,0.0249074433,0.6224567819,0.1139280669,2.6618324965,0.0911347330,1.6704388113,0.7640161766,1.0202108809,0.8876503406,0.2354427614,-0.0263599712,1.4395066746,0.7858111441,0.8372901850,1.8248747664,0.1676137317,2.5397693236,1.4007645882,0.5611030732,0.1210638009,0.4536705289,0.7006376403,0.0920476306,0.1223146532,1.0869957842,0.5536829033,0.3889670319,0.2627044822,-0.0104646519,0.6079864987,0.9738504259,-0.1004076136,-0.1832060911,-0.0776740484,-0.0657485099,-0.0003746613,0.8314093148,-0.0696378198,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.9354205676,0.1586954411,0.0274722780,-0.0314743914,0.3909603753,0.9865753614,1.0867871360,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,0.1169393467,0.2460774540,0.3444300745,0.3838538600,0.5234791567,0.4886666650,0.1736169039,0.3084470431,0.8656490569,3.3005572359,0.3354175018,0.2859294764,-0.0787858003,1.3122026393,0.4654468534,0.8888126867,0.1809252382,0.4032868622,0.5444038330,0.5143065399,2.3295555881,0.0128678733,0.2175775908,0.2528915434,1.3752852871,-0.1623826850,2.8086695909,1.9682866730,3.9613553881,0.2052513845,1.3858446989,0.8328808705,2.7229726611,-0.0663055833,-0.1196137335,-0.0572130085,-0.0572261756,0.6276549524,0.0269040916,-0.0884953162,0.1659671659,2.2371679245,0.7860515617,1.1330657264,-0.0732185496,0.9046174878,1.2909523086,0.1984657517,BRCA
GSM481007,0.3836162349,-0.0528795996,0.0732081922,0.1198731392,0.7367034326,0.5656488665,0.0385970574,0.9207133585,1.2839676474,0.2309822093,2.9017767838,-0.2028048244,2.4604020782,0.2757121727,0.2384463277,0.0693962222,1.7807312609,0.0453880563,1.1539923084,0.1949545284,2.8652681111,-0.0385187764,1.7786090209,0.6084494673,0.5586554259,1.1560421735,0.2572633833,0.0419518193,1.4693711392,1.1094023064,0.7127858588,2.0019709589,0.1433539864,1.9990592401,1.1660413659,0.2387859241,0.0987798262,0.3479610627,0.7297126970,0.1340240605,0.0016019143,1.3999506757,0.8652860147,0.9225694127,0.1905497794,0.1564722206,0.8448888773,0.5210940178,-0.1776860999,-0.1365150868,0.0443343768,-0.0397379931,-0.0786241875,0.3538705459,-0.0462129366,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,1.0210435065,0.1051575886,0.1631172095,-0.0982368374,0.2606000659,1.0516917631,0.7857901753,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,0.1837086821,0.2528598661,0.3625428115,0.1124916842,0.5846136941,0.9255183645,0.0242016180,0.0113657976,0.9085509542,3.0947886640,0.2957258879,0.0668356439,-0.0395099294,1.4910032429,0.5399327676,0.5904063099,0.1111655720,0.2708614529,0.5553181495,0.5193731897,2.3985712954,-0.0621160632,0.2030390211,0.2699643974,1.2977375326,-0.0792220943,2.4307935001,1.4423759383,4.0315499009,0.1259042048,0.8527704083,0.7908645495,2.4574012124,-0.0312364085,-0.0277541616,-0.0056203018,-0.0304605411,0.5291107847,0.0170823853,-0.0330519866,0.0523188741,2.4773025594,0.4491444476,1.0924553125,-0.0682485959,0.9244518569,1.2529322182,0.2322261396,BRCA
GSM481008,0.5217626055,-0.0088961090,0.4423096720,0.1392973854,1.0428309324,0.5458745112,0.2055967519,1.0476466187,1.1402049069,0.3457279783,3.3749025796,-0.1190311949,2.1300801171,0.4476290999,0.4081129372,-0.0033952392,1.9073203204,0.0036240915,-0.0374337450,0.1883649995,2.3643715717,0.1355752863,1.6622805248,0.4023386530,1.0892350491,1.2938889639,0.3088421996,-0.0779219265,1.2875107631,0.9977699332,1.0194556943,2.1130765477,0.1743810166,1.7342027903,1.0340836306,0.2336067353,0.2995089881,0.3505251462,0.6563308535,0.3502357583,0.2086261566,1.2762110606,0.7326664201,0.6263578545,0.0193564333,0.2377138864,0.9191996994,0.3947401488,-0.2093248840,-0.1285786398,-0.0806073920,-0.0542568856,0.0643475656,0.7586754806,-0.1202880517,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.8990125299,0.2534119720,-0.0617019828,-0.0061865102,0.4047704326,1.0726860836,1.6272599519,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,0.1199409844,0.2083033400,0.1903686590,0.0936546897,0.3184334290,1.0612640086,-0.0542590595,0.2813343574,0.9423102802,3.2627433132,0.3589827556,0.2171431813,-0.0483734958,1.3571830794,0.4682674665,0.2612752523,0.2616817639,0.2502030676,0.1106775825,0.5585720231,2.4446920753,0.0012555714,0.1490175020,0.1605632000,0.9878225434,-0.1285337275,2.7709575175,1.6221107643,3.8004447818,0.1918546055,0.9964291379,0.7930964681,2.4189842773,-0.0432700947,0.2864549936,-0.0415118158,-0.0830571034,0.1656969287,0.0952502571,-0.0995936224,0.0282589524,0.9513051909,1.4473513996,1.4063630775,-0.0117172239,0.6951015564,1.1235594532,0.1960819449,Control
GSM481009,0.5489170128,-0.0667486741,0.1626449324,0.1215698393,0.7662482409,0.3348389888,0.0599662385,1.4302532645,1.3990336556,0.2764711754,2.5855629524,-0.3763604151,1.7882246540,0.1436777954,0.2350725353,-0.0460119554,1.8072166741,-0.0314803283,-0.2635303903,-0.2013785763,2.6297172010,0.1608502608,1.3427748691,0.2919592977,0.4939206066,0.5253295350,0.1725846681,-0.1702981595,1.0581297616,0.1039347460,0.4139739338,1.1429168019,0.1793832846,2.2850365361,0.5232538580,0.4913277809,-0.0263681967,0.3211863863,0.5504313800,-0.0540037800,0.0623427681,0.6739098801,0.3036365448,0.2731661908,-0.1264328993,0.0778947607,0.7767756040,0.5618281688,-0.1816449826,-0.3624040733,-0.0753980403,-0.0524278203,0.0831366837,0.5242540283,-0.1908497260,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,0.4572595951,0.0973739212,0.0492418256,-0.3899831788,0.2795271149,0.7096309500,0.5833375380,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,-0.0310865428,0.0564581756,0.0094476892,0.2451832610,0.1466277583,-0.0767497015,-0.0470816763,0.0240920140,0.5673530965,3.2104844170,0.2270372226,0.1710524842,-0.1458780054,0.9630623995,0.1445371820,0.4793521173,0.1553505233,0.1341839424,0.1792513640,0.2179962545,2.4154436141,-0.0048567386,0.0807280921,-0.0320870272,0.9829903326,-0.2542286972,2.7177316307,1.4549757240,4.4239466190,0.0990213254,1.0664309090,0.7962288941,2.6979478374,-0.1461619418,-0.0818952853,-0.1110477333,-0.0924537415,0.4795865551,-0.0723620999,-0.1899990862,0.0289410084,1.9888664977,0.4072276253,0.4763237491,-0.0252252206,0.5122263665,1.2850903238,0.2414110834,Control
GSM481010,0.6249280034,0.0022673361,0.3379974961,0.2266050119,0.8871308893,0.5949341214,0.1484746940,1.5761229206,1.4868810578,0.3582406002,2.5666434356,-0.1971198924,2.1086231072,0.3798376370,0.7196304901,0.0036142197,2.1198156030,0.0407826927,0.3951061078,0.0773794153,2.8362358212,0.2071903047,1.7509254467,0.4013018645,0.9262991083,0.9039840400,0.3174347172,-0.0221168976,1.3806106646,0.4831022171,0.5420321556,2.0214559557,0.1744263203,2.1533832948,1.2173758137,0.4292223471,-0.0524235679,0.6825766645,0.5144760395,0.2321009186,0.1809599443,1.1876550054,0.5544574002,0.2922964417,0.5218429157,-0.0103285441,1.2621549368,1.0540857712,-0.0538710801,-0.1443649510,0.0203313752,-0.0765240814,0.1684411286,1.0945546926,0.0077531713,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.7915824455,0.1761760920,-0.0599373686,0.0060768109,0.5158594621,1.1154199801,1.2934316381,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,0.1620686616,0.2691821698,0.1599105977,0.3610900180,0.4480392276,0.7550900512,0.0822700451,0.3278113926,0.8686887410,3.1837559010,0.3965836786,0.3209661450,-0.0879259115,1.2152642781,0.2815044061,0.3356299657,0.2383755020,0.8092585748,0.5395232549,0.4516097499,2.2814118394,0.0688335455,0.2435579410,0.2509317977,0.7534921082,-0.0639650809,2.9788210231,2.2083760897,3.6246731579,0.2326778048,1.4629609655,0.8582563715,2.5320026251,-0.0911880921,0.0214444121,-0.0057435957,-0.0126254933,0.7562955471,0.0440597638,-0.1035500386,0.2118905579,1.8940424562,1.1813988317,1.0091667195,-0.0681560890,0.6229085607,1.2455958880,0.2052486207,Control
GSM481011,0.3773361022,-0.0754617409,0.2154381537,0.0965183850,0.8282796306,0.3463662363,0.0572590084,1.1232241080,1.1672118224,0.1895736574,2.9154372248,-0.1730886077,2.7272794777,0.4895673924,0.3613063704,0.0986143788,2.0290059297,-0.0182466034,0.1114175908,0.3263716262,2.9163712857,0.0023020533,1.9492786230,0.4960183216,0.8232649406,1.1300241724,0.2600992171,-0.0394266611,1.4644612165,0.2747519518,0.5721479334,1.9929131126,0.1905613793,2.2447497329,1.3237589057,0.7323982264,-0.0295763075,0.1779143085,0.9451415900,0.1257654843,0.0443784665,1.0963865406,0.6543434733,0.4712371399,0.7672940524,0.2105630327,0.7011700384,1.0126553502,-0.1548702796,-0.2897583519,-0.1024354346,-0.0314066030,0.0234519974,0.5093558666,-0.0055239440,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.8280705125,0.1995841336,0.0042137171,-0.0719123300,0.3978262835,1.5733309313,1.2464563616,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,0.2404869166,0.1078412236,0.2778184532,0.0722549435,0.6786941268,0.8490704160,-0.0124182582,0.0029051673,0.8156974314,3.1741475263,0.2711141126,0.0518733455,-0.0457399186,1.4994342731,0.2143740578,0.4277374177,0.1608414260,0.3927163211,0.3193944386,0.6355269162,2.8155515152,-0.0475626586,0.0857347009,0.2114646371,0.9952894231,-0.0921708685,2.4501155933,1.2901282707,3.8800995947,0.2838056297,1.0243768138,0.8445791476,2.9243183808,-0.0738799619,0.0216441399,-0.0260395241,-0.0681232988,0.5062603640,0.0608758262,-0.1210616646,-0.0562693753,1.9250442030,0.4136765280,1.3923865332,-0.1015601751,0.8988482499,1.4501816884,0.2254770854,Control
