@relation data

@attribute id string
@attribute 10000 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2197 numeric
@attribute 2255 numeric
@attribute 2308 numeric
@attribute 2494 numeric
@attribute 2645 numeric
@attribute 3170 numeric
@attribute 3171 numeric
@attribute 3172 numeric
@attribute 3174 numeric
@attribute 3175 numeric
@attribute 3280 numeric
@attribute 3375 numeric
@attribute 3516 numeric
@attribute 3642 numeric
@attribute 3651 numeric
@attribute 390874 numeric
@attribute 4736 numeric
@attribute 4760 numeric
@attribute 4821 numeric
@attribute 4825 numeric
@attribute 4851 numeric
@attribute 50674 numeric
@attribute 5078 numeric
@attribute 5080 numeric
@attribute 5313 numeric
@attribute 6123 numeric
@attribute 6124 numeric
@attribute 6129 numeric
@attribute 6134 numeric
@attribute 6135 numeric
@attribute 6137 numeric
@attribute 6138 numeric
@attribute 6141 numeric
@attribute 6146 numeric
@attribute 6157 numeric
@attribute 6158 numeric
@attribute 6160 numeric
@attribute 6165 numeric
@attribute 6168 numeric
@attribute 6192 numeric
@attribute 6194 numeric
@attribute 6208 numeric
@attribute 6210 numeric
@attribute 6217 numeric
@attribute 6223 numeric
@attribute 6227 numeric
@attribute 6228 numeric
@attribute 6229 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6514 numeric
@attribute 6927 numeric
@attribute 6928 numeric
@attribute 9349 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.9397812022,0.1866127024,3.6517576377,-0.2161553796,0.2803029246,-0.1227291285,-0.1242674589,-0.1297070174,-0.1000126224,-0.0285240768,-0.1002243435,0.0388934266,1.3777658435,-0.1147158259,0.4553688230,-0.0601777253,-0.2362076950,-0.0601468467,0.4866143670,-0.1421567224,-0.0296677879,-0.2128422643,0.4041583149,-0.1323613096,-0.1210113612,-0.0872808769,0.1637492007,-0.1549616776,3.8227571647,0.2675842626,1.2469604537,3.5354684193,1.3996693837,3.4393257698,-0.0888782813,3.0098872482,0.8663967021,1.3863601908,0.6311313015,0.8546641381,1.5422318985,0.0841438800,1.9786010299,-0.0167210678,0.3812309800,2.3194938377,1.5689988170,2.2748604616,1.1756258760,2.1338671974,0.5828520629,0.3091683856,-0.1055313117,-0.1500725711,-0.0936429096,1.5902467876,BRCA
GSM480985,0.6712534413,1.4054429928,0.2867683454,3.5697979927,-0.1521962376,0.4747745401,-0.1359319168,-0.1258860016,-0.1297189787,-0.1534451399,-0.0509797801,-0.0597898656,0.0355885434,1.5249645678,-0.1237772507,0.5138168153,-0.1020703348,-0.1738828035,-0.0922699939,0.1566453794,-0.1745827297,-0.1268041418,-0.1422905023,0.4794811464,-0.2439914050,-0.1118302001,-0.1234739249,0.1821799505,-0.1853971407,3.8396005630,0.1149841871,1.4139745681,3.1404397487,0.9548956789,3.8253606558,-0.0629021143,3.1502183975,0.0018056923,1.4271555145,0.8587555554,0.7560327398,1.0768141290,-0.0359738798,1.3981124721,-0.0854946104,0.3013644471,1.8954939731,1.5947303089,1.3927093136,1.1476140730,1.9276773531,0.4273976934,0.2711021451,-0.1650814256,-0.0827425210,-0.0826283039,1.1900982480,BRCA
GSM480986,0.3637514705,1.7577156492,0.2145363198,3.6395342350,-0.1950162309,0.3390806218,-0.1276430838,-0.0910298228,-0.1335885657,-0.1480331028,-0.0546767322,-0.0607450871,0.0849248702,1.4134243273,-0.0813144803,0.4127135578,-0.0578681410,-0.1734610968,-0.1169134979,0.1454833291,-0.1235941527,-0.1843262249,-0.0876093408,0.4179691959,-0.1605301179,-0.0927731442,0.0119320285,0.0966888740,-0.1677260821,4.0387585163,0.1566953708,1.4519461466,3.5198643207,1.4132444812,3.5604015190,-0.0275350052,2.8983936907,1.6992452012,1.8310570666,0.4799083283,1.0665466138,1.1559414811,0.0059685507,2.0648790811,-0.0356710822,0.0592960419,2.1147176921,1.3712179904,2.0695312273,1.1145234498,1.7904626579,0.6108929991,0.2904615921,-0.1818330122,-0.1372201887,-0.0484805394,1.5185547321,BRCA
GSM480987,0.4741756265,1.6769249506,0.2593453904,3.8886295953,-0.1030124710,0.8205201659,-0.1141889666,0.0194667790,-0.0173890873,-0.1166184461,-0.0337345916,-0.0174401860,0.0707748003,1.1935314372,-0.0243801988,0.4689421657,-0.0218127631,-0.1956319952,-0.1110799480,0.1122426460,-0.1165042477,-0.0702710083,-0.0405788484,0.3074186227,-0.2058642412,-0.1240194425,-0.1213033411,0.0097332111,-0.2256871492,4.6832036973,0.1398968955,1.1435412465,3.8685919447,1.1801925290,4.0571529865,-0.0332189842,3.1001210807,1.2658113571,2.3596972922,0.3736594538,1.3330032894,0.9147064198,0.0568918267,1.7945703094,-0.0675525803,0.0680219611,2.0938970844,1.4643523382,2.1042269914,1.4982203931,1.5075495781,0.5037528701,0.2468073366,-0.1377538507,-0.0932031253,-0.0755080251,1.3967360124,BRCA
GSM480988,0.3666419161,1.1675294143,0.1712146028,3.2833259900,-0.1611447267,0.2266399856,-0.1185220480,-0.0952093873,-0.0885030677,-0.0190072649,-0.0853738159,-0.0701170447,-0.0031584770,1.3608495022,-0.0746695759,0.4469406149,-0.0975580934,-0.1758439991,-0.0994093596,0.1093029302,-0.1277276060,-0.0953519961,-0.1047139692,0.1992473567,-0.2238952041,-0.0867588788,-0.0345199651,0.0375145020,-0.1272914460,4.1463437080,-0.0117427696,1.3770301083,2.9602173170,1.3287693584,3.9588766098,0.0258786469,3.1741697790,1.4130393860,1.7497171660,0.6833753098,0.6953109523,1.0669348512,0.0098610978,1.1622598935,-0.0381504000,0.1965618693,2.1371973511,1.5197271869,1.7652973855,1.1518870426,1.7086841548,0.6425066293,0.1958096388,-0.1115934091,-0.1748402324,-0.0403987848,0.9313961138,BRCA
GSM480989,0.2517094096,2.3074461223,0.2270790681,4.1593050957,-0.2254734385,0.2295918705,-0.1680076476,-0.0005144539,-0.0557951916,-0.0763437244,-0.0326644617,-0.0544592633,0.0543700126,1.7024455563,-0.0208898943,0.2939044647,0.0259045209,-0.2353410170,-0.0956449429,0.1452454046,-0.1428153636,-0.1714615532,-0.1323170280,0.6016008839,-0.2779202004,-0.0696643569,-0.1019797219,0.0825043132,-0.2517707106,4.2338771820,0.0741076332,1.8112504929,3.5010595323,1.6377458909,3.4909830492,-0.1112653771,2.6888813524,0.8480432364,1.9554043363,0.4601003119,0.6842444729,0.8966975475,0.0715505555,1.5248417939,-0.1079273979,0.1286530787,2.1829225291,1.5390051126,2.0895549803,1.4521160498,1.4126731902,0.3687707357,0.4613629598,-0.1471520423,-0.2103764215,-0.0203111777,2.0046585023,BRCA
GSM480990,0.3166647480,2.3939645291,0.2749733657,4.3744613330,-0.1733144059,0.4235436995,-0.1049598455,-0.0437816894,-0.1018277915,-0.0574578991,-0.0681007426,-0.0601965169,0.0617817511,1.5712168356,-0.1440105753,0.2791721123,-0.0353916286,-0.2127734879,-0.1132403874,0.0355259188,-0.1341968645,-0.1222876301,0.0243259321,1.0087523136,-0.2894864539,-0.0954441762,-0.1306433894,0.0356109999,-0.2028904686,4.2396912573,-0.0149866174,1.7898537666,3.2421258290,1.3903609898,3.7511282762,-0.0218777020,2.7872071265,1.0654936101,1.9420917381,0.2264996974,0.7895570366,0.7435071406,-0.0464789140,1.7433930315,-0.0764990642,-0.0605325532,2.2520297761,1.5463746709,2.1676680544,1.1109905182,1.0256199208,0.3840153781,0.2317900488,-0.2040856596,-0.1432992914,-0.0879209578,1.7413961799,Control
GSM480991,0.2500861962,1.8290236989,0.2449685031,3.8579719863,-0.1819738280,0.4034148015,-0.0853052032,-0.0791121414,-0.0494604529,-0.1072757952,0.0385952041,-0.0389338114,0.1088545076,1.7883298392,-0.0535065116,0.2197944649,-0.0736682724,-0.2288078655,-0.0489067691,0.2183030902,-0.1790968257,-0.1169784224,-0.0931058634,0.5343633453,-0.1705769264,-0.0787248464,-0.0244668799,-0.0017519026,-0.2296674483,4.1420165700,0.0380142979,1.8356611206,3.4594265620,1.5396049383,3.6356272697,-0.0113334242,2.7037437260,1.3768173059,1.9123070241,0.4355345765,0.8658292719,0.9039544355,0.1004580075,1.5108800084,-0.0456387649,0.0932834427,2.0995865294,1.2412009620,1.9003707568,0.9423216711,1.3185786107,0.4157156245,0.2124167770,-0.1884087293,-0.1119698594,-0.0235410272,1.1908010668,Control
GSM480992,0.2476967987,2.3328941266,0.3295684198,4.0734719433,-0.1743849387,0.4763361109,-0.0616930586,-0.0514066756,-0.0607938158,-0.0768511789,-0.0336041286,-0.0840369325,0.1385402279,2.0229361512,-0.0609015253,0.2088883321,-0.0408607461,-0.2418806427,-0.0528850442,0.3322073548,-0.1144669343,-0.1414215860,-0.0955415927,0.9065920863,-0.1445697464,-0.1086233551,-0.1257504113,0.0948297891,-0.1615214248,4.0317602160,0.1313030859,1.4810477346,2.9679120380,1.5137565509,3.2565732398,-0.0702936664,2.7059207859,1.0218156246,2.1897676985,0.3210458197,0.6715033080,0.6666542999,0.0666574885,1.5021562358,-0.0497032400,0.0953118929,2.1889494366,1.4055523011,2.0670364997,1.2095772424,1.1560002374,0.3269007333,0.2333804670,-0.1704958764,-0.1513854789,-0.0465418438,1.7386623620,Control
GSM480993,0.3786722400,1.9907199673,0.3003267815,3.7690275510,-0.1411741254,0.3284763837,-0.1204935667,-0.0899998086,-0.0879845010,-0.0844403022,-0.0604901894,-0.0886325021,0.0799285126,1.6458919850,-0.0980862210,0.3855494585,-0.0986466428,-0.2109265408,-0.0832741971,0.0898013368,-0.0889702064,-0.1734065057,-0.1561043203,0.5642955434,-0.1563344551,-0.0752395769,-0.0357049361,0.0762583770,-0.1961068963,3.9897763727,0.0817644551,1.4421720876,3.5367418927,1.4253700795,3.6171137492,-0.0592447093,2.8256321549,0.8449478680,1.9179331213,0.4403556718,0.7972178566,0.7911255178,0.0572758333,1.9926175220,-0.0812526971,0.0875549628,2.0906609092,1.4023473891,2.1653424452,1.2308976365,1.3195754678,0.4439377032,0.2891731410,-0.1534194058,-0.1069487779,-0.0775825424,1.1693775975,Control
