@relation data

@attribute id string
@attribute 10681 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 51764 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 59345 numeric
@attribute 64805 numeric
@attribute 94235 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0798089453,0.9581370279,0.2980682768,1.6708331763,0.7260348580,0.4609933963,0.0313797501,0.0069233231,-0.1135279069,-0.1004975033,0.1466962866,-0.1126273656,0.0373789289,-0.1072939529,-0.0862014922,1.4999495165,0.7363625108,-0.1368488324,-0.0889600241,BRCA
GSM480985,0.0826668575,0.9909502640,0.3047061024,1.2345138497,0.6644044377,0.2952377253,0.0823840736,-0.0457163846,-0.1205803433,-0.1089069453,0.7772403410,-0.1372473919,0.0545901309,-0.1532745592,-0.0875385542,1.8644070503,0.4920368270,-0.1526926532,-0.1309516296,BRCA
GSM480986,0.1311043079,1.1200479176,0.3719062484,1.4959124994,0.6901387549,0.3422224569,0.0011673622,-0.0624810754,-0.0875566416,-0.1140261693,0.0591031552,-0.0677840849,-0.0889708259,-0.0778376792,-0.0920514730,1.6156421010,0.8650141478,-0.1155387778,-0.0372388086,BRCA
GSM480987,0.0622019586,1.4479325302,0.3169702389,1.2553548241,0.7412058433,0.2116768266,0.1327404538,-0.0773168238,-0.1215972648,-0.1148385397,2.7066964706,-0.0742860082,0.0348619162,-0.1143018794,0.3232544249,1.7940059026,0.9243028046,-0.0978820425,-0.1600573949,BRCA
GSM480988,0.1375192484,0.7840176249,0.1900400466,1.2965172852,0.5931581249,0.0215888636,0.1052846566,-0.0282164784,-0.0825194422,-0.0999999979,-0.0600983379,-0.1394877574,-0.0426573925,-0.1443745749,-0.0541173976,1.2631580537,0.6169386619,-0.0899143334,-0.1318603578,BRCA
GSM480989,0.1395655114,0.4984121071,0.4542093934,0.9037719321,0.7107484369,0.4922151650,0.0310324050,-0.0245108759,-0.1035838998,-0.0584708151,-0.1600497482,-0.2168419232,-0.0442354612,-0.2324207872,0.0358164425,1.1070811011,0.3556060205,-0.0865516385,-0.1777083731,BRCA
GSM480990,0.0819088728,1.2059587278,0.6375199349,1.3057659769,0.8782710590,0.5025454419,0.0722035417,-0.0313524033,-0.0925484677,-0.1273939656,0.4092192144,-0.1018510503,-0.0283261156,0.0065605761,0.0663741883,1.3161279748,0.7182087007,-0.1318247564,-0.0808738950,Control
GSM480991,0.1006723062,0.8869519606,0.4446749834,1.2026453590,0.7888649646,0.5062835034,-0.0499887214,0.0187707844,-0.1110699204,-0.0938462643,-0.0797904123,-0.1039781785,-0.0162116344,-0.0443711671,0.0453277426,1.4828155484,0.5407913685,-0.1044033199,-0.0904390580,Control
GSM480992,0.0885527289,0.8968451944,0.4867185676,1.0801601244,0.7672556795,0.6768512727,0.0298872434,-0.0393678868,-0.1060098494,-0.1138909129,-0.0873010754,-0.1357910544,0.0018078210,0.0178685737,-0.0904213050,0.8826477632,0.5452613432,-0.0571944702,-0.0972539801,Control
GSM480993,0.1116843061,0.9020118648,0.4554820714,1.2183062536,0.7363728955,0.4144046013,0.0388465096,-0.0594869954,-0.1183751102,-0.0490935803,0.0096267843,-0.0948902335,0.0077307280,-0.1602199334,-0.0759411633,1.3067279573,0.7518640363,-0.1124879455,-0.1367339711,Control
GSM480994,0.0919612508,0.5319497713,0.4201820602,1.0871480108,0.7768758721,0.4681400549,0.0525474199,-0.0694479814,-0.1132412457,-0.0938598927,-0.1372175622,-0.1136539294,0.0269966627,-0.0465390833,-0.1151480206,1.3721141189,0.5756409296,-0.0980568362,-0.0875064251,Control
GSM480995,0.1287304227,1.2081114893,0.5661217709,1.4555638135,0.9547445849,0.4472743921,0.0722107480,0.0272914776,-0.1377503638,-0.1198575674,1.0630233951,-0.1619426049,0.0012716893,-0.1458401762,0.1247603307,1.9269865281,0.7489267596,-0.1590570300,-0.1766071125,Control
GSM480996,0.2003637908,1.4230873362,0.4458802037,1.3757110625,0.8073802172,0.6695138280,0.0103213671,-0.0113976032,-0.0941788558,-0.1541449968,0.4456883238,-0.1722013422,-0.0183008595,-0.1452238500,0.0365717725,1.4880210786,0.7709793050,-0.0937683045,-0.0955518676,BRCA
GSM480997,0.1213695345,1.1283741817,0.8071580552,1.1096656710,0.8037562291,0.5321511041,0.0519067729,-0.0646712729,-0.0888961089,-0.0449598241,2.2141995297,-0.1599742272,-0.0549134047,-0.0897917126,0.4918161951,1.7439215129,0.6054003403,-0.1145146814,-0.1372668677,BRCA
GSM480998,0.1513425797,0.9261753662,0.4030714121,1.4490409707,0.6919206055,0.7991661557,-0.0031896654,0.0222800374,-0.0211134653,-0.0648645081,0.2719572388,-0.0815921242,0.0114968017,-0.1233539938,-0.0688375121,1.3842549854,0.5829026187,-0.0882763106,-0.0908684170,BRCA
GSM480999,0.1344427309,1.0076496498,0.3943765676,1.3923247743,0.7098520616,0.3059536360,0.0413144187,-0.0306960411,-0.1237006109,-0.0479392866,0.3413750579,-0.0899429456,-0.0294392524,-0.1070511080,-0.0310750962,1.9687305463,0.7414892761,-0.1666885615,-0.1535144442,BRCA
GSM481000,0.1316802386,0.7501378936,0.2595989481,1.3863974315,0.6858592415,0.4394026953,0.0726224962,-0.0404986437,-0.1318194426,-0.1045159393,-0.0032094708,-0.1323675348,-0.0126623041,-0.1480992323,-0.0876343448,1.4939153517,0.6017136378,-0.0620226026,-0.2033453491,BRCA
GSM481001,0.1047839897,1.1868999637,0.4684451046,1.5877895892,0.8501283010,0.4932284717,0.0322062408,-0.0590123816,-0.1132632454,-0.1125850705,0.0036191023,-0.0692660396,0.0346870051,-0.1182551591,-0.0690596005,2.3807675552,0.7000480876,-0.1515329373,-0.1062252961,BRCA
