@relation data

@attribute 114 numeric
@attribute 3265 numeric
@attribute 805 numeric
@attribute 5894 numeric
@attribute 1742 numeric
@attribute 801 numeric
@attribute 27330 numeric
@attribute 109 numeric
@attribute 107 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 2905 numeric
@attribute 816 numeric
@attribute 2906 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 5170 numeric
@attribute 5567 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 1385 numeric
@attribute 4747 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 808 numeric
@attribute 84254 numeric
@attribute 88 numeric
@attribute 6195 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
5.645450388,7.4423513115,13.59313376,10.11570732,8.85288926,13.11037161,7.366412106,12.63069834,8.2081635635,6.288309337,5.73309076,5.765475903,5.12403454,4.967873236,5.84424205,6.3931703428,5.451055498,6.71763387475,8.533227316,7.1007852408,5.4829326402,5.609342323,6.338429429,10.707890538,5.07383228,7.65857270567,6.52702968625,12.33572539,5.627745625,6.68951277,6.75911088,8.27215776867,Control
5.65593226,7.8897640555,13.5121695,10.34726733,8.71258815,12.75620088,6.20906888,13.03258307,6.3425008425,6.079541724,5.420053896,5.287261033,5.020239923,5.03365563,5.934994833,6.9553527598,5.066101302,6.8818081325,8.715636586,7.4312568682,5.5428379012,5.4226454465,5.667687262,11.4528809893,4.732013908,7.51923145167,6.64235424625,12.47764072,5.8617849835,6.68426165,6.746992115,7.85669691467,BRCA
6.0290173,7.856102429,13.47944813,10.45388564,8.943878208,12.13760287,6.385953509,12.19349773,7.5711783515,6.23418041267,6.089429956,5.469732364,4.850435434,5.935819934,5.79507289,8.109608713,5.387682411,6.405921396,8.2596790005,7.2445861642,5.4641368762,5.6524911955,5.321216715,10.8440250817,4.971786376,7.197314467,6.2422901355,12.54827894,5.651922249,6.570846646,7.136685014,8.11094053067,BRCA
5.876032641,8.398114105,13.35270561,10.09500831,8.818774784,12.20536419,5.838328613,12.23565236,7.0913602235,6.45691638667,5.327517838,4.645326303,4.9603811275,5.198898037,6.340211188,8.725184586,4.736756024,6.1456479,7.7082282335,6.9971733014,5.1156792046,5.626407627,5.182703468,11.337274206,4.984374307,6.97936211167,6.33404855075,12.76004735,5.6077019775,7.162091995,7.5978930125,7.98209816267,Control
5.824138541,7.697637374,13.37889296,10.22872886,8.419687541,12.34682957,6.471354636,12.7347446,7.084991265,6.003456948,5.588723066,5.518229233,4.957250341,5.062220221,5.778741634,6.9100805066,5.206341637,7.045711086,8.3252183155,7.3395574808,5.466218321,5.523825652,5.527485802,11.0490871027,4.885099957,7.28840672033,6.76922237325,12.45248586,5.959320298,6.308617188,7.021079646,7.82991936767,BRCA
6.352798794,7.3388634815,13.71343219,10.624983,7.431102924,13.11510467,7.104889949,12.65857307,6.50402659,6.12810835567,5.70895367,4.569953748,4.630667642,5.093825554,6.064587171,6.3166102882,4.512547026,7.03324440275,8.4054699995,7.3955993004,5.6759717936,5.1523846775,6.134996739,10.8002004453,5.925887445,7.361977291,7.19245125,12.66384721,5.8127258035,6.448203566,7.5246001185,8.18650002,BRCA
5.779661087,7.9742866725,13.29267684,9.961088297,9.772562477,12.34260121,6.745442819,13.34505663,6.201503818,6.32230220733,5.832707292,5.188253784,5.102706884,5.754494213,5.472984221,9.356122659,5.072332275,6.55286557675,7.7168387545,7.3536038904,5.5322651396,5.1035551,5.414821571,11.1354255073,4.77796061,7.46619594767,6.5621458705,12.61750082,5.779055132,6.401567006,6.923040761,8.451561107,BRCA
5.862458365,7.7095138065,13.44200721,10.12277013,8.983991943,12.57155186,7.289814009,12.39966386,7.6188571805,6.325284749,5.54798282,5.185481295,4.781675766,5.619127766,6.498295252,7.580338669,4.93252334,6.064234489,8.729778512,7.0445753338,5.3094441946,5.4833273435,5.745379368,10.258386433,4.888756945,7.49696018667,6.575528975,12.74796537,5.259453925,6.884418198,6.824884907,8.171538624,Control
5.813403636,7.94496816,13.70458133,9.9831294,8.939638805,12.3148028,6.640032041,12.05932765,8.092918242,6.57114183333,6.068139401,5.511603435,4.710335668,5.662925563,6.179665925,7.4789113804,5.172938736,6.4879534175,8.057131251,7.1591884674,5.291675395,5.3404876065,5.589022814,10.6759547673,5.620154746,6.894570391,6.443440984,12.4865699,5.7038311865,6.341457111,7.242305488,7.91861634733,BRCA
5.659004925,8.148239231,13.30755735,10.28660429,9.017365988,12.71572616,6.268944869,11.61491238,7.599297253,6.591071042,5.538702079,5.190230876,4.9414115465,4.482788153,6.031666056,7.9155472442,4.049108953,6.59589787525,8.3082798515,7.3339069032,5.3589494338,5.0743020605,5.238033268,11.1110274023,4.987561048,6.81342298733,6.26822091,12.57561022,5.4464671825,6.908516092,6.8978346455,7.74245236133,BRCA
6.134894093,8.198599078,13.38150649,10.23292486,8.91139283,12.72208073,6.920832557,12.17610621,6.45574924,6.37665759367,6.065341406,5.735529792,4.650608089,4.893133131,5.659219053,6.6343243228,4.924350826,6.093509969,8.432536035,6.4696508394,5.0578073466,5.583897325,5.97637008,11.005151922,5.438302209,7.09722914933,5.9896451145,12.59449147,6.0893288935,6.631326684,7.288835508,8.06297051567,BRCA
6.137304345,7.4409667175,13.60583775,10.11618835,8.491693915,12.77087865,6.945300803,12.72821502,6.928720816,6.09051144533,6.024591871,4.932877618,4.9725463575,5.487045126,6.199285243,7.4279636484,4.553801017,6.32819879025,8.398001158,7.150559257,5.3421536938,5.5747635905,6.060161576,10.78322175,5.243375136,7.64534915633,6.67480979075,12.7232493,5.7435779185,6.454961876,7.194930658,8.197304519,Control
6.679413681,7.6537280945,13.47298527,10.13087976,8.626522298,12.97797754,6.861989859,12.31128435,6.6365159435,6.40003173433,5.582263377,5.790388412,4.8612079925,5.032994809,6.000006339,6.2234283246,5.510179653,6.3057024235,8.5689651635,7.2121520398,5.4913025734,5.521682415,6.038980014,10.4041484903,5.290950766,7.42531964067,6.649787867,12.52742331,5.7069975805,6.8430452,6.833435745,8.151507585,Control
5.930152602,8.1909422715,12.16391545,10.76657469,9.406067387,12.99135537,7.369796071,12.08630553,7.5681815995,6.431251972,5.715352018,5.818269799,5.0582051015,5.825792781,5.932280461,7.3891393726,4.877021802,5.77084102,8.8803822835,6.5523992454,5.4387987878,5.56154535,5.831124321,10.5074705227,4.904979261,7.18948982933,6.13687965425,13.2860567,5.8873922785,6.722606479,7.428771926,8.08129530567,BRCA
5.826428522,7.2806843915,12.44601199,10.37973064,9.826628375,13.22427159,6.866664227,12.52742331,8.248473233,6.06765298567,6.307980018,5.917259434,4.8425685345,6.622202397,6.073504957,7.102716789,5.805041697,6.31097129675,9.045054579,6.8318493608,5.8117429202,5.528030344,5.884360575,9.90083481867,5.706262025,7.22974910533,6.3478008495,13.16228672,5.721831073,6.837126844,7.665607022,7.95451796533,BRCA
5.809164401,8.539009948,12.2076581,10.55366796,9.589941868,12.53522562,6.69947225,11.98243759,7.7603213985,6.69733073267,5.976599205,5.710400941,4.860483971,5.504788206,5.61707161,6.7947153724,4.936651187,6.125065043,8.936266678,6.9033787788,5.3283454926,5.453869559,5.870618247,10.2584479883,5.971837379,7.40587247233,6.2124689205,13.15138292,5.2690494515,6.741740415,7.3860315285,8.00665617633,BRCA
5.495384375,8.146852134,12.15610687,10.73881029,9.255879016,12.56790862,6.758893179,11.37035382,8.9607456695,6.463463362,5.773740066,5.738640345,5.241351489,5.487527549,6.60526143,7.080579106,5.015929312,5.8364187005,9.0825127945,6.5092008916,5.4065428568,5.543498061,5.76368461,10.0323493423,5.434304001,7.49295514767,6.1028603775,13.15138292,6.0391019495,6.544698369,7.6297769445,7.86577453733,BRCA
5.626885346,8.041917075,12.43207997,10.51457134,9.489206292,12.61931219,7.095505484,12.05450776,8.247227253,6.33787006533,5.872835683,6.20007038,5.350576023,5.612213331,6.015700078,7.7021154506,5.255511354,5.76965114525,8.845940063,6.667640262,5.5295343186,5.552209158,5.682019293,9.692770319,5.43213367,6.76555037667,6.0448145055,13.08540943,5.6947053315,6.651845045,7.5643569095,8.01917131267,BRCA
5.584068992,7.888636145,12.39881323,10.54450111,9.71030757,12.52524557,6.985560555,11.82446468,9.5775018565,6.217912006,6.126297286,6.252954533,4.804413236,5.718300827,6.426353347,7.6402182504,5.057462456,5.6454289565,9.010547562,6.6051129444,5.4814391052,5.896924055,5.711089607,9.570767933,5.592614939,7.20381425033,6.08165818225,13.04201932,6.028891133,6.556203785,7.519177108,7.890844983,BRCA
5.980260273,8.85628218,8.929717871,5.97155002,10.15138482,12.50816376,7.167521326,8.501728854,6.364286878,7.094015865,5.408721412,5.64689077,4.9212815895,4.953976689,5.606894664,6.6682021408,4.632300425,6.17753520375,9.6265515845,6.5489813434,5.1210123436,5.5821846775,5.980260273,10.2933462963,4.990286948,7.04919297067,6.424485401,10.82365605,5.422689693,6.264447878,7.7140739065,8.742530249,BRCA
