@relation data

@attribute id string
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 4331 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 6872 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 902 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0296380270,0.7140045016,0.7491668550,0.4204686892,1.6119218021,1.4433596209,1.2971594483,0.3907541752,1.4746629334,1.2852055382,0.6623463939,0.3433025304,0.1694913510,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,-0.0681862467,0.9239108607,0.6328719492,1.4933159806,0.4038949576,1.9529181652,2.2375844716,0.8356572900,0.7953415547,0.0176405004,1.7934711947,1.6350200091,BRCA
GSM480985,-0.0246395640,0.5457641249,0.5551873397,0.3228473669,1.4580998719,1.1930336464,1.2402474730,0.4345017685,1.3002798611,1.2463617062,0.2177986754,0.2805762249,0.1616124383,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,-0.0969121774,0.6914762335,0.4415413506,0.7594941845,0.4940081182,1.6480467087,2.2541999816,0.8396029572,0.5610041876,-0.1425825459,1.5032221264,1.2766061766,BRCA
GSM480986,-0.0405722065,0.4456885583,0.6961050711,0.3894215714,1.3661965654,1.4635035615,1.3718358504,0.5626451933,1.3279832959,1.0846191228,0.4957253507,0.3247791289,0.1028344686,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,-0.1152252391,0.8696953458,0.6858255033,1.2395001212,0.6100400456,1.7111154331,2.3462878466,0.7423072313,0.6963683426,0.1111693509,1.4256592169,1.0528557854,BRCA
GSM480987,0.0869013125,0.3906424057,0.7080615726,0.3075024625,1.3192917854,1.6514926255,1.5798537581,0.5690965432,0.9513957922,1.1207719374,0.5377548806,0.1268218456,0.0561209006,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,-0.1223672856,0.6686111968,0.8821826448,1.0785021728,0.3817506989,1.8003339834,2.2759978601,0.6707635797,0.6723655576,-0.0255596244,1.3821598534,1.3326103814,BRCA
GSM480988,-0.0960179744,0.4572973616,0.5854503348,0.3251843960,1.3141329512,1.2572279164,1.3436287939,0.4659313884,1.1511479914,1.1935567203,0.3271604209,0.2029555759,0.1152204733,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,-0.0570258045,0.9095144923,0.5746341971,1.0194898522,0.6146772572,1.4810568723,2.2768048387,0.5777680379,0.4913339881,-0.0002160182,1.5634070187,0.8448971166,BRCA
GSM480989,-0.0803737361,0.1961962798,0.7372801824,0.2777667090,0.9157748446,1.0834674204,1.0362797864,0.5378667209,0.8324602135,0.6455758893,0.2276148893,0.3893048411,-0.0329211112,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,-0.0495784977,0.9060638507,0.2389883470,0.5887060748,0.7495097353,1.0347258002,2.7357247387,0.6805671920,0.4226660770,-0.1427301994,1.5631407052,0.5867294799,BRCA
GSM480990,0.1646377929,0.1790467939,0.6732569237,0.2028269394,0.7701494991,1.0903140474,0.9231498764,0.7308652535,1.1087947152,0.6016601944,0.3621013066,0.1977200439,0.0403791171,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,-0.0982274513,0.9072435641,0.3670142202,0.8336215948,0.6210742030,1.5629554589,2.8151496309,0.4308843009,0.5619740818,-0.0289010744,1.5624036790,0.6179169566,Control
GSM480991,-0.0845744576,0.3116158577,0.4209971913,0.2411707573,1.1406129897,1.1744634211,1.1518138795,0.5848697716,1.0823183061,0.9432743358,0.1669740229,0.1977765904,0.0149837607,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,-0.0332973993,0.8526755449,0.5302869232,0.5806693438,0.5674800458,1.4569345480,2.6478291409,0.6958122380,0.5998834398,0.1519861606,1.3658582157,0.8301298161,Control
GSM480992,0.0372287346,0.2507348696,0.5502105257,0.1931108696,0.6223496870,1.0188041163,0.7638187259,0.6392148110,0.9156237514,0.6078198389,0.3349143479,0.3574455567,-0.0278273442,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,-0.1131791147,1.0182554008,0.4699268990,1.0262606811,0.7238224662,1.3877892692,2.8842097010,0.6239667554,0.4276990477,0.1408105103,1.3376590424,0.6617135230,Control
GSM480993,0.0362933893,0.3407280985,0.5286891773,0.2487729926,1.0056812241,1.4677768014,1.2537928075,0.6596746354,1.0733831598,0.9542187208,0.4764979621,0.3211575151,0.0798602138,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,-0.1102204161,0.8601735529,0.6078711438,1.1617727665,0.5623348826,1.3297676741,2.5719508273,0.7312459293,0.4390635011,0.0001014137,1.3345121518,0.9745229781,Control
GSM480994,-0.0198064901,0.2211013224,0.5955931577,0.1960956091,0.7864166349,1.1443058404,0.9453338646,0.5435808993,1.0698143355,0.6630211305,0.3764650823,0.2789811619,0.0721072979,0.5573769581,1.3609777563,0.7297566188,1.7444200515,0.9296552261,0.4711834936,1.9371673185,2.0915828495,2.3845392201,0.9918877419,1.6347134388,-0.0867183074,0.8637006365,0.2139648321,0.8411522419,0.5518031021,1.2329560353,2.9731468134,0.6128828973,0.4313015566,-0.1274810319,1.3037874476,0.8814545316,Control
GSM480995,0.0242032672,0.3743908535,0.9248196118,0.2276481153,1.4276074618,1.3872973296,1.0923664495,0.5028742267,1.1327314094,0.9657882553,0.3451604133,0.1898077044,0.0120005566,0.4965784506,1.4510019176,0.8922421001,1.6873804115,0.7683329939,0.6793854129,1.7993106712,1.9964629263,1.7544976407,1.1618369989,1.5966395768,-0.0792829803,0.8755404721,0.4243348105,0.6690381055,0.4230332476,1.3322739894,2.1272860596,0.8351329590,0.8061394641,0.1010095726,1.4966129772,1.0097301603,Control
