@relation data

@attribute id string
@attribute 1000 numeric
@attribute 1001 numeric
@attribute 1002 numeric
@attribute 1003 numeric
@attribute 1004 numeric
@attribute 1005 numeric
@attribute 1006 numeric
@attribute 1007 numeric
@attribute 1008 numeric
@attribute 1009 numeric
@attribute 1010 numeric
@attribute 1012 numeric
@attribute 1013 numeric
@attribute 1016 numeric
@attribute 1495 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 23705 numeric
@attribute 253559 numeric
@attribute 25945 numeric
@attribute 3728 numeric
@attribute 4301 numeric
@attribute 57863 numeric
@attribute 5817 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 64403 numeric
@attribute 81607 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.5979654778,1.0463232510,-0.0233479892,-0.0133768996,0.0783074513,-0.2008214393,-0.0647640488,-0.1143447921,-0.0111095886,0.7494903686,0.1024323118,0.1096465755,0.0259259634,-0.0745955211,0.9484378830,0.6174689995,0.9451780202,-0.0734449587,-0.0985550951,0.1380914762,0.5190507571,0.1553148002,-0.0783314924,0.4931013983,-0.1142288212,0.3088382735,0.1031196858,-0.0633613280,0.0180790283,BRCA
GSM481003,1.3296003885,1.7734553069,0.0544145126,0.4899988875,0.0500223158,-0.1118321435,0.0951950289,-0.1042988369,0.0700159315,0.6612249432,0.0667589557,-0.0141222670,0.0245818621,-0.1568519929,0.8481773518,0.5368674805,0.8074151114,0.0865294727,-0.0465889394,0.1352466541,1.9954492914,0.2534420761,-0.0181471641,0.5116480002,-0.0459073462,0.4601656807,0.1115832601,0.0594059598,0.4613067603,BRCA
GSM481004,1.4713144403,0.7528884635,-0.0276429545,0.0945324420,0.0428948966,-0.2162795370,0.0863886554,-0.1503450452,0.2112655395,0.7788244613,0.0481748961,0.1217222093,0.0122744407,-0.1332132278,0.9743504069,0.5084360550,0.7678586823,-0.0381200019,-0.0873593846,0.1437060048,0.9421357878,0.1754201994,-0.0503688476,0.4409694789,-0.0380897999,0.3655948651,0.0905039976,-0.0232415956,-0.0217994316,BRCA
GSM481005,1.6797260343,1.2867841321,-0.0560912219,0.0000804398,0.0497229934,-0.1934793439,0.0294434926,-0.1029824390,1.0335359946,0.6911184866,-0.0762850293,0.1131962989,0.0092072519,-0.0696289316,0.9575539475,0.6957511474,0.9065400410,-0.0069249025,-0.0644502998,0.3724417455,0.4197243881,0.1683785377,-0.0680289860,0.4413598240,0.0027889507,0.2964933475,0.0739131961,0.0544220649,0.1299700532,BRCA
GSM481006,1.3675755582,1.6904690153,-0.0409263082,0.1612103124,0.0467335765,-0.1169966974,0.0328522278,-0.1086801989,0.2558661020,0.7494630882,-0.0966455708,0.0011054751,-0.1114856009,-0.0839888749,0.8742118731,0.6774093451,0.9744137096,0.0422912994,-0.1009712459,0.1421901085,1.2653572094,0.2292108573,-0.0353805706,0.6317264760,0.0320668299,0.3381265376,0.0753326460,0.0315804363,0.4513764037,BRCA
GSM481007,1.0227410624,1.5422820653,-0.0475072155,0.0045146588,-0.0285256674,-0.1495889758,0.0339951526,-0.0152551326,0.0328689753,0.6532797778,0.0236153661,-0.0230800621,-0.0843010318,-0.0894696450,0.6260495298,0.6134111168,0.5799589310,-0.0147487751,-0.0832487602,0.0680375473,1.8259181446,0.2500381181,0.1619422150,0.3180357602,-0.0268472135,0.3968873509,0.1470146998,-0.0026686011,0.4485116918,BRCA
GSM481008,0.9228694716,0.0039136951,0.0178911288,0.0333404951,0.1611138591,-0.1576675118,-0.0908901902,-0.0907983058,0.0854150220,0.4953014837,0.1138822467,0.1093937174,0.0059905660,-0.0765790808,0.7411739787,0.5762742963,0.5187921416,-0.0349215153,-0.0873119433,0.2515760225,0.6175316408,0.2520220037,-0.0844385904,0.2994903597,-0.0361669830,0.3928937842,0.1922510317,0.0272547933,-0.0903745492,Control
GSM481009,1.4470240220,1.0375101789,-0.1450700366,0.0506164488,-0.0652510716,-0.1459222188,-0.0798178568,-0.0857142596,0.1509604012,0.6236320716,-0.1425785224,0.1001143536,-0.2159718309,-0.0655023897,0.6573927260,0.6379877187,0.6648917058,-0.0955513121,-0.1098567331,0.1733775415,0.2610165252,0.1580762435,-0.1295604635,0.1706527257,-0.2542572968,-0.0572927748,0.0006359905,-0.0785754840,-0.1490650472,Control
GSM481010,1.5328088322,1.7506944463,-0.0034590244,0.5186366420,0.1256009670,-0.1711233687,0.2900433851,-0.0329807828,0.7042741590,0.7658960385,-0.1101234074,0.0512196120,0.0123408077,-0.0890492139,0.9702485215,0.7343420027,0.9039135979,0.0914671744,-0.1140844221,0.3874748792,0.6622367236,0.2524100515,-0.0555126737,0.4243409822,0.0087880768,0.3127255697,0.1217501738,-0.0070193834,0.1339713250,Control
GSM481011,1.2870353223,0.8798664578,-0.0241696668,0.0382071539,-0.0026647525,-0.1598585136,-0.0466669575,-0.0128133176,0.6482558154,0.6185035237,0.1243176537,0.0890077814,0.1281213288,-0.1308623164,0.6898040355,0.4369135557,0.5923281113,-0.0788466388,-0.0322116343,0.1408457296,0.8639014032,0.1377142455,-0.0281307785,0.5014586547,-0.0258344951,0.5078688389,0.2233924647,0.0804689621,0.0557324726,Control
GSM481012,1.6057912105,1.0626001003,0.0035339134,0.4751830166,0.0413915224,-0.1049334879,-0.0045940210,-0.1490549222,0.0015357503,0.6873118556,0.0558770930,0.3499059042,0.0214140548,-0.1129914951,0.9654832338,0.5024568411,0.7653634876,-0.0014804043,-0.0838775690,0.2377632639,0.7756033108,0.2090866920,0.0769645824,0.2910003534,-0.0459469120,0.3053679040,0.0551396008,-0.0845723141,0.3362477700,Control
GSM481013,0.8974258041,0.1776505490,0.1217268486,0.0507733212,0.0548930050,-0.1447758262,-0.0458861150,-0.0188824403,-0.0861242843,0.2871742882,-0.1123471099,0.0995602372,0.0405221775,-0.1639571043,0.5738873124,0.6732652336,0.4313767897,-0.0599034120,-0.1014487566,0.1888223353,0.5299239622,0.2122742963,-0.0662394015,0.3607192731,0.1329329647,0.4003290035,0.1694818816,0.0431405896,-0.1487565367,Control
GSM481014,1.0623320294,0.5731136351,-0.0428021424,0.1413779306,0.0437845781,-0.1534053939,-0.0405783838,-0.1082740761,0.9629187100,0.5806001543,-0.0156024036,0.2167984493,0.0091163268,-0.0266642843,0.7699951065,0.6360924763,0.6748714720,0.2011487386,-0.0521299143,0.4463195330,0.6315056550,0.2986594456,-0.0454789436,0.3185483470,-0.0045662152,0.2647217050,0.2163247871,0.1978693331,-0.0359039252,BRCA
GSM481015,0.8840852134,-0.0992263415,-0.0295586591,-0.0118210375,-0.0290535201,-0.1655942585,-0.0801289446,-0.0958838010,-0.0863441073,0.3289963006,0.0388720514,0.0039919403,-0.0179938354,-0.1361554684,0.6264795394,0.4823240670,0.7001796089,0.1630276699,-0.0882909493,0.3396133370,1.4218555690,0.1003519172,-0.1136240718,0.6895031470,-0.0280982481,0.6066445998,0.4026881762,-0.0106877904,-0.0689081554,BRCA
GSM481016,1.6153123311,0.1504607765,-0.0291168829,0.3065724703,0.3732311935,-0.1439704532,0.1714173524,-0.1586190089,0.9981958717,0.8665673602,0.0588019656,0.0255730272,-0.0020139725,-0.1031248140,0.9106862137,0.6717250413,0.9779268457,-0.0721129210,-0.0632315690,0.2595919059,0.2741741969,0.2131938713,-0.0505063824,0.3989631972,-0.0413363850,0.3338523245,0.0969363401,-0.0219753451,-0.0856750999,BRCA
GSM481017,1.8188371298,0.4327325820,-0.0854270681,-0.0327538480,0.5177867080,-0.1356041836,-0.0142503175,-0.1174871840,0.5639470555,1.0682511356,-0.0690719467,0.2548520991,-0.0395714476,-0.0410617498,1.0289045678,0.7583438962,0.8614807856,-0.0142972052,-0.1111395884,0.4955132428,0.0933364129,0.2136239674,-0.0855609879,0.3125593071,-0.0549069172,0.1529311165,0.0251952089,-0.0768989114,-0.0145821184,BRCA
GSM481018,0.6852941608,0.3596755005,-0.1211472629,0.1235940578,-0.0648364687,-0.1488044309,-0.0376067997,-0.2287060332,0.4264459396,0.6536855154,0.0567257703,0.0327289424,0.0134266221,-0.0382503990,0.8296668058,0.4552029336,0.6255783593,0.0392300677,-0.0349282244,0.2616847080,0.2372038051,0.1153376943,-0.0409697363,0.3177024330,-0.0594800959,0.2125092204,0.0292343676,0.1008354476,-0.0924551688,BRCA
GSM481019,1.3074108579,1.2130727531,0.1271605889,0.0123332590,0.0694162368,-0.1655874953,0.0109369562,-0.0643164744,1.9299522638,0.8713111569,-0.0716563194,0.1156813814,0.0146802977,-0.0514286538,0.8078216356,0.6580633900,0.8798275821,0.1110078633,-0.0943877643,0.5337185168,1.2510102921,0.2473169731,0.6106256544,0.5446304877,0.0008390525,0.4870311986,0.1795582855,0.0141227830,-0.1311788038,BRCA
