@relation data

@attribute id string
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5682 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5713 numeric
@attribute 5685 numeric
@attribute 5714 numeric
@attribute 5684 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5691 numeric
@attribute 5704 numeric
@attribute 10213 numeric
@attribute 5690 numeric
@attribute 5705 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 4193 numeric
@attribute 5720 numeric
@attribute 5692 numeric
@attribute 5721 numeric
@attribute 5700 numeric
@attribute 5695 numeric
@attribute 7314 numeric
@attribute 5701 numeric
@attribute 5694 numeric
@attribute 7157 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 64326 numeric
@attribute 472 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3754,1.3764,1.1096,0.8596,0.3589,1.3609,1.6985,1.3837,1.6253,2.23,1.2572,1.1859,0.3515,1.0593,1.0788,1.2257,1.8062,1.094,1.6112,1.083,1.1006,0.987,1.202,1.0647,1.2375,0.6743,0.4652,1.0043,1.0985,0.7959,1.3662,0.9103,2.2354,0.8422,0.6496,0.8796,0.6845,0.9471,1.8241,0.7493,2.1298,0.6655,1.2318,1.6119,1.0375,2.6528,Control
A02,1.1564,1.2653,0.8281,0.5137,0.31,1.0224,1.4954,1.2128,1.5575,2.3945,1.1112,0.8084,0.2465,1.1872,0.9698,0.93,1.7625,1.0415,1.5619,0.9447,0.9215,0.7092,1.0822,0.8826,0.9832,0.5746,0.3431,0.7985,0.9748,0.5899,1.1733,0.9193,1.975,0.7539,0.3519,0.6531,0.7725,0.7812,1.5839,0.5887,2.0411,0.4068,1.1461,1.386,0.7563,2.3316,Control
A03,1.3995,1.4239,1.0135,0.6591,0.3245,1.2787,1.6515,1.3296,1.6677,2.4264,1.3112,1.1197,0.3817,1.1068,1.0437,1.1693,1.931,1.2538,1.848,1.1458,1.0988,0.9629,1.2534,1.1098,1.2057,0.7213,0.4919,1.0279,1.2869,0.8136,1.5264,1.0651,2.1623,1.0982,0.5382,0.8751,0.8244,0.8826,2.0253,0.8079,2.2441,0.5077,1.3087,1.5998,0.9915,2.2525,Control
A04,1.1596,1.044,0.7962,0.5814,0.3075,1.014,1.6076,1.1802,1.5881,2.3475,1.077,0.6941,0.2675,1.0605,0.8841,1.0336,1.7866,1.1602,1.5433,1.0659,0.9659,0.6328,1.1143,0.8817,1.1178,0.6248,0.356,0.8572,1.0465,0.6132,1.155,1.061,2.2238,0.5499,0.4617,0.6542,0.6344,0.8397,1.922,0.5955,2.1637,0.4136,1.1375,1.5159,0.8335,2.1734,Control
A05,1.3354,1.2825,1.0444,0.6486,0.346,1.1785,1.677,1.2792,1.6254,2.4234,1.1774,0.8807,0.3777,1.0914,1.1057,1.1974,1.9942,1.3544,1.5122,1.1685,1.1384,0.7171,1.2123,1.1094,1.2175,0.6159,0.391,0.9576,1.2642,0.8145,1.345,1.1497,2.3325,0.7752,0.3854,0.784,0.7355,0.8281,2.1175,0.7673,2.4047,0.5258,1.2508,1.5606,0.9813,2.3116,Control
A06,1.2841,1.1788,1.0107,0.614,0.3383,1.1669,1.588,1.1631,1.504,2.323,1.2096,0.8395,0.3347,1.0992,0.9386,1.133,1.8308,1.143,1.4404,1.0339,1.0316,0.64,1.1286,1.0529,1.1539,0.5752,0.4003,0.8887,1.1888,0.6042,1.2339,0.9374,2.1362,0.6033,0.4191,0.7977,0.8108,0.7339,1.848,0.6036,1.9984,0.4726,1.2155,1.4008,0.8271,2.3589,Control
A07,1.3049,1.4461,0.9255,0.7558,0.4804,1.3321,1.6846,1.2924,1.558,2.2649,1.1801,1.0875,0.3942,1.1426,1.0653,1.3766,1.795,1.0979,1.7103,1.0345,1.0484,0.9209,1.2592,1.063,1.141,0.7026,0.4197,0.9701,1.1147,0.8618,1.3922,0.8786,2.0729,0.8229,0.5,0.9085,0.5046,0.9266,1.9482,0.684,2.111,0.552,1.2479,1.6201,1.2229,2.7222,Control
A08,1.2899,1.2874,0.8967,0.8117,0.3119,1.2892,1.5603,1.4062,1.3457,1.9507,1.0848,1.0718,0.3676,0.9656,0.9549,1.3436,1.5846,0.9641,1.6054,0.9188,0.9226,1.0001,1.2006,0.7853,0.9362,0.6891,0.5345,0.7956,0.9098,0.6076,1.4066,0.8766,1.8304,0.811,0.5945,1.0102,0.6334,0.8591,1.4112,0.6482,1.7088,0.5216,1.0216,1.4567,1.5263,2.9337,Control
A09,1.2522,1.3846,0.7321,0.6932,0.3283,1.2524,1.4845,1.1457,1.5017,2.2969,1.2131,1.0093,0.245,1.0221,0.8813,1.2973,1.7204,1.081,1.5146,0.9393,0.9544,0.7607,1.0908,0.9023,1.142,0.5883,0.3836,0.9042,1.0608,0.6346,1.302,0.9465,2.0341,0.7246,0.445,0.9319,0.5004,0.7139,1.6625,0.5412,1.9348,0.5396,1.1176,1.3751,1.135,2.7367,Control
A10,1.3111,1.2411,0.815,0.6794,0.3729,1.2615,1.7632,1.2511,1.5067,2.1439,1.191,0.9286,0.3562,1.0037,1.0886,1.355,1.6673,1.1476,1.7638,1.0189,0.9143,0.78,1.3758,1.0174,1.1031,0.6375,0.4269,0.9095,1.0714,0.5937,1.3575,0.9281,2.0354,0.7918,0.5078,0.9633,0.4407,0.9036,1.8548,0.5878,2.0257,0.4968,1.1384,1.5005,1.2712,2.6756,Control
