@relation data

@attribute id string
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 6829 numeric
@attribute 51497 numeric
@attribute 5438 numeric
@attribute 25920 numeric
@attribute 5439 numeric
@attribute 4686 numeric
@attribute 6827 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 7469 numeric
@attribute 9150 numeric
@attribute 22916 numeric
@attribute 7936 numeric
@attribute 5431 numeric
@attribute 5440 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 5441 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4112,1.1046,0.9985,0.7216,0.993,1.5634,0.1991,0.792,0.8592,1.7929,2.2972,0.4304,0.9239,0.3791,0.5888,1.228,1.1082,2.0596,1.1193,1.5867,0.7907,1.1733,0.8237,Control
A02,1.1321,0.9106,0.873,0.4074,0.8023,1.3926,0.0868,0.6495,0.7115,1.5167,2.2953,0.2268,0.7645,0.3738,0.484,0.9567,0.8514,2.0604,0.925,1.4247,0.6527,0.913,0.6974,Control
A03,1.3466,0.9876,1.0436,0.7004,0.9037,1.548,0.1291,0.8543,0.8542,1.7126,2.5218,0.3748,0.9173,0.3817,0.627,1.0935,0.985,2.0325,1.1115,1.6028,0.7658,1.1436,0.691,Control
A04,1.2275,1.0146,0.9307,0.5789,0.892,1.312,0.2888,0.8158,0.8809,1.4294,2.3563,0.2631,0.8758,0.4933,0.6968,1.0721,0.9969,2.1122,1.1223,1.4929,0.672,1.0835,0.7874,Control
A05,1.4238,1.0117,1.1613,0.7281,1.0012,1.3634,0.4039,0.913,0.9178,1.6256,2.6159,0.3658,1.0592,0.4213,0.7648,1.0768,1.1726,2.0898,1.0206,1.6063,0.7545,1.0597,0.9355,Control
A06,1.3221,0.9888,1.0126,0.634,0.889,1.2795,0.2062,0.7114,0.9302,1.6166,2.3051,0.2454,0.9599,0.2998,0.5825,0.9676,1.0087,1.991,0.9865,1.4852,0.6394,1.063,0.8716,Control
A07,1.2395,1.0136,0.9793,0.7275,0.8201,1.3933,0.1469,0.7645,0.7142,1.7605,2.3782,0.4286,0.9639,0.4169,0.5953,1.1628,1.0135,2.0837,0.932,1.5124,0.805,1.107,0.6767,Control
A08,1.0783,0.8421,0.6605,0.5969,0.7722,1.2536,0.0162,0.6475,0.8682,1.7461,1.9226,0.4778,0.7215,0.3232,0.5401,1.045,0.9457,1.9818,0.9012,1.6185,0.6453,0.9158,0.6333,Control
A09,1.3253,0.9198,0.9128,0.5718,0.8076,1.2689,0.2098,0.7292,0.8829,1.6503,2.3539,0.4178,0.9838,0.3306,0.6013,0.9815,0.9808,2.0086,0.8544,1.4899,0.6954,0.9853,0.5969,Control
A10,1.2843,0.9751,0.9619,0.6541,0.7396,1.4066,0.3109,0.7194,0.9141,1.665,2.2748,0.4091,0.8506,0.3288,0.5964,1.0572,1.1012,2.1441,1.0208,1.5522,0.6526,0.9887,0.7347,Control
A11,1.2475,0.711,0.8973,0.6742,0.7676,1.3571,0.0991,0.6083,0.7153,1.5237,2.3002,0.3151,0.9439,0.1995,0.4889,0.7633,0.6563,1.7045,0.846,1.4025,0.4505,1.0555,0.7589,Control
A12,1.1583,0.7826,0.6337,0.5294,0.418,0.8323,0.1122,0.397,0.8973,0.9894,2.0322,0.0478,0.5304,0.1403,0.1925,0.8428,0.8098,1.8167,0.9515,0.7673,0.5827,0.7905,0.497,Control
B01,1.2525,0.8662,0.5247,0.5571,0.7649,1.2607,-0.3053,0.3885,0.7137,1.7065,2.0926,0.3314,0.6221,0.1451,0.2365,1.0742,0.8399,1.936,1.0235,1.3474,0.6138,0.978,0.3209,Control
B02,1.611,1.0667,1.0367,0.7054,1.0062,1.5907,0.2371,0.8634,0.9853,1.6553,2.4483,0.3239,0.9797,0.3346,0.6124,1.238,1.1618,2.2019,1.2088,1.5897,0.7973,1.2326,0.7714,Control
B03,1.3213,0.9483,0.8148,0.595,0.8896,1.4684,0.0438,0.6781,0.8147,1.6575,2.2005,0.3325,0.8378,0.2553,0.4764,1.1642,0.9785,2.1622,1.1992,1.4671,0.6726,1.0497,0.6098,BRCACancer
B04,0.9619,0.8338,0.6093,0.4756,0.6566,1.065,-0.14,0.5954,0.5546,1.4549,1.7733,0.4398,0.5942,0.3634,0.4878,0.9463,0.6351,1.8849,0.6159,1.4587,0.6048,0.6361,0.3947,BRCACancer
B05,1.496,0.8989,0.7161,0.6659,0.7578,1.2796,0.0773,0.5489,0.8101,1.4554,2.199,0.2577,0.6653,0.3411,0.4482,0.8237,0.9684,1.8468,0.6801,1.5494,0.5767,0.8684,0.6307,BRCACancer
B06,0.8712,0.7192,0.3441,0.4378,0.4858,1.0628,-0.4577,0.1802,0.3681,1.3102,1.4722,0.217,0.2771,0.0331,0.052,0.8716,0.5245,1.8817,0.5665,0.9651,0.5313,0.6859,0.1865,BRCACancer
B07,1.3279,1.1566,0.9643,0.519,0.886,1.7106,0.0347,0.7712,0.8504,1.7108,2.2789,0.313,0.9223,0.4617,0.5849,1.2636,1.1405,2.2505,0.9882,1.571,0.705,1.0443,0.6016,BRCACancer
B08,1.3769,0.9479,1.0342,0.7393,0.8288,1.3717,0.2248,0.8283,0.7132,1.5983,2.6475,0.3006,0.9242,0.2689,0.5331,0.9532,0.8575,1.9753,0.7849,1.3787,0.5037,1.0582,0.9357,Control
B09,0.9209,0.5953,0.5649,0.4232,0.7669,0.9688,-0.1696,0.4663,0.368,1.5389,1.7092,0.5048,0.4984,0.2569,0.4781,0.7782,0.4368,1.4207,0.7082,1.4136,0.4468,0.5648,0.387,Control
B10,0.8522,0.8108,0.5254,0.5061,0.6068,0.9805,-0.074,0.4025,0.5215,1.392,1.8274,0.2805,0.5878,0.312,0.4396,0.8841,0.6218,1.9325,0.6915,1.2532,0.4638,0.6508,0.3781,Control
B11,1.4866,0.8171,0.8894,0.8273,0.677,1.1906,0.3812,0.4922,1.0443,1.3856,2.3764,0.3017,0.7734,0.2718,0.4752,0.8928,1.0923,1.8635,1.0406,1.4091,0.5827,0.7067,0.755,Control
B12,0.5549,0.616,0.4045,0.2059,0.4226,0.7381,-0.1584,0.2623,0.406,1.1255,1.1154,0.3047,0.2967,0.2778,0.3486,0.5491,0.3607,1.2733,0.2866,1.1117,0.3002,0.3764,0.2547,Control
C01,1.3218,1.0033,1.0894,0.6895,0.9306,1.4448,0.1753,0.8124,0.9884,1.6088,2.0666,0.34,0.9144,0.4,0.5987,0.8854,0.8381,1.798,0.8537,1.6457,0.6901,1.0892,0.8688,BRCACancer
C02,1.2608,1.0841,1.1473,0.7028,0.9671,1.482,0.2802,0.818,1.0124,1.3942,2.1638,0.2379,1.0088,0.4274,0.6473,1.1277,0.9022,2.0101,1.0179,1.4864,0.7356,1.0738,0.984,BRCACancer
C03,1.4177,1.2054,1.2697,0.7546,1.2046,1.6577,0.2827,1.029,0.9869,1.6451,2.1699,0.2977,1.0674,0.5201,0.7885,1.0708,1.0968,1.9891,1.0147,1.7799,0.7402,1.2177,1.1057,BRCACancer
C04,1.0105,0.7416,1.0875,0.4103,0.7346,1.0843,0.0819,0.5803,0.4406,1.0162,1.7863,0.1687,0.6909,0.3207,0.5314,0.5851,0.4662,1.3289,0.6635,1.2902,0.358,0.7859,0.7739,Control
C05,0.9252,0.6505,0.9064,0.3906,0.6615,0.9742,0.0543,0.5835,0.6169,0.9869,1.6831,0.2182,0.7776,0.3333,0.499,0.6392,0.5665,1.6061,0.5592,1.3637,0.3559,0.8526,0.8224,BRCACancer
C06,0.5952,0.3275,0.3542,0.3575,0.2814,0.3226,-0.1733,0.1917,0.1469,0.515,0.7512,-0.024,0.4772,0.0713,0.1126,0.3007,0.1338,0.4214,0.2049,0.4507,0.1489,0.3861,0.5702,Control
C07,0.9807,0.7777,0.943,0.5529,0.6538,1.1593,0.1702,0.6004,0.666,1.1278,1.9998,0.2018,0.8054,0.3091,0.5174,0.7172,0.6123,1.8707,0.82,1.4013,0.5001,0.8429,0.7846,Control
C08,1.2385,0.8713,0.9042,0.6917,0.8909,1.3764,0.12,0.6852,0.7756,1.4881,2.1921,0.2561,1.0361,0.344,0.5053,0.9445,0.7621,1.8919,0.8703,1.5823,0.6505,1.1236,0.9318,Control
C09,1.0087,0.8793,0.8093,0.5444,0.7047,1.1642,0.1397,0.6763,0.826,1.048,1.7855,0.1692,0.782,0.3065,0.4795,0.8603,0.6808,1.9741,0.7126,1.3668,0.5611,0.808,0.856,Control
C10,0.9783,0.8137,0.9478,0.5362,0.7099,1.0331,0.1718,0.5818,0.6358,1.02,2.0743,0.1285,0.829,0.3652,0.5422,1.0038,0.8057,1.9513,0.8202,1.2433,0.5908,0.8335,0.9446,BRCACancer
C11,1.3659,0.8979,1.1262,0.6419,0.9906,1.4106,0.2667,0.8124,0.8221,1.4529,2.2786,0.2812,1.0036,0.3921,0.6098,0.9104,0.8236,1.8334,0.8528,1.5567,0.583,0.9963,1.0046,Control
C12,0.9233,0.5745,0.8535,0.3993,0.5406,0.9322,0.1608,0.4544,0.4745,0.9565,1.5276,0.1605,0.7423,0.296,0.4308,0.6321,0.3925,1.2494,0.5692,1.1988,0.2902,0.6326,0.9139,BRCACancer
D01,0.9828,0.8592,0.7527,0.4312,0.7786,1.0941,-0.071,0.4786,0.5592,1.6165,1.1992,0.3907,0.5925,0.3169,0.5549,0.8104,0.5534,1.5404,0.4946,1.3683,0.4499,0.7186,0.4119,BRCACancer
D02,0.9405,0.8663,1.0343,0.5519,0.8457,1.0838,0.1882,0.6716,0.5824,1.2343,2.1328,0.1985,0.7592,0.2981,0.563,0.7373,0.5607,1.7976,0.7561,1.5334,0.4973,0.8741,0.9663,BRCACancer
D03,0.9254,0.7285,1.0427,0.3306,0.7053,1.0986,0.1224,0.6402,0.5565,1.0893,1.7977,0.1714,0.5906,0.319,0.5342,0.6653,0.558,1.6938,0.4906,1.4915,0.4912,0.7473,0.8972,BRCACancer
D04,1.1773,0.7448,1.0373,0.5696,0.8399,1.169,0.1547,0.6538,0.729,1.382,2.11,0.1996,0.7778,0.3312,0.5672,0.8258,0.5932,1.6474,0.642,1.4766,0.4687,0.9158,0.9875,BRCACancer
D05,1.1433,0.8725,1.1353,0.4707,0.7766,1.2116,0.1353,0.6856,0.743,1.2705,2.0816,0.1481,0.7352,0.3305,0.5587,0.8523,0.6547,1.952,0.6901,1.323,0.5417,0.8857,0.9027,BRCACancer
