@relation data

@attribute id string
@attribute 1965 numeric
@attribute 207 numeric
@attribute 317 numeric
@attribute 472 numeric
@attribute 54205 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 572 numeric
@attribute 5747 numeric
@attribute 581 numeric
@attribute 5829 numeric
@attribute 596 numeric
@attribute 598 numeric
@attribute 637 numeric
@attribute 6772 numeric
@attribute 7094 numeric
@attribute 7157 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 842 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.8814041996,2.3584245311,0.1030333459,-0.0661986022,-0.0182527169,0.2608651281,-0.0981862237,0.3923970497,0.3568962877,0.7895966098,0.6420627936,-0.0618729870,0.0871318146,0.6887301476,0.7381155855,0.8473812143,0.9853307140,0.0052920096,0.4137211830,0.5470014745,0.3441887239,BRCA
GSM481003,1.5683274246,2.5114432043,0.1110656509,-0.1056909030,0.1319214864,0.2829620648,-0.0518483993,0.8256779464,0.1244303655,1.1044230957,0.6960067314,-0.0646676839,0.2027870905,0.7906400810,0.8860665159,0.6912779407,0.9925875762,0.0413504756,0.7060568912,0.6720979764,0.7539005348,BRCA
GSM481004,1.5315217208,2.2194539971,0.0268829770,-0.0821350421,0.0181169579,0.4684481415,-0.1085750333,0.5918967704,0.2292358492,0.4883667428,0.6701001566,-0.0883470983,0.0731631404,1.0386877479,0.9381063713,0.8583761311,0.8802483742,0.0227122911,0.5954682015,0.5435008611,0.5294298967,BRCA
GSM481005,2.1133898829,2.3890128664,0.1940816199,-0.0263808509,0.1081913242,0.3166812967,-0.0871069950,0.5596565347,0.2669062797,1.0273913688,0.8165280745,-0.0833753531,0.1140465466,0.7332842213,1.1652991205,0.6834549974,0.9015575944,0.1452049680,0.4556981718,0.3544646166,0.4136187493,BRCA
GSM481006,1.6681061672,2.7993582883,0.0576291601,-0.0131001265,0.0367047245,0.2588561041,-0.1044239603,0.4886666650,0.2529420034,0.8656490569,0.7397100626,-0.0787858003,0.1918322109,0.5348292987,1.0724941031,0.6011486065,1.3752852871,0.0978846997,0.5816822311,0.9203133194,0.5213412684,BRCA
GSM481007,0.9793251456,2.4604020782,0.0884708629,-0.0317684311,0.0379549713,0.2214731303,-0.0580448157,0.9255183645,0.1849544916,0.9085509542,0.6706443179,-0.0395099294,0.1788453258,0.8986499582,0.6220977374,0.6480991445,1.2977375326,0.0586705186,0.2173313741,0.9262292235,0.7313789074,BRCA
GSM481008,1.5196910524,2.1300801171,0.3583017097,-0.0287524567,0.0158213981,0.2738108856,-0.1056714096,1.0612640086,0.2445528730,0.9423102802,0.7187695248,-0.0483734958,0.0997079746,0.8953086573,0.6182682188,0.8231768893,0.9878225434,0.0279587975,0.3943970685,0.5166528075,0.4864576326,Control
GSM481009,1.6043706046,1.7882246540,0.0577980618,-0.0741165462,-0.0419632214,0.3586061170,-0.1066654161,-0.0767497015,0.1822121439,0.5673530965,0.6320714956,-0.1458780054,0.0380890368,0.2611433211,0.7020093558,0.5292777442,0.9829903326,-0.0766929161,0.5341628007,0.4724040300,0.3737636758,Control
GSM481010,2.2511457157,2.1086231072,0.1383740484,-0.0522969667,0.2049654462,0.3844459151,-0.1128206664,0.7550900512,0.2743944092,0.8686887410,0.5792703495,-0.0879259115,0.0602844359,0.8465682827,0.9930470879,0.7593827262,0.7534921082,0.1088690767,0.6977833167,0.5923628490,0.3622522485,Control
GSM481011,1.2710189652,2.7272794777,0.0393868066,-0.0514790472,0.0471237373,0.2189997299,-0.0728182171,0.8490704160,0.1690626889,0.8156974314,0.9477119443,-0.0457399186,0.0944211634,0.5948791403,0.6050271742,0.7561733133,0.9952894231,-0.0036057916,0.3974827927,0.2007519566,0.5318953696,Control
GSM481012,1.7112284852,1.8813959094,0.0910889479,-0.0600952140,0.0492449966,0.3012960630,-0.0738986904,0.4327418197,0.2194058121,0.7185526043,0.6020420162,-0.0352481530,0.0635312237,0.6453165220,0.8064178176,0.8412935166,0.8725762112,0.0171263263,0.5825620993,0.5873437941,0.6264862594,Control
GSM481013,1.3857818580,2.6179897917,0.0401316688,-0.0336836739,-0.1072592823,0.2869227106,-0.0820605647,1.6294833929,0.2020749210,1.1471262296,0.8881511668,-0.0221938008,0.1705354328,1.1045925779,0.3724243887,0.7379221220,1.3992428302,0.0372665422,0.3122137967,0.3790891174,0.6168028850,Control
GSM481014,1.9036706973,2.0626784828,0.2117750549,0.0231110066,0.0563827634,0.3662355639,-0.0366185473,0.7193479280,0.2183049606,1.3270182870,0.5616762059,0.0680477506,0.2921008622,0.3346756890,0.8559759963,0.8154155490,1.0247983021,0.1720627065,0.1788591890,0.5444557484,0.3491890309,BRCA
