@relation data

@attribute id string
@attribute 1072 numeric
@attribute 22927 numeric
@attribute 2316 numeric
@attribute 27154 numeric
@attribute 29106 numeric
@attribute 3309 numeric
@attribute 335 numeric
@attribute 5341 numeric
@attribute 5478 numeric
@attribute 5660 numeric
@attribute 6647 numeric
@attribute 7018 numeric
@attribute 7094 numeric
@attribute 7273 numeric
@attribute 7277 numeric
@attribute 7414 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 813 numeric
@attribute 9948 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.3185293673,0.2078784260,1.4137831880,0.1900537291,-0.1566597580,1.3437435329,-0.1180963399,-0.0058486102,1.5583458656,2.5538356454,3.1076389551,-0.0942405158,0.3349262315,-0.0622027443,3.1889888843,1.4682459658,1.5891594400,0.9537983259,2.1997757852,1.3300190620,0.9309482963,BRCA
GSM480985,1.9290970167,0.4762951431,1.5385420131,0.1142904773,-0.2230375708,1.7148520948,-0.1456275137,-0.0204350018,1.4373816931,3.4668635875,3.1423662602,1.9292973661,0.3543325623,-0.1002918487,2.0826565823,1.6274614056,1.2845784730,0.9828057632,1.9199515841,1.4117339403,1.0597193889,BRCA
GSM480986,2.6057420970,0.3592535098,1.5913229489,0.1448033357,-0.1961673678,1.4107512236,-0.1378842151,-0.0173711524,1.6264587631,3.0589153692,3.0492029190,0.4309349392,0.3472165334,-0.0744701258,3.3673881293,1.6394084916,1.6418533209,0.7694473286,2.1900971755,1.1325362776,1.1186327498,BRCA
GSM480987,2.3601241903,0.4411288874,1.6446021437,0.2125581420,-0.2006469792,2.1148679256,-0.1365783568,0.0035233624,1.5740409474,2.9828676804,2.9562984109,-0.0676418460,0.5924646768,-0.0860651739,2.0744834742,1.4971761177,1.3375803794,0.6854064385,1.7749855086,1.6818865136,0.9713367199,BRCA
GSM480988,1.7501517537,0.1540042574,0.8170455885,0.1668472797,-0.0457004423,1.9312407853,-0.1181522474,0.0088786657,1.5029344358,2.9522883891,2.6136877539,1.0752660824,0.3568265384,-0.0775236961,2.3828095992,1.5831342597,1.4518957679,0.8568994044,2.2009519134,0.8426597631,1.1530438865,BRCA
GSM480989,2.9739281333,0.1704085879,1.4999871135,0.2293981094,-0.1784296004,1.4224224628,-0.2205092889,-0.0146936903,1.7817363106,3.6641959325,2.9885713906,1.3874887459,0.4247063940,-0.1022137793,3.2218457460,1.4356221762,1.5590544180,0.7983118814,2.9188919440,0.8679068875,1.4156008514,BRCA
GSM480990,3.1392434437,0.2801683828,2.0414946509,0.1292068783,-0.2103617314,1.1399651318,-0.1025914788,-0.0021917107,1.5056323680,3.3314003795,2.6986314506,-0.0496320918,0.4164225238,-0.1005013103,3.3529577652,1.4810826326,1.4453520321,0.6829452796,2.5856389926,0.9963683555,1.2134349580,Control
GSM480991,2.8201174737,0.3769767952,1.7985366823,0.1857407388,-0.1781658292,1.3146805762,-0.0919943968,-0.0193476768,1.4836390516,3.4355427622,2.9224400969,0.2940229983,0.4066644799,-0.0638973452,3.3572398025,1.7032585504,1.5451146222,0.7246558555,2.3986895680,0.8957198485,1.4030092472,Control
GSM480992,3.1759457587,0.1507775448,2.0218489599,0.1902147105,-0.1105685894,0.9087282598,-0.0843207331,0.0326600589,1.3489033755,3.0997888668,2.6729399114,-0.0241846685,0.4696601534,-0.0729980698,3.2449410757,1.4694966279,1.4246134289,0.7415068230,2.6897532866,0.7634547667,1.3042320710,Control
GSM480993,2.6895048220,0.1475145044,1.8627272177,0.1880093483,-0.1745038162,1.5506032942,-0.0355576774,0.0038525842,1.4635219814,3.0971606819,3.0971553921,0.4392386464,0.4063588533,-0.0817407961,3.1192307073,1.5233000448,1.5856227239,0.8005855027,2.4490207491,1.0085426756,1.1920499380,Control
GSM480994,3.1306199233,0.0429354854,1.3998396253,0.1836870703,-0.1713407318,0.9567204356,-0.0725541324,-0.0482124073,1.6144219436,3.5671026706,3.0655724556,0.2213849999,0.2938978469,-0.1104596000,3.1185479163,1.6074844851,1.5541917865,0.8043518845,2.7740268455,0.9104337068,1.2188138118,Control
GSM480995,2.7990051113,0.5117038593,2.0764083909,0.2757893477,-0.2086215912,1.4337117850,-0.1352413831,0.0149050873,1.6937099314,3.4351781607,2.8128418625,0.7847914185,0.4453044975,-0.0986202656,3.1638121207,1.8171828304,1.5843793040,0.9457654122,2.1464026361,1.6311279668,1.4159789216,Control
GSM480996,2.8224002920,0.3131766708,1.9575634480,0.1231479313,-0.1333783828,0.9389246628,-0.0840352755,0.0278782111,1.4576027296,2.9400086180,2.9442711326,-0.0439138610,0.5493994795,-0.0512787938,3.6997663180,1.5963898665,1.6124594438,0.6485259212,2.3817085028,1.2731352299,1.2099552416,BRCA
GSM480997,2.9312574863,0.6912455397,2.5936462163,0.2625265976,-0.1458451918,2.0983329894,0.3235939520,0.0363598750,1.4680618826,3.3877238109,2.9384282082,-0.0777914060,0.6630013524,-0.0708553319,1.5887027778,1.7381768113,1.2744263483,0.8059017853,2.8542935214,2.0164119929,1.5267138291,BRCA
GSM480998,2.4402847687,0.0896628682,1.6968653870,0.1485681369,-0.1398547474,0.9939545455,-0.1178629011,0.0468671669,1.4212233236,2.8349414914,3.0836758614,0.7584063177,0.4612481437,-0.0689046018,3.0839575928,1.5021443356,1.5269277998,0.8750626656,2.5579728074,1.2473515309,1.0871610142,BRCA
GSM480999,2.2432699600,0.4801133078,1.2698757815,0.2525746084,-0.1585835482,1.2772849857,-0.1504357789,-0.0230152385,1.5272667763,3.1052382067,2.9608152509,0.6026018690,0.3944236082,-0.0768226459,2.7550854883,1.5946661786,1.5838601271,1.0177537981,2.0875280909,1.0530471861,1.2164740096,BRCA
GSM481000,2.0923478603,0.4146255060,1.4087018371,0.1870692216,-0.1082936882,0.9497664094,-0.0525602214,-0.0015121922,1.3946021999,3.0235082804,3.1691040695,0.4959009799,0.3733513456,-0.0819418007,3.0518055757,1.6135114828,1.6113596664,0.8381175668,2.0064177178,0.9171290763,1.2076234493,BRCA
GSM481001,2.7239157357,0.4106773329,1.8927640916,0.2285237376,-0.1582932063,1.2478702904,-0.0122270408,0.0164390521,1.5192436971,3.4456774443,2.7398228198,0.2139429463,0.3818742842,-0.0962416707,3.1151186228,1.8689700283,1.6483445484,1.0630492036,2.2235211097,1.3811107421,1.2341370875,BRCA
