@relation data

@attribute 6657 numeric
@attribute 81620 numeric
@attribute 1869 numeric
@attribute 7027 numeric
@attribute 7298 numeric
@attribute 6241 numeric
@attribute 8318 numeric
@attribute 26271 numeric
@attribute 1871 numeric
@attribute 983 numeric
@attribute 1870 numeric
@attribute 4998 numeric
@attribute 8900 numeric
@attribute 1719 numeric
@attribute 79923 numeric
@attribute 993 numeric
@attribute 990 numeric
@attribute 5460 numeric
@attribute 5422 numeric
@attribute 7084 numeric
@attribute 5111 numeric
@attribute 898 numeric
@attribute Class {Control,BRCA}

@data
5.191142987,5.957224679,5.763286242,10.489828235,7.62454166,4.443820456,6.299304767,6.388848544,9.274157466,5.5594032075,7.6916757,5.790192895,6.796886882,5.63902319,4.993687096,5.7113333935,4.932168974,5.98608559533,7.122160823,9.78453716,7.30666968733,5.7706733955,Control
4.893623881,6.483780011,6.058322584,10.46698639,6.968670032,4.95444207,5.648473532,6.0430433815,9.646289192,5.1000844475,6.931656836,5.868397398,6.077889871,5.748737112,5.402083668,5.580948299,4.948847562,6.29416571267,6.409474951,8.951489538,7.18042006333,5.8681879535,BRCA
5.216164312,7.625491737,6.031886566,10.89809876,9.100820741,5.605858198,7.716204063,6.6995400145,9.837470696,6.018363896,8.360672771,6.760291233,6.720350724,4.620332194,5.214718599,6.1523191905,5.447257868,6.17222257433,7.180493836,8.660175215,7.63223048933,6.213232041,BRCA
5.064542934,8.354404912,5.460424154,10.14224707,8.900701647,5.525294697,8.225232898,6.458095163,10.27390663,6.0392399955,8.162745192,5.972354482,6.183293584,5.372439586,5.62000808,5.697363916,5.182703468,6.501395163,7.023923823,8.434608552,6.55166353833,5.99736739975,Control
5.173760478,6.99492227,6.053008806,10.17761519,8.422297266,6.326164856,6.134329409,6.4112323765,9.962375907,6.028693113,7.617800091,5.712603517,6.125780878,5.333791561,5.403788568,5.9046360085,5.455665247,6.24460528467,6.9330908945,8.805970434,7.35432909133,6.29992863125,BRCA
5.214330049,6.399090431,5.770572224,10.807258755,8.099138854,6.953443134,6.828996845,6.7187801615,10.05069253,6.0648074825,7.123969084,6.146803484,6.672712173,6.048220516,5.170937787,6.113079114,5.342529189,5.83327130167,6.8500213875,9.048637487,7.408697217,5.7160804985,BRCA
5.1499802045,7.423118274,6.146803484,10.526885685,7.317731701,5.268482349,7.527244602,6.686202902,11.29154789,5.427401159,7.972134198,5.301415026,6.268944869,4.998433881,5.032113243,5.5721428055,4.998433881,6.55679907567,6.349361739,8.448282691,6.44602920733,6.32124444525,BRCA
5.1226906155,6.126245653,5.920180882,10.77234512,8.193452823,5.540872931,6.264072495,6.644794773,9.654399345,5.6375433755,6.945271536,5.120093989,6.986072764,5.297935366,5.364932404,5.5654738825,5.346169084,5.59058362833,7.048256226,8.801652691,8.02092389867,5.7012189585,Control
5.078956662,8.000734017,5.598879718,10.885151175,9.814767147,6.760856726,7.900868506,6.7867375125,10.12192882,6.505547144,8.258590913,6.614640376,6.059891283,5.681878783,5.474445169,6.648397732,5.620154746,6.39055891833,7.4543940705,8.745490404,7.82590120133,6.42728370275,BRCA
5.3379549615,6.420975498,5.672857555,9.9169571465,7.322741917,5.447092526,5.634020526,6.169236535,9.387097072,5.4053195205,6.888624921,5.431298057,5.906897358,5.104977394,4.535627553,5.7118445555,5.096358059,6.14861521567,7.011695558,9.25541878,7.315615812,5.859119673,BRCA
4.924707281,7.033563754,6.357820835,9.794661619,7.858977362,5.659219053,6.619270395,6.2555655945,9.342830898,5.220752803,7.227811157,6.012574958,6.413717301,4.866180084,5.255700175,5.91779079,5.255700175,6.406309388,7.008129683,9.651011821,7.19178534067,6.179762227,BRCA
5.1471348225,6.567884319,5.853877943,10.79646675,8.549265941,6.273894067,7.051647054,6.1104676455,10.01526211,6.0055657725,7.045216672,5.59381033,6.364446037,5.883810945,5.118329873,5.432572281,5.455336468,6.13560964433,6.914785761,9.101214823,7.66789353567,6.16318161475,Control
4.96147676,6.362562487,5.687208569,10.63857576,8.189430636,5.781629373,6.327333135,6.405395187,9.817175993,6.0129300215,7.30193311,5.569028668,6.086619917,5.162100493,5.330747731,5.930654322,5.375918034,5.59303773767,6.9100955155,9.691255469,7.32601425833,5.667146432,Control
4.84131852,6.360193609,6.099827094,11.152632775,7.261603975,6.107798352,6.469727786,6.6686499785,9.061938927,5.5090344575,7.237642883,5.611033099,7.790741294,4.933113756,5.014814152,6.061094089,5.297201735,6.33752536367,7.2390370655,8.85611511,6.97591235933,6.11855449125,BRCA
4.925055241,7.313837914,5.927310565,11.52254988,9.103380351,6.966133735,7.759923335,6.7456239415,9.928363336,5.6287591775,8.462748793,5.48527486,6.853469023,4.939004665,5.207903829,5.864740453,5.234397132,6.02078397033,7.31912801,9.365278684,6.763530312,6.4922561955,BRCA
5.1775380295,7.478852772,6.0664182,10.877554945,8.585001127,6.198401453,7.578488036,6.617564549,8.857670911,5.441586912,8.146264608,6.217720863,6.723391747,4.708204487,4.917445181,6.176494816,5.727111263,6.292552452,7.454481784,9.106458987,7.03874911367,6.27371824275,BRCA
5.5543497375,5.812890452,6.240701309,11.10197649,7.495377629,5.998653184,6.482005732,6.5216989325,8.667928594,5.6210469815,7.325532861,5.726293954,6.401567006,5.132588408,4.676965151,6.0364801365,5.112503363,5.994443371,7.3267110305,9.101214823,7.10016706667,6.19627768275,BRCA
4.8577276255,8.04360305,6.12918576,11.244230505,9.116669587,6.503830209,8.038481623,6.6082696735,9.626777286,5.8102462945,8.1655868,6.419754289,6.604779761,4.634625117,5.250782787,6.3640118835,5.449323037,6.10246431067,7.345900669,9.188119693,7.13735669233,6.47813675725,BRCA
5.0462764015,6.691398504,6.065072081,11.353999045,7.822891239,6.251819079,6.812405567,6.785268335,8.975526388,5.34095673,7.252739043,5.94872421,6.284297232,4.605012752,5.161092822,5.8370662645,5.48205062,5.88360189367,7.188619934,9.207185874,7.301571066,6.1333137935,BRCA
5.1762263365,8.235058209,5.901899413,10.4543565965,8.437670028,5.80517071,7.614086121,6.4826999675,7.570673773,5.46625573,9.009885376,5.852005861,7.03100122,5.753023652,4.632300425,6.025769593,5.212385731,5.89026419433,6.212221867,9.030143702,6.78827803233,5.9634582625,BRCA
