@relation data

@attribute id string
@attribute 3265 numeric
@attribute 8517 numeric
@attribute 1869 numeric
@attribute 1147 numeric
@attribute 5894 numeric
@attribute 7027 numeric
@attribute 5970 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 387 numeric
@attribute 595 numeric
@attribute 1017 numeric
@attribute 3551 numeric
@attribute 1019 numeric
@attribute 5058 numeric
@attribute 5925 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 1021 numeric
@attribute 5595 numeric
@attribute 4790 numeric
@attribute 898 numeric
@attribute 4792 numeric
@attribute 5295 numeric
@attribute 5879 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4236,0.3604,0.1478,1.5171,1.7841,0.0947,1.4383,2.6139,1.2717,0.765,0.1356,1.0793,1.1591,0.7267,1.1544,1.0363,0.6157,1.5746,0.7143,1.0952,1.6981,0.5319,2.2123,1.4982,0.6575,1.76,Control
A02,0.3716,0.3492,-0.0079,1.302,1.5394,0.1029,1.258,2.1529,0.9753,0.54,0.1049,0.8152,0.9319,0.4292,1.1633,0.801,0.5686,1.3014,0.3325,1.0379,1.2732,0.2379,2.0603,1.1993,0.5148,1.6579,Control
A03,0.3757,0.3742,0.1982,1.5398,1.7337,0.1357,1.4813,2.3934,1.692,0.8594,0.1251,1.0301,1.0697,0.5162,1.4142,1.0565,0.6805,1.3967,0.4772,1.0752,1.4485,0.4986,2.7503,1.3339,0.7441,1.9065,Control
A04,0.3609,0.3772,0.0725,1.079,1.6705,0.084,1.484,2.6652,0.9804,0.5096,0.2164,0.827,0.9555,0.3873,1.0138,0.8205,0.6225,1.353,0.4707,1.0602,1.4304,0.2161,2.2761,1.4882,0.4666,1.7434,Control
A05,0.4772,0.6097,0.2314,1.4435,1.8077,0.1376,1.5368,2.4343,1.7524,0.6538,0.1872,1.0253,1.0728,0.5341,1.356,1.0433,0.7463,1.4836,0.4423,1.2157,1.5181,0.3737,2.4615,1.3381,0.6929,1.9721,Control
A06,0.2467,0.3246,0.1291,1.3907,1.7479,0.0656,1.338,2.297,1.4036,0.5802,0.0491,0.8221,0.9844,0.5281,1.2821,0.8912,0.6458,1.3845,0.4119,1.0037,1.3497,0.226,2.472,1.3761,0.5468,1.8749,Control
A07,0.364,0.3276,0.0777,1.4674,1.7697,0.1316,1.2584,2.1826,1.1581,0.7994,0.1216,0.8887,1.1473,0.5732,1.3527,1.0213,0.597,1.5934,0.6179,0.9863,1.6897,0.395,1.9798,1.6231,0.7206,1.9127,Control
A08,0.2967,0.1674,0.1985,1.3187,1.7375,0.1022,1.2448,1.9952,1.1244,0.8642,0.0853,0.8162,1.198,0.4958,1.1951,1.0826,0.5375,1.7501,0.9783,1.0102,1.8669,0.3103,1.9095,1.714,0.8123,1.9432,Control
A09,0.349,0.2539,0.128,1.4072,1.637,0.0831,1.3302,2.2289,1.3153,0.5863,0.0974,0.8193,1.047,0.5306,1.2691,1.0359,0.5633,1.4582,0.5964,1.0062,1.606,0.3204,2.1911,1.5464,0.5927,1.8616,Control
A10,0.398,0.3962,0.1218,1.4266,1.7832,0.1127,1.3233,1.7823,1.1616,0.7708,0.1256,0.8978,1.1476,0.4568,1.3532,0.9646,0.5633,1.6941,0.5524,0.9394,1.641,0.2036,2.1251,1.6535,0.7228,1.9537,Control
