@relation data

@attribute id string
@attribute 1000 numeric
@attribute 1001 numeric
@attribute 1002 numeric
@attribute 1003 numeric
@attribute 1013 numeric
@attribute 10666 numeric
@attribute 10686 numeric
@attribute 1272 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1462 numeric
@attribute 1493 numeric
@attribute 149461 numeric
@attribute 214 numeric
@attribute 22871 numeric
@attribute 23114 numeric
@attribute 23308 numeric
@attribute 23562 numeric
@attribute 23705 numeric
@attribute 24146 numeric
@attribute 257194 numeric
@attribute 25945 numeric
@attribute 26047 numeric
@attribute 26285 numeric
@attribute 2734 numeric
@attribute 29126 numeric
@attribute 29851 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3383 numeric
@attribute 3384 numeric
@attribute 3385 numeric
@attribute 3655 numeric
@attribute 3676 numeric
@attribute 3680 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3897 numeric
@attribute 4099 numeric
@attribute 4359 numeric
@attribute 4684 numeric
@attribute 4685 numeric
@attribute 4756 numeric
@attribute 4897 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50848 numeric
@attribute 51208 numeric
@attribute 5133 numeric
@attribute 5175 numeric
@attribute 54413 numeric
@attribute 57502 numeric
@attribute 57555 numeric
@attribute 57863 numeric
@attribute 5788 numeric
@attribute 5792 numeric
@attribute 5797 numeric
@attribute 5817 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 58494 numeric
@attribute 6382 numeric
@attribute 6383 numeric
@attribute 6385 numeric
@attribute 6401 numeric
@attribute 6402 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 6614 numeric
@attribute 6693 numeric
@attribute 6900 numeric
@attribute 7122 numeric
@attribute 7412 numeric
@attribute 80380 numeric
@attribute 80381 numeric
@attribute 8174 numeric
@attribute 83700 numeric
@attribute 8506 numeric
@attribute 8516 numeric
@attribute 9019 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 90952 numeric
@attribute 914 numeric
@attribute 920 numeric
@attribute 923 numeric
@attribute 925 numeric
@attribute 926 numeric
@attribute 933 numeric
@attribute 9369 numeric
@attribute 9378 numeric
@attribute 9379 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 947 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute 965 numeric
@attribute 9672 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.5979654778,1.0463232510,-0.0233479892,-0.0133768996,0.0259259634,-0.0294138384,-0.0223843215,0.1072200168,-0.1252300160,-0.1476838194,-0.1987272162,0.4835664393,1.9185532817,-0.0665195915,-0.0074819067,0.5662909463,0.0054742318,0.4846127264,-0.1129843818,-0.0402767094,-0.0734449587,-0.0579599621,0.0197252953,0.1380914762,-0.1093428316,-0.0993328252,1.0433334311,0.0946728341,-0.1218768964,2.2812253023,1.5229048728,2.6123425960,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,2.3021070256,0.2612027752,0.2401516087,1.6084205522,0.1503931937,1.0669086047,0.3311502892,0.1586799756,-0.0605403240,-0.0770992702,-0.0077028284,0.3657026856,0.1496797397,-0.1962938794,-0.1541696254,-0.0785329407,0.0100887044,-0.0028573514,0.1112384930,0.0083338210,-0.0874492497,0.8740456118,-0.0835350718,-0.0578838971,1.7780538464,0.1721759651,0.0106290318,-0.2923995453,-0.0489916427,-0.1637149595,-0.0672596270,0.3354415507,-0.0783314924,-0.1722219885,1.7334710084,0.3882737478,0.4931013983,-0.1142288212,0.3088382735,0.8827619023,1.9700688789,1.3599667637,1.3976434459,-0.1053011689,-0.0292339090,-0.0841577866,0.0123201861,-0.1649174525,-0.0508844724,-0.1454649512,-0.0632721569,1.4351434186,0.0937277087,0.6106773044,0.0850201877,0.8916477740,1.0007161068,-0.0795373934,2.1277470635,-0.1290155527,-0.0941349924,-0.1467970380,0.0676349092,0.0597489652,-0.0359190766,-0.0278078501,0.1012033703,-0.1001903431,-0.0784733941,-0.0700839953,-0.0188878691,-0.1006180968,0.2195043401,-0.1136478285,-0.0491168688,-0.1893430850,-0.1083238205,-0.1248357775,0.0287567411,-0.0944000360,-0.1889940840,-0.0063721439,-0.0449378426,0.0180790283,BRCA
GSM481003,1.3296003885,1.7734553069,0.0544145126,0.4899988875,0.0245818621,-0.0679084017,-0.0365280954,-0.0199117641,0.0770159362,-0.0318918048,-0.0054070148,0.6464457552,0.9626869110,-0.0715917353,-0.0913396300,0.6574962173,0.0742162936,1.0017269044,-0.0027634420,-0.0180205922,0.0865294727,0.0002747841,-0.0172529666,0.1352466541,-0.1258920705,-0.0898194867,0.5090132039,0.0146969782,-0.1185654941,2.5229606927,1.8544525307,2.9124462607,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,2.1511375834,0.3748175066,0.4102152153,1.3550704890,0.0781875632,1.0488100880,0.3293958788,0.0405183853,-0.0903159117,-0.1034652738,0.4208200202,0.3869180783,0.1592926320,-0.1556896888,-0.0823839714,0.0232603133,1.9680034484,0.0954876737,0.0010914802,0.2493366491,-0.0674432113,0.7855372163,-0.0011262474,-0.0199478673,2.2123938208,1.5130936287,-0.0279037119,-0.1913975930,-0.0421273370,-0.1190860620,-0.0529675283,0.5191229294,-0.0181471641,-0.1138911428,1.8541518505,0.2540829177,0.5116480002,-0.0459073462,0.4601656807,1.9043971167,1.6940688070,0.9443970016,1.5550974760,-0.0890807733,-0.0006815124,0.1046401950,0.1189419298,-0.1645371679,-0.0128483432,-0.1369300185,0.0381998179,2.5014159606,0.0732744997,0.8261426448,0.0700992181,0.7033123184,1.0637748771,-0.0968554359,1.8944344261,0.1356607050,-0.0739172306,-0.1176093894,0.0088720419,0.7368682986,-0.0700399989,-0.0217206167,0.0149457140,-0.0606260283,-0.0945322939,-0.1348725014,-0.0825786177,0.0601921672,0.2002011694,-0.0691239957,-0.0889418508,-0.1096670431,-0.0904036750,-0.1233471200,0.0987734194,0.1128028248,-0.1467106119,0.0754543012,-0.0570953261,0.4613067603,BRCA
GSM481004,1.4713144403,0.7528884635,-0.0276429545,0.0945324420,0.0122744407,-0.0148906871,0.0373970289,0.0916305964,-0.0769742121,-0.1009666412,-0.1511752432,0.1616731554,1.3416360408,-0.0017525011,-0.0095652844,0.6303863953,-0.0004110207,1.1209534283,-0.0849668668,0.0966304259,-0.0381200019,-0.1035351688,0.0196418479,0.1437060048,-0.1010836551,-0.1526163470,0.8915044325,0.0035422160,-0.0679055706,2.3726209051,2.3105667233,3.0650056200,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,2.3867501019,0.4093895632,0.4255986509,1.7522706015,0.0333518460,0.8410194449,0.1119323884,0.1066328658,-0.0688428182,-0.1109918706,0.0661285739,0.3344272605,0.1403264253,-0.1854128705,-0.1296136039,0.0367421629,0.8025180521,0.0177135904,0.0754462200,0.0594986145,-0.1034266773,0.7650161439,-0.0575863197,0.0009818068,2.2593973856,0.4297045224,-0.0285216565,-0.1974418070,-0.0777788476,-0.1435058413,-0.1313743376,0.7937628884,-0.0503688476,-0.1673319362,1.8865528060,0.4946081011,0.4409694789,-0.0380897999,0.3655948651,1.4681824976,0.7768651535,1.1525522401,1.7647942296,-0.1346208369,-0.0215440972,-0.0368857761,0.0908161539,-0.1754340489,-0.0158513536,-0.1475030502,0.0332571217,1.4617717490,-0.0084137170,0.6716320454,0.0440111043,0.8979108692,1.8820820121,-0.1020450556,1.9106735699,-0.0304403317,-0.0851041900,-0.1383349480,-0.0639183010,0.2723441043,-0.0734170721,-0.0857841578,0.0547877369,-0.0573946973,-0.0822885510,-0.0793726691,-0.0626230279,-0.1097274943,0.5139862336,-0.0456592873,-0.0504688862,-0.1200933228,-0.1074905293,-0.1491042694,-0.0252635851,0.0367485628,-0.0823195486,0.0962770187,-0.0318102659,-0.0217994316,BRCA
GSM481005,1.6797260343,1.2867841321,-0.0560912219,0.0000804398,0.0092072519,-0.0840603471,0.0072821304,0.3498954537,-0.1651466861,-0.0270103897,-0.1056594801,-0.1475589197,2.0881225530,-0.0435396065,-0.0534659259,0.9021296273,0.0524349271,0.9470308789,-0.1125810202,0.0167830338,-0.0069249025,-0.0527448335,0.3368574834,0.3724417455,-0.1408021856,-0.0713195771,0.9395587378,0.0200021964,-0.1454700950,2.4218538858,2.2198376855,2.7893269853,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,2.4552787683,0.3398955745,0.3398513175,1.1470914875,0.0848073462,1.0183299947,0.5618593327,0.2469138296,-0.0687515454,-0.0538089833,-0.0715960995,0.4803772003,0.2270940179,-0.1542207042,-0.1365753101,-0.0531581215,0.6637284379,0.1275892266,0.0184318636,0.0157184281,-0.0651258546,0.6918281633,-0.0882155810,-0.1147465410,2.1457658741,0.3964699985,-0.0072189732,-0.1681952008,-0.0867446095,-0.0499477516,-0.1368891863,0.5107773774,-0.0680289860,-0.1606572991,1.4402512403,0.4555424096,0.4413598240,0.0027889507,0.2964933475,2.9454981752,1.1301747999,1.6198523020,1.3409468041,-0.0668759366,0.0227117965,-0.0726067910,0.0525205318,-0.1832505430,-0.0485308989,-0.1382890262,-0.0542451661,0.8368593614,0.3217615576,0.4984668663,0.0045036747,0.8381537139,1.0712724443,-0.0442960088,2.0884614131,-0.0173925526,-0.1237518556,-0.0496233711,-0.0199526320,-0.0104058827,-0.0409253000,-0.0699562378,-0.0331311966,-0.0384553807,-0.0670392863,-0.1266929486,-0.0229828025,-0.1005422686,0.8145720150,-0.1048526911,-0.0108506466,-0.1127792553,-0.1229680405,-0.1358126570,-0.0781033603,0.0770583563,-0.1864941843,0.0842258019,0.0230864346,0.1299700532,BRCA
GSM481006,1.3675755582,1.6904690153,-0.0409263082,0.1612103124,-0.1114856009,-0.0220886800,-0.0026003006,-0.0272842500,-0.1355574389,-0.0774333748,-0.2067639050,0.5398162300,1.8585391217,-0.0658524960,-0.0876578273,0.6292894598,0.0247739363,0.6413895716,-0.0558352524,-0.0307478687,0.0422912994,-0.0915561106,0.0750290541,0.1421901085,-0.1463398739,-0.1103085900,0.6681212153,0.0565265422,-0.1236475436,2.5923849594,2.5553631185,3.0099298953,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,2.4233008693,0.5134105295,0.5036426629,1.6024171489,0.0198998432,0.9590272043,0.4575556130,0.1961680456,-0.0353155639,-0.1073077497,-0.0732725291,0.4419262721,0.1351042711,-0.1855151630,-0.2180094931,-0.0306499936,0.7707452903,0.0080742013,0.1712264786,0.2749650400,-0.0818339200,0.8983105026,-0.0035115807,0.0236724890,1.9937688903,0.8491318701,0.0010636475,-0.3334359614,-0.1171489896,-0.1480803140,-0.0682320243,0.4939440993,-0.0353805706,-0.1013667325,1.7775970260,0.2757583993,0.6317264760,0.0320668299,0.3381265376,1.2892440821,1.9412992614,1.0764541981,1.6407612922,-0.1474844559,-0.0354175276,-0.0867700028,-0.0279771370,-0.1512020234,-0.0283230268,-0.1361614551,-0.0467863620,2.3843624517,0.1612345416,0.6423826653,0.0879719659,0.8024218490,0.9828318756,-0.0786305891,1.9571603164,-0.0659961187,-0.0418901456,-0.0821439109,-0.0216550640,0.5855412611,0.0365791840,-0.1095987823,-0.1143870599,-0.0865613314,-0.0553741424,-0.0666833480,-0.0923834387,-0.1800866224,0.5945908667,-0.1007265961,-0.0745588535,-0.1203887555,-0.1057008965,-0.1329987930,-0.1637762469,0.1071480134,-0.1412679263,0.0579082811,0.0397301614,0.4513764037,BRCA
GSM481007,1.0227410624,1.5422820653,-0.0475072155,0.0045146588,-0.0843010318,0.1050978690,0.0130901235,-0.0427315708,-0.0978646680,-0.0829389156,-0.1218640478,0.7363453357,0.2966984537,-0.0483874479,-0.0199723783,0.5103869122,0.0572332547,0.8348165202,-0.0050482268,0.0172288164,-0.0147487751,0.1859712519,-0.0075601703,0.0680375473,-0.0990550387,-0.1195297471,0.4310698903,-0.0056168111,-0.0488125672,2.7132214616,2.6203098695,3.3078905740,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,2.5416592009,0.4100853755,0.4378683264,1.6901965559,-0.0174723764,1.1120103863,0.5650354502,-0.0270793494,-0.1077399169,-0.0586384583,0.6109497668,0.3823322751,0.2527581179,-0.0165134667,-0.0915853179,0.1034149443,1.0668325206,-0.0374884444,-0.0087671131,0.0189746347,-0.0590740323,0.6338424937,0.0126921337,-0.0968918964,2.3516883970,1.6583707928,0.0513456334,-0.3031714381,-0.0401979054,-0.0604046167,-0.0634713615,0.4300505673,0.1619422150,-0.1007321801,1.4398183986,0.2073044152,0.3180357602,-0.0268472135,0.3968873509,1.4436864190,1.2894965270,0.8556848069,1.6571964794,-0.0531207794,0.0545602426,-0.0686965311,-0.0093031861,-0.1815134427,-0.0040131896,-0.0979169657,-0.0214410374,3.1005409435,-0.1000554026,0.6514974805,0.1626402507,0.6376104003,0.9480457901,-0.0755375851,1.6782043439,0.1210163136,-0.1220999053,-0.0683014363,0.0905470607,1.4211435434,-0.0968751900,-0.0556031376,0.0499042900,-0.1007549883,-0.0643356952,0.1509046249,-0.0544135109,-0.1181798951,0.3778132594,-0.0625920470,-0.1192722709,-0.0767766709,-0.1090042344,-0.1440745181,-0.0337320498,0.0036272553,-0.0966813660,0.1734590463,0.1262258461,0.4485116918,BRCA
GSM481008,0.9228694716,0.0039136951,0.0178911288,0.0333404951,0.0059905660,-0.0868890716,-0.0037437584,-0.0309124936,-0.1279147234,-0.1123889600,-0.1806557250,0.6415533715,1.6298144313,-0.0441070308,-0.0391388203,0.8314338388,0.3155345527,0.2023368178,-0.0711487674,0.4461546540,-0.0349215153,0.0232674289,-0.0311164818,0.2515760225,-0.1080376731,-0.1385545979,0.7910141382,0.0160617902,-0.1090100288,2.9042129741,2.3881211680,3.5734345917,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,1.7290140671,0.7389904377,0.4788961043,1.0914881301,-0.0370022842,1.7181748680,0.2387165987,0.0454254805,-0.0592409613,-0.0419190719,0.0155054001,0.4044812041,0.1197325149,-0.1834583134,-0.1796593074,-0.0763117874,0.1107529538,-0.0434442862,0.7260723662,0.0812003916,-0.1217983797,0.5707722193,-0.0433769545,0.0730095169,2.2026615411,0.5256794312,-0.0348905814,-0.2414152224,0.1781776670,-0.1165890146,-0.0883606100,0.7964304901,-0.0844385904,-0.1283997776,1.6131062694,0.2937353582,0.2994903597,-0.0361669830,0.3928937842,1.1359402404,2.4991969956,0.4790653915,1.2949115297,-0.0469919451,0.0706649609,-0.0026418858,-0.0581562881,-0.1638021705,0.0462581306,-0.0789963369,-0.0376614083,1.1412398851,-0.0236776756,0.5860871071,0.0419373863,0.7670420547,1.0847785622,-0.1183564594,1.2918191033,-0.1176157688,-0.0122161880,-0.1178862223,-0.0573390999,0.1489628334,0.0042389902,-0.0567113046,-0.0823487298,-0.0427051691,-0.0768733399,-0.1495604314,-0.1106136142,-0.1301826210,0.0005660460,-0.0234345468,-0.0234673322,-0.1233326021,-0.1172582052,-0.1213212513,-0.0663466330,0.0942950695,-0.0981632424,0.0388940028,0.0562913010,-0.0903745492,Control
GSM481009,1.4470240220,1.0375101789,-0.1450700366,0.0506164488,-0.2159718309,0.0374817029,0.0322131466,-0.0064575036,-0.2175777387,-0.2309847074,-0.3239832272,0.3818471958,1.6945698732,-0.1080729676,-0.0151111214,0.5967136277,0.2889522978,0.3390897117,-0.2083377222,-0.3524707656,-0.0955513121,-0.2994706491,-0.0205517936,0.1733775415,-0.1585552784,-0.0878456450,0.6129346259,-0.1704099874,-0.1280780442,2.5609453994,1.5473926863,2.9983181160,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,1.6697274938,0.2221694356,0.3684054967,0.5789911190,0.0418354272,0.4727726032,0.2941268267,0.0679936685,-0.0201958709,-0.0861537382,-0.0843627745,0.4654109701,0.0098238778,-0.2835594586,-0.4556454430,-0.0182924334,0.1556326580,-0.0246615284,0.0220511163,-0.0565020959,-0.1129214648,0.5069196343,-0.0947818681,0.0039704921,2.1482219389,0.2615423322,-0.0035961770,-0.4284409470,-0.0994077928,-0.2931075618,-0.1293739563,0.1106988552,-0.1295604635,-0.0928309777,1.2195751257,0.2421634057,0.1706527257,-0.2542572968,-0.0572927748,0.5117164352,1.4252493049,1.3229497690,1.5288855832,-0.2525768428,0.0498461842,-0.0233045753,-0.1683658225,-0.2001377290,-0.1836844333,-0.2892409756,-0.3593711976,0.6947452825,-0.1011017346,0.3771310112,-0.0274623559,0.8125889257,1.0868145052,-0.1446147852,2.0455411367,-0.0852210291,-0.2085292622,-0.2712967194,0.0564312365,-0.0183282045,-0.1051120184,-0.0331778387,-0.0305082104,-0.0360599128,-0.0601412472,-0.0830179619,-0.0742771829,-0.1688175578,0.4103999658,-0.1164995975,-0.1921449238,-0.1733742767,-0.1072094006,-0.1481053627,-0.0802411665,-0.0703402315,-0.2133116647,0.0381035565,0.0524379304,-0.1490650472,Control
GSM481010,1.5328088322,1.7506944463,-0.0034590244,0.5186366420,0.0123408077,-0.0528328130,-0.1227839591,0.0890445992,-0.0723927971,-0.0818662104,-0.2232451839,0.0075093593,1.6235207547,-0.0664446317,-0.0471156272,0.8156907086,0.2813831530,0.7452942005,-0.0102291964,-0.0385854524,0.0914671744,-0.0170132802,0.1091366971,0.3874748792,-0.0921915496,-0.1451198281,1.0757250410,0.0484008944,-0.1657190521,2.0726020042,2.2387732467,3.1118620240,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,2.0544098756,0.2942882480,0.4823872663,1.4379808760,-0.0318547905,0.9132051666,0.4107004470,0.0781252100,-0.0902991760,-0.0388701461,-0.0250544287,0.5484455742,0.0508783250,-0.1162023945,-0.1121268229,0.1172201743,0.9326328587,0.0593307029,-0.0681747863,0.1930039476,-0.0879621665,0.5742748807,-0.0941648105,-0.0839966420,1.9871320729,0.8896137413,-0.0635856931,-0.1468362687,-0.1017693667,-0.0735249806,-0.0310702752,0.4405662952,-0.0555126737,-0.1117582013,1.8417135026,0.4935339872,0.4243409822,0.0087880768,0.3127255697,2.0439955792,1.2288698738,1.2130548694,1.3356717587,-0.1713298771,0.0549998319,-0.0515904378,0.1343732037,-0.1538709605,-0.0914601969,-0.0521959965,0.0097856214,3.2252018750,0.2185995648,0.5009219049,-0.1466390383,0.7852419809,1.2182045844,0.0060873871,1.9390349277,-0.1181290174,-0.1320328181,-0.0641655834,-0.0510926381,0.6879768297,-0.0056853701,-0.0787758383,-0.0671264859,-0.0627427894,-0.0809061946,-0.0702841424,-0.0651846437,-0.0495022550,0.3445015603,-0.1011116778,-0.0537028641,-0.0924790782,-0.0838255351,-0.0909093499,-0.0072475783,0.0569735571,-0.1327051670,0.1591748335,-0.0202938532,0.1339713250,Control
GSM481011,1.2870353223,0.8798664578,-0.0241696668,0.0382071539,0.1281213288,-0.0096535281,-0.0524687663,0.0534359273,-0.1097075660,-0.0337967091,-0.2333274842,-0.0038722266,1.0405831640,-0.0346704506,-0.0108503157,0.6126555500,0.0031453124,0.9832172212,-0.0912670359,0.0645246438,-0.0788466388,-0.1686636735,0.0169335239,0.1408457296,-0.1194830963,-0.1149002292,0.3277341783,-0.0170347898,-0.0552129229,2.3672987532,0.8510558853,2.4098413787,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,2.3644770805,0.1736610190,0.2398299707,1.2405612404,0.0264637599,1.3589244818,0.0860105640,0.0861695422,-0.0423831238,-0.0912651223,0.0269770351,0.3337490326,0.1527878153,-0.2020389984,-0.2263149620,-0.0419655334,0.1880361112,0.0569281504,0.1282089663,-0.0834430861,-0.0549121374,0.3190552858,-0.0627177503,-0.0204622396,2.4381522666,0.4734666871,-0.0464917036,-0.1910025236,-0.0445245766,-0.0798605424,-0.0763435577,0.5552183712,-0.0281307785,-0.1524609731,1.4681738733,0.3192388788,0.5014586547,-0.0258344951,0.5078688389,1.7682299747,1.4532810204,1.0597996187,1.3648027203,-0.1168497694,0.0696291659,-0.0073142439,0.0862828555,-0.2283607838,-0.0200533266,-0.1211100867,0.0025461503,1.0833165870,0.0648608882,0.5449075831,0.1219026649,0.7720717467,1.2981340058,-0.0784938757,1.8755865246,-0.0942685216,-0.1349419378,-0.2199967790,0.0212484036,-0.0415157032,-0.0719957563,-0.1505586873,0.1606687040,-0.0819519429,-0.0872730699,-0.0139633389,-0.0550308053,-0.1151434371,0.5087071058,-0.1050858217,-0.0374185299,-0.0911662719,-0.0831878588,-0.1059971412,-0.0561168351,0.0428327815,-0.0771297612,0.1026517693,0.0194917123,0.0557324726,Control
