@relation data

@attribute id string
@attribute 10005 numeric
@attribute 10478 numeric
@attribute 11001 numeric
@attribute 1384 numeric
@attribute 23600 numeric
@attribute 26061 numeric
@attribute 30 numeric
@attribute 3295 numeric
@attribute 3417 numeric
@attribute 51 numeric
@attribute 5264 numeric
@attribute 54677 numeric
@attribute 55711 numeric
@attribute 6342 numeric
@attribute 8309 numeric
@attribute 8310 numeric
@attribute 84188 numeric
@attribute 8443 numeric
@attribute 8540 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1583450556,1.3509560266,-0.1348567970,1.4106101021,0.0281725338,0.8089438280,0.8422150538,0.3759475382,1.1980544046,0.7942225787,0.9286635669,0.1288290702,0.0251604704,0.7953496452,0.7677231033,0.6470047011,0.5339000748,1.2939459384,0.8410849635,BRCA
GSM481003,0.2427524529,1.0485122308,0.0136813014,1.6810349952,0.1465320099,0.7729528992,1.0676478260,0.3349804746,1.0847901962,0.5687061689,0.7135269269,0.2320084210,0.1275879271,0.6196606711,0.5512112702,0.4720609623,0.1730120807,0.9167610481,0.7162118339,BRCA
GSM481004,0.0926654113,1.2861259765,-0.0597815148,1.8249261417,0.1055915163,0.8080770125,1.0331264622,0.4265436519,1.0591863099,0.5448857079,1.4277911186,0.0895814622,0.3054835134,0.6138951894,1.0803497899,0.5506170583,0.1644557206,1.1246421189,0.5137673904,BRCA
GSM481005,0.1944965629,1.2626587655,-0.1239570909,1.5692097842,0.1830562749,0.8555764407,0.9917850009,0.2842423069,0.9998788873,0.8575256561,0.8386328221,0.1395081370,0.3207774840,1.2087476185,0.8072086539,0.6159209198,0.7035779047,1.0825144201,0.8870923046,BRCA
GSM481006,0.4293654677,1.0294287093,-0.0924731976,1.2895608061,0.0805064457,0.7130225697,0.8530734881,0.2044927019,1.0648320712,0.8793326621,0.9489785805,0.2531294871,0.1846605200,1.1400382028,0.3569010342,0.4112225827,0.6940908202,0.7802778109,0.8813848631,BRCA
GSM481007,0.2818784366,0.8597210697,-0.0209176663,1.4997868092,0.3123692198,0.2415993737,1.0503883698,0.1271381912,0.8694527719,0.6388246096,0.6937100981,0.2460857886,-0.0543428320,0.9016285416,0.4759125950,0.3397794086,0.2862457872,0.3726008889,0.6583840427,BRCA
GSM481008,0.4345118824,1.0410207399,-0.1378777627,1.8375883923,0.0222023945,0.4989951058,0.8621950447,0.3487625188,0.9288300608,0.3480577841,1.3079301939,0.0465283879,0.0166868470,0.5435174616,0.2511612756,0.6101141315,0.3493229803,0.9129842596,0.9442198384,Control
GSM481009,0.0676959296,0.8360906181,-0.1297706649,1.0230566347,-0.0975015905,0.5724613687,0.5957186842,0.1280810363,1.3487466084,0.6665760218,0.8230842911,0.1302401798,-0.0081216047,1.0387541826,0.5817066034,0.2343892719,0.3577014867,0.6352781540,0.9729083489,Control
GSM481010,0.1779883778,1.2141417508,-0.0728003109,1.4215624966,0.1953275064,1.0923304362,0.9105367846,0.3104997477,1.1680132760,0.7501806079,1.1125116944,0.4655001565,0.2834953383,1.2021017741,0.6099121198,0.5041706245,0.6502795755,1.5851449519,0.9581731375,Control
GSM481011,0.2360765882,1.3095628983,-0.0984585712,2.0095217751,0.0810758065,0.1747150160,1.1866047942,0.2819590319,0.9398657280,0.3662979665,0.7899843677,0.0215322170,0.1507742120,0.5541670048,0.8523821951,0.7756655923,0.3914213845,0.3916892484,0.3542841602,Control
GSM481012,0.1146882201,1.0200051833,-0.1343617363,1.5477099326,0.1197064238,0.9330506523,0.8767819740,0.5074899199,1.2401790664,0.7525925232,1.1634269579,0.3529554082,0.4090032843,0.9138138995,1.0382956614,0.6981202672,0.5848842995,1.2825508564,1.1043334316,Control
GSM481013,0.8675690218,0.8145934446,-0.0811184385,1.7605797015,-0.0371360768,0.4762594650,0.9497285559,0.1467110148,0.8455906188,0.5435360864,0.7334109695,0.0396948780,0.0546730422,0.5981323075,0.1050024629,0.7085502895,0.1643084433,0.7809290551,0.7001885510,Control
GSM481014,0.4080239162,0.8154339883,-0.1555662947,1.4961325825,0.1138068546,0.6220828693,0.8292843867,0.2631305327,1.0863548749,0.4187916422,1.4790499210,0.2108646348,-0.0174384963,1.3840097259,0.1165004012,0.2922397372,0.8120928732,1.1515887601,1.0967830936,BRCA
GSM481015,0.2074132612,0.6465560244,0.0933185541,1.9587621800,-0.0062397286,0.6182109912,1.0612574927,0.2785987980,0.8033887595,0.4144864719,1.2329457329,0.1320107920,0.0507396928,0.7275338612,0.2549683284,0.6499889440,0.2888807908,0.7820736170,0.5473969141,BRCA
GSM481016,0.1996734210,1.4432950841,-0.1146065985,1.3783111741,0.1463882453,0.9337527008,0.8260511886,0.4882087907,1.2505918265,0.9625361919,1.3850086926,0.1846361770,0.4355950526,0.9115663153,0.6423973509,0.7004932147,0.3770812850,1.5175698698,1.2664538814,BRCA
GSM481017,0.0682807897,1.1524760314,-0.1309425512,0.7954443171,0.3003982814,0.9349985720,0.5422211191,0.4230341758,1.2253285157,0.9431150684,1.2017994896,0.4843070595,0.4278130274,1.7023404978,0.5113776291,0.2602187593,1.2903159049,1.4769092350,1.6088191590,BRCA
GSM481018,0.1388682160,0.7872327019,-0.2001889517,1.9400045723,0.1860051732,0.9430206890,0.9619168695,0.3678550530,1.1292935506,0.4802803948,1.2723333985,0.0838740157,0.0587081393,0.6498863628,0.6955010180,0.6608817742,0.1665873898,1.0758538916,0.5092171129,BRCA
GSM481019,0.3808244088,0.9525420097,-0.1049060904,1.4430713766,0.2525234333,0.5636801608,0.8778980504,0.3871484070,1.0202780512,0.7526484661,0.9045170473,0.2113352328,0.0556503141,1.2047304126,0.3965781243,0.5999063423,0.9790097286,1.1132163481,1.1532632145,BRCA
