@relation data

@attribute id string
@attribute 10207 numeric
@attribute 10686 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 149461 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50848 numeric
@attribute 50855 numeric
@attribute 51208 numeric
@attribute 5584 numeric
@attribute 56288 numeric
@attribute 64398 numeric
@attribute 7122 numeric
@attribute 84552 numeric
@attribute 84612 numeric
@attribute 9069 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 92359 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2768709811,-0.0151344607,0.5269904546,0.0574920065,1.7706486186,0.4128884136,-0.0796619306,-0.1124613259,-0.0170168009,-0.0588314680,0.0024670343,0.9713189493,1.7773411274,0.1989185824,-0.0240158797,2.3320702909,0.3152182770,0.8692562140,-0.1032576506,0.0649754829,0.1846362205,2.8071182304,0.6189519864,2.6962009007,-0.1994480709,-0.0683266355,0.9160380667,-0.0483732750,0.3812468040,BRCA
GSM480985,0.5228176718,-0.0513184398,0.7342764941,0.2624109593,1.6812248330,0.1705754072,-0.1027213873,-0.0871124358,-0.0203990307,-0.1546119963,0.0254270337,1.6740460265,1.6938265978,0.0274051996,0.0031078936,2.3838671049,0.3989806053,0.9100086936,-0.0090509724,0.0301042461,0.2701469569,2.9012334214,1.5059091382,3.3014034431,-0.2187516283,-0.0704605920,1.2613686594,0.0913711271,0.3800858586,BRCA
GSM480986,0.2350897809,-0.0829284461,0.4177501201,0.0552441317,1.7351717518,0.2640824781,-0.0876056654,-0.0660320081,-0.0219129330,-0.1225341080,-0.0484648710,0.7859586161,2.0022597963,0.1593352445,-0.0460213097,2.2082570790,0.2756254022,0.8406049761,-0.0810573978,0.2146770790,0.1595798945,2.7634867031,0.6009663289,2.5117521420,-0.1308928371,-0.0833104959,1.0621557547,0.0171090096,0.4162387468,BRCA
GSM480987,-0.0631076577,-0.0823137330,-0.1502266019,-0.0489588074,-0.0900415049,1.0150489352,-0.0951677346,-0.1622992494,0.0549581140,-0.0692456274,-0.0745307706,1.2320871734,0.2590887595,-0.0532572559,-0.0651945644,1.6939826542,0.1251903196,0.3135821897,-0.0564154077,0.1926902709,-0.0835599721,2.3054722019,0.0895075921,0.3912027059,-0.1961606463,-0.0308629964,0.0752644180,-0.0538081663,-0.0723090966,BRCA
GSM480988,0.2351368267,-0.0434393109,0.3607583904,-0.0549435111,1.1728110809,0.2920180181,-0.0668707719,-0.0363038128,0.0279797427,-0.1409048050,-0.0409041132,0.6754580580,1.9027011719,0.1754091490,0.0060846907,2.1392073233,0.3105019539,0.7566840751,-0.1191514552,0.0255864477,0.0645947851,2.7270136010,1.1925035451,2.9809040228,-0.1141403450,-0.0466016669,0.9884170632,0.0085407338,0.3374296574,BRCA
GSM480989,0.0725434316,0.0310693728,1.0058885305,0.2020044652,2.4454563890,0.8166204245,0.0186659424,-0.0309763127,-0.1284807392,-0.0867649301,-0.0267336389,1.0948092279,2.6137209191,0.3784832741,-0.0274175816,1.8509808282,0.1698386624,0.4496363700,-0.0130096410,0.0993371152,0.0797704828,2.3853855000,1.2022641268,2.4921964673,-0.1806637100,0.0677883270,0.6196880026,0.0370877476,0.7628437615,BRCA
GSM480990,0.0351214106,-0.0660100179,0.3522281795,0.0238317825,1.9480334157,0.3318013596,-0.0398207089,-0.1225349001,-0.1238608885,-0.1225173859,0.0182006511,0.7012910847,2.0485996766,0.1663968669,-0.0720719992,2.0562682218,0.1310873326,0.4257278582,-0.0089044591,0.5986122771,0.0025807855,2.4570371178,0.9849450721,1.3871032067,-0.1303983054,-0.0045412671,0.7622464742,0.0953551888,0.3344569934,Control
GSM480991,0.1994362793,0.0034333845,0.9799972104,0.1568808900,2.3234847387,0.9389027224,-0.0628333489,-0.1111295003,-0.0515776859,-0.0353925389,-0.0987580774,1.2929585343,2.2291539835,0.2517039030,-0.0643866166,2.2735598817,0.2417833404,0.6934893817,-0.0576659664,0.2195122784,0.2047381752,2.6925187376,1.6695320208,2.8427255419,-0.1782377246,0.0363576253,0.9921294030,0.1179961617,0.6068483961,Control
GSM480992,0.1159416372,-0.0635908829,0.6926356406,0.0885025715,2.6263523236,0.3532487679,-0.0271722245,-0.1734692978,-0.0995841408,-0.0792383742,-0.1631293948,0.5121208262,2.1542558598,0.3662272805,-0.0188918518,1.9387837317,0.1502051424,0.4361682003,-0.0369503002,0.3079987412,0.1469262328,2.3507701158,0.1692075819,2.1585274140,-0.1716710903,-0.0259502849,0.7065502705,0.0421305199,0.5010001584,Control
GSM480993,0.2312124060,-0.1291178515,0.5968067498,0.2305033326,2.1207302874,0.5422982129,-0.0705183992,-0.0412175156,-0.0634746311,-0.0536266352,-0.0635382313,1.4853956729,2.0226346815,0.2880333906,-0.0856323575,2.1609640054,0.2836307050,0.6825239716,-0.0865624208,0.2574249916,0.1719679692,2.6977405019,0.5346886906,2.5802887544,-0.1878573310,0.0283705314,0.8749618310,0.1226217514,0.4384914874,Control
