@relation data

@attribute 5571 numeric
@attribute 5565 numeric
@attribute 6009 numeric
@attribute 7248 numeric
@attribute 5564 numeric
@attribute 5563 numeric
@attribute 5562 numeric
@attribute 7249 numeric
@attribute 51422 numeric
@attribute 53632 numeric
@attribute Class {Control,BRCA}

@data
10.084193648,8.596218763,11.39766944,7.68702726675,10.08992748,4.980952113,9.6271145295,7.102536626,7.64611005,5.182504847,Control
9.5416181315,8.632069254,11.0078229,8.008767961,9.883140084,4.833916319,9.9140920795,7.8100749315,7.78951872733,5.402083668,BRCA
9.9835099365,8.471818588,11.33795649,7.89762192425,10.14535302,4.402621796,9.566117134,7.3984048785,7.717289563,5.16953547,BRCA
9.3324219335,8.590101509,10.44278832,7.22646478075,10.28239959,5.446761787,9.7521116675,7.6503556025,7.35253753667,4.95653443,Control
9.8517271485,8.426475613,11.47602735,7.77948640775,10.06457475,5.133924369,9.378542152,7.4082400825,7.88745877033,5.312711681,BRCA
9.698559825,8.232662106,11.41291396,7.8254115435,9.875534783,5.186075849,10.1343921865,7.2581526215,8.682705693,5.601110562,BRCA
8.827384863,7.44226163,10.22441209,7.0136583735,9.962643412,5.391983545,9.746930711,7.399969872,8.026211755,5.622938584,BRCA
10.092337449,8.483464254,11.68597092,7.39410609925,10.10583032,5.190033289,9.831690885,7.055090386,7.93129970567,5.002490161,Control
9.9168075855,8.390557125,11.55993163,7.73151595125,10.19124467,4.817381859,9.676526932,7.327968466,7.84812807267,5.425183376,BRCA
9.689212392,8.965922146,10.97540039,7.874571879,9.977545082,5.368603583,9.813055769,7.271314855,7.86377913433,4.710134856,BRCA
10.115223719,8.645614417,10.80572395,7.782313495,9.958339241,5.14385383,9.497007081,7.5150055545,7.18064892933,4.888513434,BRCA
9.808880693,8.646217683,11.48988071,7.83297538875,9.953964008,5.275017526,9.6887289995,7.0080930265,7.998957331,5.191909277,Control
9.917648454,8.231642555,11.31960737,7.80621293675,9.948801991,5.263044971,9.823832831,7.1460675305,8.05180494067,5.32446073,Control
9.757834043,8.389826114,11.51908594,7.59638411825,10.60435889,5.139972076,9.931363831,7.550712611,7.903697422,5.241850906,BRCA
9.854883019,8.008150036,11.76197512,7.92036271475,10.51810261,4.858492381,10.302850045,7.16160132,7.42184551367,5.342706958,BRCA
9.921195836,8.619102198,11.58695951,7.7012155005,10.60049397,4.695733745,9.872683438,7.4861186035,7.726489395,5.102250005,BRCA
9.7498872995,7.896318968,11.26252082,7.98706931475,10.4984955,5.272033689,9.744406916,7.34171602,7.57545454367,5.428620839,BRCA
9.908543862,8.131935554,11.41529827,7.23429106825,10.33465909,5.4095702,9.706149146,7.2558065975,7.534000256,4.850263431,BRCA
10.0830347715,7.750842834,11.34154956,7.578121022,10.67767365,5.252865266,9.577511154,7.6189136335,7.81716739833,5.196441066,BRCA
9.4812362635,5.935702091,10.09874638,7.37965143875,10.48176693,4.085614282,7.68134271,7.146158321,7.16584306967,5.356153716,BRCA
