@relation data

@attribute 1525 numeric
@attribute 1604 numeric
@attribute 1605 numeric
@attribute 1756 numeric
@attribute 1981 numeric
@attribute 1982 numeric
@attribute 22989 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 27 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3383 numeric
@attribute 3683 numeric
@attribute 3689 numeric
@attribute 3908 numeric
@attribute 4619 numeric
@attribute 4620 numeric
@attribute 4621 numeric
@attribute 4622 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4626 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 4629 numeric
@attribute 54205 numeric
@attribute 5551 numeric
@attribute 57644 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 595 numeric
@attribute 60 numeric
@attribute 637 numeric
@attribute 6442 numeric
@attribute 6443 numeric
@attribute 6444 numeric
@attribute 6445 numeric
@attribute 652614 numeric
@attribute 71 numeric
@attribute 79784 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 857 numeric
@attribute 8672 numeric
@attribute 8735 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCA}

@data
9.958574872,9.544288856,11.37070935,6.28879269075,8.34459771725,12.2348785333,5.616777635,8.477645733,9.2289642325,6.79820001833,13.37563667,13.44200721,7.1758807525,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,11.15733448,10.594465176,7.607850191,5.250214317,6.893001507,11.423270155,9.4846820175,4.9177302805,5.458292792,7.889870675,7.074920481,5.838895843,5.243565552,5.114586962,13.84907197,12.31353576,11.859787502,8.464342681,7.168850407,6.361861002,8.85850435833,9.146785748,8.243782269,13.0689563,14.7883179233,7.03937931067,6.328365825,7.7551419355,6.63554058067,8.309318462,5.619861398,14.665256985,6.6041713605,7.931813168,5.6639776582,7.924560768,13.206076235,10.7267442,4.651938437,6.411176756,4.757305356,6.79245448633,7.8256296225,5.703219255,Control
11.10149663,10.25576659,11.95147243,6.93799663212,8.3610623935,11.7613965703,4.584732512,8.14341671633,8.8907159655,6.749599738,13.47671849,13.43914135,7.231893633,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,11.8267889,10.634747645,7.383490734,5.652207716,7.712339773,11.4456095,9.205762802,5.193635001,4.778486368,7.230263367,5.061464353,6.343279559,5.652207716,5.372787809,13.891569195,12.32990291,11.7927582935,8.779925425,7.806889715,5.838076438,9.23532012167,9.807552605,8.678284212,12.87039849,13.8159086333,7.36277768733,7.16854959,6.9009398315,6.22895455467,6.144052107,6.633253641,14.318888115,6.866593426,8.1988449165,5.8528914586,7.7506065195,12.113213965,11.00071151,5.055511566,5.313618859,5.244897759,6.92323968,7.1910294905,5.355449107,BRCA
11.53476504,9.821790372,12.10871075,6.37904151738,8.390530265,11.8319624857,5.102250005,7.833762168,8.275073194,5.676261622,13.104967985,13.62353635,5.6473148935,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,10.78908143,10.52874487,7.409287238,5.724112195,7.905749702,11.82795379,7.7278553315,5.0865803435,5.122477305,7.434234403,5.857490426,5.960124324,5.730783436,4.230100549,13.75032302,12.21133327,11.4736056545,8.42928237,7.415237106,5.568952692,9.280236709,10.53833958,9.330839099,13.5121695,14.49928798,7.39390802233,6.389313513,6.632445747,6.11666479167,5.707228834,5.59156816,14.52431873,7.252554095,8.03923302,5.7897319854,8.1061247785,10.5864353725,10.38165681,5.270913157,6.037388399,4.516306872,6.76904778167,7.2054038215,6.511322251,BRCA
10.77384001,8.924019044,12.23392978,6.90819341625,8.382971217,11.3368228093,4.904979261,8.03563056533,8.08464112175,6.12251843367,13.09890984,13.074006,6.083925915,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,10.75721104,10.303546001,7.738820392,6.125832527,8.08212392,11.954544835,7.1284671085,5.3865679175,4.938534277,7.821010387,5.754627826,6.086407617,5.558352786,5.082373945,13.398875435,12.44819383,11.1017827755,8.584211958,7.699192644,5.754627826,9.422761191,10.65628209,9.868360018,13.61588998,11.1284900313,7.22347936333,6.991695086,7.288561012,5.94045973267,6.15977612,5.520195335,12.912810505,7.4843837605,8.049352819,5.6257131728,7.389583129,10.9511039505,10.32699711,5.10287986,5.706538322,5.660003917,6.47797389533,6.308850296,6.235732444,Control
12.04072818,10.20591575,11.96551025,6.87972631413,8.19236132175,11.7855214223,5.148335483,7.73201711767,8.34620788925,5.94941353533,13.79174456,13.54172225,5.467187666,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,11.55095369,10.8504276905,8.192380514,5.190230876,7.843106264,11.664734205,8.893920635,5.220125181,4.927672792,6.757593772,5.812377086,5.663921845,5.415666779,5.388026974,13.566495775,11.66819594,11.680388844,8.435838088,7.469827229,5.349976695,9.29741101033,10.3594479,8.752532121,13.04549694,14.66759481,7.344893544,6.524937838,7.3117356915,6.210355966,6.047784427,6.047784427,14.515533555,7.138752583,8.040914571,5.7767472574,7.637528126,12.094032035,9.919660793,5.283839608,5.593959684,5.661216049,6.589569865,7.0635894335,6.303968491,BRCA
11.4744083,11.55095369,11.84561169,6.5529899305,8.41952105375,12.9583260133,5.353244986,8.347844869,8.716652398,6.85921854167,13.645184875,14.1577113,7.3842858505,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,11.36882578,10.5095484925,7.716066843,5.923750128,6.814297663,13.379465115,9.5352510465,5.250906953,4.758105247,7.133299256,5.533260613,5.831124321,5.70895367,4.963718308,13.77629719,12.24985722,12.2208822595,9.008765532,7.152236984,5.535906174,9.14697742367,10.47450477,7.941137313,13.37610779,15.0760746733,7.41519809933,6.264635533,7.3638614315,6.54684484467,6.815579031,5.541879718,14.9749406,6.2151359165,8.276164252,6.1557894346,8.5459358775,13.169679585,10.19944265,5.040904755,6.062214149,5.443615974,7.12296279167,7.223262653,5.453691444,BRCA
10.24783886,7.720554015,12.01701203,7.60110755137,8.41313930575,11.71130042,6.067010094,8.06255483,8.39165280725,7.397332381,12.91617066,12.24154982,6.46426733,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,10.42231215,9.4125106255,7.509777231,5.229406468,7.851001152,11.636086735,9.121049651,5.1288661265,4.828595108,8.892854791,5.278924469,6.190768548,5.768721099,5.28356184,13.078923755,13.26439572,10.8769208985,6.998198677,7.574141491,5.178725843,9.62804284167,10.71717755,9.25803663,13.46367638,10.2940315303,6.55666256233,6.8045219,6.638585894,6.30138612967,4.642441245,5.564234295,13.05627132,7.036584491,8.3070644095,5.645039366,6.9179834015,9.2216698995,11.68087826,6.035630095,6.314112464,4.932168974,7.111896621,6.3213830765,5.665201768,BRCA
10.06266044,10.29122283,11.17361954,6.51193653938,8.26782455825,12.1820561233,4.937828406,8.098905571,8.80415305075,6.50798912033,13.284951405,12.95796723,6.750056149,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,11.15889068,10.2140968565,7.405718266,4.759970032,6.876858011,11.69409393,10.36853561,5.4508729885,4.818404856,6.508710401,6.32224872,6.091811548,5.252108349,5.273526379,13.50930683,12.50318977,11.915951494,8.819732939,6.635867278,4.783733416,8.82865486733,10.03012262,8.339650867,12.73729283,14.9143649833,7.116277725,6.988971848,7.7866087565,6.286350022,7.042811547,5.66903474,14.795549445,6.29045958,8.3666695385,6.1264922834,8.3320404855,12.42221496,9.889405521,5.088959125,5.651777341,5.212093857,6.889955486,7.3111102725,6.597423627,Control
11.24231983,10.04292168,12.04072818,6.429801268,8.44736918625,12.0049971767,5.472171943,7.97372860733,8.0162301535,5.92919037133,14.251632585,13.95556321,7.621467235,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,11.03869289,11.184447875,8.100269585,5.659076304,6.901292687,11.5577866,8.991500668,5.503636981,4.941119518,7.264445239,5.833276737,5.826809832,5.130118764,4.835180387,13.72048011,11.88931963,11.5757785155,8.738583034,6.731764076,5.656790406,9.29235500067,10.26043183,8.940035402,13.81715158,15.0102008533,7.61039616467,6.026806282,7.7090892595,6.255932743,5.81109287,5.503993644,14.61562869,6.7521916105,8.288078818,5.8838277246,7.7930385845,11.441748505,9.859092563,5.319049979,5.802975918,5.028581582,6.54146572467,7.191795379,5.849756153,BRCA
10.6279946,9.484632162,11.58294888,6.91427600362,8.355856072,11.4650143593,5.154627002,7.55814684467,8.42904151725,5.81324365433,13.036925645,13.03258307,6.198324399,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,11.09785784,10.267808214,7.731830036,5.391983545,7.699539704,10.97266949,8.189963021,5.383706463,4.649642211,7.657248993,5.729220505,5.9893725,5.468103682,4.837957442,13.491597765,12.33696264,11.822357845,8.85611511,7.678267594,5.527954892,9.23513699733,9.886672502,8.620294181,13.40233131,14.4683583733,6.96601306267,6.54404145,6.973016191,6.13237345233,7.401180589,5.689586587,14.06674172,7.1195038055,7.806017873,5.7581840748,7.6247556515,11.881986655,10.63957159,5.087262599,5.909779853,5.287630431,6.567837574,7.028214693,6.052030675,BRCA
