@relation data

@attribute id string
@attribute 10588 numeric
@attribute 10797 numeric
@attribute 10840 numeric
@attribute 10841 numeric
@attribute 123263 numeric
@attribute 160428 numeric
@attribute 25902 numeric
@attribute 2618 numeric
@attribute 275 numeric
@attribute 441024 numeric
@attribute 4522 numeric
@attribute 4524 numeric
@attribute 4548 numeric
@attribute 471 numeric
@attribute 6470 numeric
@attribute 6472 numeric
@attribute 7298 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5538415686,2.2341686381,0.0773773638,0.0103655432,0.9591284171,0.0338992463,0.4284135204,0.6269534152,0.0926167940,0.4955356749,1.8626608083,0.0576552576,0.4094792070,2.0846064836,0.5246722047,2.3052371189,1.3343359137,BRCA
GSM480985,0.5878432223,1.6307983560,0.1237539581,0.0063006007,0.7681142836,0.0241495679,0.3057011604,0.4464225231,0.3966968103,0.2222165486,1.0863303669,0.1179313557,0.3300810082,1.7815195918,0.7256048527,1.7081422118,0.7726133174,BRCA
GSM480986,0.6013207351,2.2323032617,0.0692730333,-0.0193834983,1.0291368366,-0.0241685716,0.3410295031,0.5225150047,0.0833629388,0.4936359898,1.8863098539,0.1397345711,0.3977847461,2.4011532666,0.6107669504,2.1070327232,1.0776409459,BRCA
GSM480987,0.6136713847,2.7593340330,0.0469037808,-0.0531792571,0.9785627275,0.2745276422,0.4103958780,0.5409475920,0.0221171526,0.1678678869,1.7131789070,0.0029721663,0.3544527219,2.7931783796,0.2295919306,2.7036347436,0.8908209850,BRCA
GSM480988,0.6427175395,1.4369835040,0.0505354316,-0.0326542952,1.1041784734,-0.0413691693,0.2561424272,0.3356458477,0.1600487072,0.2473391699,1.7457214467,0.0753127394,0.4351876598,2.1587997675,0.6576746296,2.0358753547,1.3434912878,BRCA
GSM480989,0.5775448196,1.6189049945,0.1405891170,0.0007107826,0.6368489638,-0.0305666823,0.3494847448,0.3790230091,0.0189365164,0.1732793712,1.7597151271,0.2030248600,0.1965371105,2.4614941479,0.7404783234,2.5622679087,0.9982893772,BRCA
GSM480990,0.3282053204,1.2658090863,0.1048344474,-0.0037078217,0.6044333465,0.0317694609,0.3117241199,0.2815178145,0.0379119086,0.4064182330,1.3984150079,0.0962123067,0.2230684095,2.7434004545,0.5637513181,2.5281098990,0.7954377971,Control
GSM480991,0.2489645348,1.6845929624,0.1038327566,0.0197570960,1.0204212890,0.0181134319,0.2924942468,0.2900578135,0.2159219525,0.2794843853,1.4912481221,0.1821504096,0.2690372289,2.3458325714,0.4546593393,2.1745808675,0.5223760846,Control
GSM480992,0.3125795555,1.4124348570,0.1072640358,-0.0059863662,0.5765684246,0.0015748244,0.3269658322,0.2110698815,0.0144023737,0.2441481296,1.6064763561,0.1565121485,0.1567402516,2.3643227070,0.5097267514,2.5904553533,0.8171439544,Control
GSM480993,0.6879285416,2.3856905592,0.1090171984,0.0365485349,0.9247615190,0.0394745767,0.4068492176,0.5209032247,0.3015792850,0.3583323400,1.9486130391,0.2372567968,0.3549816968,2.4387491047,0.6254845240,2.4578503370,1.1090267159,Control
GSM480994,0.3923301305,1.8316348519,0.1243824921,0.0544838302,0.5689997075,-0.0401943762,0.3089922848,0.3849653752,0.0847299010,0.1684435301,1.6125449537,0.2272134093,0.1615416671,2.4259501399,0.6621451487,2.4663310326,0.9305532777,Control
GSM480995,0.7969755495,1.9803401178,0.0136061369,-0.0032087043,0.6577714124,0.0735396320,0.2742493045,0.3710361349,-0.0163598442,0.2409044504,1.3345073717,0.1237615014,0.1434235553,2.2263482361,0.2151496243,2.2229879820,0.3914170549,Control
GSM480996,0.8148440214,1.9856680577,0.0810736311,0.0529365399,1.1064982640,0.0825398825,0.3704694664,0.4294771410,-0.0121701563,0.6620579674,1.6543783886,0.0738174464,0.2837208343,2.5807365923,0.5370455124,2.6331050808,0.7711227311,BRCA
GSM480997,0.3256078251,2.0207054073,-0.0272542568,-0.0323677571,0.8765108584,0.1439995887,0.4857825009,0.3129940446,0.1424979913,-0.0252399932,1.2003294316,0.1644641904,0.1948665516,2.3963479697,0.1419965109,2.9166970528,0.5025013274,BRCA
GSM480998,0.7588368896,1.8635235972,0.0795120408,-0.0032374369,0.7239143514,0.0037331217,0.4256248482,0.4376719431,0.0012862028,0.3108366403,1.8278903111,0.0926725778,0.1667212393,2.3700715305,0.8131052808,2.5935312463,1.2316940082,BRCA
GSM480999,0.8022210466,1.2883680381,0.1992395934,-0.0188191271,0.8858762307,-0.0315866718,0.3027474070,0.5437536390,0.2293458101,0.1731047056,1.4934524211,0.1248134268,0.3287867548,1.8637088539,0.8373704250,1.6755527304,0.7479503994,BRCA
GSM481000,0.8114981646,1.0589304810,0.0718466465,0.0067442930,0.8755820990,-0.0936918012,0.2176850443,0.3705764834,0.2458214231,0.1744552635,1.5451472357,0.1372741754,0.2199629167,1.8030557483,0.7257346928,1.7539130014,0.8301884938,BRCA
GSM481001,0.7967223525,1.5523386327,0.0283229926,0.0097654204,0.3592934041,0.0878180989,0.2526374154,0.3358273929,0.0707515149,0.1551611048,1.1774854279,0.1462358446,0.2322329179,2.0096634627,0.1917191477,1.8450765655,0.2236363412,BRCA
