@relation data

@attribute 8881 numeric
@attribute 11065 numeric
@attribute 8697 numeric
@attribute 246184 numeric
@attribute 983 numeric
@attribute 996 numeric
@attribute 10393 numeric
@attribute 7321 numeric
@attribute 64682 numeric
@attribute 7324 numeric
@attribute 5347 numeric
@attribute 51434 numeric
@attribute 51433 numeric
@attribute 29882 numeric
@attribute 891 numeric
@attribute 51529 numeric
@attribute 29945 numeric
@attribute Class {Control,BRCA}

@data
11.5864322767,5.946718082,10.18559438,11.33438519,5.5594032075,6.396138612,9.513027356,4.932168974,7.6853955185,10.0092425685,6.390259793,7.891633541,11.62074231,6.6515261255,5.331285345,7.3510422728,10.89969322,Control
11.6338743833,6.04174069825,10.26616024,11.40859261,5.1000844475,6.157756819,8.972521155,5.03365563,7.2170541915,9.6892558675,6.340211188,6.84856387,12.19704319,6.7379607485,5.309804873,7.3426400302,11.39527989,BRCA
11.5702330533,6.74908509625,10.57151592,11.2089234,6.018363896,5.844744204,9.108133102,5.717135739,7.912831347,9.963199446,6.592573364,7.808660365,12.09904539,6.869178129,5.932280461,7.224976819,11.3989816,BRCA
11.5606470833,7.33950241175,10.65722043,11.41853536,6.0392399955,6.551443438,8.316825834,5.249456007,7.4581159765,9.0746207545,6.635867278,5.73024,12.48456748,6.6715156405,6.555360353,7.4878570166,11.32897515,Control
11.5806475867,6.54666819075,10.28274128,11.07799751,6.028693113,6.249545485,9.237891778,4.615340623,7.543913831,10.1134177805,6.97831327,7.219219655,12.22983432,6.6164296375,6.520190915,7.161221794,10.88402951,BRCA
12.1339918167,6.3652003555,10.50260587,10.65984455,6.0648074825,5.767794645,8.639323636,5.499695432,7.8529284555,9.996990863,6.794094554,8.677068719,12.44988381,7.342223526,6.429495141,6.776792448,11.46972335,BRCA
11.5145750067,7.3058340285,10.71047093,11.9938814,5.427401159,6.731933742,8.078179001,5.178725843,7.163018361,9.4235422705,7.728874776,6.019930513,12.4173608,6.3666374985,7.168173481,7.6351415802,11.09109172,BRCA
11.6136895433,6.26826666075,10.24516082,11.6188926,5.6375433755,6.353195907,9.549015053,5.07383228,7.6369717535,10.53697429,7.277940882,8.520992932,11.89117053,6.652433483,5.149148835,7.4572438276,11.09993968,Control
11.79353655,6.96663888775,10.48357425,11.1161313,6.505547144,5.835425946,9.367327993,5.247558487,7.3916087785,10.4854444445,6.718296974,8.017366771,12.38250455,7.1812092455,6.342257494,7.1618852434,10.99477083,BRCA
11.7083151733,5.7988888795,10.05646198,11.81218745,5.4053195205,5.850006293,8.797467904,4.73770262,7.704876591,9.894298353,6.810382449,6.594851287,12.06681079,6.861446222,5.2209212,7.2458581842,11.18792748,BRCA
11.90066367,6.117138671,9.900855914,11.54912779,5.220752803,6.076554418,8.516213288,5.681316606,7.614899535,9.4450322135,6.99712619,6.836085475,12.26420808,6.860202469,5.842357415,7.1867571438,11.40035929,BRCA
11.6161679967,6.4127591625,10.4262965,11.17829777,6.0055657725,6.227669487,9.480331335,5.760760691,7.7627964575,10.5384406405,6.457795876,7.835799558,12.08543106,6.693364887,5.585571947,7.1532987808,11.22708057,Control
11.5281897733,6.255555381,10.41768407,10.92410009,6.0129300215,5.577437325,9.539789428,5.162100493,7.6187231085,10.0739134865,6.760856726,7.879707489,11.98345514,6.885083732,5.639963781,7.261387587,10.90118767,Control
11.7603938867,5.93785342525,10.40755487,10.53262893,5.5090344575,6.036839159,8.9961706,4.458724733,7.681858564,9.534909619,6.775581064,8.156337359,12.67483341,7.189528047,5.135464327,7.1990915432,11.16449233,BRCA
12.15242758,6.50368195875,10.4487877,10.25321554,5.6287591775,5.974191571,8.643875238,5.808521004,7.802221824,9.627403237,6.88194331,7.829676956,12.77884208,6.3557358415,5.666480557,7.1002806764,11.62074231,BRCA
11.84790279,6.61033529925,10.77439198,10.59929946,5.441586912,6.102139097,9.113456414,4.931459981,7.6461164235,9.4849852965,6.65885814,7.323642812,12.46365343,6.8434870215,5.51460459,7.3771267448,11.17455453,BRCA
11.7897589833,6.0049869305,10.57985358,10.37846858,5.6210469815,5.838328613,9.401989375,5.226519366,7.6260652505,9.5077570325,6.489210244,7.988714683,12.73257984,7.311695333,5.524354632,7.5088770606,11.13330618,BRCA
11.5136723133,6.98066455025,10.77106872,10.60658591,5.8102462945,6.323825455,9.350851427,5.406342144,7.4814299465,9.4693136665,6.855868653,7.804520085,12.42907592,6.656442332,5.588273328,7.4070599672,10.99419451,BRCA
11.52097681,6.35531967625,10.45125262,10.45510657,5.34095673,6.026142315,9.323494555,5.250593322,7.267079258,9.7536543305,6.653780629,8.558708769,12.53830178,7.286816896,5.759562832,7.2726298104,10.7182377,BRCA
10.5770599337,6.9503091185,9.817791564,10.57487757,5.46625573,6.536717836,5.953737396,5.377654117,7.552289566,10.187024593,7.570673773,7.503629242,12.32574401,7.0828587065,5.101619875,7.8456203136,6.816315302,BRCA
