@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 107 numeric
@attribute 10734 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 10971 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11261 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 151648 numeric
@attribute 163688 numeric
@attribute 196883 numeric
@attribute 23291 numeric
@attribute 245711 numeric
@attribute 25847 numeric
@attribute 26271 numeric
@attribute 27127 numeric
@attribute 27330 numeric
@attribute 286151 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 367 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 4085 numeric
@attribute 4342 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 51806 numeric
@attribute 5241 numeric
@attribute 5347 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5501 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5613 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6300 numeric
@attribute 63928 numeric
@attribute 6500 numeric
@attribute 6790 numeric
@attribute 699 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8243 numeric
@attribute 8454 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 891 numeric
@attribute 8945 numeric
@attribute 898 numeric
@attribute 89869 numeric
@attribute 9088 numeric
@attribute 9126 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9700 numeric
@attribute 9748 numeric
@attribute 983 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute 9978 numeric
@attribute 9985 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2967640855,0.0633225395,0.6883537356,-0.0213125190,0.2236001790,0.0324851423,0.6906278624,0.7865546597,-0.1873276656,0.3041730966,0.8611027989,0.6485430572,-0.0936600890,0.6758355689,-0.0534715332,-0.1286174089,-0.0496203903,1.5686397417,-0.1304007664,0.7097367414,-0.0162141838,-0.0196235762,0.1040893929,0.0213930612,0.1799473086,0.6656258702,-0.0070168312,0.2267118200,0.2240965476,0.2178563230,-0.0355535233,0.0663673716,0.3943000558,-0.3329707117,0.8298270476,0.4080628236,0.7954512736,-0.0724848310,-0.2079624134,-0.1558869778,1.7552149694,1.8515097272,2.4964848360,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.2517011244,0.2125219545,0.4688842361,0.4082248776,0.6486776985,1.4788247029,1.0400522820,0.1612316305,0.9091838176,0.8322542454,-0.0220457165,0.3768321643,1.1201675758,0.0696381372,0.1011311368,0.5924470919,0.1526270688,0.6241121968,-0.1447931698,1.8756337564,0.7715926355,-0.1030241554,2.8529286943,1.6931597393,3.8656186462,0.2917555586,1.3564936234,0.8265591783,2.7038153726,-0.1556674652,-0.0715993912,-0.0731259508,0.5784964499,-0.0098517653,0.2203388927,0.6224568851,0.8630971942,0.9991469759,0.2301373981,0.1120133967,1.2872339672,-0.2288021833,0.2205750203,0.3693201806,-0.1379953445,-0.1655763679,-0.0984082229,0.2317098370,-0.0425476541,-0.2176256242,0.2112897467,1.6136349440,0.0036624081,BRCA
GSM481003,0.3862321187,-0.0290945644,0.8205292420,-0.0692073683,0.1467455003,-0.0064876447,0.4153288136,0.7743058192,-0.1628839508,0.2577621225,0.8260841547,0.8073847730,-0.1100853766,0.4801001175,-0.0419803201,-0.0698493385,-0.1103498666,1.4605255890,-0.1623923984,0.5365106453,-0.0191482706,-0.0048037955,-0.0394911056,-0.0327162612,0.3438044071,0.2560326038,0.0254755334,0.1801413333,0.4605023923,0.0514344826,-0.0627746906,0.4280975269,0.6784147640,-0.2678290340,0.7069441664,0.3853064239,0.9631476012,-0.0365504050,-0.1378956134,-0.0612080370,2.2895291380,1.7949866212,2.5323631897,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.3913110049,0.3604677677,0.3960157984,0.4766108626,0.5260021543,1.4940092098,0.8106030215,0.1265427291,0.9189770192,0.6319902162,0.0102665505,0.4223379152,1.1333078442,0.3544240996,0.4883067481,0.2958588585,0.0602988192,0.6049226272,-0.1587073663,1.7903368573,1.4789532239,-0.0934453955,2.9574292897,1.7584719257,4.0474146009,0.1337018074,1.1557139689,0.7173366560,2.6004273182,-0.0292245170,-0.0022023061,0.0580019309,0.4392622436,0.0177999127,0.2079948247,0.3056443987,0.7829238715,1.1173306099,0.4128279091,0.0996191137,1.2527999394,-0.1047430528,0.6636704244,0.2417336496,-0.0472207826,-0.1131820252,0.1347449695,0.1966791425,0.0396829150,-0.1199287043,0.2441096505,1.4739625027,1.5074618757,BRCA
GSM481004,0.2243766762,0.0270448486,0.6130161141,-0.0682730252,0.2893721933,-0.0572336419,0.7538955795,0.8520144969,-0.1865766728,0.4959490365,0.8845133396,1.0032708717,-0.0400951271,0.5932523358,-0.0299016858,-0.2321383340,0.0553660385,1.6410631902,-0.0888449709,0.6529783671,0.0533011246,-0.0156406715,0.1060783296,-0.0099102822,0.3779117776,0.4986741886,-0.0085871777,0.2059222442,0.6189843491,-0.0097076942,-0.0462495909,0.4999212028,0.2243633752,-0.2611760157,0.9093074148,0.5657972846,0.7819044989,-0.1118533504,-0.1163933523,0.0285017368,1.7228226531,1.3960686254,2.1618730360,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.4384472340,0.3845929869,0.3722913515,0.4913007603,0.5568734760,1.5397735213,1.2435202534,0.1383806468,0.6950635329,0.6800325786,-0.0396932616,0.5495924441,1.3982536542,-0.0129986513,0.2034561099,0.5405640510,0.1951900609,0.4966396672,-0.0972555234,1.6383459717,1.4670954508,-0.0840827066,2.9679501614,1.5714392263,3.8717345596,0.1884460379,1.0442493542,0.7713027104,2.5539644831,-0.0862486411,-0.0441430938,-0.0617234432,0.5186807821,0.0930184553,0.2566860140,0.5872395309,0.9171404692,1.3444258739,0.6019157350,0.1211709580,1.4226152879,-0.1011409919,0.4962703708,0.2903973725,-0.0094080439,-0.1450435588,0.1706669125,0.2382627381,0.0847969585,-0.1036322659,0.2736346923,1.0936510564,0.0200798125,BRCA
GSM481005,0.2160567825,0.0932913322,0.5968761674,-0.0925683750,0.1699460173,0.0108283770,0.8534066271,0.7630644210,-0.1859157358,0.4385876315,0.8255034942,1.1066493301,-0.0452075420,0.3788599880,-0.0663897605,-0.2486192649,0.2799949490,1.4555339366,-0.1296546369,0.9353324239,0.0243661852,-0.0834009632,0.1450708613,-0.1062434446,0.2803563757,0.7713363272,0.0353970129,0.2587755207,0.4073604598,0.1994229225,0.0021436654,0.1212341356,0.6027478479,-0.2870648919,0.7581363488,0.4613695829,0.8583655704,-0.0858997872,-0.1257513716,-0.1865499678,1.6119475168,2.3157835388,2.4430678156,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.4052246987,0.2976613003,0.5292673035,0.4139095911,0.8398691173,1.6021617843,1.1356134855,0.3057993211,0.7765841372,1.2306991819,-0.0333261071,0.4403047296,1.3712493853,0.0699015529,0.1795327044,0.6260850528,0.2324255008,0.4447447957,-0.1152613652,2.0783624351,1.0518769702,-0.0548419806,2.7884811720,1.8658410707,3.7979441584,0.2495623258,1.5244798356,0.8702989420,2.5885585249,-0.0754524312,-0.0436124759,-0.0344820515,0.6463682539,0.0669458035,0.2283665447,0.5710789362,1.0175873726,1.1048736399,0.3001643807,0.1284480545,1.3357575516,-0.0804965725,0.3474278805,0.3571492014,-0.0316254231,-0.1234659266,-0.0012305082,0.7343278118,-0.0386178835,-0.1536551538,0.4459626976,1.8273197924,-0.0015294008,BRCA
GSM481006,0.2957256202,0.0734619974,1.2742049727,-0.0610226503,0.1507930157,-0.0522829933,1.2541987586,0.7936705512,-0.1669847436,0.5766390173,0.8436095273,0.8823370718,-0.1439105411,0.6523239961,-0.1272335361,-0.1689911806,-0.0951017123,1.6704343226,-0.1081152531,0.7558526729,0.0402099254,0.0249510734,0.0911347330,-0.1273047812,0.2054771540,0.7629795027,0.2205455596,0.2402696524,0.5746684543,0.1351932498,0.0168171378,0.2181934865,0.6584851715,-0.2827678704,0.6562081732,0.4152875856,0.9453066191,-0.0696378198,-0.0619165477,-0.0456032952,1.9078140392,2.3291489434,2.6961948872,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.3260153353,0.2505866054,0.5007501071,0.5408547516,0.6594483865,1.5006651944,1.0245994510,0.3482065284,1.0743387982,0.9264100611,-0.0789564253,0.3909603753,0.9865753614,0.2576344930,0.4654468534,0.8888126867,0.1809252382,0.5143065399,-0.1569815902,1.7652631551,0.6284479305,-0.0751285085,2.8086695909,1.9682866730,3.9613553881,0.2052513845,1.3858446989,0.8328808705,2.7229726611,-0.0663055833,-0.0572130085,-0.0572261756,0.6276549524,0.0269040916,0.2632796464,0.7288999624,0.7990840555,0.7467343761,0.2705982463,0.0903202268,1.1979828272,-0.0740456339,0.3132004327,0.5745537247,-0.0759091653,-0.0528207624,0.0011662536,0.7792003565,0.0396803746,-0.1093827218,0.2919777087,1.7121042693,0.7089609240,BRCA
GSM481007,0.2692059731,0.1280040116,1.0828323464,-0.1091924483,0.1917101463,-0.0409257532,0.8056753526,0.7367034326,-0.0611303696,0.6382880130,0.8502483182,0.5886042261,-0.0965363181,0.4626764772,-0.0974563221,-0.2028048244,0.0258853085,1.5588143059,-0.0712990961,0.6094625392,0.0860041204,0.0050751006,-0.0385187764,0.0287704933,0.4985733233,0.4742087353,0.0681594072,0.1352442852,0.6638245449,0.0550178691,-0.0743076288,0.3613447715,0.3337668999,-0.2857862843,0.5782392576,0.2701838255,1.1243426575,-0.0462129366,-0.1413943146,0.0139815290,2.2768932449,2.0983965588,1.8684210776,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.5814378385,0.4294364603,0.4305822258,0.4194701119,0.4920493394,1.1625167250,1.0916134130,0.2404658702,0.9259418572,0.7558958770,0.0370700779,0.2606000659,1.0516917631,0.1321595838,0.5399327676,0.5904063099,0.1111655720,0.5193731897,-0.0530207068,1.5430412068,0.8138523585,-0.0789659525,2.4307935001,1.4423759383,4.0315499009,0.1259042048,0.8527704083,0.7908645495,2.4574012124,-0.0312364085,-0.0056203018,-0.0304605411,0.5291107847,0.0170823853,0.1837238377,0.2852581624,0.6256717969,0.3969320809,0.1642346706,-0.0121771720,1.3696007534,-0.0350996236,0.2515900820,0.3717138586,-0.1149568202,-0.1275766564,-0.0176737243,0.4832843825,-0.0570031899,-0.1601817525,0.2161008972,1.4867990613,1.5395423548,BRCA
GSM481008,0.7145212810,0.1533362816,0.8701275472,-0.1022847509,0.1692418083,0.0073234723,0.9556061970,1.0428309324,-0.0927685142,0.2863269619,0.7475578486,0.7602961962,-0.0445672441,0.3568348908,0.1587065159,-0.1190311949,-0.0347283245,1.4403287746,-0.1081058646,0.6646708800,0.7248818976,-0.0519057744,0.1355752863,0.0484856171,0.5036446920,0.8002380083,-0.0105432316,0.2740164896,0.6201076406,0.0515839298,-0.0320775752,0.3614642392,1.8041948442,-0.3295800680,0.6186275687,0.6071429858,1.2041301931,-0.1202880517,-0.0962549831,1.0237345795,2.6924481922,2.0887248147,2.8886203500,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.3593624215,0.4826976493,0.3893680641,0.5476349011,0.7504032691,1.5366616944,0.8087446459,0.2826632336,0.9102283842,0.7458980968,0.0274709704,0.4047704326,1.0726860836,0.1268309088,0.4682674665,0.2612752523,0.2616817639,0.5585720231,-0.1261704511,1.9077362170,2.7611240697,0.0975437810,2.7709575175,1.6221107643,3.8004447818,0.1918546055,0.9964291379,0.7930964681,2.4189842773,-0.0432700947,-0.0415118158,-0.0830571034,0.1656969287,0.0952502571,0.5702140443,0.6741153908,1.1076582991,0.8666285409,1.5736002549,0.0324204724,1.2536895500,-0.1358324052,1.8767508045,0.9154608593,0.3886883886,0.1622534281,0.9431711558,0.8585997670,0.9505239390,0.2834503252,0.3891618154,1.1244572740,0.1058351594,Control
GSM481009,0.1897917593,0.0175795397,0.6836895711,-0.1314133674,0.1769787917,-0.0292480118,0.4983229081,0.7662482409,-0.2549137573,-0.0641390445,0.6688206773,0.8146943457,-0.1893536572,0.2691004176,-0.0630087962,-0.3763604151,-0.0942478679,1.3666762173,-0.2020514331,0.8326080098,0.0669282951,0.0372567151,0.1608502608,0.0269642602,0.1422292797,0.4638521398,0.4388621020,0.1506341084,0.3997561478,0.2000191124,-0.0548121327,0.1931102983,0.8273900395,-0.3791970453,0.4051246593,0.3799621188,0.7384028369,-0.1908497260,-0.1077070117,0.0053097593,1.3226553269,2.3110529864,2.6755602624,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.1839920750,-0.0275887459,0.3379897359,0.4165385507,0.6549914120,1.4563478480,0.4472229415,0.1498070048,0.6558841348,0.8545450949,0.0046873059,0.2795271149,0.7096309500,-0.0978849678,0.1445371820,0.4793521173,0.1553505233,0.2179962545,-0.1344264271,1.9346299171,1.1950537046,-0.0192470116,2.7177316307,1.4549757240,4.4239466190,0.0990213254,1.0664309090,0.7962288941,2.6979478374,-0.1461619418,-0.1110477333,-0.0924537415,0.4795865551,-0.0723620999,0.0863383233,0.3751777394,0.9002740998,0.7606991393,0.5343546997,-0.0376876255,0.7984491094,-0.2184599899,0.3886559253,0.2792458395,-0.0279335449,-0.1511437901,0.0206848786,0.4794116186,0.1236259342,-0.2186074609,0.2476484849,0.9562944259,-0.0578597729,Control
GSM481010,0.4230568399,0.1346193793,0.6704042288,-0.0856121376,0.0795365173,-0.0299397763,0.5580687042,0.8871308893,-0.1150484082,0.2565518150,0.7652878618,1.0041584842,-0.1091626319,0.3016868198,-0.0489687044,-0.1971198924,-0.0356908833,1.6286549394,-0.1278891074,1.0016528416,0.1312285879,-0.0625084767,0.2071903047,-0.1160827769,0.3092431646,0.7424496346,0.1285491438,0.1246120071,0.5882746430,0.4681226672,0.0048748811,0.1122889133,1.0644120064,-0.1659537502,0.8156135599,0.6084530684,0.8078735732,0.0077531713,-0.0844379765,0.0188343488,1.8376394908,2.6170444776,3.0025818880,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.2525406327,0.4250414405,0.4929281504,0.4363746757,0.7335124992,1.3844987064,1.0618852462,0.3126156600,0.6685453986,1.0751941698,-0.0846129696,0.5158594621,1.1154199801,0.0711872429,0.2815044061,0.3356299657,0.2383755020,0.4516097499,-0.1212306364,2.2246888975,1.4860356199,0.1076487396,2.9788210231,2.2083760897,3.6246731579,0.2326778048,1.4629609655,0.8582563715,2.5320026251,-0.0911880921,-0.0057435957,-0.0126254933,0.7562955471,0.0440597638,0.3720878879,0.6883722000,1.0428193696,1.2865644591,0.8407037537,0.2240257637,1.4125341330,-0.1320991280,0.3795135207,0.5911315449,0.0773795511,-0.0933580918,-0.0026257086,0.7880771383,0.2772498125,-0.0506326197,0.5068395762,1.9437944209,0.4743918670,Control
GSM481011,0.3164373107,0.0904850695,0.8705568834,-0.0661589997,0.3088325413,0.0080882865,1.1929691749,0.8282796306,-0.1498224161,0.3705056948,0.7990937517,0.6087986411,-0.0870217879,0.5806935298,-0.0248005729,-0.1730886077,-0.0181835081,1.4047438270,-0.0761535375,0.8036558514,0.1348085048,0.0178305350,0.0023020533,-0.0042862325,0.3834744429,0.3540159664,-0.0327065625,0.1413541586,0.4328563801,0.0141741859,-0.1155827556,0.0571182206,0.7160630579,-0.2631768049,0.6958640087,0.1875694394,1.1116282484,-0.0055239440,-0.1631584788,-0.0428060515,2.2827488449,1.5134662240,1.9497392046,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.3574672764,0.3608591450,0.4014640352,0.5114013589,0.4358141350,1.4936494496,0.7789269015,0.1755088156,0.8796043668,0.7629880970,0.0440684883,0.3978262835,1.5733309313,-0.0120833156,0.2143740578,0.4277374177,0.1608414260,0.6355269162,-0.0789207903,1.9566083005,0.9638049988,-0.0765355371,2.4501155933,1.2901282707,3.8800995947,0.2838056297,1.0243768138,0.8445791476,2.9243183808,-0.0738799619,-0.0260395241,-0.0681232988,0.5062603640,0.0608758262,0.1239767547,0.3824135645,0.4824274201,0.8461235408,0.1472806074,-0.0036052681,1.5210852401,-0.1543686956,0.5572116550,0.2333523955,-0.0429140507,-0.1891083614,-0.0132872717,0.2969064321,0.1786498111,-0.1966596610,0.1577770398,1.4774084773,0.2151569895,Control
