@relation data

@attribute 842 numeric
@attribute 1147 numeric
@attribute 2932 numeric
@attribute 7249 numeric
@attribute 5170 numeric
@attribute 4193 numeric
@attribute 1027 numeric
@attribute 2931 numeric
@attribute 1026 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 10000 numeric
@attribute 84335 numeric
@attribute 572 numeric
@attribute Class {Control,BRCA}

@data
7.924560768,9.004698798,10.00381342,7.102536626,7.1007852408,5.4774530015,9.994983337,6.656643396,11.459753229,9.746089281,7.466690585,6.02664600925,6.934372381,7.546352606,Control
7.7506065195,8.974945912,10.79867858,7.8100749315,7.4312568682,5.63969746625,9.7467670155,6.263509238,8.288611166,9.68028616833,6.43012268,5.94776533325,6.845117176,7.48196166867,BRCA
8.1061247785,8.986710369,10.42204403,7.3984048785,7.2445861642,5.8602843415,9.760065891,7.147411327,8.320702773,9.69256516467,6.416760061,5.52044016575,6.923330828,7.496409352,BRCA
7.389583129,8.742495656,11.11828268,7.6503556025,6.9971733014,5.5016593965,9.344181055,6.947903173,8.2000896335,9.98949733167,5.863140121,5.58777326775,7.356366407,7.166098701,Control
7.637528126,8.684828488,10.40311354,7.4082400825,7.3395574808,5.80954885825,10.049946495,6.836369559,7.875076566,9.506100771,6.860966288,5.87271996825,7.543266046,7.33013335533,BRCA
8.5459358775,9.33884841,9.953578497,7.2581526215,7.3955993004,5.889292139,9.5007422985,6.770634576,10.112371314,9.688092646,7.477052175,6.0241266485,5.947029782,6.96976629,BRCA
6.9179834015,8.17437786,12.02630394,7.399969872,7.3536038904,5.78129302475,9.015559992,6.72267478,7.8281740715,10.0480993307,6.742953157,5.88751933675,7.986995525,6.54175895867,BRCA
8.3320404855,8.824657385,9.584981814,7.055090386,7.0445753338,5.3501390665,10.6232973005,7.289814009,9.436657679,9.436876068,6.689303092,5.55851851825,6.734035951,7.84441516067,Control
7.7930385845,8.659854224,9.460251675,7.327968466,7.1591884674,5.591806779,10.059640231,6.70684521,8.6840196725,9.58057105933,6.500527718,5.650041658,7.048898576,7.80894971567,BRCA
7.6247556515,8.645245129,11.10846093,7.271314855,7.3339069032,5.8421495495,9.9202580165,6.408334517,8.5305745065,9.75364579767,6.827314517,5.56331123875,7.440414751,7.79374473733,BRCA
8.198860636,8.670710349,9.583290187,7.5150055545,6.4696508394,5.125223824,10.1640382545,6.991610063,8.836754421,9.592833039,5.479142629,5.4786784915,7.697873054,8.04104994467,BRCA
7.692121379,8.807082076,9.857779317,7.0080930265,7.150559257,5.5617899825,10.0441681905,6.58789422,9.0515115425,9.66262953467,6.97372929,5.7708818765,6.856678017,7.56627437633,Control
7.8122716905,9.155780297,9.894916689,7.1460675305,7.2121520398,5.7278366545,9.813364775,6.962725777,9.93093261,9.935713008,7.400262798,5.8854976,7.290413172,7.59129591867,Control
8.7262881565,9.260861404,9.243632862,7.550712611,6.5523992454,5.53215868525,8.716991196,6.940170054,9.024549301,10.2127518167,6.998819226,5.6707063705,6.843076615,7.66188804867,BRCA
8.6813768815,9.241179451,10.71182636,7.16160132,6.8318493608,5.59239170375,8.4863279555,7.146036874,8.423284332,10.3303371883,6.457877938,5.6644220515,6.319315918,7.66703628367,BRCA
8.248373031,9.022833232,9.940739781,7.4861186035,6.9033787788,5.290656016,8.9933055285,6.8817904,8.254945825,10.0295226957,6.272541727,5.4935537865,6.854996522,8.02569258867,BRCA
8.6068554675,9.175650046,9.388491534,7.34171602,6.5092008916,5.601343453,8.896381156,6.725404178,9.9223698205,10.1231177773,7.39763426,5.65532370625,7.305357548,7.95110622133,BRCA
8.073461174,9.44260202,9.946226836,7.2558065975,6.667640262,5.51402988,8.753016755,7.049089233,8.2659789275,10.182290716,6.554209422,5.5028216445,7.112442439,7.89435356167,BRCA
8.5559423875,8.973504462,9.355059844,7.6189136335,6.6051129444,5.597352566,9.089847459,6.900568353,8.414155895,10.3257906717,7.681310676,5.267785966,7.328004187,8.071594068,BRCA
8.6535305615,8.965922146,10.72853303,7.146158321,6.5489813434,5.2990189695,8.921795507,7.891238603,8.570169323,10.2867156497,5.687628504,5.47877633725,7.565846802,8.530428344,BRCA
