@relation data

@attribute id string
@attribute 114049 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1312 numeric
@attribute 131965 numeric
@attribute 1621 numeric
@attribute 1638 numeric
@attribute 1644 numeric
@attribute 218 numeric
@attribute 220 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 259307 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2954 numeric
@attribute 3081 numeric
@attribute 314 numeric
@attribute 316 numeric
@attribute 3242 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 4282 numeric
@attribute 51409 numeric
@attribute 51451 numeric
@attribute 5409 numeric
@attribute 55798 numeric
@attribute 60487 numeric
@attribute 6898 numeric
@attribute 7054 numeric
@attribute 7173 numeric
@attribute 7299 numeric
@attribute 7306 numeric
@attribute 8639 numeric
@attribute 9836 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.918,-0.1225,-0.3161,-0.0909,1.037,-0.1644,-0.1322,0.5481,0.9638,-0.0785,-0.0665,-0.0866,0.0241,-0.084,0.565,-0.1339,0.1615,0.6229,0.5097,0.2288,0.3427,0.0142,-0.1422,-0.1903,-0.0563,0.0532,1.0425,0.7087,0.6131,-0.313,0.6098,0.7045,-7e-04,-0.0256,-0.1401,-0.1385,-0.0614,-0.0554,0.9522,Control
A02,0.7897,-0.1407,-0.069,0.0807,0.8198,-0.1558,-0.0795,0.4369,0.7186,-0.012,-0.1593,-0.0178,-0.0498,-0.1468,0.5755,-0.0738,0.1069,0.4765,0.3421,0.05,0.2128,-0.0352,-0.0907,-0.2113,-0.0403,-0.0636,0.9968,0.456,0.3545,-0.3446,0.567,0.3315,-0.0566,0.0213,-0.0262,-0.0981,-0.0884,0.0346,0.603,Control
A03,0.8795,-0.049,-0.3161,-0.0771,0.8609,-0.1815,-0.0216,0.5171,0.7943,-0.0055,-0.2039,0.0076,-0.0405,-0.098,0.708,-0.0866,0.1317,0.5444,0.488,0.1692,0.2121,-0.1146,-0.0848,-0.1627,-0.0854,0.0012,0.9841,0.4877,0.5414,-0.2218,0.4442,0.4363,-0.0475,0.0256,-0.0457,-0.0755,-0.1409,-0.0399,0.7526,Control
A04,0.9803,-0.1087,-0.0735,-0.0306,0.8373,-0.0939,-0.1319,0.4928,0.7228,-0.0056,-0.1081,-0.0763,0.0398,-0.0725,0.5965,3e-04,0.0215,0.3582,0.4196,0.0536,0.1881,-0.0427,-0.0639,-0.1956,-0.0593,-0.0213,1.2822,0.5058,0.4928,-0.2601,0.3731,0.4241,-0.0252,-0.005,-0.0489,-0.0576,-0.0815,0.0323,0.5981,Control
A05,0.9806,-0.0859,-0.2627,-0.049,0.7904,-0.0775,-0.1289,0.6548,0.8962,-0.0517,-0.1105,-0.069,0.0254,-0.0495,0.7716,-0.0681,0.1895,0.4723,0.4996,0.2486,0.3409,-0.0033,-0.0953,-0.2104,-0.0743,0.1138,1.111,0.5135,0.535,-0.2632,0.5552,0.435,-0.0357,0.0032,-0.0779,-0.1273,-0.0313,-0.0387,0.7481,Control
A06,0.8435,-0.1302,-0.2259,-0.0126,0.7643,-0.1286,-0.0889,0.5331,0.7843,-0.0699,-0.1432,-0.0312,-0.0885,-0.0919,0.6734,-0.0824,0.076,0.5812,0.4481,0.1578,0.1512,0.0306,-0.0686,-0.225,-0.0341,-0.0534,0.9903,0.4826,0.47,-0.2793,0.5942,0.3923,-0.0483,-0.0563,-0.0836,-0.0591,-0.1464,0.0476,0.6983,Control
A07,0.9172,-0.1117,-0.3183,0.0456,0.873,-0.1117,-0.0789,0.5043,0.8722,-0.0864,-0.1333,-0.0302,-0.0667,-0.1255,0.669,-0.0943,0.0747,0.5599,0.4741,0.1688,0.246,-0.0953,-0.063,-0.2785,-0.1011,-0.0514,0.934,0.5789,0.5204,-0.2956,0.4505,0.6035,-0.1012,-0.065,-0.0714,-0.1249,-0.0811,-0.0322,0.9937,Control
A08,0.7531,-0.1294,-0.1831,-0.052,1.0591,-0.1574,-0.0798,0.4109,0.8137,-0.0203,-0.1259,-0.0704,0.0219,-0.1175,0.5311,-0.0218,0.0061,0.502,0.4541,0.1766,0.1205,-0.0183,-0.1115,-0.1834,-0.0562,-0.0649,0.8421,0.5389,0.6268,-0.2607,0.5493,0.7917,-0.031,-0.0383,-0.1728,-0.1962,-0.0401,-0.1033,0.775,Control
A09,0.8341,-0.1342,-0.2127,-0.0316,0.8976,-0.0911,-0.1516,0.4579,0.7553,-0.0626,-0.1015,-0.0223,-0.0108,-0.0976,0.5575,-0.0764,-0.0311,0.549,0.3859,0.132,0.2935,-0.0656,-0.0497,-0.243,-0.0972,-0.0313,0.9156,0.4873,0.5067,-0.3344,0.3766,0.5859,-0.07,-0.1079,-0.0327,-0.14,-0.0976,-0.0694,0.8186,Control
A10,0.8629,-0.0931,-0.1429,-0.0035,0.9918,-0.103,-0.1105,0.487,0.8348,-0.0701,-0.1636,-0.0935,0.0171,-0.0814,0.6511,-0.1335,0.1122,0.4876,0.5207,0.1566,0.365,-0.0845,-0.0898,-0.1797,-0.0556,0.0685,1.0001,0.509,0.5103,-0.1733,0.4119,0.6686,-0.0647,0.0138,-0.1094,-0.1367,-0.0644,-0.1189,0.6647,Control
