@relation data

@attribute id string
@attribute 1020 numeric
@attribute 1958 numeric
@attribute 3265 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 8851 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2786905493,1.6894240314,0.8212452234,0.3680018091,0.1657428197,0.3768321643,1.1201675758,0.1390805759,0.3860900013,0.0399173285,BRCA
GSM481003,0.6233459933,1.6489873572,0.9474795161,0.2977324581,0.2308445466,0.4223379152,1.1333078442,0.1453346393,0.2815908568,0.1930382849,BRCA
GSM481004,0.3929387330,1.8858109309,0.8814408686,0.4250780939,0.1176411078,0.5495924441,1.3982536542,0.0639251527,0.4157156661,0.1191842665,BRCA
GSM481005,0.2476674517,1.7511875715,0.8521304950,0.8258913127,0.3413315056,0.4403047296,1.3712493853,0.0764267961,0.3888399490,0.2990612510,BRCA
GSM481006,0.6161047570,1.9193543493,0.8876503406,0.2627044822,-0.0104646519,0.3909603753,0.9865753614,0.1169393467,0.3354175018,0.3449254094,BRCA
GSM481007,0.8504661563,1.3999011325,1.1560421735,0.1905497794,0.1564722206,0.2606000659,1.0516917631,0.1837086821,0.2957258879,0.2263913895,BRCA
GSM481008,0.4127539547,2.1467815075,1.2938889639,0.0193564333,0.2377138864,0.4047704326,1.0726860836,0.1199409844,0.3589827556,0.2706705966,Control
GSM481009,0.0189430303,1.6677562358,0.5253295350,-0.1264328993,0.0778947607,0.2795271149,0.7096309500,-0.0310865428,0.2270372226,0.0598930527,Control
GSM481010,0.0911745777,1.4615762978,0.9039840400,0.5218429157,-0.0103285441,0.5158594621,1.1154199801,0.1620686616,0.3965836786,0.1763107847,Control
GSM481011,0.6174847923,1.8542606222,1.1300241724,0.7672940524,0.2105630327,0.3978262835,1.5733309313,0.2404869166,0.2711141126,-0.0050959264,Control
GSM481012,0.1474318480,1.3445172375,0.8123865621,0.1733875801,0.1296052561,0.4602609591,1.1019343174,0.0911824431,0.3464573934,0.0746900471,Control
GSM481013,0.8126555980,2.3406952733,1.6534560970,0.1042538307,0.0253818649,0.2502310655,1.2130804397,0.2032989389,0.4000868027,0.2602110361,Control
GSM481014,0.5590095657,1.8432846266,1.0210845322,0.0524472641,0.0969291903,0.3728799876,0.7769479156,0.1858299267,0.4424410221,0.0769798877,BRCA
GSM481015,0.7743227383,1.9663689292,1.1101989111,-0.1601473704,0.1465168243,0.3970232428,1.2662113122,0.2108010371,0.3921028600,0.1932199770,BRCA
GSM481016,0.2590996723,1.9382754162,0.9262994193,0.1077841731,0.1933950735,0.5611247425,1.1607094455,0.0464867247,0.2947261601,0.0133516519,BRCA
GSM481017,0.0777310057,1.5475431259,0.5171931558,0.1085478280,-0.0090512494,0.4672802847,0.5629059449,-0.0165517380,0.4142338808,0.1332805709,BRCA
GSM481018,0.3118368363,2.4104610472,0.9430964104,0.9136140629,0.1025729681,0.4103365585,0.9598313551,0.2315901537,0.3959389863,0.0636372985,BRCA
GSM481019,0.5482214093,1.1313064501,1.1114784536,0.0613148982,0.0190352948,0.4554223602,1.0253944844,0.1500525396,0.4703316232,0.1897884849,BRCA
