@relation data

@attribute id string
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 1452 numeric
@attribute 1499 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 6500 numeric
@attribute 8312 numeric
@attribute 8454 numeric
@attribute 8945 numeric
@attribute 9491 numeric
@attribute 9861 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.7593188546,3.0705487729,1.1739820129,0.9433099893,1.2060972602,0.3981079434,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.9490801855,0.0047996029,0.7051099895,0.3854039603,2.2073402414,1.8006257919,0.7097291802,2.9412509601,0.3913682441,2.9388146252,1.9019856943,1.2583440552,2.2415560880,3.7269645849,2.6642370224,2.0618758600,1.5838720549,1.0434957966,0.1622273526,0.8584559786,0.9876390278,0.8556338059,1.7747724253,2.3314954341,2.4640681253,2.0613655445,0.6910933228,1.1590418604,1.4673050791,0.3878368930,2.2083607513,1.4262807779,0.8661886280,1.6020574199,1.9667338198,1.9308002658,2.4757785698,0.0194719580,1.3170545794,0.0014613103,1.5399761489,1.2636217729,BRCA
GSM480985,1.0737894159,2.3746759741,1.2725747880,1.1109306672,0.8787267861,0.2601429904,1.5972294421,0.2363182238,0.5275128255,0.4824771165,1.4096147597,-0.0356001569,0.7057918679,0.3409020890,1.9675475846,1.3080146634,0.6447591107,2.6366691590,0.2405135073,2.1245409846,1.7676415873,1.0201265613,1.5213540000,3.8218628408,2.2097178697,1.5911949210,1.2645772577,1.1899532302,0.6939739012,0.8885713741,0.7663843195,0.3498222147,1.3107205862,1.9363897890,2.0477833116,1.5865950387,0.3985210825,0.9361137499,1.3377952331,0.3240292655,1.7433454197,1.1472269632,0.8193743725,0.9107755365,1.4204570089,2.0249512593,2.5891925593,0.0196088935,1.1303715957,0.0644135960,1.1520689110,1.1188458664,BRCA
GSM480986,1.8491583764,2.8595618605,1.0942751028,0.9477347201,1.3099040800,0.2144276956,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.9288615450,0.0688032554,0.7133226926,0.3827300649,2.0185471616,1.5925446658,0.4961553135,2.7614941466,0.2536827037,2.8320338726,1.7564823548,1.1450107998,1.9008631310,3.8489695709,2.6748867483,1.8237879276,1.4507928061,0.8309021704,0.2029656323,0.9676624611,0.8575561165,0.5596497871,1.8286897210,2.2213526815,2.6071301067,2.2693831920,0.6759793310,1.0260378638,1.3178322236,0.3632296386,2.0609956980,1.5441710017,0.7495514079,1.2397070136,1.7497033941,1.9915900364,2.5094936490,-0.0080926579,0.9907254267,0.1160914501,1.5674212921,1.1291056564,BRCA
GSM480987,1.7688858435,2.8639203607,0.9154273811,0.7213038760,1.1273281686,0.0411869942,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.4929498471,-0.0061240092,0.4414973196,0.3297560222,2.1830363299,1.1467354411,0.4725399185,2.8822536202,0.2460166967,3.0399624704,1.7245372396,1.1122580485,1.8721716803,4.1376752855,2.8045297413,1.5132337742,1.5806218573,0.7913747263,0.6498941136,0.9045703037,0.7773260902,0.4109195821,1.8626209431,2.1181592641,2.4234962184,2.2019174297,0.5670724790,1.0121421953,1.3204048381,0.2886954858,2.3301489353,1.7020493485,0.8017072354,1.0597597286,1.5147223439,1.8858662712,2.1274220248,-0.0179345891,1.0421429781,0.0502347329,1.3824992103,1.0777177316,BRCA
GSM480988,1.8225000948,2.9258421065,0.9021175691,0.8318137222,1.5309302174,0.1999644395,1.5759464525,0.3109120772,0.4110367248,0.6810503945,1.0736490343,-0.0025899021,0.5714537580,0.2888080597,2.1585000711,1.2574726573,0.5656251633,2.5555683244,0.2439208655,2.0399914459,1.5017216142,1.0128488662,0.8926516573,3.6417503199,2.4234132768,1.2435510490,1.2748121728,0.5176818755,0.2469822872,0.5112905699,0.9155785242,0.2854670190,1.7320428490,1.9390811474,2.9703062001,2.2876025440,0.3214548384,0.7253218794,1.2627856149,0.2664544750,1.8447708287,1.1882866008,0.6402117280,1.1759281231,1.0644178142,1.9116452998,2.4852908452,-0.0275964493,0.8163855404,0.0174755329,1.1562894400,1.0202307156,BRCA
GSM480989,1.9073935897,2.0497237445,0.7459947163,0.9154817797,1.3318944331,0.1645981787,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.7545787605,0.0049876286,0.5964250152,0.4202536828,1.8589254519,0.9485145487,0.3611434739,2.2959700957,0.1926976523,2.9647475331,1.5194761063,1.2173278549,2.5915988287,4.5057553927,2.6381588131,2.0860008928,1.6970876416,1.3166937233,0.4767502910,1.5596292094,0.6635153531,0.8440375627,1.8526001043,2.1095351127,2.0516980396,2.3302920460,0.7212230265,0.9553307191,1.2426151514,0.2508438974,2.3379210630,1.7375720107,0.5485009588,1.1067867132,1.9378589523,2.4617627858,2.0783520440,-0.0369311500,0.7408097406,0.0230541362,1.6353111883,0.8638154286,BRCA
GSM480990,1.9044463635,2.5034759937,0.9341612693,0.8344820888,1.3889006043,0.1217091008,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.6389422269,0.0617652096,0.6573617734,0.4702045261,2.0271611329,0.8501380980,0.3823457347,2.3948051927,0.1904167056,2.8774783389,1.4347388300,1.0848612408,1.7423893210,4.5048998354,2.6800882520,1.7278615104,1.5994681015,0.6955706701,0.2217045019,0.9081680514,0.6389651656,0.5100831413,1.8075009120,1.9555052741,2.1912706249,2.6141268810,0.7104415091,0.9665051731,1.2673510688,0.2353488549,2.4668089150,1.6946846508,0.5301729460,1.1464720816,1.7035875950,1.7466791339,2.0042174558,0.0606553730,0.6449577310,0.0038495344,1.4963267980,0.8947838340,Control
GSM480991,1.7922020852,2.5254729390,0.9482068079,0.9456861730,1.2929992116,0.1253455669,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.8343841075,0.1168246841,0.6418374375,0.4595783168,1.8563768306,1.1478258233,0.4257154862,2.4562734896,0.2123464005,2.7812048569,1.6106534052,1.1927282117,1.8416862883,4.0195023060,2.7262809576,1.7762824299,1.3942010023,0.9840603023,0.4666677879,1.2104553805,0.5619151303,0.5117781859,1.8001384040,2.1972816589,2.1859802290,2.3295708100,0.7090388426,0.9844841587,1.2376323867,0.2870655284,2.3132479590,1.4966919869,0.7394488404,1.2476795501,1.6545095873,2.1818544863,2.3222305478,-0.0342619440,0.7302720172,0.0277498589,1.6275674124,0.9661887334,Control
GSM480992,1.9878609218,2.2633216233,0.8333354584,0.7282237562,1.5241501815,0.1554057272,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.5707024353,0.0651173290,0.6351517523,0.4955356443,1.9470665303,0.7617480983,0.3720775344,2.0802210038,0.1049487142,2.5421525538,1.4351751020,1.2153816159,1.9397900107,4.3413267137,2.7089334876,1.9553286831,1.3022716794,0.9964155780,0.2011608248,0.9354733041,0.3648373661,0.6415492041,1.8337168824,1.9498871939,1.9373889181,2.4435079693,0.8453843741,0.9653077245,1.0807630825,0.3092850267,2.3749431373,1.3819751292,0.5512549343,1.1383788195,1.5750498077,2.2309278118,1.8556330402,0.0391911526,0.6086787910,0.0437098363,1.6904229138,0.9245691404,Control
GSM480993,1.8616356552,2.3908473255,1.0301553905,0.8789024687,1.3381779529,0.0713412618,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.9574886425,0.0632081772,0.6700381332,0.4348709144,1.8764149353,1.1152045637,0.4715218885,2.3538808954,0.2072038372,2.6720158680,1.6913663838,1.2243270863,1.9234234890,3.9878728708,2.6524897961,1.8181509573,1.4848391836,1.2876011059,0.6328711621,1.0396554694,0.6283735601,0.5177623539,1.7456921671,2.1369374991,2.2438349653,2.3053646883,0.6424581836,0.9897042004,1.2571674703,0.3338063993,2.1276670697,1.4768432305,0.7040909280,1.2577366306,1.6345224711,2.3526830144,2.1322508257,0.0153811188,0.9380837589,0.0424645376,1.5453341795,1.0085132794,Control
