@relation data

@attribute id string
@attribute 6770 numeric
@attribute 3290 numeric
@attribute 4036 numeric
@attribute 8029 numeric
@attribute 2638 numeric
@attribute 3293 numeric
@attribute 3284 numeric
@attribute 1588 numeric
@attribute 3283 numeric
@attribute 1586 numeric
@attribute 1585 numeric
@attribute 1584 numeric
@attribute 1594 numeric
@attribute 1591 numeric
@attribute 1583 numeric
@attribute 5641 numeric
@attribute 120227 numeric
@attribute 80765 numeric
@attribute 147323 numeric
@attribute 134429 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0399,-0.0665,-0.0952,0.3521,-0.089,0.0108,-0.0683,-0.1167,0.2018,-0.0542,0.0161,0.0816,-0.0354,-0.0214,-0.1352,0.3025,1.0039,0.52,-0.2092,1.2683,Control
A02,-0.0368,-0.0166,-0.0453,0.0051,-0.038,-0.0312,-0.0749,-0.1115,0.2263,-0.0497,-0.0706,0.113,-0.0899,-0.1489,-0.119,0.1816,0.6872,0.1815,-0.2544,1.4109,Control
A03,0.0248,-0.0032,-0.0504,8e-04,-0.1137,-0.0714,-0.2175,-0.1052,0.2868,-0.1557,0.0111,0.0203,-0.0042,-0.1093,-0.1405,0.2412,0.9454,0.2656,-0.2023,1.4891,Control
A04,0.0651,-0.019,-0.0535,0.1086,-0.0688,-0.0398,-0.2129,-0.125,0.1434,-0.0843,0.0204,0.1222,0.012,-0.1288,-0.1514,0.2301,0.78,0.2079,-0.1438,1.4054,Control
A05,-0.0275,-0.0357,-0.0571,0.1603,-0.0927,-0.0023,-0.195,-0.1057,0.1506,-0.069,-0.0738,0.2024,0.054,-0.0315,-0.1243,0.3018,0.8139,0.2918,-0.1665,1.4982,Control
A06,0.0145,-0.065,-0.0493,0.1762,-0.0452,-0.0648,-0.0951,-0.0928,0.0259,0.0055,-0.0681,0.0938,-0.0638,-0.2156,-0.1594,0.2642,0.8603,0.2678,-0.2232,1.2064,Control
A07,-0.0231,-0.0361,-0.0346,0.2239,-0.0528,-0.0454,-0.1943,-0.1517,0.1104,-0.0991,-0.0381,0.0475,-0.056,-0.1827,-0.1496,0.2837,0.938,0.3185,-0.2411,1.3546,Control
A08,0.0095,-0.0266,-0.065,0.5914,-0.0625,-0.0648,-0.0714,-0.1325,0.1439,-0.0935,-0.0195,0.136,-0.0181,-0.1025,-0.1392,0.1986,0.927,0.2231,-0.1816,1.291,Control
A09,0.0081,-0.0582,-0.0463,0.2674,-0.0808,-0.0461,-0.1578,-0.115,0.2023,-0.0905,0.0076,-0.0589,0.0749,-0.027,-0.1241,0.27,0.9265,0.2151,-0.1404,1.1464,Control
A10,-0.0342,-0.1004,-0.0739,0.1297,-0.0996,0.0146,-0.1568,-0.1084,0.1376,-0.0753,-0.0633,0.0853,-0.0455,-0.1132,-0.0659,0.2228,0.8365,0.2786,-0.1499,1.3815,Control
A11,0.0708,-0.152,-0.0589,0.1276,-0.0623,-0.0421,-0.1609,-0.0843,0.077,0.024,0.0366,0.2111,-0.0438,-0.155,-0.0515,0.1906,0.8667,0.3071,-0.1366,1.0743,Control
A12,0.1016,0.0028,0.0564,-0.0127,0.0516,-0.0657,-0.0145,-0.1299,0.2635,-0.049,0.0449,-0.0072,0.0491,-0.1881,-0.0233,0.1495,0.5658,0.2049,-0.3489,0.9537,Control
B01,0.1331,0.0142,-0.0025,0.3714,-0.0212,0.1154,0.0372,-0.0372,0.214,0.0546,-0.1435,-0.1867,-0.0979,-0.2405,-0.0066,0.2415,0.8546,0.3805,-0.2973,1.01,Control
B02,0.0513,-0.0574,-0.0646,0.2392,-0.0564,-0.035,-0.1834,-0.1184,0.2555,-0.0239,0.0466,0.2015,0.018,-0.1552,-0.1024,0.2293,0.9841,0.4035,-0.0663,1.3631,Control
B03,0.0419,-0.0234,-0.0578,0.1625,-0.0843,0.0228,-0.0921,-0.0472,0.1219,0.0327,-0.0316,0.0195,-0.0726,-0.1929,-0.0401,0.2669,0.9247,0.3546,-0.2583,1.3921,BRCACancer
B04,-0.0102,-0.1067,-0.0283,0.3689,-0.0807,-7e-04,-0.1633,-0.1493,0.1714,-0.1146,0.0125,0.0262,-0.0678,-0.2464,-0.1144,0.1925,0.6123,0.2077,-0.2918,1.2581,BRCACancer
B05,-0.0035,0.0523,0.0084,0.0776,0.0143,0.039,-0.035,-0.1433,0.2053,-0.0074,-0.0841,0.0152,-0.0871,-0.1482,-0.1213,0.3247,0.8423,0.2645,-0.2292,1.0505,BRCACancer
B06,-0.1203,0.0503,0.0786,0.1596,-0.0851,-0.0747,0.1306,0.0072,0.3224,0.0564,-0.1087,-0.3201,-0.1847,-0.2387,-0.0688,0.1511,0.7308,0.2964,-0.2924,0.9619,BRCACancer
B07,-0.0247,-0.0089,-0.0329,0.2247,-0.0603,-0.062,-0.1461,-0.1372,0.133,-0.0915,-0.0581,0.0693,-0.1112,-0.0804,-0.1417,0.1713,1.0704,0.3991,-0.1962,1.5069,BRCACancer
B08,-0.0258,-0.0428,-0.056,0.0955,-0.0615,-0.001,-0.1412,-0.0666,0.1222,0.0072,-0.0142,0.0483,0.0438,0.0193,-0.075,0.2677,0.81,0.3766,-0.0911,1.1605,Control
B09,0.007,-0.1059,-0.048,0.25,-0.1668,-0.0455,-0.209,-0.0842,0.0408,0.0968,-0.0896,-0.1752,-0.0306,-0.2474,-0.0398,0.1781,0.5713,0.24,-0.2384,1.0139,Control
B10,0.0785,-0.0677,-0.0555,0.0879,-0.0914,-0.0447,-0.174,-0.107,0.1624,-0.0624,-0.0982,0.1444,-0.1333,-0.2064,-0.0966,0.097,0.6483,0.0667,-0.1622,1.2442,Control
B11,0.0265,-0.0578,-6e-04,0.0843,-0.0699,-0.0148,-0.2465,-0.1001,0.29,-0.0171,0.01,0.0869,0.0055,-0.0456,-0.1234,0.2461,0.6833,0.1748,-0.1049,1.1613,Control
B12,-0.022,-0.0742,-0.0647,0.2471,-0.112,-0.0167,-0.1215,-0.1602,0.2885,0.0097,-0.0383,0.0998,-0.0997,-0.1818,-0.1178,0.0872,0.395,0.123,-0.1034,0.7688,Control
C01,-0.0357,-0.089,-0.033,0.2173,-0.0583,-0.0025,-0.1718,-0.1588,0.25,-0.0924,-0.0255,0.0592,0.0316,-0.1994,-0.152,0.2671,0.795,0.4276,-0.2382,1.3916,BRCACancer
C02,-0.0248,-0.0214,-0.0489,0.0634,-0.0622,-0.0098,-0.1536,-0.126,0.2444,-0.0994,-0.013,0.1716,0.0271,-0.1387,-0.1021,0.2766,0.7815,0.327,-0.1674,1.3435,BRCACancer
C03,-0.0042,0.0393,-0.0509,0.1887,-0.0711,-0.0252,-0.1133,-0.1436,0.2663,-0.09,-0.057,0.2648,-0.0522,-0.0986,-0.1023,0.1899,0.9061,0.4278,-0.1545,1.5062,BRCACancer
C04,-0.0376,-0.076,0.0029,0.064,-0.0353,0.0202,-0.0916,-0.0955,0.2322,0.0261,-0.0513,0.2314,0.0693,-0.1072,-0.0768,0.3026,0.5654,0.1147,-0.182,0.8164,Control
C05,0.0111,-0.124,-0.044,0.0666,-0.0529,-0.0167,-0.1483,-0.0768,0.209,-0.0155,-0.011,0.2221,-0.0487,-0.0927,-0.0148,0.1652,0.5043,0.1564,-0.0896,0.9848,BRCACancer
C06,-0.0069,-0.1629,-0.0088,-0.0751,-0.0763,-0.1239,-0.0258,-0.098,0.4522,-0.0034,0.1654,0.041,0.067,-0.167,-0.0059,0.1357,0.07,0.0534,-0.2346,0.2433,Control
