@relation data

@attribute id string
@attribute 10725 numeric
@attribute 1605 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 5145 numeric
@attribute 5146 numeric
@attribute 5147 numeric
@attribute 5148 numeric
@attribute 5149 numeric
@attribute 5158 numeric
@attribute 6540 numeric
@attribute 7018 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7903230373,2.1143498631,-0.0670061112,0.1322087557,0.1313168648,0.1067213277,0.5609436097,-0.0263642747,-0.0407864687,0.4489986186,0.0090324193,-0.1706066779,-0.0396547621,-0.1504227148,-0.0942405158,-0.0635502934,-0.0643923931,0.6420336235,0.1409569047,BRCA
GSM480985,1.0138720672,1.7600219601,-0.0230735734,0.1966778544,0.4415400387,0.5849629343,0.3553600297,-0.0883411166,-0.0366178457,0.3774461731,-0.0757364660,-0.2261464650,-0.0155333700,-0.1012737192,1.9292973661,-0.0360112713,-0.0954384340,0.7133841506,0.1554803168,BRCA
GSM480986,0.6898942973,2.1784036439,-0.0389096712,0.1661377090,0.2835222208,0.1536485495,0.6212419597,-0.1020580406,-0.0814622937,0.4943066302,-0.0123786192,-0.1381610970,-0.0777749210,-0.1429653238,0.4309349392,-0.1068710505,-0.0770829322,0.6441054073,0.1217694167,BRCA
GSM480987,0.6330583289,1.3052779489,0.2089352406,0.1685485557,0.3327935711,-0.0104492808,0.3998152808,0.0509517291,-0.1697802428,0.4123156539,-0.1096657561,-0.1193425521,-0.0454903752,-0.1257204635,-0.0676418460,-0.0885894268,-0.0640990646,0.8422779248,0.0131572660,BRCA
GSM480988,0.7414473377,1.9334251161,-0.0851195735,0.1168976396,0.1991312819,0.2297151421,0.5623337450,-0.0062706917,-0.0670263956,0.4063775181,-0.0645716390,-0.0266996809,-0.0541481551,-0.0905281109,1.0752660824,-0.0432362018,-0.1012624690,0.6047102776,0.1260813951,BRCA
GSM480989,0.5739627690,2.9312561751,-0.0714727500,0.2858949723,0.2200210720,0.0458035868,0.4976210030,-0.1632272534,-0.0646920869,0.5383628331,-0.0582166836,-0.0950072003,0.0168354386,-0.0809262026,1.3874887459,-0.0476141433,-0.1131204681,0.5547810792,0.1083134365,BRCA
GSM480990,0.5295604209,2.5415902278,0.0643069084,0.3496424193,0.1628782986,0.0021861719,0.5061100200,-0.0200465562,0.0033823758,0.3978972551,0.0079198869,-0.0851730751,-0.0665211547,-0.0788188985,-0.0496320918,-0.0387971694,-0.0783020266,0.5480292028,0.0558532586,Control
GSM480991,0.5714558330,2.5050056121,-0.0954564459,0.2424068378,0.2311761151,0.1075655196,0.7279821927,-0.0212665850,-0.0715868418,0.4566179174,0.0716745529,-0.1150791315,0.0130119835,-0.0863948398,0.2940229983,-0.0434597657,-0.0664389667,0.5891530063,0.1548473247,Control
GSM480992,0.5169215143,2.7262230341,0.0143967219,0.2748354820,0.0994592431,0.0161160152,0.7308892569,-0.0366225614,-0.0868963572,0.3104456610,-0.0359299212,-0.1750333794,-0.0444099018,-0.1261579569,-0.0241846685,-0.0718402782,-0.0227440883,0.5535295457,0.0925191902,Control
GSM480993,0.5665345361,2.3176537262,-0.0401737979,0.2564080019,0.1916949626,0.1179360291,0.7271375300,-0.0335399787,-0.1089809237,0.3820638388,0.0161615411,-0.1431922686,-0.0711291826,-0.1226784394,0.4392386464,-0.0968572793,-0.0807639728,0.6798162911,0.1127858115,Control
GSM480994,0.5428489062,2.8173393362,-0.0411929514,0.2256572022,0.0836080160,0.0931392134,0.5786979019,-0.0469965513,-0.1060369908,0.4155580656,-0.0394204204,-0.1709550805,0.0173624745,-0.1118482971,0.2213849999,-0.0611050115,-0.0367938739,0.6584365796,0.0357378546,Control
GSM480995,0.8624395182,2.3782729402,-0.0282662301,0.2674333772,0.1162032706,0.0617155503,0.6228140006,-0.0658021618,0.0420700161,0.4798890265,0.0775833494,-0.1504708789,-0.0158016799,-0.1110305408,0.7847914185,-0.0468415509,-0.1080818607,0.6459787596,0.0404827893,Control
GSM480996,0.4595280888,2.1475778748,0.0933670514,0.2382927253,0.1143821788,-0.0252005977,0.8378358737,-0.0870869423,-0.1152338992,0.5303453732,-0.0260987483,-0.0638617920,-0.0006065915,-0.0921245707,-0.0439138610,-0.0608134375,-0.0592950330,0.7075808469,0.0241134928,BRCA
GSM480997,0.4582588177,2.0196074212,0.0136374157,0.2697126481,0.1048110230,-0.0292295449,0.2063167622,-0.0940393506,-0.0463103073,0.5642681413,-0.0325054149,-0.1037180144,-0.0860781019,-0.0506624324,-0.0777914060,-0.0536945836,-0.0796740413,0.7908484311,-0.0073402746,BRCA
GSM480998,0.6311659707,1.8670196113,-0.1457155575,0.1275421348,0.2709641779,0.0579098022,0.7145210018,-0.0227478642,-0.0365824440,0.5598362311,0.0072612422,-0.0230691484,-0.0337276454,-0.0825737987,0.7584063177,-0.0220169510,-0.1107295344,0.4885897034,0.0974695335,BRCA
GSM480999,1.0138451558,2.1675638311,-0.0454558816,0.1828318072,0.3341230962,0.4612309368,0.3254211666,-0.0510344707,-0.0952736657,0.5270599538,-0.0718915198,-0.0825781884,-0.0802661322,-0.1980203502,0.6026018690,-0.0542111546,-0.1084865482,0.6815303476,0.2214991348,BRCA
GSM481000,0.8651035081,1.8031246626,-0.0004733385,0.0773505831,0.2988149075,0.2354263280,0.5403008523,-0.1100311663,-0.1107491569,0.4691224192,-0.0661645048,-0.1013334446,-0.1012922404,-0.0936606632,0.4959009799,-0.0937581678,-0.0784636595,0.5175461768,0.2358452617,BRCA
GSM481001,1.1236812206,2.4000820624,-0.0627818266,0.1879438072,0.3170443835,0.1294097459,0.6949007770,-0.1047360228,-0.0773407209,0.4361624959,-0.0139189731,-0.1711827288,0.0190732705,-0.1376013070,0.2139429463,-0.0022356982,-0.0728627337,0.6839215293,0.0375085662,BRCA
