@relation data

@attribute id string
@attribute 54490 numeric
@attribute 1579 numeric
@attribute 1312 numeric
@attribute 1573 numeric
@attribute 1580 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 54498 numeric
@attribute 2950 numeric
@attribute 1583 numeric
@attribute 7358 numeric
@attribute 116285 numeric
@attribute 5740 numeric
@attribute 8529 numeric
@attribute 84532 numeric
@attribute 29785 numeric
@attribute 6783 numeric
@attribute 9446 numeric
@attribute 5743 numeric
@attribute 5742 numeric
@attribute 1588 numeric
@attribute 221357 numeric
@attribute 2326 numeric
@attribute 1586 numeric
@attribute 2327 numeric
@attribute 1585 numeric
@attribute 2328 numeric
@attribute 1584 numeric
@attribute 2940 numeric
@attribute 1593 numeric
@attribute 1594 numeric
@attribute 11283 numeric
@attribute 1591 numeric
@attribute 1592 numeric
@attribute 2944 numeric
@attribute 10720 numeric
@attribute 2941 numeric
@attribute 2948 numeric
@attribute 7172 numeric
@attribute 9 numeric
@attribute 4837 numeric
@attribute 25830 numeric
@attribute 2949 numeric
@attribute 216 numeric
@attribute 1595 numeric
@attribute 217 numeric
@attribute 27284 numeric
@attribute 51302 numeric
@attribute 10941 numeric
@attribute 64816 numeric
@attribute 9420 numeric
@attribute 6819 numeric
@attribute 6817 numeric
@attribute 10 numeric
@attribute 55902 numeric
@attribute 10858 numeric
@attribute 1572 numeric
@attribute 348158 numeric
@attribute 1571 numeric
@attribute 10249 numeric
@attribute 6820 numeric
@attribute 191 numeric
@attribute 6822 numeric
@attribute 27233 numeric
@attribute 1562 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 124 numeric
@attribute 4258 numeric
@attribute 57834 numeric
@attribute 4257 numeric
@attribute 4259 numeric
@attribute 23169 numeric
@attribute 4548 numeric
@attribute 1559 numeric
@attribute 340665 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1555 numeric
@attribute 1553 numeric
@attribute 56603 numeric
@attribute 113612 numeric
@attribute 4129 numeric
@attribute 2939 numeric
@attribute 4128 numeric
@attribute 2937 numeric
@attribute 2729 numeric
@attribute 66002 numeric
@attribute 4051 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 131 numeric
@attribute 1545 numeric
@attribute 130 numeric
@attribute 2730 numeric
@attribute 54905 numeric
@attribute 119391 numeric
@attribute 27430 numeric
@attribute 6799 numeric
@attribute 7360 numeric
@attribute 120227 numeric
@attribute 6916 numeric
@attribute 4143 numeric
@attribute 7365 numeric
@attribute 4144 numeric
@attribute 7364 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.2281,-0.2462,0.5559,0.019,0.028,-0.1504,-0.101,0.7509,0.7544,-0.1325,0.7513,-0.0544,-0.0256,-0.0737,0.7812,0.0913,-0.1043,1.1894,2.2148,1.2335,-0.1172,-0.043,-0.0997,-0.0449,-0.1038,0.0165,-0.1517,0.07,-0.1718,0.7897,-0.0345,-0.1518,-0.0341,-0.1613,0.1605,-0.0381,-0.0068,-0.0706,0.3693,0.2882,-0.0894,-0.2576,0.0401,1.0686,0.2356,1.0834,1.6945,-0.0581,-0.0269,-0.1217,-0.0411,-0.1123,0.2181,-0.1027,0.481,-0.0293,0.0429,0.116,-0.0238,-0.1535,-0.1051,0.8927,-0.1092,-0.1435,-0.0985,-0.1149,-0.3105,-0.099,-0.1854,0.6682,-0.1099,0.6426,0.5056,0.9557,1.3908,-0.0532,-0.182,-0.0633,-0.0826,-0.3201,0.2588,-0.0321,0.4622,0.0491,0.3046,-0.0605,0.6674,0.6866,0.1826,0.5323,-0.1508,0.1248,-0.1386,1.231,-0.1649,0.7273,-0.0153,0.1197,2.0528,0.0761,1.4747,1.0019,0.5456,0.0552,0.1196,2.3478,-0.1272,-0.1281,0.2355,Control
A02,-0.0408,-0.1877,0.4387,-0.0616,0.0434,-0.2021,0.0794,0.5406,0.8706,-0.1158,0.4335,-0.0487,-0.0432,-0.1568,0.5584,0.116,0.0058,0.6346,0.5809,1.0664,-0.1121,-0.1279,-0.05,-0.0404,-0.0373,-0.0699,-0.0694,0.1014,0.0874,0.7352,-0.092,-0.1166,-0.1571,-0.3238,0.2889,-0.341,0.0671,0.0949,0.4434,0.146,-0.0737,-0.2524,0.032,1.3772,0.2779,1.1446,1.419,-0.0293,-0.001,-0.0747,-0.0323,-0.1044,0.0873,-0.2664,0.3088,-0.0225,0.0606,0.0426,-0.1408,-0.3135,-0.1143,0.7484,-0.1372,-0.1311,-0.1293,-0.133,-0.0583,0.076,-0.1677,0.7132,-0.1081,0.4504,0.3673,0.6656,1.0563,-0.1096,-0.1585,-0.131,-0.1059,-0.3384,0.278,0.0912,0.4395,-0.0685,0.3563,-0.0444,0.416,0.6006,-0.0329,0.081,-0.0413,0.089,-0.0857,0.8812,-0.1561,0.5726,0.085,0.0077,2.0026,0.1297,1.2734,0.6777,0.4484,0.0055,0.0539,2.2614,0.0103,-0.0795,0.1892,Control
A03,-0.2341,-0.1947,0.5232,-0.101,0.0596,-0.1843,0.0335,0.7271,0.8365,-0.138,0.6829,-0.0644,-0.0398,-0.1718,0.7969,0.3456,-0.0395,0.9289,0.6453,1.1755,-0.106,-0.0523,-0.038,-0.1466,-0.1202,0.0115,-0.137,0.0087,-0.0514,0.9295,-0.0017,-0.1198,-0.1189,-0.1564,0.3329,-0.1262,0.0488,0.1617,0.6167,0.2877,-0.1295,-0.1176,0.0122,1.4644,0.4072,1.2585,1.5427,-0.0673,0.041,-0.1227,-0.1462,-0.0841,0.1572,-0.2949,0.4119,-0.0315,0.154,-0.0346,-0.1003,-0.1935,-0.1883,0.9565,-0.1976,-0.0449,-0.1963,-0.0419,-0.3105,-0.0849,-0.1686,0.7623,-0.1156,0.6399,0.4047,0.8037,1.1631,-0.1015,-0.1475,0.0078,-0.1397,-0.2826,0.3328,0.0984,0.4685,-0.0033,0.3668,-0.0899,0.676,0.7329,-0.1011,0.1277,-0.0766,0.2158,-0.0275,1.3298,-0.1823,0.6202,0.1061,0.0758,2.0021,0.0229,1.2988,0.9421,0.7074,0.0399,-0.1091,2.3981,-0.0926,-0.1621,0.4179,Control
A04,-0.0283,-0.2058,0.4977,-0.0301,0.0485,-0.1341,0.0722,0.8014,0.9521,-0.1492,0.5546,-0.062,-0.0645,-0.079,0.6429,0.3161,-0.0233,0.5603,0.4503,1.3101,-0.1251,0.1038,-0.0435,-0.0751,-0.0709,0.0208,-0.1089,0.1106,0.1461,0.5315,0.0155,-0.1428,-0.1377,-0.1348,0.0981,-0.286,0.0117,0.1409,0.3969,0.1544,-0.0871,-0.1941,-0.1077,0.8063,0.4396,1.0795,1.6071,-0.0399,-0.0339,-0.1,-0.072,-0.0855,0.1603,-0.1767,0.2969,-0.0087,0.0698,-0.0725,-0.0527,-0.2167,-0.0971,0.8483,-0.0725,-0.1333,-0.1084,-0.1012,-0.0629,-0.0375,-0.1821,0.6324,-0.0998,0.3299,0.4291,0.7342,1.2875,-0.1508,-0.0285,-0.0399,-0.1317,-0.1607,0.1597,0.119,0.4816,-0.0259,0.2806,-0.0635,0.4434,0.6168,-0.0834,0.0581,-0.2146,0.086,-0.1383,1.3213,-0.0928,0.6032,0.1437,-0.0175,2.0827,0.0447,1.3673,0.7728,0.4455,0.0104,0.0505,2.32,-0.0193,-0.081,0.2655,Control
A05,-0.0193,-0.19,0.6683,-0.0778,0.0026,-0.1462,-0.1326,1.1029,0.9675,-0.1212,0.7267,-0.0329,-0.0527,-0.0494,0.7232,0.3123,0.0031,1.0146,0.7608,1.7591,-0.1065,-0.1143,-0.0384,-0.0598,-0.1128,-0.0731,-0.0618,0.1908,0.0797,1.1148,0.0597,-0.1446,-0.0438,-0.1518,0.216,-0.192,0.0501,0.1285,0.5445,0.2066,-0.0701,-0.1348,0.1615,1.5282,0.42,1.5108,1.9338,-0.0988,0.0307,-0.0598,-0.0283,-0.0737,0.2003,-0.1169,0.5095,-7e-04,0.0233,-0.0858,-0.011,-0.1764,-0.094,1.0181,-0.1136,-0.0941,-0.0635,-0.0786,-0.256,-0.0563,-0.1902,0.9029,-0.0715,0.7686,0.533,0.825,1.31,-0.0332,-0.091,0.0355,-0.1588,-0.0757,0.2808,0.0861,0.4484,0.1101,0.4202,-0.0787,0.6279,0.6648,-0.011,0.2027,-0.1199,0.111,-0.1353,1.9477,-0.0762,0.7905,0.1239,-0.0061,2.0742,0.0647,1.4334,0.8075,0.7116,0.0359,0.0157,2.3511,-0.0107,-0.1399,-0.0451,Control
A06,-0.072,-0.1119,0.5401,-0.0408,0.1115,-0.1148,0.0492,0.6626,0.9728,-0.1575,0.697,-0.0395,-0.0316,-0.0517,0.6215,0.2822,-0.0068,0.7544,0.7428,1.384,-0.094,-0.2115,-0.1014,0.0149,-0.0956,-0.0674,-0.0933,0.0822,-0.1426,0.8952,-0.0645,-0.0869,-0.2213,-0.2442,-0.1307,-0.2005,0.0575,0.1126,0.567,0.2187,-0.0521,-0.245,-0.1447,1.5639,0.3758,1.4647,1.6389,-0.0047,0.0349,-0.0649,-0.1296,-0.0603,0.1536,-0.0902,0.4026,-0.0959,0.0487,0.0823,-0.0623,-0.2056,-0.1305,0.9988,-0.162,-0.144,-0.1571,-0.1225,-0.2184,-0.0192,-0.1264,0.7991,-0.1924,0.672,0.4174,0.7361,1.1792,-0.1056,-0.2848,0.0057,-0.0791,-0.191,0.2646,0.1262,0.3709,-0.0582,0.259,-0.0381,0.5024,0.6125,-0.0021,0.2218,-0.1225,0.0483,-0.0952,1.837,-0.1283,0.4971,0.041,-0.0057,1.8299,0.0293,1.2182,0.855,0.6554,0.004,-0.0041,2.3064,-0.1307,-0.163,0.2703,Control
A07,-0.114,-0.1353,0.5098,-0.0502,0.0872,-0.183,0.0577,0.629,0.9092,-0.1474,0.6127,-0.0372,-0.0969,-0.1556,0.7038,0.2833,-0.0648,0.7569,0.8905,1.2061,-0.151,-0.0993,0.004,-0.0899,-0.0836,-0.0375,-0.1035,0.0359,0.0558,0.7637,-0.0563,-0.1199,-0.1896,-0.2227,0.3411,-0.1164,0.0602,0.2455,0.4671,0.3279,-0.1508,-0.2349,0.0102,1.3549,0.3171,1.3569,1.6622,-0.0286,0.005,-0.126,-0.1273,-0.0459,0.2607,-0.113,0.46,0.0085,0.0773,-0.1033,-0.054,-0.2489,-0.1386,0.8806,-0.1446,-0.1442,-0.1223,-0.1041,-0.3127,0.0403,-0.0851,0.8118,-0.1951,0.6665,0.603,0.9124,1.3543,-0.1125,-0.1777,-0.061,-0.1044,-0.2012,0.3432,0.0854,0.5267,-0.0562,0.4379,-0.1058,0.5564,0.7707,0.0428,0.0657,-0.1685,0.199,-0.0851,1.583,-0.111,0.648,0.1302,-0.0101,2.0422,0.0539,1.4773,0.9346,0.9138,-0.0467,-0.0062,2.3599,-0.123,-0.1088,0.2776,Control
A08,-0.088,-0.2069,0.4114,-0.1334,0.0237,-0.1563,-0.178,0.5376,0.5871,-0.1366,0.4762,-0.0465,-0.0159,-0.0981,0.6873,0.1403,-0.1134,0.6316,0.4104,0.7377,-0.1324,-0.0028,-0.1523,-0.0843,-0.1234,-0.019,-0.221,0.1244,-0.0255,0.7632,-0.0163,-0.1475,-0.1123,-0.2958,0.0523,-0.1805,0.1042,0.2199,0.4046,0.2101,-0.0669,-0.2344,-0.2148,0.7734,0.3159,1.0331,1.7103,-0.0891,0.1234,-0.1234,-0.0753,-0.0759,0.2171,-0.2348,0.4203,-0.0399,0.052,0.0305,-0.0595,-0.1579,-0.2241,0.7812,-0.1642,-0.1327,-0.1312,-0.1217,-0.1747,-0.0594,-0.1654,0.6196,-0.1574,0.3854,0.6755,0.9133,1.6018,-0.1375,-0.2368,-0.1122,-0.1129,-0.2559,0.3389,-0.0175,0.4064,-0.0698,0.3208,-0.0604,0.4444,0.8071,0.0325,0.0288,-0.1142,0.1609,-0.086,0.9225,-0.1577,0.5989,-0.049,0.0457,1.8841,0.0194,1.3892,0.9232,0.9247,0.0073,-0.1188,2.1016,-0.08,-0.2137,0.077,Control
A09,-0.053,-0.0846,0.4609,-0.0133,0.0754,-0.1716,0.0048,0.6694,0.7126,-0.1211,0.5657,-0.0357,-0.0911,-0.0555,0.6178,0.2358,-0.0847,0.7231,0.6069,1.4865,-0.1155,-0.1761,-0.0572,-0.0813,-0.1051,0.0081,-0.1035,-0.0706,0.0616,0.6142,0.0817,-0.1327,-0.0395,-0.1544,0.0231,-0.2307,0.088,0.2681,0.4234,0.1523,-0.0857,-0.222,0.0805,0.9462,0.2129,0.9425,1.3778,-0.0624,-0.0178,-0.0708,-0.0819,-0.041,0.199,-0.1636,0.3842,-0.0229,0.0916,-0.0691,-0.0312,-0.1934,-0.165,0.7783,-0.1194,-0.1256,-0.0897,-0.1266,-0.2049,-0.0385,-0.0901,0.684,-0.0674,0.3573,0.3173,0.7951,1.2842,-0.052,-0.1651,-0.0589,-0.1162,-0.0925,0.2886,0.1032,0.3965,-0.036,0.2805,-0.1018,0.5151,0.638,-0.0527,0.0764,-0.1604,0.0697,-0.1581,1.0597,-0.09,0.5652,0.1084,0.0028,2.0189,0.0637,1.3729,0.9228,0.8594,-0.0304,-0.0242,2.1461,0.0099,-0.1553,0.0463,Control
A10,-0.1183,-0.1496,0.4915,-0.148,0.0297,-0.1331,-0.0282,0.7616,0.8479,-0.061,0.5909,-0.0356,0.0047,-0.0565,0.6689,0.2508,-0.0127,0.6881,1.134,1.6508,-0.1091,-0.134,-0.0487,-0.0661,-0.0938,-0.0626,-0.0829,0.0736,-0.0855,1.2766,-0.0452,-0.1018,-0.1226,-0.1687,0.2024,-0.2559,0.0398,0.1311,0.424,0.2319,-0.0783,-0.151,0.1156,1.2413,0.3617,1.2497,1.0955,-0.0639,-0.0085,-0.0513,-0.0993,-0.0878,0.2113,-0.1311,0.4113,-0.0135,0.0052,-0.0814,-0.0644,-0.1938,-0.1545,0.8413,-0.0998,-0.0675,-0.0999,-0.0857,-0.1337,-0.0098,-0.1627,0.8291,-0.1183,0.5658,0.6719,0.9203,1.423,-0.0839,-0.1003,-0.146,-0.1154,-0.2031,0.2194,0.04,0.4628,0.0645,0.1944,-0.0598,0.5471,0.8057,-0.0068,0.1968,-0.1618,0.0632,-0.1168,1.2951,-0.1022,0.7511,0.0509,-0.0222,2.0228,0.0259,1.4433,0.8306,0.9149,0.0195,-0.0193,2.27,-0.0522,-0.1063,0.1419,Control
