@relation data

@attribute 1378 numeric
@attribute 1380 numeric
@attribute 1435 numeric
@attribute 1436 numeric
@attribute 1437 numeric
@attribute 1438 numeric
@attribute 1440 numeric
@attribute 1441 numeric
@attribute 1604 numeric
@attribute 1791 numeric
@attribute 2056 numeric
@attribute 2057 numeric
@attribute 2208 numeric
@attribute 2209 numeric
@attribute 2322 numeric
@attribute 2323 numeric
@attribute 2811 numeric
@attribute 2812 numeric
@attribute 2814 numeric
@attribute 2815 numeric
@attribute 290 numeric
@attribute 2993 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3559 numeric
@attribute 3562 numeric
@attribute 3563 numeric
@attribute 3565 numeric
@attribute 3566 numeric
@attribute 3567 numeric
@attribute 3568 numeric
@attribute 3569 numeric
@attribute 3570 numeric
@attribute 3574 numeric
@attribute 3575 numeric
@attribute 3581 numeric
@attribute 3589 numeric
@attribute 3590 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3684 numeric
@attribute 3690 numeric
@attribute 3815 numeric
@attribute 4254 numeric
@attribute 4311 numeric
@attribute 7037 numeric
@attribute 7066 numeric
@attribute 7124 numeric
@attribute 7173 numeric
@attribute 7850 numeric
@attribute 909 numeric
@attribute 910 numeric
@attribute 911 numeric
@attribute 912 numeric
@attribute 913 numeric
@attribute 914 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 920 numeric
@attribute 921 numeric
@attribute 924 numeric
@attribute 925 numeric
@attribute 926 numeric
@attribute 928 numeric
@attribute 929 numeric
@attribute 930 numeric
@attribute 931 numeric
@attribute 933 numeric
@attribute 945 numeric
@attribute 947 numeric
@attribute 948 numeric
@attribute 951 numeric
@attribute 952 numeric
@attribute 960 numeric
@attribute 966 numeric
@attribute Class {Control,BRCA}

@data
5.4577519455,5.26175828033,6.605429502,11.73619062,4.678374372,9.3496983695,6.47579111167,6.7634880145,9.544288856,4.966188654,5.26866948,6.690805113,7.09571645,5.801622311,6.178122649,7.928875304,7.021260744,10.13904003,5.415835761,5.319953181,10.10111594,5.122684364,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,5.428620839,9.000106455,6.981713185,5.8167984685,5.089382945,7.748764991,5.0072306655,7.9598688595,5.421372531,6.1361715555,13.60771409,7.3607351665,5.626563777,9.2160391205,5.642009545,5.422410676,8.56997528833,6.43230933033,9.101017795,9.689124896,5.361953639,8.1217165825,6.297013109,10.57663577,7.99361935,6.147515948,10.826347985,6.88517282,7.6892916965,11.69988051,5.209464331,8.519696323,6.6685211385,5.57502113633,5.250214317,5.526234149,6.597386379,6.086142197,6.1513396355,8.049591461,7.280935014,6.11956952,6.720624337,7.587142037,6.527246801,6.973097852,7.537645287,5.546288211,9.276311202,12.48380266,5.792862671,5.595035097,5.583993803,6.799868052,8.4941886004,12.2115918747,7.4211262685,5.927073476,10.4762478353,8.8928948895,Control
4.95536856925,5.354114245,6.17163056667,12.06323168,5.205755379,9.97823381725,5.45065757067,7.0224661815,10.25576659,5.366777571,5.376786337,6.190817922,5.234205502,5.8698563925,5.730104109,8.278880489,7.493057094,10.26859496,5.726293954,5.44742319,11.68900437,4.682873814,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,5.19062597,8.25032344,6.464101029,5.4476662,5.541105329,7.057317924,4.7333277815,7.5780798575,5.340579688,6.0941393945,8.608616259,6.7993556185,5.574289436,9.993368167,5.438408757,5.376786337,8.72664223733,6.371338954,7.86511636,10.4246495,5.442455259,7.940840191,6.043635001,10.55403266,7.61467511,5.52873637,12.309986695,6.55129256467,7.31126824525,11.11536902,5.359671604,7.177920594,6.6888767345,5.57664114867,5.800648376,5.372787809,7.551364367,7.141854563,6.4505515845,9.713391295,8.193154688,6.912593359,7.355551793,7.564704211,6.508829224,7.61467511,8.71426511433,5.33270027975,9.124199601,12.773988575,5.874189107,5.40451729867,5.754895016,6.563429392,8.4659296096,9.47518757767,6.980213205,6.35856824,10.6062287043,8.963677187,BRCA
5.080452378,5.11576158533,5.75855648167,11.61514235,5.418452458,9.8310403295,5.37552042867,7.501161903,9.821790372,5.4073744995,5.194176951,6.737352562,4.96764272,5.9364032425,6.169329391,7.75854158,7.306383297,11.01586123,5.816734888,5.093191733,12.19466615,4.828341227,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,5.173838258,8.349592102,5.697600956,4.894116797,5.29242402,6.513574141,5.313506773,7.6972575105,5.7194123975,6.230538221,7.664022547,6.9885103885,5.506245744,11.182855105,5.66248660833,5.730783436,8.68638811967,6.561221976,7.148936963,10.6672848,5.488973851,7.980807774,6.268430299,9.18625115,7.849031477,5.194176951,12.63635133,6.29027548567,7.1595196325,10.5824857,4.55165352,8.414834386,5.1122915415,5.51974845333,6.129803967,5.707228834,6.599805472,6.217914695,6.3986250125,10.35655132,8.37636907067,7.731643389,8.04094875,7.27775495,6.834379792,8.855352154,9.41246110667,6.05847101475,9.494776162,12.912822165,5.917677146,5.52332715333,6.730983353,6.385953509,7.6055540702,8.73530426033,8.0078381215,5.519330581,10.081859206,9.5654425595,BRCA
4.8380303745,5.131706317,5.97830915367,11.64987825,5.03343539,9.8573133865,5.02824661567,7.085673177,8.924019044,5.433338592,5.268575917,7.267655467,5.568952692,5.703920468,6.073504957,8.550055208,8.094910493,11.07439256,6.139659422,4.419761481,11.92978186,5.088111112,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,5.28559757,7.718260793,6.135766351,5.7507435765,4.893861206,7.232855289,5.4457486575,8.2079323255,5.472305765,6.667733814,6.879402901,5.437476412,5.395675362,9.547784791,5.68026223767,4.851263383,8.62529181133,6.18410994633,6.516492413,10.19124467,5.402254249,8.3145459475,5.660003917,9.671576946,8.17437786,5.254944744,11.75533744,5.60520712767,7.121281416,11.14654022,5.397812585,8.370459788,5.858600793,5.946590164,5.134643221,5.21345543,6.991695086,5.838328613,6.5646964605,9.779251973,8.21299733433,7.627900667,7.285266093,7.757275197,6.476183696,8.618937076,8.56753031167,5.40892901975,7.957045617,12.50286316,6.299945779,5.457237196,5.805041697,5.73024,7.5780887174,9.66659547467,7.2867117295,5.693773551,9.52550909333,9.704876133,Control
5.28998155325,5.38339731633,6.018804739,11.53476504,5.17473722,10.3018065967,5.14660261833,6.8141589755,10.20591575,5.3778690615,5.234397132,6.11239324,5.692518737,6.255067907,6.1022441,8.179686605,7.828646059,9.779383313,4.948613986,4.902810721,11.90810746,5.294355387,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,5.488491912,7.361595391,6.5434229,5.62105692,4.885099957,6.735559831,4.9685946665,7.8440426925,5.0515537875,6.3004377265,6.192791506,6.713419624,5.620116829,10.7551937,5.48317732333,4.783209568,8.30631926033,7.03425695367,7.441058314,10.8955187,5.256266489,7.9312840775,5.694748763,9.349370323,7.090221279,5.476714818,12.646626615,6.667922269,6.94375899425,11.27981094,4.993460669,6.675961001,5.905474916,5.59792330733,5.210049084,5.55659131,7.02220446,6.255081105,6.4163708535,9.841195224,8.28606754333,7.904094356,7.74183962,7.922110302,6.692305572,8.37126603,9.03572480433,5.6253656705,10.35462712,13.176504155,6.107798352,5.156174012,5.94146509,7.68310186,7.7734069764,10.9707605477,7.9604400775,6.617471597,10.3176380003,9.312815733,BRCA
5.5119388795,5.35542542167,6.35738866467,12.2610269,4.95444207,9.330818807,5.90057271633,7.3229806525,11.55095369,4.9691889135,4.83277771,5.820696739,5.94872421,5.8559405745,6.02259599,7.364180901,7.181502947,10.62776211,6.222896914,5.040904755,11.46114958,4.905220009,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,5.388199225,8.525208673,6.777719287,5.5903701325,5.421064416,6.73488275,4.916242232,8.179923014,5.1215765945,6.182242289,10.84461576,8.2488358865,6.0004803565,9.188483273,5.44014079833,4.540576974,8.471202191,7.21289602867,7.98845907,10.55708099,5.950883181,8.363719193,7.092337284,10.95930669,9.003996476,6.672712173,12.920986245,7.81089306333,7.497677271,12.6473067,5.563776856,6.320264091,6.1225401635,5.84921933533,6.270627633,5.947029782,6.796951756,6.270627633,6.4095924375,8.416735391,6.930751522,6.389657687,6.529942434,7.239410274,6.182201277,6.938671367,8.38905717467,5.40351558975,10.45267654,13.286500315,4.980495207,5.199318859,5.551217027,7.718706032,8.171140973,11.069213795,7.035194938,6.361510132,11.0821130833,9.408860167,BRCA
5.470879269,5.26577076433,5.61686352333,12.17054643,5.205168882,9.44933807775,5.05878049733,7.4668495905,7.720554015,5.1922192165,5.602595877,7.649114461,5.572140279,5.8137488125,6.256449903,8.743741419,8.021647846,11.04774441,5.751283781,5.349799819,11.72497433,4.987447357,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,4.765549899,5.250782787,5.672857555,5.445685472,5.516024013,6.464509503,5.173542303,8.4037176925,5.2625027255,6.4481705475,6.331772944,5.637194395,5.601416943,9.853411381,5.41282675167,5.014814152,8.99272992233,7.19476401833,7.580354917,10.37177151,5.323740468,8.00994217,6.042759915,10.70804518,7.49197557,5.418536788,11.130403795,6.20872212967,6.73102008975,10.65082538,6.504863171,6.423120638,5.87122828,5.68951204967,5.422410676,5.209854193,7.314699074,5.288553513,6.266626001,9.410706331,8.51372939333,7.380766509,7.791799626,7.114005486,6.531268867,8.591897347,8.47821215267,5.13661079325,7.156920191,12.250297535,7.278707598,5.441504549,6.11442494,5.51191964,8.1590296472,7.52927220333,8.0129749625,6.488889022,9.29278845833,8.0372244545,BRCA
5.19499797775,5.201833026,6.48155647233,12.13760287,5.002490161,9.2384549105,5.23336336333,7.279259636,10.29122283,5.5112967025,5.110625549,6.633507953,6.396952035,5.5469070515,6.371999292,7.860716295,7.069640749,10.44517037,5.777032522,5.047681518,11.15278253,5.002490161,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,5.193979903,7.134583224,6.218786615,5.9993367775,4.626327643,7.256848204,5.2313828535,7.667921317,5.5434679,6.584697376,10.45145612,6.608430203,5.9509073735,10.61211483,5.2894247,5.261917434,8.670868878,6.328962603,7.865827785,9.52338608,5.388371455,8.2637160875,6.51601958,10.27665401,8.280192097,5.838328613,11.77757979,6.99881217567,7.606380097,10.80014785,5.401401144,6.14308278,5.673265489,6.02849581767,5.719191142,5.409145868,7.892240927,6.028906829,6.604511715,9.392951213,7.87859624933,6.876858011,6.566324756,7.840024324,7.028903723,7.593542621,8.39202788833,5.53000073225,10.57948592,12.88118256,6.080130651,5.150812383,6.382758563,7.510509276,8.5771788432,10.9210727577,8.101030391,5.865554662,10.107469144,8.357847297,Control
5.1666971575,5.31378150867,6.453235114,11.25779165,4.749683847,9.5296983705,5.02918243733,6.1262282695,10.04292168,5.0152792895,5.26866948,6.394639001,4.994139844,6.1451870755,6.415999972,7.878696416,7.272865647,10.84822018,5.338434442,4.745656394,11.53193469,5.368254349,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,5.872096916,9.153147365,6.279801496,5.4650001365,5.476714818,6.654210406,4.865162184,7.6272357545,5.272333773,6.22368975,10.12252426,6.2591731015,5.549256199,8.869033508,5.361688012,5.305251227,8.60542233933,6.958562315,7.418993406,10.40755487,5.151586144,8.446684304,6.379383241,9.280446664,7.748010194,5.40668228,12.9101455,6.48243364867,7.26687456825,11.32122928,5.183299167,8.252974189,6.2420282615,5.68392547467,5.947555852,5.229983196,6.645734527,6.152189124,6.267580197,8.831086408,7.83390275633,6.663348622,6.735255184,7.470071357,6.421606753,7.479378365,8.28138870167,5.65565885325,10.67791364,12.657291755,6.158463896,5.28532330367,5.582188094,6.918777165,7.8965994638,9.16133675633,7.591625053,6.459846026,9.94585849,9.673995613,BRCA
4.95573704225,5.55001819667,5.614786977,11.92436912,4.920783068,9.717447248,5.44629653933,7.529297081,9.484632162,5.232442571,5.181511332,7.113901335,5.550755441,5.983491492,5.582714993,7.954532403,7.006413395,10.81808704,5.159075364,4.948380372,11.12068843,4.795210185,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,5.376786337,6.678428044,6.854778406,5.0974707625,5.072117861,6.470297392,5.2729194505,8.3888894545,5.5195452685,6.587532704,7.723389827,6.5150511155,5.6424401345,10.417446565,5.805639757,5.250782787,8.57902910733,6.30607312233,7.512564929,10.55221305,5.384059522,8.061784113,5.729220505,9.152139757,7.162394161,5.411944154,11.438815735,6.648891045,7.238898054,10.48897012,5.300134022,6.105390642,5.7454671095,5.28287786033,4.963487128,5.163308771,5.951990588,6.29655434,5.854013551,9.377341303,8.282150397,7.296207587,7.591674041,6.98547517,6.356941039,8.242651477,7.983374867,5.500899641,9.961479042,12.19871781,5.838328613,5.18390233567,5.372961888,6.942488481,7.6691857416,10.719990343,7.33370951,5.675964969,10.3123441787,8.4715326075,BRCA
