@relation data

@attribute id string
@attribute 1030 numeric
@attribute 10468 numeric
@attribute 10637 numeric
@attribute 130399 numeric
@attribute 1311 numeric
@attribute 1387 numeric
@attribute 1634 numeric
@attribute 1874 numeric
@attribute 1875 numeric
@attribute 2033 numeric
@attribute 268 numeric
@attribute 269 numeric
@attribute 3397 numeric
@attribute 3398 numeric
@attribute 3399 numeric
@attribute 3400 numeric
@attribute 3458 numeric
@attribute 353500 numeric
@attribute 3624 numeric
@attribute 3625 numeric
@attribute 3626 numeric
@attribute 387 numeric
@attribute 4052 numeric
@attribute 4086 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4090 numeric
@attribute 4091 numeric
@attribute 4092 numeric
@attribute 4093 numeric
@attribute 4609 numeric
@attribute 4838 numeric
@attribute 5308 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 57154 numeric
@attribute 5933 numeric
@attribute 5934 numeric
@attribute 6093 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 64750 numeric
@attribute 650 numeric
@attribute 6500 numeric
@attribute 652 numeric
@attribute 653 numeric
@attribute 654 numeric
@attribute 655 numeric
@attribute 656 numeric
@attribute 658 numeric
@attribute 659 numeric
@attribute 6667 numeric
@attribute 7027 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7044 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7124 numeric
@attribute 8200 numeric
@attribute 83729 numeric
@attribute 8454 numeric
@attribute 8646 numeric
@attribute 90 numeric
@attribute 92 numeric
@attribute 9241 numeric
@attribute 93 numeric
@attribute 9372 numeric
@attribute 9475 numeric
@attribute 9765 numeric
@attribute 9978 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.8488764938,0.0725218036,-0.1986751857,-0.0576852440,-0.1885957939,0.6728254087,-0.0900302059,0.3152507059,0.5867403322,1.8174475579,0.1983381348,-0.0887995581,1.4845319127,0.2355988026,0.6760924614,0.5148606787,-0.1502639149,-0.0893264874,0.1711633643,0.7764298406,0.1031363750,1.9894220193,0.6045177892,1.0320233548,1.1178892617,0.5446012229,0.5766988737,1.2116085890,0.1729299370,0.2698475248,-0.0832128518,0.5926393938,-0.0787458649,-0.1466830224,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.5276523813,0.4586358647,0.3546912386,0.0496075791,0.6007303477,0.0312767470,1.0731972919,0.2796197917,0.4630452268,0.1556910502,2.4757785698,0.0613460438,-0.1034333223,-0.0838747249,-0.1274295507,0.1149591653,0.0402487143,0.2507006608,0.3264359297,1.0284706676,-0.0716510054,1.2115081400,0.2120186358,-0.0971515375,0.1275436449,0.9388387937,0.7807964061,0.3932873070,0.1708268752,-0.0471005226,-0.0286056817,0.0987136177,-0.1090498065,1.3170545794,-0.0896787126,1.2281076006,1.3282596229,1.6038005651,0.1349449499,0.1155298639,-0.0796944764,0.3655773260,2.1878641161,BRCA
GSM480985,0.5532956071,-0.0315393991,-0.2597787553,-0.0702113701,-0.1265682912,0.6472114695,0.2269360683,0.1430836733,0.3578412301,1.6404941344,0.0268899575,-0.0160859209,0.7406884399,0.1377485998,0.5144039857,0.6988923060,-0.1919777421,0.0413170341,0.1458488854,0.4401710621,-0.0708753684,1.8852531751,0.7876480503,1.3130947848,1.0813777246,0.7802793039,0.5756055410,1.0141884897,0.1231019482,0.4193533192,-0.1025321738,0.2717646782,-0.1020489298,-0.1785420816,1.5972294421,0.2363182238,0.5275128255,0.4824771165,0.4521202200,0.5649788797,0.3699677694,-0.0663694853,0.8995020092,0.0755929606,1.1561554869,0.1474694401,0.5834218753,0.2411067744,2.5891925593,-0.1285260897,-0.1045978464,-0.0842995341,-0.1097737294,-0.0256754234,-0.0313397003,0.4234992481,0.4472591168,0.3033442030,0.0824852629,2.2415468245,0.3937102099,-0.0348038275,0.1747616115,0.9513775854,0.8786496086,1.1186759538,0.6906665528,-0.0798309424,0.0503361004,0.2795528391,-0.0060872389,1.1303715957,-0.1539317229,1.2970244381,1.1458390757,0.8458557393,0.1535788794,0.0844879323,-0.0687286226,0.4079911230,1.9761838061,BRCA
GSM480986,1.0075707458,0.0955075485,-0.1772860547,-0.0478326470,-0.1488533476,0.7199448316,-0.0978854298,0.2460174051,0.4421310299,1.9671993852,0.1909455905,-0.0265452703,1.7600637277,0.1200391458,1.1376840952,0.6010083357,-0.1827084002,-0.1221100464,0.0113987746,0.4013848490,-0.0342737912,2.0062507787,0.7234766857,1.0386834923,1.1264370113,0.6759647951,0.5589410135,1.1187234184,0.2435045727,0.2515021229,-0.0431375801,0.4492141063,-0.0852195806,-0.0558428063,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.5276161861,0.5706250406,0.3347323608,-0.0124823374,0.5904706269,0.0069230790,0.9039376048,0.3787171307,0.5554334804,0.4190212356,2.5094936490,-0.0183025173,-0.0923524286,-0.0310290106,-0.1054337782,-0.0179665353,-0.0033473150,0.2464121901,0.3058016405,0.7894512997,0.0753126589,1.7475938090,0.3265607800,-0.0972947472,0.1427664678,0.9698652430,0.8583921324,0.4738288340,0.2894723339,-0.0423304369,-0.0117659394,0.1865720696,-0.0906313195,0.9907254267,-0.1089073971,1.1720329431,1.2032817232,1.2451184752,0.0775536601,0.0963770884,-0.0732849970,0.2171619305,1.9765978370,BRCA
GSM480987,0.6427595554,1.1534843928,-0.2416205107,-0.0864050383,-0.1636390826,0.6522740087,1.3335420104,0.1923245888,0.2326352203,1.9626392814,0.3072897482,-0.0510012899,1.6297515763,0.5796759749,2.2666282986,0.4141677258,-0.0920013336,-0.1000463007,0.0443836494,-0.0784145612,-0.0949002644,1.8972162525,1.2032615390,0.8877816645,0.9669655142,0.4236518566,0.5155373554,1.3222860382,0.1840073647,0.4248112590,-0.1056454743,0.7697951637,-0.0743720783,0.1621742338,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.4570317386,0.5260457562,0.1107303560,-0.0029674567,0.3990426604,0.0234027272,0.7655862770,0.1659972948,0.6023021886,1.0323279616,2.1274220248,-0.1308542746,-0.0623468670,0.0189024109,-0.1455789973,-0.0090982288,-0.0597108690,0.2174988082,0.2725977854,0.7839339237,0.1392795458,0.3280445553,0.7380631556,-0.0763861239,0.2637792878,0.9319546315,0.0778492043,3.6860260434,0.0506128571,-0.0087590822,-0.0407701192,0.4457579876,2.2685187608,1.0421429781,-0.1333871125,1.4767077333,1.2174752973,0.7755471764,0.0263961369,0.2603801801,-0.0519221399,0.1300965635,1.9492992501,BRCA
GSM480988,0.6210860679,-0.0270607984,-0.0979722787,-0.0277684225,-0.2000510053,0.6896800634,-0.0978408773,0.0227322817,0.2921241326,1.8828163351,0.0637843535,-0.0844422214,0.7744450039,0.2294056638,0.3825849642,0.4302462734,-0.1157230785,-0.1114312507,0.0223524762,0.5089502433,0.1290732871,1.6231118301,0.5922219525,0.9142321576,0.8865574253,0.5082072364,0.3915546862,0.6862993520,0.0959868294,0.1440455912,-0.0722695978,0.4848055529,-0.0919371033,-0.1499734049,1.5759464525,0.3109120772,0.4110367248,0.6810503945,0.4923907940,0.4829891018,0.2962076857,-0.0335600532,0.2457526392,0.0022991031,1.0328786273,0.2095705721,0.4545872888,0.0108937794,2.4852908452,0.0197572714,-0.0467874598,-0.0084076759,-0.0883819457,0.0950321876,0.0536334268,0.1450788498,0.0958174584,0.7349518405,-0.0270612048,1.3875513934,0.3109506394,-0.0290770070,0.0900074829,1.1429302327,0.5305066860,0.2420938261,0.3373033951,0.0140038898,0.0001304974,0.0316588517,-0.0376040012,0.8163855404,-0.0827938826,1.3944343216,1.0972059843,1.5055453314,0.1417551783,0.1065070962,-0.0317350667,0.2972754480,1.5272548286,BRCA
GSM480989,0.4427743773,-0.0682156134,-0.0847497980,0.0095874515,-0.2807606428,0.5010443183,-0.0727468269,-0.0323541229,0.2603990224,1.8141472619,0.1136958520,-0.0732063580,1.9144806996,0.4787231096,1.1711661120,0.4860285150,-0.2689341306,-0.1888330609,-0.1227077827,0.5400429145,0.1714345570,2.4842128198,0.5941754566,0.8430590443,0.7130339662,0.7708667126,0.3272314875,0.6719132613,0.1821043732,0.0551510411,-0.0653786347,0.3984325587,-0.0134226895,-0.1210485597,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.4168803811,0.8519349658,0.2724028586,-0.0436497679,0.4226656828,0.0616616788,0.2883380064,0.4830073930,0.2785642676,0.0627200024,2.0783520440,-0.1930935026,-0.0865951316,-0.0153464637,-0.0948196298,0.1867686986,-0.1322815902,0.1714829501,0.3437019795,0.9755881841,0.0133025040,1.2185817174,0.1787676166,0.1103925779,0.0743520494,0.9059117025,0.5293077247,0.3304908373,0.1493101121,0.0237075466,-0.0217998318,0.1044305572,-0.1397218525,0.7408097406,-0.1045718975,1.6262111115,1.0113443199,0.9131574550,0.0037127014,-0.0170383193,-0.1349797046,0.2474491494,1.6914763451,BRCA
GSM480990,0.5761438818,0.3809425734,-0.2083892870,-0.0580697928,-0.1743133251,0.6429370626,0.1026646260,0.0842865107,0.1372215954,2.2293557487,0.1685637280,-0.1290895060,2.4431491162,0.0970500292,1.7014824797,0.2101828729,-0.1534946757,-0.1680804678,-0.0090184275,0.3406162336,-0.0179223456,2.3151370526,1.3689567600,0.7496233950,0.8848261701,0.6777075047,0.2867155222,0.9866173533,0.1019971591,0.5140895790,-0.1367019266,0.5031338535,-0.0660109707,-0.1091623201,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.4040678319,0.5468216389,0.4014639887,-0.0536707023,0.3626130463,0.0384436129,0.6969770806,0.5312946617,0.4674138526,1.0354675745,2.0042174558,-0.0679102793,-0.1059909242,-0.0270928507,-0.0631841872,0.1125383007,-0.1066097323,0.2699063999,0.2040061191,0.9321988967,0.2451527447,0.8158590440,0.1661497030,0.0102106421,0.2597094051,1.0702363388,0.6818625948,2.7857392100,0.0977478973,-0.1419418324,-0.0152148257,0.2359675927,-0.1290284928,0.6449577310,-0.1459568098,1.5029689967,0.8295170083,0.5961697633,0.0136690864,0.0291182173,-0.1541326487,0.2045414317,1.3563763670,Control
GSM480991,0.9468578748,-0.0118034938,-0.1230937517,-0.0552628395,-0.1893013819,0.7013037075,-0.1234720994,0.1269356159,0.2046526852,1.8172405640,0.2609127578,-0.1638120339,1.8209807607,0.3671018980,1.4832348294,0.5897970567,-0.1411837970,-0.1489448224,-0.0733672427,0.6731776175,0.0392149270,2.0687043151,0.8176650691,1.0085113913,0.9091269938,0.8510372681,0.3461920900,0.8001367787,0.2773966532,0.1034953624,-0.0772818017,0.3545671447,-0.0448630002,-0.0140054368,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.5071865046,0.6482640730,0.3735529090,-0.0989655247,0.4058142478,0.0374511476,0.6293849200,0.3664313708,0.4114346899,0.3706824735,2.3222305478,-0.1199133218,-0.0984421954,0.0740993784,-0.1358121697,0.1134714512,-0.0467788745,0.2071957044,0.2676069670,0.7361247614,0.1592403697,1.9517531172,0.4247659047,0.0091768830,0.1632871340,0.9895387815,0.8245584206,0.2750927868,0.2869539791,0.0469225929,0.1726690396,0.2371055767,-0.0719778024,0.7302720172,-0.1222550173,1.5207298920,1.1888368605,0.8736227206,0.0198504110,0.0323434175,-0.0669590193,0.2351400878,1.6609341250,Control
GSM480992,0.8722530488,0.1349883312,-0.2391491307,-0.0223886316,-0.1370802910,0.7777832307,-0.0849963655,0.1576321345,0.1593467311,2.5581991299,0.1461684555,-0.0452503367,2.2189705107,0.2169026251,1.2957385779,0.3153150217,-0.1471509594,-0.1040704019,0.0146230236,0.7170792976,0.0147075540,2.4234709023,0.6400074945,0.8861274223,0.7785944211,0.6149415073,0.2245497412,0.6585659827,0.0739885527,0.1589323509,-0.0926527166,0.5397554174,-0.0124210116,-0.1302371952,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.4130200728,0.9082788116,0.4490415491,-0.0265059753,0.3574011866,-0.0010797481,0.6317377240,0.6564284331,0.3790160048,0.2598681609,1.8556330402,-0.1254498036,-0.0972948466,-0.0541881317,-0.0919171417,0.0763378400,-0.0446584630,0.1645766291,0.1924299500,0.9405100065,0.2146601245,1.2877959238,0.3493119074,0.0228829519,0.1224954221,0.9142842770,0.6463765361,0.6661785153,0.2548571003,-0.0645301006,-0.0538811761,0.1452495112,-0.0701013748,0.6086787910,-0.0951816558,1.3616980390,0.9610014908,0.8199899432,0.0664421246,-0.0295279552,-0.1714860920,0.1048179255,1.2825294479,Control
GSM480993,0.6675050478,0.3514756266,-0.3261642953,-0.0233287151,-0.1235905596,0.7884631976,-0.0691624742,0.1923900254,0.2250391716,2.1836648658,0.2102660463,-0.0436948379,1.2126874096,0.2387223009,0.8563409973,0.4426746755,-0.1658804081,-0.1535248225,-0.0063775786,0.2817842338,-0.0192040195,2.1975401044,0.6921875966,1.1416577231,0.9887021055,0.6775370245,0.4767308229,0.9736300726,0.2356919384,0.3340938034,-0.0930775370,0.5181170303,-0.0199319891,-0.1409539937,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.4741801064,0.7940912880,0.4212352530,-0.0242258021,0.6128931355,0.0340418489,0.5767357118,0.4081141494,0.5489648296,0.2612297014,2.1322508257,-0.0385447841,-0.0882749535,-0.0558687279,-0.1132011612,0.2619118808,-0.0106116188,0.1653034686,0.3584563296,0.8964617675,0.1564938422,1.7717089691,0.2084418686,-0.0785569420,0.1472219157,0.9366969699,0.8519720612,0.7746434411,0.2323772727,-0.0580847655,-0.0270253466,0.1680212800,0.0409385209,0.9380837589,-0.1016041743,1.2794100084,1.0281456623,1.4329009063,0.1014959651,0.0499365529,-0.1117413986,0.1719941203,1.5892600333,Control
GSM480994,0.6266636312,-0.0408870378,-0.1344524360,-0.0471291962,-0.1489434030,0.5578947932,-0.1379010382,0.1104238862,0.1977951154,1.7063657493,0.2458175022,-0.0783884803,2.0881104999,0.1360036403,1.0014704582,0.4405095651,-0.1043243271,-0.1633320768,-0.0795315435,0.5153228286,0.0938294069,2.5272347848,0.5758827826,0.8264354966,0.7294720465,0.6355138042,0.3233888412,0.7184309843,0.1083000203,0.0643897535,-0.0929135193,0.4485219349,-0.0878215916,-0.1138473533,1.6759646504,0.2664022011,0.9055424756,0.4926413219,0.4017414163,0.8330526240,0.2693258445,-0.0468647874,0.4953581184,0.0345375247,0.5851660909,0.4545472182,0.3318423491,-0.0366707124,2.2525017460,-0.1133700053,-0.1881219896,-0.1352057557,-0.0668219456,0.1292002516,-0.0738612941,0.1808820619,0.3947991905,0.7270935709,0.0934973689,1.2352868021,0.2830755136,-0.0020796322,0.0742562049,1.0199004442,0.7405956050,0.1294561312,0.2521619301,-0.0230834225,-0.0388376962,0.0813926276,-0.1377484362,0.5612552092,-0.0862385539,1.3310441784,0.8167509707,0.7066201188,0.0352227388,-0.0182466848,0.0014386426,0.2033366207,1.8900713409,Control
GSM480995,1.0809765695,0.4052551569,-0.3353485963,0.0046568245,-0.2265184192,0.6620837791,0.7357729206,0.2242761190,0.2387059430,2.1626059039,0.1019768225,-0.1174841924,1.6889288691,0.2660299903,1.8491624196,0.4947651912,-0.1218535462,-0.1504931887,0.4689884726,1.4653875044,-0.0542083552,2.4257646243,1.3368635940,0.9918296500,1.1690356042,0.9645969973,0.4922053618,0.9546577615,0.0932028300,0.7836617362,-0.1042805129,0.4980991434,-0.0542504842,0.0051091114,1.5356110527,0.2454925682,0.8721428895,0.5961678888,0.5249027839,0.4630933479,0.3013150574,-0.0867047338,0.5635025790,-0.0266048582,0.6536443566,0.3631877999,0.6889472818,1.2699824326,2.2231015067,-0.1242936669,-0.1470732045,0.0792779624,-0.0872670004,0.2092850570,-0.0416407405,0.4776740091,0.5078118075,0.6668035775,0.1511007185,2.3456005381,0.1914759521,-0.0450077870,0.3673212553,0.9521050591,1.6192355934,2.1711215972,0.1113689529,-0.0828528246,0.5440024578,0.1360241059,0.0865949879,1.0787481787,-0.0780466570,1.5641859509,1.0181915354,1.6079470714,-0.0234394015,0.1369266820,-0.0649031331,0.2009881671,1.9088530200,Control
GSM480996,0.7553637041,0.9954418146,-0.3112850237,-0.0484413006,-0.1618666121,0.4845428244,0.1929358412,0.1932854708,0.2496427726,1.8837919087,0.2650267852,-0.0673556495,1.8486127854,0.2594511880,2.0634082756,0.3951314005,-0.1199751847,-0.1220979968,0.2240067299,0.2123497393,0.0797132636,2.2180271069,1.1184259853,0.8134568807,0.9662348583,0.5620106291,0.3756433716,0.9095449099,0.0573387142,0.7704545856,-0.0427478630,0.7537075156,-0.0172341558,-0.1251919060,1.6932988838,0.2750430175,1.1106318519,0.7246434699,0.5563891964,0.5709639528,0.4287692145,-0.0492206064,0.3697312648,-0.0457660437,0.5232334436,0.6211977933,0.4773821472,0.7695579105,2.1905426583,-0.1276507047,-0.0481377804,0.1479412981,-0.1133425940,0.0193887848,-0.1427479416,0.2028572694,0.2973623560,1.1222156413,0.0848866863,0.6386009913,0.1289199999,0.0045706784,0.2860062817,0.8502037977,0.8442157145,1.2530644302,0.1081512501,0.0311307865,0.0285358698,0.0855189816,-0.0470518025,0.8488837346,-0.0779124462,1.3727600005,0.9039703269,1.2675939781,0.0407988221,0.1161782067,-0.1195415663,0.2304021762,1.9209546703,BRCA
GSM480997,0.6495626112,1.8873404359,-0.1182572603,-0.0309406432,-0.1884092970,0.5778867382,0.9126933898,0.1412965870,-0.0931765501,1.5468359441,0.3390525198,-0.0357240128,0.7368488279,0.8734578807,2.1052171722,0.5006851686,-0.1040407364,-0.0770212055,0.3228937994,-0.0241450271,0.1065771731,2.4668474355,1.1224245169,0.8420560853,0.7775990417,1.2351395965,0.2793344454,0.8125536609,0.2666418532,0.9529317244,-0.0158927444,0.3535957234,-0.0839829147,-0.1810195579,1.1570019613,0.0920963011,1.1568185835,0.5226170965,0.4731658620,1.1649881211,0.2298617023,-0.0571910129,0.3393007402,-0.0453751971,0.3982155562,0.4560009771,0.7276144392,1.7401512931,1.9509224742,0.2169643356,-0.1163090849,-0.0025877013,-0.0854914295,-0.0396216826,-0.0427615314,0.2342728999,0.1607409107,0.6429206294,0.3728498855,0.8925107346,0.6407599561,0.0254908025,0.4856673233,0.7580948117,1.4633080637,4.2936746014,0.9119602641,-0.0331867327,-0.0829490899,0.2654192724,2.0433675499,0.6291898826,-0.1160731470,1.8199810609,1.0503911563,0.1882945816,0.0128716279,0.1061996017,-0.0816729241,0.2059771015,1.8844291993,BRCA
GSM480998,0.7371450023,0.1768851495,-0.2513958290,0.0335027449,-0.0969061547,0.4364675880,-0.0688591573,0.5513053986,0.1847676729,1.9070274941,0.0640380768,-0.0059276269,1.8241045343,0.3438091886,0.7414276773,0.4292437255,-0.0828784693,-0.1440239637,0.0080580472,0.0782589857,0.2272697100,1.8991035700,0.4523510975,0.9961597860,1.1430015957,0.5608000910,0.4155588947,0.9744041436,0.1097750627,0.1776472425,-0.0059799102,0.8580861243,-0.0907833744,-0.1200490261,1.7485351502,0.3250773137,1.2047639366,0.7425047187,0.5020119320,0.7742886320,0.1081029834,-0.0004067606,0.4026587705,0.0820538429,0.6208744082,0.2620668501,0.4765123240,0.0466085539,2.5564855734,0.0774945071,-0.0460580675,0.0149504496,-0.0839606978,0.0654996506,-0.1322884945,0.2353607221,0.3285863622,1.0441173319,0.1152363276,1.0785086547,0.1666841402,0.0894551507,0.2864103870,1.0788244554,0.8257240224,0.7943598133,0.1558622477,0.1660418363,-0.0494261949,0.0636160686,0.0313537266,1.0359154575,-0.1693121638,1.4618672524,1.0534843803,1.0695261854,0.1164652143,0.0864831112,-0.0619967856,0.3264391744,2.0091941356,BRCA
GSM480999,0.8183550248,0.0289848411,-0.2090548353,-0.0699614923,-0.1836743844,0.8025368920,-0.0648078797,0.1312423944,0.4738076158,1.9227068982,0.1532941445,-0.1003971815,1.7343602974,0.4662683449,1.1527253108,0.6622164524,-0.1277869129,-0.0891052404,-0.0209011599,0.6102260974,0.0917294049,1.9882173934,0.6783300853,1.3743155958,1.2071799928,0.7883307406,0.5502558402,1.1601277750,0.2528337648,0.1276581324,-0.1613071056,0.2517886319,-0.0798279954,-0.1694711132,1.6111203642,0.2881960685,0.8158688321,0.7160343779,0.5291442982,0.5399878732,0.4035670622,-0.0692029983,0.8925677445,-0.0289491191,0.9089607133,0.1886211684,0.5734149155,0.1095742564,2.3444932102,-0.1555251148,-0.0748136099,-0.0126916657,-0.1130813985,0.0678512991,0.0776867401,0.5548910565,0.3802523780,0.4769015244,0.0736307908,2.4733070583,0.3111374271,0.0029916956,0.2648184229,1.0856165333,1.4224686118,0.3915762869,0.3145230128,-0.0074008256,-0.0331076858,0.1334578606,-0.1158076201,1.0648757858,-0.1440610663,1.4073828271,1.3689161631,0.9189931844,0.0770101963,0.0932743658,-0.0558391554,0.3464875487,1.9933006421,BRCA
GSM481000,1.0280514088,-0.0136112606,-0.1989368500,-0.0728473921,-0.1867629294,0.6212919541,-0.0533510636,0.3603050452,0.4672915794,1.9809380509,0.1524116485,-0.0849826184,1.7568393548,0.4408776883,1.0076477972,0.6963208088,-0.1535977246,-0.0738171907,-0.0658752629,0.8037269944,-0.1222990899,1.9006932061,0.6265679335,1.1027061829,1.1571881373,0.6376614351,0.4811479333,0.9338947649,0.2450258772,0.2014196740,-0.0874028548,0.3210571348,-0.0838109624,-0.1669132319,1.7189759345,0.3074889228,0.8109120733,0.7148345892,0.5257301268,0.5414116234,0.3038036418,-0.0357490645,0.7173756030,-0.0158603596,0.9260042491,0.2720045082,0.4021694513,0.0404695935,2.3302472433,-0.1040090809,-0.0322408308,-0.0623229019,-0.1042459261,-0.0182495076,0.0021548546,0.3466901339,0.1596915844,0.6605458096,-0.0405476010,1.9039973021,0.2146003932,-0.0249515730,0.2146957341,0.9467697010,0.9442364040,0.3854212184,0.4194326366,0.0017349035,-0.0260094933,0.2111586393,-0.1742341525,1.0984167534,-0.1328591422,1.2435267996,1.5582068894,0.9269060418,0.1708784823,0.1629972213,-0.0831775717,0.3630335737,2.1304139921,BRCA
GSM481001,1.3186171618,0.3232895288,-0.3295501870,0.0663831915,-0.1250564326,0.6472209337,-0.1134116036,0.0824898932,0.3482642082,2.2364975735,0.1876046582,-0.0855847467,1.6446659831,0.4613129095,1.6586944727,0.6862973173,-0.1481627119,-0.1198512342,0.3528659852,0.4256250886,-0.0060014586,2.3635019381,1.1172384672,1.3513129340,1.3818036524,0.9407061088,0.5723591139,1.3260946983,0.0914681644,0.7257068734,-0.1386955979,0.4399477396,-0.0844408597,-0.1670714247,1.5139088801,0.2513544284,0.9059308171,0.7407277192,0.5172970049,0.4539386201,0.4836957016,-0.0814443474,0.5272379278,0.0272794109,0.6346775028,0.1869342618,0.8263236834,0.9359578594,2.6097124815,-0.1270963387,-0.1109953646,0.2120883891,-0.1338786040,0.2569479743,0.0964161414,0.8748631153,0.4366228962,0.5252281725,-0.0092960717,2.2544402554,0.0674371846,0.0149202770,0.3602932799,1.1591967048,1.6838737271,0.2564745081,0.0981375366,-0.0445841678,0.3260543148,0.1602018268,-0.1286735351,1.0116964400,-0.1055222003,1.5765043470,1.5634603982,1.7840387738,0.0563549338,0.1268688337,-0.1728520066,0.3338981606,2.0489441326,BRCA
