@relation data

@attribute id string
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 5320 numeric
@attribute 6772 numeric
@attribute 1154 numeric
@attribute 3716 numeric
@attribute 10076 numeric
@attribute 5967 numeric
@attribute 3717 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7042,2.0903,-0.0914,2.3654,1.2154,1.8794,2e-04,-0.1818,1.1912,Control
A02,1.5545,2.007,0.0508,2.5389,0.823,1.6629,0.1256,-0.1598,1.0674,Control
A03,2.0921,1.992,0.0131,2.8972,0.7127,1.8002,0.0473,-0.1311,1.4901,Control
A04,0.6554,1.866,0.0173,2.379,0.6301,1.964,0.0632,-0.1303,0.865,Control
A05,0.6132,2.2635,-0.0761,2.648,0.7665,1.8971,0.0139,-0.1454,1.3068,Control
A06,0.085,2.1594,-5e-04,2.2254,0.6313,1.8036,0.0545,-0.135,1.0847,Control
A07,0.9455,2.1762,-0.0333,2.2112,0.7435,2.0093,0.0422,-0.123,1.4226,Control
A08,0.7944,1.8153,-0.0129,2.5672,0.9433,2.2698,0.0496,-0.1721,1.4684,Control
A09,0.7784,1.9194,0.0282,2.4187,0.9081,1.9491,0.0939,-0.0841,1.3695,Control
A10,1.5207,2.1802,-0.0251,2.7033,0.6922,2.0508,-0.033,-0.2029,1.4291,Control
A11,1.6963,1.579,-0.0228,1.4881,0.6314,1.6694,-0.007,-0.0964,0.976,Control
A12,0.6982,1.6508,0.1872,1.4931,0.5154,1.4495,0.1235,-0.0481,0.4637,Control
B01,0.1725,2.1328,0.0475,2.2112,0.3518,1.7935,-0.0093,0.0296,0.9815,Control
B02,0.8176,2.3156,-0.0695,2.5759,0.2966,1.861,0.0379,-0.0711,0.9702,Control
B03,0.7522,2.3143,0.0177,2.399,0.5458,1.8576,-0.0187,-0.0659,1.0222,BRCACancer
B04,0.8273,1.7134,0.0322,2.4126,0.7886,2.1389,0.0288,-0.2725,1.3224,BRCACancer
B05,0.2616,2.0152,0.0534,2.1061,0.3024,1.7979,0.0846,-0.1202,0.8028,BRCACancer
B06,0.406,1.7597,0.1204,2.2475,0.4265,1.4884,-0.0504,0.1169,0.7458,BRCACancer
