@relation data

@attribute id string
@attribute 941 numeric
@attribute 942 numeric
@attribute 940 numeric
@attribute 5062 numeric
@attribute 2475 numeric
@attribute 117145 numeric
@attribute 9020 numeric
@attribute 253260 numeric
@attribute 57761 numeric
@attribute 6714 numeric
@attribute 7525 numeric
@attribute 7409 numeric
@attribute 5170 numeric
@attribute 5058 numeric
@attribute 1326 numeric
@attribute 207 numeric
@attribute 79109 numeric
@attribute 208 numeric
@attribute 9402 numeric
@attribute 5290 numeric
@attribute 64223 numeric
@attribute 10000 numeric
@attribute 2885 numeric
@attribute 2534 numeric
@attribute 5879 numeric
@attribute 5295 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3386,0.8489,2.0683,1.0093,1.0383,0.998,0.7681,1.8849,0.1189,0.3755,0.3196,1.4581,0.7923,1.1544,0.7111,0.6157,0.5277,0.8453,1.6651,1.5746,0.3965,0.6233,1.6355,1.6042,0.6575,1.4982,1.9358,1.3216,1.3548,Control
A02,0.1308,0.8305,1.3671,0.8765,0.8076,0.6473,0.528,1.4736,0.1156,0.3775,0.1729,1.3267,0.6688,1.1633,0.7713,0.5686,0.2836,0.6275,1.3515,1.3014,0.332,0.3831,1.481,1.263,0.5148,1.1993,1.6874,1.1848,1.0825,Control
A03,0.3489,1.0305,1.1903,0.9832,1.0044,0.6176,0.7605,1.6646,0.1526,0.6195,0.3404,1.5584,0.8003,1.4142,0.9819,0.6805,0.529,0.7841,1.4328,1.3967,0.4396,0.396,1.7658,1.4626,0.7441,1.3339,1.7151,1.5638,1.3582,Control
A04,0.1898,0.7714,1.8681,0.9574,0.953,1.0036,0.6381,1.6612,0.2226,0.414,0.3208,1.2953,0.7491,1.0138,0.8159,0.6225,0.4347,0.7141,1.5026,1.353,0.3908,0.5255,1.4795,1.4429,0.4666,1.4882,1.9667,1.3945,1.2386,Control
A05,0.1691,1.1358,1.4142,1.0515,1.0559,0.7198,0.6988,1.6544,0.2709,0.6469,0.2929,1.5629,0.8948,1.356,0.914,0.7463,0.5105,0.7904,1.6692,1.4836,0.4851,0.5106,1.8562,1.4763,0.6929,1.3381,1.6797,1.5799,1.2977,Control
A06,0.1506,1.1886,1.4178,0.8871,0.9456,0.7504,0.6021,1.5707,0.0788,0.4253,0.3391,1.4198,0.7874,1.2821,0.9658,0.6458,0.4516,0.7372,1.2811,1.3845,0.3235,0.4506,1.5705,1.3895,0.5468,1.3761,1.611,1.3697,1.1472,Control
A07,0.224,1.2324,1.7139,1.0399,0.982,0.9666,0.7746,1.8248,0.0222,0.359,0.3682,1.4343,0.8207,1.3527,0.8382,0.597,0.615,0.7443,1.6121,1.5934,0.3672,0.74,1.8609,1.8589,0.7206,1.6231,1.7129,1.7041,1.571,Control
A08,0.1523,0.975,2.0481,1.2064,1.0594,1.0072,0.7477,2.1937,0.0337,0.3481,0.4985,1.3268,0.8395,1.1951,0.8126,0.5375,0.7545,0.7355,1.6622,1.7501,0.3279,1.0516,1.7198,1.9941,0.8123,1.714,1.5609,1.8806,1.6801,Control
A09,0.2479,0.9961,1.8234,0.9376,0.8822,0.8251,0.6974,1.7465,0.0229,0.4569,0.2847,1.4492,0.8331,1.2691,0.7689,0.5633,0.5832,0.6938,1.7659,1.4582,0.3416,0.7535,1.8278,1.7212,0.5927,1.5464,1.828,1.6382,1.4154,Control
A10,0.2632,1.2449,1.5408,1.0688,1.0156,0.8348,0.73,2.0044,0.121,0.4388,0.3193,1.3221,0.8665,1.3532,0.9184,0.5633,0.6533,0.7332,1.8946,1.6941,0.3939,0.8026,1.802,1.9662,0.7228,1.6535,1.8784,1.7975,1.5851,Control
