@relation data

@attribute 10000 numeric
@attribute 1050 numeric
@attribute 11040 numeric
@attribute 1147 numeric
@attribute 1978 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2322 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 369 numeric
@attribute 3728 numeric
@attribute 3815 numeric
@attribute 3845 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5292 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5371 numeric
@attribute 5467 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 5914 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6688 numeric
@attribute 673 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7704 numeric
@attribute 83439 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 861 numeric
@attribute 862 numeric
@attribute 8900 numeric
@attribute Class {Control,BRCA}

@data
6.02664600925,12.99639586,9.557291911,9.004698798,6.891088384,9.746089281,7.466690585,6.178122649,6.033979735,10.40794251,9.4954151895,7.4423513115,7.1307406325,10.17550624,9.22593978533,10.826347985,6.8286116825,11.83974258,12.34771002,8.74899041,7.5908954075,6.685313404,7.339184439,11.20780763,8.467616885,6.299304767,7.0703331436,11.7240492,6.53944071629,6.31073354367,8.27215776867,11.634256725,10.49127719,11.44994835,7.546352606,10.11570732,6.9343807455,13.0689563,8.69026092,10.80480483,9.8141439395,8.001564595,7.867620258,6.737828577,6.513534664,11.45883824,11.46083484,9.961088297,5.303029586,9.499816557,11.42951334,9.014572276,6.660285205,10.2072374,7.44833841333,6.5518266378,6.796886882,Control
5.94776533325,11.96210624,10.25357012,8.974945912,6.950471695,9.68028616833,6.43012268,5.730104109,6.539395847,10.37262599,9.5539178325,7.8897640555,7.787354885,10.06599536,9.65798629833,12.309986695,6.4300637355,10.569760214,12.34109771,8.474680533,7.9480842695,7.098719371,6.741201091,10.47641742,8.699078855,7.09127967,7.6111323212,12.12504541,6.38494067629,6.72090299967,7.85669691467,11.27623323,9.559434991,11.52169626,7.48196166867,10.34726733,7.03867441275,12.87039849,8.669346719,10.83272413,9.498162056,7.481398095,7.609956448,6.58422901,5.99820185,11.6077021567,11.3989816,10.15001415,5.5473183655,10.1669919,10.03379759,9.552203712,6.249592888,10.39985497,7.37794538267,6.7864188844,6.077889871,BRCA
5.52044016575,9.656023072,9.223652493,8.986710369,7.435172523,9.69256516467,6.416760061,6.169329391,5.844744204,10.44466839,9.480270588,7.856102429,7.4532495275,10.30533535,10.0576530213,12.63635133,6.720661627,11.54593261,12.51631937,8.690112479,8.5167067915,6.212526175,6.813047234,8.400240246,9.063247518,6.323194968,7.448654099,12.67203307,6.26871611786,6.404486807,8.11094053067,11.198356615,9.65317699,11.72288448,7.496409352,10.45388564,6.874699479,13.5121695,9.073024297,10.9243451,10.2425466365,7.228580927,7.575257723,6.465370539,6.84843868,11.5512263767,12.10466109,10.28344757,5.2594447425,9.596027176,8.31563766133,9.290572499,6.638439986,10.04121461,7.343849685,6.5415006864,6.720350724,BRCA
5.58777326775,11.7674087,8.740388881,8.742495656,7.499688706,9.98949733167,5.863140121,6.073504957,5.341462114,10.39039231,9.432546201,8.398114105,7.4011955135,10.35265071,9.36088115533,11.75533744,6.243898751,10.2570662725,12.26985874,8.847629866,8.468887702,5.584068992,6.506054132,9.193310434,8.649598507,6.299945779,7.6522265588,12.52623397,6.11509249814,6.77332594167,7.98209816267,11.274247985,9.580847928,11.42772678,7.166098701,10.09500831,7.00693217225,13.61588998,7.67194989,11.19937192,9.9489026305,6.648325671,6.838009842,7.2741529695,6.723630657,10.720960379,11.96551025,10.10956988,5.361841212,10.09834176,10.1768850973,9.512108899,7.411068419,10.50969117,7.55925720367,6.240980422,6.183293584,Control
5.87271996825,12.19128143,10.30071322,8.684828488,7.662759375,9.506100771,6.860966288,6.1022441,6.042212717,9.62228117,9.66718229,7.697637374,7.5245616955,10.14697308,9.67758439933,12.646626615,6.8833304115,11.50644256,12.37603319,8.770532686,6.8894093365,7.405441727,6.944393257,10.1525514,8.565760069,7.300126299,7.950268865,11.96427598,6.37815762857,6.533226084,7.82991936767,11.21839075,9.966174165,11.8471671,7.33013335533,10.22872886,6.921019597,13.04549694,9.268495874,10.47933595,9.731993461,7.634958261,7.652900753,7.1398516745,6.818713579,11.54329104,11.9164133,9.833894617,5.7593689035,10.14243933,10.9285699,9.488543691,6.561483187,9.78258103,7.465188787,6.9303629098,6.125780878,BRCA
6.0241266485,12.07584355,9.165887529,9.33884841,6.493499734,9.688092646,7.477052175,6.02259599,5.759695977,10.04182378,9.9164802245,7.3388634815,7.5689740425,10.77106872,9.71617004,12.920986245,7.019536675,12.17961768,12.87483063,9.445243095,8.097828749,7.460253403,7.80732453,11.84327345,8.146264608,6.725540512,7.4183463498,12.02694363,6.34072112443,6.443668225,8.18650002,11.07534033,10.23164154,11.5852209,6.96976629,10.624983,7.5333153725,13.37610779,9.673230059,11.22643043,10.1743432895,8.19601328,8.522033306,7.2403934885,6.520033725,11.6186680667,11.1888517,10.29596436,5.46848766233,8.429543916,8.77030593667,8.234483507,6.446881172,10.54285319,7.414782488,6.2319443818,6.672712173,BRCA
5.88751933675,9.697849875,9.855266053,8.17437786,6.682577247,10.0480993307,6.742953157,6.256449903,5.942169184,9.710815526,9.167523377,7.9742866725,7.550193916,10.66411416,8.83286652133,11.130403795,6.6232326,10.2032142635,12.52075501,9.358008891,8.8341510175,6.662423158,5.996847001,8.181302763,8.302457433,7.476910459,8.3350079456,13.11366653,6.08571496271,6.708879826,8.451561107,11.151396135,8.977681421,11.16076662,6.54175895867,9.961088297,7.24507937975,13.46367638,7.262755244,11.68974045,9.6883434395,7.292025067,6.760091594,7.835014566,6.949071249,10.620682972,10.72234672,9.214514093,5.8858777265,11.59635064,10.5945657587,9.001071145,6.282259665,10.10111594,7.85830559467,7.2413074314,6.268944869,BRCA
5.55851851825,10.41990782,10.75975321,8.824657385,6.606446392,9.436876068,6.689303092,6.371999292,6.015923042,9.922785491,9.1611827995,7.7095138065,7.4520617975,10.26119615,9.14835891633,11.77757979,7.0670465565,11.820520445,12.20475003,8.993477034,8.155621054,6.020263967,7.162847292,9.880708911,8.452633655,6.726903149,7.757716558,12.07897478,6.37995857,6.47136228233,8.171538624,11.40345044,10.00443156,11.28922369,7.84441516067,10.12277013,7.1426864325,12.73729283,9.194320487,10.38915837,9.8900263955,7.787382059,7.907583411,6.7954426655,6.880413479,11.4495990067,10.75261086,9.788616845,5.48916194417,9.218358063,9.95324761033,8.191603516,6.094030827,10.4077487,7.01702627133,6.4088298562,6.986072764,Control
5.650041658,10.0776573,9.928659427,8.659854224,7.327824597,9.58057105933,6.500527718,6.415999972,5.978888461,10.26710886,9.3657406255,7.94496816,7.530604743,10.30631839,9.81358013633,12.9101455,6.5497902615,12.140966635,12.42766909,8.769533015,7.9414165605,7.205282841,7.428655643,9.360134406,8.407417683,6.426437217,7.6719006758,12.20624983,6.23936458629,6.43624246133,7.91861634733,10.99057863,9.452231522,11.82274022,7.80894971567,9.9831294,6.85324334125,13.81715158,9.012625324,10.83540327,10.173879045,6.878728789,7.65031782,6.829637695,6.894518054,11.6033707233,11.94573106,9.93285737,5.40220329333,9.080831598,9.990452135,9.202332696,6.225020007,9.861979055,7.526499833,6.2129283712,6.059891283,BRCA
5.56331123875,12.67483341,9.772562477,8.645245129,6.268944869,9.75364579767,6.827314517,5.582714993,5.906897358,9.976514407,9.70078824,8.148239231,7.6541093245,10.44466839,9.89908857167,11.438815735,6.1985753455,9.975804059,12.09766027,8.271931157,7.841531879,7.606018576,6.850940421,9.81654816,8.72987657,6.76752611,7.3060563712,12.27296951,6.61383716029,6.45550527467,7.74245236133,11.551814785,9.69476318,11.64681981,7.79374473733,10.28660429,7.14252749825,13.40233131,8.33670864,10.84783275,9.8976062935,7.4960371,6.965931792,6.7450613075,6.877072814,11.0351359567,11.45097165,9.955468697,5.292395849,9.445998278,8.562947909,8.92018991,5.941347708,10.22738163,7.33466205433,6.3202046472,5.906897358,BRCA
