@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1050 numeric
@attribute 11040 numeric
@attribute 1147 numeric
@attribute 1978 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2322 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 369 numeric
@attribute 3728 numeric
@attribute 3815 numeric
@attribute 3845 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5292 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5371 numeric
@attribute 5467 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 5914 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6688 numeric
@attribute 673 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7704 numeric
@attribute 83439 numeric
@attribute 8503 numeric
@attribute 861 numeric
@attribute 862 numeric
@attribute 8900 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,-0.0676230696,1.1237333544,1.5553736859,1.4740312099,1.9397812022,0.1866127024,-0.1022564159,-0.0448427393,0.2820005649,1.3452941188,1.0380567778,0.5241222142,0.4352205655,1.7464562788,1.2755532927,0.4153290968,0.5926393938,0.4754300158,1.3243965731,-0.0609185226,0.6502234032,0.0817053106,0.9461527949,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.1281365763,0.6971814451,0.5276523813,0.4586358647,0.0778244350,0.2177100353,0.6409841057,0.0324531525,1.5825335458,0.8525465690,1.0731972919,0.2796197917,0.1797246685,0.5492388602,-0.1401388359,0.3043230119,0.8531475714,0.0372537282,0.1224982199,0.4610165383,0.7218863406,0.0129276895,0.2154807355,0.8580704628,0.4477150786,-0.1084384944,2.6403919459,BRCA
GSM480985,0.6712534413,-0.0785164089,0.9457692079,1.1625347307,1.3213309200,1.4054429928,0.2867683454,-0.1507234600,-0.0263181581,0.2869626373,1.1583383579,0.5481084954,0.8006201253,0.4021199361,1.3415887190,3.0530981752,0.4587173745,0.2717646782,0.4509238059,0.8611773475,-0.1205094834,0.8534231111,0.1992576002,1.3791328817,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.2016428465,0.5993762612,0.4521202200,0.5649788797,0.0538346215,0.2315313540,0.6127393824,0.0587315608,1.5935095322,0.8536376064,1.1561554869,0.1474694401,0.2011654340,0.6409502427,-0.1789364269,0.3713752488,1.0000824235,0.5274472088,0.2041423073,0.8030626381,0.8713486481,0.4749956496,0.7328280286,1.1287610356,0.6057846888,-0.1144114449,0.8917953896,BRCA
GSM480986,0.3637514705,-0.0245888026,1.1957604811,1.3508609449,1.2712737771,1.7577156492,0.2145363198,-0.1205043421,-0.0236322101,0.3590194074,1.5127595663,0.9493732134,0.5310721682,0.4833758425,1.8956718247,1.5909223821,0.4106089262,0.4492141063,0.3572855135,1.3830056341,-0.0845531220,0.3758222094,0.0859145318,0.6833038087,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.2064359971,0.7115066892,0.5276161861,0.5706250406,0.0844743560,0.3771760837,0.4839221177,0.0833491964,1.9378681357,0.9353946786,0.9039376048,0.3787171307,0.0952468054,0.4793911673,-0.1180941899,0.3954231461,0.8920400335,0.1005128598,0.1247599432,0.8296508626,0.6392725903,0.0186194705,0.3681067234,0.9668687962,0.4819429072,-0.0856702792,2.1455776392,BRCA
GSM480987,0.4741756265,0.3089034228,1.1070515559,0.9561490119,1.8638020904,1.6769249506,0.2593453904,-0.0620984703,-0.0190172376,0.3142830003,1.4599798470,0.6616964770,0.3550794774,0.4795592507,0.0025442684,0.0219995623,0.2296363310,0.7697951637,0.2389650019,1.3380605279,0.2274401900,0.4246866423,-0.0142156617,1.1504343749,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.2824226882,0.6272972048,0.4570317386,0.5260457562,0.0511663564,0.1247138026,0.3882937707,0.0134116447,1.2294952867,0.8780260834,0.7655862770,0.1659972948,0.0700896732,0.1445394283,-0.0946145273,0.2871097813,0.6242419429,0.2219263650,0.1830839837,0.0737067636,0.5214755582,0.4253345234,-0.0026901963,0.1919102957,0.0809221604,0.1269221728,0.0406964951,BRCA
GSM480988,0.3666419161,-0.0017071638,1.1597775361,1.0976330084,1.1551737766,1.1675294143,0.1712146028,-0.1165077854,-0.0933597851,0.3580759724,1.6300611323,0.4589619954,0.6144637026,0.3179003717,1.3134222209,2.6506322223,0.2562269165,0.4848055529,0.2502003758,1.0662603861,-0.0362709062,0.5025178531,0.1213094126,0.5321876444,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.1198614077,1.0694119925,0.4923907940,0.4829891018,-0.0383270433,0.0354253387,0.4704262694,-0.0127016531,1.0011213121,0.6707278885,1.0328786273,0.2095705721,0.0896705153,0.3725107078,-0.0928468716,0.2504118828,0.5880402816,0.1684060337,0.1357062248,0.7221334199,0.5751020640,0.0227113024,0.4379166936,1.0844853694,0.3897045338,-0.1173984378,2.0835959615,BRCA
GSM480989,0.2517094096,-0.1118511747,1.3063847123,0.6682628254,1.9222560303,2.3074461223,0.2270790681,-0.0670738797,-0.0318046184,0.2633598632,1.6843677122,1.1103506463,0.4192595793,0.4588489833,2.2143873838,1.8836652570,0.2400973081,0.3984325587,0.1723780840,1.2916537300,-0.1170667829,0.3040667095,-0.0454611126,0.7347949819,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.2214081111,0.8384001215,0.4168803811,0.8519349658,0.0375365682,0.5766588003,0.4437155496,0.0448699539,1.7276778767,1.1224099571,0.2883380064,0.4830073930,-0.0037837656,0.2630944657,-0.1090271453,0.2245239546,0.9483558725,0.2980536016,0.2224860404,0.7278628971,0.7589532104,0.0307200256,0.7552782409,1.0210926999,0.1752291832,-0.1064736762,1.6657413244,BRCA
GSM480990,0.3166647480,0.0901694972,1.5232649709,0.8183849113,1.7020355538,2.3939645291,0.2749733657,-0.0467009520,-0.0240894286,0.3352952178,1.6475978081,1.1067612915,0.4130142646,0.4235380454,2.3775305616,0.6234498563,0.3191353141,0.5031338535,0.3219937040,0.9421872181,-0.0439781166,0.4307222246,0.1950829520,0.9842586070,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.4203515750,1.0157447277,0.4040678319,0.5468216389,0.1245269666,0.4847173588,0.3387474729,0.0329955092,1.6585228148,1.1399565821,0.6969770806,0.5312946617,0.0120991491,0.3107558547,-0.0104161969,0.2258322309,0.7514938833,-0.0418846110,0.1009955318,0.5914152316,0.6402914647,-0.0171573706,0.4931352758,0.6030732589,0.3543289611,-0.0951706939,0.7692230827,Control
GSM480991,0.2500861962,0.1130464388,1.1429443509,1.0469395604,1.6131960900,1.8290236989,0.2449685031,-0.1373325728,0.0096481766,0.3894767673,1.5652074934,0.9763167946,0.4572952855,0.4692680691,2.3339636856,1.5491447316,0.3643042232,0.3545671447,0.3367405246,1.1985398679,-0.0690634400,0.3718392522,0.0580118667,0.8976044786,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.3357928123,0.9547655356,0.5071865046,0.6482640730,0.0588836264,0.4295866277,0.3654298311,0.0775396723,2.0593645064,1.0769064036,0.6293849200,0.3664313708,0.0441448208,0.3851343730,-0.0945916112,0.2893171571,0.9142858364,0.2253412083,0.1830051345,0.7624848227,0.5888127228,0.1725564218,0.2542020941,1.0204976901,0.4382557416,-0.1136084523,2.1327344180,Control
GSM480992,0.2476967987,0.0504755889,1.4630637829,0.6665939561,1.7438820154,2.3328941266,0.3295684198,-0.0870041018,0.0098416810,0.3958090664,1.5792976092,1.1827308424,0.3674736292,0.6180237605,2.8402087953,0.6096988846,0.2580534183,0.5397554174,0.1333302662,0.6252961718,-0.0951844001,0.3555988693,-0.0417928508,1.0771418957,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.3234519124,1.0294869397,0.4130200728,0.9082788116,0.1346057261,0.4719536303,0.3105769333,0.1518663888,1.9210771919,1.2896809784,0.6317377240,0.6564284331,0.0183351703,0.4019502806,-0.0978773092,0.4011166239,0.9575954077,0.0872129699,0.1292670868,0.9665290049,0.7228339593,0.0580179355,1.0624874607,0.7441449755,0.4630597258,-0.1050425287,1.4710577726,Control
GSM480993,0.3786722400,0.0027172210,1.2013536073,1.1139041867,1.7381645814,1.9907199673,0.3003267815,-0.0715624650,0.0090587195,0.3445785162,1.5582134934,0.9945207685,0.5721119152,0.5771721326,2.0651898517,1.9263189239,0.2800151646,0.5181170303,0.2735164897,1.2895348594,0.0113864971,0.3556248992,-0.0141177758,1.0065849684,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.2748011447,0.8596536507,0.4741801064,0.7940912880,0.0415849929,0.4597184245,0.3602931440,0.0481465405,1.8622661701,0.9961075650,0.5767357118,0.4081141494,0.0562111053,0.4506590302,-0.1865362678,0.4162600737,0.9188969735,0.3359975065,0.2098610063,0.9945722132,0.7452751833,0.0182785841,0.3979237766,1.0595477061,0.5322939699,-0.0907866448,1.8889057636,Control
