@relation data

@attribute id string
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 2147 numeric
@attribute 2158 numeric
@attribute 2160 numeric
@attribute 351 numeric
@attribute 5054 numeric
@attribute 5327 numeric
@attribute 5328 numeric
@attribute 5340 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.1206448859,0.1617570012,-0.0343195665,-0.0485781644,0.1320036710,-0.0343059990,-0.1416186203,-0.1159361748,-0.1003722108,1.6956855067,0.4893859166,0.4741163664,0.2301754869,-0.0365531985,BRCA
GSM480985,0.1024053941,0.3574818842,-0.0217375736,0.0682805988,0.3197791149,-0.1342293939,-0.1930294107,-0.1421818332,-0.1467117822,2.0237821469,1.0549763075,0.9231641255,0.3113895586,-0.0948844489,BRCA
GSM480986,0.1571395738,0.4284097366,0.0045408444,-0.0003269257,0.4033968100,0.0435658686,-0.1844459021,-0.1101851041,-0.0975946225,1.8859670967,0.3924423939,0.6310123736,0.1136136802,-0.0223698655,BRCA
GSM480987,1.2825283761,0.9133396048,-0.0216841742,-0.0280876425,-0.0148904576,-0.1230738403,-0.2081336734,-0.1013116187,-0.0793938567,1.5586604496,1.1980752184,0.1584205581,0.2544527572,0.0163191410,BRCA
GSM480988,0.1152882675,0.3064220885,-0.0410077930,0.1296488376,0.2849267037,-0.0295574355,-0.1149176441,-0.0293717670,-0.1096291251,1.5552437613,0.0990862712,0.4932908714,0.0958373921,-0.0291078585,BRCA
GSM480989,0.0023976691,0.2114621343,-0.0441274428,-0.0788148742,0.1264852435,-0.1317963801,-0.2880127502,-0.0995647737,-0.1077170806,1.6780043391,0.4122024022,0.5727257746,0.1716688302,-0.0372760201,BRCA
GSM480990,0.3157544133,0.5032480955,-0.0224619561,-0.0072702441,0.2984222376,0.0574288082,-0.2131876319,-0.0795996321,-0.0640466618,1.6520538395,1.3165193795,1.5645859725,0.3854634807,-0.0506522504,Control
GSM480991,0.0312546151,0.2466490643,-0.0178426241,-0.0549827734,0.1832314988,-0.0132853633,-0.2291514151,-0.0133711251,-0.0896879367,1.8694424539,0.4921195606,1.3265365251,0.3512641274,0.0257030815,Control
GSM480992,0.0624451243,0.3013565149,-0.0173351448,-0.0373090050,0.1683771527,-0.0030339869,-0.2514961897,-0.0779947753,-0.0972692084,1.7368543059,0.5289712192,0.9484212779,0.1728958480,-0.0355633598,Control
GSM480993,0.1815740701,0.4915914865,-0.0612812659,0.0045384616,0.2849183196,-0.0067307282,-0.1717529876,-0.1184536032,-0.0629372922,1.8259726284,0.4068696729,0.9954111269,0.1057771766,-0.0184198795,Control
GSM480994,0.0083825677,0.2103920599,-0.0398021915,-0.0752932956,0.2295007029,-0.0510959778,-0.1927203970,-0.0246512360,-0.0769296080,1.9960904146,0.4304799549,0.2317378817,-0.0257094933,-0.0547459791,Control
GSM480995,0.8249219695,0.6120408962,-0.0344858331,0.1310543132,0.1006254997,-0.0595654613,-0.2196804989,-0.1365238484,-0.1051844605,1.8942411204,1.9892706776,1.2923636494,0.7832968964,-0.0223439361,Control
GSM480996,0.2528035597,0.2591062002,-0.0545636404,-0.0728114541,0.3021600808,0.2057841167,-0.1724216322,-0.1256158664,-0.0916413781,1.6595547888,1.3102262621,1.2447527386,0.6899342631,-0.0468639015,BRCA
GSM480997,1.1197093940,0.8625907969,0.0104849085,0.8790216298,0.3554456811,0.1026686799,-0.1862050473,-0.0507343604,-0.0733545351,1.5118607624,2.5608006442,1.5190945080,0.3536984249,0.0064876461,BRCA
GSM480998,0.2317865069,0.3917077266,-0.0478752598,-0.1471091622,0.2866364169,-0.0233646274,-0.1641045208,-0.1101729890,-0.0618989999,1.7588551935,0.2456661614,0.6647486723,0.1052051537,0.0058652122,BRCA
GSM480999,0.0443660415,0.2084738527,-0.0172466180,0.0063920659,0.1931438924,-0.0826129106,-0.2116027020,-0.1719410123,-0.0831923396,1.9762328130,0.2564903441,0.6913523410,0.0151417707,-0.0528582818,BRCA
GSM481000,-0.0206397671,0.1569318671,-0.0375482217,-0.0063074533,0.2069869095,-0.0885292554,-0.1751550464,-0.1176802329,-0.1008243412,1.9772627890,0.1501057932,0.6701808199,0.1768969481,-0.0660649078,BRCA
GSM481001,0.8957656743,0.6170466852,0.0264951522,0.2525608915,0.2802197753,-0.0780167694,-0.1986475898,-0.0609215719,-0.1100448976,2.0630949559,1.7190011579,0.4882479840,0.5748407120,-0.0412716827,BRCA
